Time,T,OTU22_R1,OTU23_R1,OTU22_R2,OTU23_R2,OTU22_R3,OTU23_R3,OTU22_R4,OTU23_R4,OTU22_R5,OTU23_R5,Tm,T_internal
35.15,30,8.66,8.38,8.03,8.92,9,8.39,8.08,8.87,8.85,8.35,30,28.8
36.15,30,8.68,8.39,8.03,8.93,9.02,8.4,8.08,8.9,8.87,8.38,30,28.82
37.15,30,8.7,8.41,8.04,8.96,9.04,8.43,8.1,8.93,8.89,8.39,30,28.86
38.15,30,8.73,8.43,8.06,8.99,9.07,8.46,8.1,8.95,8.91,8.43,30,28.88
39.17,30,8.74,8.45,8.07,9.01,9.09,8.47,8.11,8.96,8.92,8.44,30,28.9
40.17,30,8.75,8.47,8.07,9.04,9.12,8.51,8.12,9,8.95,8.46,30,28.91
41.17,30,8.76,8.47,8.07,9.05,9.13,8.54,8.12,9.01,8.96,8.47,30,28.94
42.17,30,8.77,8.49,8.08,9.07,9.16,8.53,8.15,9.03,8.99,8.51,30,28.97
43.18,30,8.78,8.51,8.09,9.08,9.17,8.57,8.15,9.04,9,8.51,30,28.97
44.18,30,8.8,8.51,8.09,9.11,9.17,8.57,8.15,9.07,9.01,8.5,30,29
45.18,30,8.83,8.53,8.1,9.12,9.21,8.62,8.17,9.1,9.04,8.55,30,29.01
46.18,30,8.81,8.52,8.09,9.13,9.2,8.6,8.15,9.09,9.04,8.55,30,29.03
47.18,30,8.82,8.55,8.1,9.14,9.22,8.63,8.16,9.12,9.05,8.56,30,29.04
48.18,30,8.83,8.55,8.09,9.16,9.22,8.64,8.15,9.11,9.05,8.55,30,29.07
49.18,30,8.84,8.55,8.1,9.16,9.25,8.65,8.15,9.11,9.09,8.57,30,29.08
50.2,30,8.86,8.56,8.11,9.17,9.26,8.66,8.16,9.16,9.09,8.6,30,29.1
51.2,30,8.86,8.56,8.09,9.18,9.26,8.67,8.15,9.14,9.11,8.58,30,29.11
52.2,30,8.87,8.57,8.09,9.18,9.28,8.7,8.15,9.17,9.11,8.58,30,29.11
53.2,30,8.87,8.57,8.09,9.2,9.28,8.7,8.15,9.18,9.13,8.61,30,29.14
54.2,30,8.87,8.6,8.11,9.21,9.3,8.71,8.15,9.19,9.14,8.63,30,29.14
55.2,30,8.89,8.6,8.1,9.21,9.29,8.72,8.15,9.19,9.13,8.61,30,29.16
56.22,30,8.89,8.58,8.11,9.21,9.32,8.71,8.14,9.18,9.14,8.63,30,29.18
57.22,30,8.89,8.6,8.1,9.21,9.3,8.74,8.16,9.2,9.14,8.63,30,29.18
58.22,30,8.9,8.61,8.1,9.22,9.3,8.73,8.15,9.2,9.14,8.63,30,29.21
59.22,30,8.9,8.6,8.1,9.24,9.33,8.73,8.12,9.21,9.16,8.63,30,29.21
60.22,30,8.91,8.62,8.11,9.25,9.33,8.75,8.14,9.24,9.16,8.64,30,29.21
61.22,30,8.91,8.63,8.1,9.26,9.36,8.76,8.15,9.24,9.17,8.65,30,29.22
62.22,30,8.9,8.62,8.09,9.26,9.35,8.74,8.14,9.22,9.18,8.65,30,29.24
63.22,30,8.9,8.62,8.08,9.26,9.34,8.76,8.14,9.24,9.17,8.64,30,29.26
64.23,30,8.9,8.61,8.07,9.25,9.34,8.76,8.12,9.22,9.17,8.65,30,29.26
65.23,30,8.91,8.62,8.08,9.26,9.35,8.76,8.12,9.25,9.18,8.66,30,29.26
66.23,30,8.9,8.62,8.07,9.27,9.36,8.76,8.11,9.25,9.19,8.66,30,29.26
67.23,30,8.9,8.62,8.08,9.26,9.36,8.78,8.11,9.26,9.2,8.66,30,29.26
68.23,30,8.9,8.62,8.07,9.27,9.36,8.78,8.12,9.26,9.2,8.68,30,29.29
69.23,30,8.91,8.63,8.07,9.28,9.36,8.8,8.11,9.28,9.21,8.67,30,29.28
70.23,30,8.9,8.63,8.06,9.28,9.37,8.78,8.11,9.27,9.2,8.66,30,29.29
71.25,30,8.89,8.62,8.06,9.28,9.36,8.81,8.09,9.27,9.21,8.67,30,29.29
72.25,30,8.9,8.63,8.05,9.29,9.37,8.81,8.1,9.29,9.22,8.67,30,29.3
73.25,30,8.89,8.61,8.05,9.28,9.36,8.8,8.08,9.28,9.21,8.66,30,29.32
74.25,30,8.9,8.63,8.06,9.29,9.37,8.83,8.1,9.29,9.24,8.68,30,29.33
75.25,30,8.89,8.62,8.04,9.28,9.36,8.81,8.08,9.29,9.21,8.67,30,29.33
76.27,30,8.89,8.63,8.04,9.29,9.37,8.82,8.08,9.29,9.21,8.68,30,29.33
77.27,30,8.89,8.61,8.03,9.28,9.37,8.83,8.07,9.29,9.22,8.67,30,29.33
78.27,30,8.91,8.63,8.03,9.3,9.38,8.84,8.07,9.32,9.22,8.7,30,29.33
79.27,30,8.87,8.61,8.02,9.28,9.36,8.82,8.06,9.29,9.21,8.67,30,29.35
80.27,30,8.89,8.62,8.02,9.29,9.36,8.82,8.05,9.32,9.21,8.67,30,29.33
81.28,30,8.89,8.61,8.02,9.28,9.37,8.82,8.05,9.3,9.21,8.68,30,29.35
82.28,30,8.87,8.6,8.02,9.29,9.36,8.83,8.05,9.29,9.21,8.68,30,29.35
83.28,30,8.86,8.6,8,9.28,9.36,8.84,8.04,9.32,9.21,8.68,30,29.35
84.3,30,8.86,8.6,8,9.28,9.36,8.82,8.03,9.29,9.2,8.67,30,29.36
85.3,30,8.85,8.58,7.97,9.27,9.35,8.81,8.02,9.3,9.21,8.66,30,29.36
86.3,30,8.85,8.58,7.97,9.28,9.34,8.82,8.01,9.3,9.2,8.67,30,29.38
87.3,30,8.86,8.6,7.97,9.29,9.35,8.82,8.02,9.3,9.2,8.67,30,29.38
88.3,30,8.87,8.61,7.97,9.29,9.35,8.83,8.02,9.32,9.2,8.68,30,29.36
89.3,30,8.85,8.58,7.96,9.27,9.35,8.83,8.01,9.3,9.19,8.67,30,29.36
90.3,30,8.85,8.58,7.96,9.29,9.36,8.83,8,9.32,9.2,8.7,30,29.39
91.3,30,8.84,8.58,7.96,9.28,9.36,8.84,7.98,9.3,9.19,8.67,30,29.39
92.3,30,8.86,8.6,7.96,9.29,9.35,8.84,8,9.3,9.19,8.68,30,29.36
93.3,30,8.83,8.57,7.94,9.28,9.33,8.83,7.97,9.3,9.18,8.67,30,29.36
94.3,30,8.83,8.57,7.94,9.29,9.34,8.83,7.97,9.3,9.19,8.67,30,29.38
95.3,30,8.84,8.57,7.93,9.28,9.35,8.83,7.96,9.3,9.19,8.67,30,29.38
96.3,30,8.82,8.55,7.92,9.28,9.33,8.81,7.95,9.29,9.17,8.66,30,29.36
97.32,30,8.83,8.57,7.91,9.28,9.34,8.82,7.95,9.3,9.18,8.67,30,29.38
98.32,30,8.82,8.57,7.89,9.29,9.33,8.82,7.93,9.29,9.17,8.66,30,29.38
99.32,30,8.81,8.55,7.89,9.28,9.33,8.83,7.93,9.3,9.16,8.66,30,29.39
100.32,30,8.8,8.55,7.89,9.27,9.32,8.81,7.92,9.28,9.14,8.66,30,29.39
101.32,30,8.81,8.55,7.89,9.27,9.34,8.81,7.91,9.29,9.14,8.66,30,29.39
102.32,30,8.8,8.55,7.87,9.27,9.32,8.81,7.9,9.29,9.14,8.66,30,29.39
103.32,30,8.8,8.54,7.86,9.27,9.33,8.81,7.89,9.29,9.13,8.64,30,29.36
104.32,30,8.8,8.54,7.86,9.28,9.32,8.82,7.9,9.29,9.12,8.65,30,29.4
105.32,30,8.78,8.54,7.84,9.27,9.3,8.81,7.89,9.28,9.12,8.65,30,29.4
106.33,30,8.78,8.53,7.82,9.26,9.3,8.81,7.88,9.27,9.11,8.64,30,29.39
107.33,30,8.76,8.51,7.82,9.26,9.3,8.81,7.87,9.27,9.09,8.64,30,29.4
108.33,30,8.77,8.51,7.8,9.26,9.29,8.78,7.87,9.27,9.08,8.63,30,29.4
109.35,30,8.77,8.52,7.8,9.26,9.29,8.8,7.84,9.27,9.1,8.64,30,29.4
110.35,30,8.77,8.52,7.78,9.25,9.29,8.8,7.84,9.26,9.09,8.64,30,29.4
111.35,30,8.77,8.51,7.77,9.25,9.28,8.8,7.84,9.28,9.08,8.62,30,29.4
112.35,30,8.75,8.5,7.76,9.22,9.26,8.78,7.82,9.26,9.07,8.62,30,29.4
113.35,30,8.76,8.5,7.77,9.25,9.29,8.77,7.81,9.27,9.07,8.64,30,29.4
114.35,30,8.75,8.5,7.76,9.25,9.27,8.77,7.81,9.26,9.07,8.64,30,29.4
115.37,30,8.75,8.51,7.76,9.25,9.27,8.78,7.81,9.26,9.07,8.62,30,29.4
116.37,30,8.75,8.49,7.75,9.24,9.27,8.78,7.8,9.26,9.05,8.63,30,29.4
117.37,30,8.75,8.49,7.73,9.21,9.26,8.77,7.79,9.26,9.04,8.62,30,29.4
118.37,30,8.74,8.5,7.72,9.24,9.25,8.76,7.78,9.25,9.03,8.63,30,29.4
119.38,30,8.74,8.49,7.72,9.2,9.25,8.76,7.78,9.25,9.02,8.62,30,29.4
120.38,30,8.73,8.49,7.7,9.22,9.24,8.76,7.77,9.22,9.02,8.62,30,29.39
121.38,30,8.72,8.47,7.7,9.24,9.25,8.76,7.76,9.26,9.02,8.62,30,29.4
122.38,30,8.72,8.47,7.69,9.2,9.24,8.76,7.76,9.25,9.01,8.61,30,29.39
123.38,30,8.71,8.46,7.66,9.2,9.22,8.75,7.73,9.22,9.01,8.61,30,29.41
124.38,30,8.71,8.45,7.65,9.2,9.2,8.74,7.72,9.22,8.98,8.6,30,29.4
125.38,30,8.7,8.44,7.66,9.19,9.21,8.75,7.72,9.24,8.99,8.58,30,29.4
126.38,30,8.68,8.45,7.63,9.19,9.2,8.75,7.71,9.21,8.98,8.6,30,29.4
127.4,30,8.7,8.44,7.64,9.2,9.2,8.74,7.71,9.21,8.99,8.6,30,29.41
128.4,30,8.67,8.43,7.61,9.18,9.18,8.73,7.69,9.2,8.96,8.58,30,29.4
129.4,30,8.67,8.44,7.62,9.19,9.18,8.74,7.69,9.22,8.98,8.57,30,29.4
130.4,30,8.67,8.44,7.6,9.19,9.19,8.74,7.66,9.21,8.96,8.57,30,29.4
131.4,30,8.67,8.44,7.59,9.18,9.18,8.73,7.67,9.2,8.95,8.57,30,29.4
132.4,30,8.65,8.41,7.57,9.18,9.18,8.72,7.64,9.2,8.95,8.55,30,29.4
133.42,30,8.65,8.42,7.57,9.17,9.17,8.72,7.64,9.19,8.93,8.57,30,29.4
134.42,30,8.65,8.43,7.57,9.17,9.16,8.72,7.63,9.19,8.93,8.56,30,29.4
135.42,30,8.63,8.4,7.54,9.16,9.14,8.7,7.61,9.18,8.92,8.55,30,29.4
136.42,30,8.64,8.41,7.54,9.17,9.16,8.72,7.62,9.19,8.92,8.56,30,29.4
137.42,30,8.63,8.4,7.52,9.16,9.13,8.7,7.61,9.18,8.9,8.55,30,29.4
138.42,30,8.62,8.4,7.52,9.16,9.14,8.7,7.61,9.18,8.91,8.55,30,29.4
139.43,30,8.62,8.39,7.51,9.16,9.13,8.68,7.58,9.17,8.9,8.54,30,29.4
140.43,30,8.62,8.4,7.51,9.14,9.14,8.71,7.59,9.18,8.91,8.53,30,29.41
141.43,30,8.6,8.38,7.46,9.13,9.11,8.67,7.57,9.16,8.87,8.53,30,29.4
142.43,30,8.6,8.36,7.46,9.14,9.11,8.68,7.57,9.17,8.89,8.53,30,29.4
143.43,30,8.6,8.38,7.46,9.13,9.1,8.68,7.56,9.17,8.86,8.53,30,29.4
144.43,30,8.58,8.35,7.44,9.13,9.1,8.67,7.56,9.16,8.86,8.52,30,29.4
145.45,30,8.57,8.35,7.44,9.13,9.1,8.67,7.54,9.14,8.86,8.53,30,29.4
146.45,30,8.56,8.35,7.42,9.12,9.09,8.66,7.53,9.14,8.84,8.52,30,29.4
147.45,30,8.56,8.34,7.4,9.11,9.08,8.65,7.51,9.13,8.83,8.5,30,29.4
148.47,30,8.54,8.34,7.39,9.1,9.05,8.64,7.51,9.13,8.83,8.52,30,29.4
149.47,30,8.55,8.32,7.39,9.1,9.07,8.64,7.48,9.13,8.81,8.5,30,29.4
150.47,30,8.53,8.33,7.36,9.1,9.05,8.63,7.47,9.12,8.82,8.49,30,29.4
151.47,30,8.53,8.33,7.37,9.1,9.05,8.65,7.48,9.12,8.81,8.5,30,29.4
152.47,30,8.51,8.32,7.35,9.09,9.02,8.63,7.46,9.11,8.78,8.47,30,29.4
153.47,30,8.51,8.31,7.35,9.09,9.04,8.63,7.45,9.11,8.78,8.49,30,29.4
154.48,30,8.5,8.3,7.33,9.07,9.01,8.63,7.44,9.1,8.77,8.47,30,29.4
155.48,30,8.49,8.3,7.31,9.07,9,8.62,7.43,9.08,8.75,8.46,30,29.4
156.48,30,8.49,8.3,7.31,9.08,9.01,8.61,7.41,9.1,8.75,8.46,30,29.4
157.5,30,8.47,8.3,7.3,9.09,9,8.62,7.41,9.09,8.75,8.46,30,29.4
158.5,30,8.45,8.27,7.25,9.05,8.96,8.58,7.38,9.07,8.72,8.44,30,29.4
159.5,30,8.44,8.26,7.25,9.04,8.96,8.58,7.39,9.05,8.71,8.43,30,29.4
160.5,30,8.44,8.26,7.25,9.04,8.96,8.58,7.37,9.05,8.71,8.43,30,29.39
161.5,30,8.44,8.24,7.24,9.04,8.96,8.57,7.37,9.07,8.71,8.44,30,29.4
162.5,30,8.43,8.24,7.22,9.03,8.94,8.56,7.34,9.04,8.68,8.43,30,29.4
163.52,30,8.42,8.26,7.22,9.04,8.94,8.57,7.36,9.05,8.68,8.44,30,29.4
164.52,30,8.41,8.23,7.2,9.02,8.91,8.55,7.33,9.03,8.66,8.42,30,29.41
165.52,30,8.4,8.22,7.19,9.02,8.92,8.56,7.32,9.02,8.65,8.42,30,29.4
166.52,30,8.39,8.21,7.18,9.01,8.91,8.55,7.31,9.03,8.64,8.41,30,29.4
167.52,30,8.39,8.21,7.18,9.01,8.9,8.56,7.31,9.02,8.64,8.41,30,29.41
168.53,30,8.36,8.19,7.15,9,8.87,8.54,7.3,9.01,8.62,8.4,30,29.41
169.53,30,8.35,8.19,7.14,8.99,8.86,8.53,7.26,9,8.62,8.39,30,29.4
170.53,30,8.34,8.19,7.13,9,8.85,8.52,7.26,9,8.6,8.39,30,29.41
171.53,30,8.34,8.18,7.12,8.98,8.83,8.52,7.25,8.98,8.58,8.38,30,29.41
172.53,30,8.32,8.17,7.1,8.98,8.82,8.52,7.23,8.99,8.57,8.36,30,29.41
173.53,30,8.31,8.17,7.1,8.96,8.82,8.52,7.24,8.99,8.57,8.39,30,29.4
174.55,30,8.3,8.17,7.1,8.96,8.81,8.52,7.23,8.99,8.55,8.38,30,29.4
175.55,30,8.3,8.16,7.08,8.96,8.8,8.51,7.22,8.98,8.54,8.35,30,29.4
176.55,30,8.28,8.14,7.05,8.94,8.77,8.49,7.19,8.96,8.52,8.35,30,29.41
177.57,30,8.27,8.14,7.04,8.93,8.76,8.47,7.18,8.93,8.51,8.34,30,29.4
178.57,30,8.26,8.11,7.03,8.92,8.74,8.46,7.16,8.93,8.49,8.32,30,29.4
179.57,30,8.24,8.12,7.02,8.91,8.74,8.46,7.16,8.93,8.47,8.32,30,29.4
180.57,30,8.22,8.11,7,8.92,8.73,8.45,7.15,8.93,8.47,8.32,30,29.4
181.58,30,8.22,8.1,6.99,8.91,8.71,8.44,7.13,8.92,8.45,8.3,30,29.4
182.58,30,8.21,8.09,6.98,8.91,8.71,8.44,7.12,8.91,8.45,8.3,30,29.4
183.58,30,8.19,8.08,6.96,8.9,8.68,8.42,7.11,8.9,8.42,8.3,30,29.4
184.58,30,8.19,8.07,6.93,8.87,8.68,8.42,7.1,8.89,8.41,8.29,30,29.4
185.58,30,8.16,8.06,6.93,8.86,8.66,8.42,7.09,8.87,8.4,8.27,30,29.4
186.58,30,8.16,8.05,6.92,8.86,8.65,8.41,7.07,8.85,8.39,8.27,30,29.4
187.58,30,8.14,8.05,6.9,8.86,8.63,8.4,7.05,8.84,8.35,8.26,30,29.4
188.58,30,8.12,8.04,6.88,8.86,8.63,8.39,7.04,8.84,8.34,8.24,30,29.4
189.6,30,8.1,8.03,6.87,8.83,8.61,8.36,7.03,8.83,8.32,8.23,30,29.4
190.6,30,8.1,8.03,6.87,8.83,8.61,8.38,7.03,8.83,8.32,8.24,30,29.4
191.6,30,8.08,8.02,6.85,8.82,8.58,8.38,7.02,8.81,8.3,8.22,30,29.4
192.6,30,8.07,8.01,6.84,8.82,8.58,8.35,7,8.81,8.28,8.21,30,29.4
193.62,30,8.05,7.98,6.83,8.81,8.57,8.33,6.99,8.8,8.27,8.21,30,29.4
194.62,30,8.03,7.97,6.8,8.8,8.54,8.33,6.96,8.76,8.23,8.2,30,29.4
195.62,30,8.01,7.96,6.79,8.78,8.53,8.32,6.94,8.74,8.21,8.18,30,29.4
196.62,30,8.01,7.95,6.78,8.78,8.52,8.32,6.94,8.75,8.2,8.17,30,29.4
197.63,30,7.97,7.93,6.76,8.76,8.5,8.29,6.91,8.73,8.17,8.16,30,29.41
198.63,30,7.96,7.93,6.75,8.75,8.47,8.3,6.9,8.72,8.15,8.15,30,29.4
199.63,30,7.94,7.92,6.72,8.74,8.46,8.27,6.89,8.7,8.12,8.14,30,29.4
200.63,30,7.93,7.91,6.72,8.74,8.43,8.26,6.88,8.68,8.1,8.12,30,29.4
201.63,30,7.91,7.9,6.68,8.72,8.44,8.26,6.86,8.67,8.07,8.1,30,29.4
202.65,30,7.89,7.89,6.68,8.7,8.4,8.23,6.85,8.64,8.04,8.09,30,29.4
203.65,30,7.88,7.88,6.65,8.71,8.4,8.24,6.84,8.63,8.02,8.09,30,29.41
204.65,30,7.87,7.87,6.64,8.7,8.36,8.22,6.82,8.61,8,8.07,30,29.4
205.65,30,7.84,7.86,6.63,8.68,8.35,8.21,6.81,8.61,7.96,8.07,30,29.41
206.65,30,7.82,7.83,6.61,8.65,8.33,8.19,6.79,8.58,7.94,8.05,30,29.4
207.65,30,7.8,7.83,6.59,8.65,8.3,8.18,6.78,8.56,7.91,8.04,30,29.4
208.67,30,7.78,7.82,6.58,8.63,8.29,8.17,6.77,8.54,7.88,8.04,30,29.41
209.67,30,7.77,7.81,6.56,8.63,8.28,8.17,6.76,8.52,7.86,8.03,30,29.4
210.67,30,7.74,7.8,6.54,8.61,8.23,8.15,6.74,8.51,7.82,8.01,30,29.4
211.67,30,7.73,7.77,6.52,8.58,8.21,8.11,6.72,8.49,7.79,8,30,29.4
212.67,30,7.71,7.78,6.51,8.57,8.19,8.1,6.72,8.46,7.75,7.98,30,29.41
213.67,30,7.69,7.76,6.48,8.54,8.16,8.09,6.71,8.44,7.73,7.97,30,29.4
214.67,30,7.67,7.74,6.47,8.54,8.15,8.07,6.69,8.42,7.7,7.95,30,29.4
215.68,30,7.65,7.74,6.44,8.52,8.11,8.07,6.69,8.41,7.65,7.94,30,29.4
216.68,30,7.64,7.72,6.43,8.5,8.1,8.05,6.67,8.38,7.63,7.93,30,29.4
217.68,30,7.62,7.72,6.41,8.5,8.06,8.04,6.65,8.36,7.59,7.92,30,29.4
218.68,30,7.6,7.7,6.39,8.47,8.04,8.01,6.64,8.33,7.57,7.9,30,29.41
219.7,30,7.58,7.69,6.37,8.44,8.02,7.98,6.63,8.31,7.52,7.9,30,29.41
220.7,30,7.57,7.69,6.35,8.42,8,7.97,6.62,8.3,7.49,7.88,30,29.4
221.7,30,7.55,7.66,6.34,8.41,7.95,7.95,6.6,8.28,7.46,7.87,30,29.41
222.7,30,7.54,7.65,6.3,8.38,7.93,7.94,6.58,8.26,7.43,7.86,30,29.4
223.7,30,7.52,7.64,6.3,8.36,7.91,7.92,6.56,8.22,7.4,7.83,30,29.4
224.72,30,7.49,7.63,6.27,8.33,7.88,7.9,6.56,8.21,7.37,7.81,30,29.41
225.72,30,7.47,7.61,6.25,8.3,7.84,7.88,6.54,8.19,7.34,7.79,30,29.4
226.72,30,7.45,7.59,6.23,8.28,7.81,7.86,6.52,8.19,7.31,7.78,30,29.4
227.72,30,7.43,7.58,6.21,8.26,7.77,7.84,6.51,8.17,7.28,7.77,30,29.4
228.73,30,7.42,7.57,6.2,8.22,7.74,7.81,6.49,8.15,7.24,7.76,30,29.4
229.73,30,7.4,7.56,6.18,8.2,7.72,7.8,6.48,8.15,7.22,7.73,30,29.4
230.73,30,7.37,7.53,6.15,8.15,7.66,7.77,6.44,8.1,7.17,7.71,30,29.4
231.75,30,7.35,7.52,6.13,8.14,7.64,7.76,6.43,8.1,7.15,7.69,30,29.4
232.75,30,7.33,7.48,6.11,8.1,7.6,7.75,6.41,8.07,7.12,7.67,30,29.4
233.75,30,7.31,7.48,6.09,8.09,7.56,7.73,6.41,8.07,7.09,7.66,30,29.4
234.75,30,7.28,7.44,6.07,8.06,7.52,7.7,6.38,8.04,7.05,7.63,30,29.4
235.77,30,7.26,7.44,6.05,8.05,7.47,7.67,6.36,8.03,7.04,7.61,30,29.41
236.78,30,7.22,7.41,6.02,8.02,7.42,7.64,6.33,8,6.99,7.58,30,29.4
237.78,30,7.2,7.4,6,8.02,7.39,7.62,6.32,7.97,6.96,7.56,30,29.4
238.78,30,7.18,7.39,5.98,8.02,7.35,7.6,6.31,7.97,6.94,7.55,30,29.4
239.78,30,7.15,7.38,5.95,8,7.32,7.59,6.28,7.94,6.92,7.52,30,29.4
240.78,30,7.13,7.36,5.93,7.98,7.26,7.57,6.25,7.92,6.88,7.48,30,29.4
241.8,30,7.1,7.35,5.91,7.98,7.23,7.53,6.24,7.9,6.85,7.46,30,29.4
242.8,30,7.08,7.33,5.88,7.96,7.19,7.51,6.22,7.89,6.84,7.44,30,29.4
243.8,30,7.06,7.33,5.87,7.95,7.16,7.49,6.19,7.88,6.8,7.41,30,29.4
244.8,30,7.02,7.32,5.85,7.95,7.12,7.46,6.18,7.86,6.78,7.4,30,29.4
245.82,30,6.99,7.3,5.84,7.94,7.07,7.44,6.16,7.83,6.75,7.36,30,29.41
246.82,30,6.95,7.28,5.8,7.91,7.03,7.42,6.14,7.81,6.72,7.34,30,29.41
247.82,30,6.93,7.28,5.78,7.91,7,7.4,6.13,7.79,6.7,7.31,30,29.41
248.82,30,6.89,7.24,5.74,7.88,6.93,7.37,6.09,7.76,6.66,7.28,30,29.41
249.82,30,6.86,7.23,5.72,7.87,6.91,7.35,6.07,7.74,6.63,7.24,30,29.4
250.82,30,6.83,7.2,5.69,7.86,6.86,7.32,6.06,7.73,6.6,7.22,30,29.41
251.82,30,6.8,7.19,5.68,7.83,6.81,7.31,6.04,7.7,6.57,7.19,30,29.41
252.82,30,6.76,7.16,5.64,7.81,6.77,7.28,6.01,7.69,6.53,7.15,30,29.41
253.82,30,6.74,7.16,5.62,7.79,6.74,7.25,6,7.66,6.51,7.14,30,29.43
254.83,30,6.69,7.13,5.59,7.77,6.68,7.22,5.96,7.63,6.47,7.1,30,29.43
255.83,30,6.67,7.11,5.56,7.77,6.63,7.19,5.94,7.63,6.45,7.09,30,29.41
256.83,30,6.64,7.1,5.54,7.74,6.6,7.18,5.92,7.6,6.42,7.06,30,29.43
257.83,30,6.61,7.08,5.52,7.73,6.56,7.15,5.89,7.57,6.37,7.03,30,29.43
258.83,30,6.58,7.06,5.49,7.69,6.5,7.13,5.87,7.55,6.35,7,30,29.43
259.83,30,6.53,7.03,5.46,7.66,6.47,7.1,5.84,7.53,6.3,6.96,30,29.41
260.85,30,6.51,7.03,5.43,7.66,6.42,7.08,5.83,7.51,6.28,6.95,30,29.43
261.85,30,6.47,7.02,5.4,7.62,6.37,7.05,5.81,7.47,6.23,6.93,30,29.43
262.85,30,6.43,6.99,5.37,7.6,6.33,7.03,5.79,7.45,6.2,6.89,30,29.43
263.85,30,6.39,6.96,5.34,7.58,6.27,7,5.76,7.43,6.16,6.87,30,29.41
264.85,30,6.35,6.93,5.31,7.55,6.23,6.96,5.73,7.4,6.12,6.84,30,29.43
265.85,30,6.33,6.92,5.28,7.52,6.2,6.94,5.72,7.38,6.08,6.81,30,29.43
