Time,T,OTU22_R1,OTU23_R1,OTU22_R2,OTU23_R2,OTU22_R3,OTU23_R3,OTU22_R4,OTU23_R4,OTU22_R5,OTU23_R5,Tm,T_internal
22.1,38,7.17,7.44,7.69,7.34,6.39,7.03,7.18,7.84,7.04,7.4,38,36.14
23.1,38,7.25,7.54,7.79,7.42,6.45,7.1,7.28,7.93,7.12,7.48,38,36.19
24.1,38,7.31,7.59,7.86,7.49,6.49,7.17,7.35,7.98,7.19,7.55,38,36.26
25.1,38,7.34,7.66,7.95,7.57,6.53,7.25,7.42,8.05,7.28,7.61,38,36.33
26.1,38,7.4,7.73,8.01,7.64,6.59,7.32,7.5,8.12,7.35,7.68,38,36.4
27.12,38,7.52,7.8,8.1,7.7,6.63,7.38,7.57,8.2,7.42,7.74,38,36.47
28.12,38,7.57,7.86,8.18,7.76,6.67,7.43,7.63,8.25,7.47,7.79,38,36.53
29.12,38,7.63,7.9,8.23,7.82,6.71,7.51,7.69,8.3,7.54,7.85,38,36.59
30.12,38,7.71,7.96,8.31,7.88,6.73,7.56,7.75,8.35,7.58,7.9,38,36.65
31.13,38,7.75,8.01,8.37,7.94,6.77,7.6,7.82,8.41,7.64,7.94,38,36.7
32.13,38,7.79,8.06,8.43,7.99,6.81,7.67,7.88,8.46,7.69,7.99,38,36.76
33.13,38,7.83,8.08,8.47,8.03,6.83,7.7,7.92,8.49,7.71,8.01,38,36.81
34.13,38,7.82,8.14,8.52,8.08,6.86,7.75,7.96,8.53,7.76,8.06,38,36.87
35.15,38,7.93,8.18,8.59,8.14,6.87,7.8,8.01,8.56,7.8,8.1,38,36.91
36.15,38,7.95,8.21,8.63,8.16,6.89,7.83,8.06,8.6,7.82,8.12,38,36.98
37.15,38,7.94,8.24,8.66,8.18,6.91,7.86,8.08,8.63,7.85,8.15,38,37.01
38.15,38,7.98,8.28,8.69,8.23,6.94,7.91,8.15,8.67,7.89,8.18,38,37.06
39.17,38,8.01,8.32,8.76,8.27,6.95,7.94,8.18,8.7,7.92,8.22,38,37.11
40.17,38,8.09,8.32,8.78,8.28,6.96,7.96,8.2,8.72,7.94,8.23,38,37.15
41.17,38,8.11,8.36,8.82,8.31,6.97,7.99,8.24,8.75,7.96,8.24,38,37.19
42.17,38,8.15,8.37,8.85,8.31,6.98,8.01,8.27,8.76,7.98,8.27,38,37.23
43.18,38,8.17,8.39,8.89,8.37,7,8.04,8.28,8.78,7.99,8.28,38,37.26
44.18,38,8.19,8.41,8.9,8.37,7.01,8.05,8.32,8.79,8.02,8.28,38,37.3
45.18,38,8.16,8.43,8.94,8.39,7.03,8.08,8.34,8.82,8.03,8.32,38,37.33
46.18,38,8.23,8.45,8.95,8.41,7.03,8.1,8.37,8.83,8.05,8.32,38,37.36
47.18,38,8.25,8.47,8.98,8.43,7.03,8.11,8.38,8.84,8.05,8.32,38,37.4
48.18,38,8.26,8.49,9.01,8.46,7.06,8.14,8.43,8.88,8.08,8.36,38,37.43
49.18,38,8.28,8.51,9.03,8.48,7.06,8.15,8.43,8.88,8.1,8.34,38,37.44
50.2,38,8.3,8.53,9.05,8.49,7.06,8.18,8.46,8.91,8.11,8.38,38,37.48
51.2,38,8.3,8.55,9.08,8.5,7.06,8.19,8.48,8.92,8.13,8.39,38,37.51
52.2,38,8.32,8.55,9.09,8.52,7.06,8.2,8.49,8.91,8.13,8.38,38,37.54
53.2,38,8.33,8.56,9.11,8.53,7.06,8.2,8.49,8.93,8.14,8.39,38,37.55
54.2,38,8.33,8.57,9.1,8.53,7.06,8.21,8.51,8.94,8.13,8.4,38,37.58
55.2,38,8.36,8.59,9.13,8.57,7.06,8.24,8.54,8.96,8.17,8.41,38,37.61
56.22,38,8.36,8.59,9.14,8.56,7.07,8.25,8.54,8.97,8.16,8.4,38,37.62
57.22,38,8.33,8.6,9.15,8.56,7.07,8.25,8.55,8.97,8.17,8.43,38,37.64
58.22,38,8.37,8.6,9.16,8.57,7.06,8.26,8.56,8.98,8.18,8.43,38,37.65
59.22,38,8.38,8.62,9.17,8.59,7.05,8.27,8.57,8.99,8.19,8.43,38,37.66
60.22,38,8.39,8.63,9.17,8.59,7.06,8.28,8.59,8.99,8.19,8.44,38,37.69
61.22,38,8.39,8.63,9.18,8.61,7.07,8.28,8.59,9.01,8.19,8.46,38,37.72
62.22,38,8.4,8.63,9.2,8.61,7.07,8.28,8.6,9.02,8.19,8.46,38,37.73
63.22,38,8.41,8.62,9.18,8.61,7.06,8.28,8.59,9.02,8.19,8.44,38,37.75
64.23,38,8.35,8.64,9.19,8.63,7.06,8.29,8.62,9.03,8.19,8.46,38,37.76
65.23,38,8.41,8.64,9.2,8.63,7.06,8.3,8.62,9.03,8.21,8.47,38,37.76
66.23,38,8.38,8.64,9.22,8.63,7.06,8.3,8.62,9.04,8.22,8.47,38,37.78
67.23,38,8.42,8.66,9.23,8.65,7.07,8.31,8.63,9.05,8.22,8.47,38,37.8
68.23,38,8.42,8.65,9.22,8.64,7.07,8.31,8.63,9.04,8.21,8.49,38,37.81
69.23,38,8.42,8.67,9.22,8.66,7.06,8.31,8.64,9.05,8.22,8.48,38,37.83
70.23,38,8.43,8.66,9.22,8.67,7.06,8.31,8.64,9.07,8.21,8.49,38,37.83
71.25,38,8.43,8.67,9.24,8.66,7.06,8.31,8.64,9.07,8.22,8.48,38,37.84
72.25,38,8.42,8.65,9.23,8.65,7.06,8.32,8.63,9.07,8.22,8.47,38,37.86
73.25,38,8.43,8.66,9.24,8.67,7.1,8.32,8.65,9.08,8.22,8.49,38,37.87
74.25,38,8.42,8.65,9.23,8.65,7.1,8.32,8.64,9.05,8.21,8.47,38,37.87
75.25,38,8.44,8.67,9.25,8.68,7.11,8.33,8.67,9.09,8.23,8.49,38,37.89
76.27,38,8.43,8.67,9.24,8.68,7.11,8.33,8.66,9.1,8.22,8.49,38,37.9
77.27,38,8.43,8.68,9.25,8.68,7.11,8.33,8.65,9.1,8.22,8.5,38,37.91
78.27,38,8.43,8.67,9.24,8.68,7.11,8.34,8.67,9.1,8.23,8.49,38,37.91
79.27,38,8.39,8.67,9.25,8.68,7.1,8.33,8.67,9.1,8.22,8.5,38,37.93
80.27,38,8.38,8.66,9.25,8.69,7.1,8.33,8.67,9.1,8.22,8.48,38,37.94
81.28,38,8.43,8.66,9.24,8.7,7.1,8.34,8.66,9.09,8.23,8.5,38,37.94
82.28,38,8.43,8.67,9.25,8.69,7.1,8.34,8.68,9.1,8.22,8.48,38,37.94
83.28,38,8.44,8.67,9.25,8.69,7.1,8.33,8.68,9.1,8.22,8.49,38,37.94
84.3,38,8.41,8.67,9.26,8.7,7.09,8.35,8.69,9.1,8.22,8.5,38,37.94
85.3,38,8.42,8.67,9.25,8.69,7.08,8.34,8.66,9.1,8.21,8.49,38,37.95
86.3,38,8.41,8.66,9.26,8.68,7.07,8.32,8.66,9.1,8.2,8.48,38,37.95
87.3,38,8.42,8.67,9.25,8.7,7.08,8.34,8.67,9.1,8.21,8.49,38,37.95
88.3,38,8.4,8.65,9.24,8.66,7.06,8.32,8.66,9.08,8.19,8.47,38,37.97
89.3,38,8.4,8.66,9.26,8.7,7.07,8.34,8.68,9.11,8.21,8.49,38,37.95
90.3,38,8.4,8.65,9.25,8.69,7.06,8.32,8.66,9.1,8.2,8.48,38,37.97
91.3,38,8.39,8.65,9.25,8.67,7.05,8.33,8.67,9.1,8.2,8.48,38,37.97
92.3,38,8.41,8.65,9.25,8.7,7.06,8.33,8.68,9.1,8.21,8.48,38,37.98
93.3,38,8.39,8.64,9.24,8.68,7.05,8.33,8.67,9.09,8.2,8.49,38,37.97
94.3,38,8.4,8.65,9.25,8.7,7.05,8.33,8.67,9.11,8.2,8.48,38,37.97
95.3,38,8.37,8.64,9.23,8.69,7.03,8.33,8.66,9.1,8.19,8.47,38,37.97
96.3,38,8.35,8.64,9.24,8.67,7.04,8.32,8.67,9.1,8.18,8.48,38,37.98
97.32,38,8.38,8.64,9.23,8.67,7.03,8.32,8.67,9.09,8.17,8.49,38,37.98
98.32,38,8.37,8.63,9.22,8.67,7.02,8.32,8.66,9.08,8.18,8.47,38,37.98
99.32,38,8.37,8.62,9.22,8.66,7.02,8.31,8.66,9.09,8.17,8.47,38,37.98
100.32,38,8.36,8.63,9.22,8.67,7.01,8.31,8.65,9.08,8.16,8.47,38,37.98
101.32,38,8.36,8.6,9.21,8.66,7,8.29,8.65,9.07,8.16,8.46,38,37.98
102.32,38,8.36,8.62,9.23,8.67,7,8.31,8.66,9.08,8.16,8.48,38,37.98
103.32,38,8.35,8.6,9.21,8.65,6.98,8.31,8.65,9.08,8.14,8.45,38,37.98
104.32,38,8.35,8.63,9.22,8.68,7.01,8.31,8.67,9.08,8.17,8.46,38,37.98
105.32,38,8.34,8.6,9.2,8.66,6.98,8.29,8.64,9.07,8.14,8.45,38,37.98
106.33,38,8.34,8.6,9.2,8.66,6.99,8.3,8.64,9.08,8.14,8.46,38,37.98
107.33,38,8.35,8.6,9.21,8.67,6.99,8.31,8.65,9.08,8.15,8.47,38,38
108.33,38,8.33,8.6,9.2,8.66,6.99,8.3,8.64,9.05,8.13,8.45,38,38
109.35,38,8.33,8.6,9.19,8.66,6.99,8.29,8.64,9.07,8.13,8.45,38,38.01
110.35,38,8.27,8.58,9.17,8.66,6.98,8.28,8.63,9.05,8.12,8.45,38,38.01
111.35,38,8.32,8.6,9.19,8.66,6.98,8.29,8.63,9.05,8.13,8.45,38,38.01
112.35,38,8.31,8.58,9.17,8.64,6.96,8.28,8.62,9.04,8.1,8.43,38,38.01
113.35,38,8.32,8.58,9.18,8.65,6.97,8.29,8.61,9.05,8.11,8.45,38,38.03
114.35,38,8.3,8.56,9.15,8.64,6.96,8.28,8.62,9.05,8.1,8.43,38,38.03
115.37,38,8.28,8.55,9.15,8.62,6.95,8.27,8.61,9.03,8.08,8.41,38,38.04
116.37,38,8.29,8.56,9.15,8.64,6.95,8.28,8.61,9.04,8.09,8.43,38,38.03
117.37,38,8.31,8.57,9.17,8.64,6.96,8.28,8.62,9.05,8.1,8.44,38,38.04
118.37,38,8.28,8.55,9.14,8.63,6.93,8.27,8.61,9.04,8.08,8.42,38,38.03
119.38,38,8.28,8.56,9.16,8.63,6.94,8.27,8.61,9.04,8.08,8.41,38,38.04
120.38,38,8.28,8.55,9.15,8.62,6.94,8.27,8.59,9.03,8.08,8.42,38,38.05
121.38,38,8.28,8.55,9.15,8.63,6.94,8.27,8.6,9.04,8.08,8.42,38,38.05
122.38,38,8.27,8.54,9.14,8.63,6.93,8.26,8.59,9.03,8.07,8.41,38,38.05
123.38,38,8.27,8.53,9.12,8.61,6.91,8.26,8.59,9.03,8.06,8.4,38,38.05
124.38,38,8.28,8.56,9.15,8.63,6.93,8.27,8.6,9.05,8.07,8.42,38,38.05
125.38,38,8.27,8.52,9.12,8.6,6.92,8.25,8.57,9.02,8.05,8.4,38,38.06
126.38,38,8.2,8.54,9.11,8.6,6.91,8.24,8.57,9.01,8.04,8.39,38,38.06
127.4,38,8.25,8.51,9.11,8.59,6.9,8.24,8.57,9.01,8.05,8.39,38,38.06
128.4,38,8.22,8.53,9.11,8.6,6.91,8.23,8.58,9.02,8.04,8.38,38,38.06
129.4,38,8.25,8.51,9.1,8.58,6.89,8.22,8.56,9.01,8.03,8.38,38,38.08
130.4,38,8.24,8.52,9.1,8.58,6.89,8.22,8.57,9.01,8.03,8.38,38,38.08
131.4,38,8.24,8.52,9.1,8.59,6.89,8.23,8.56,9.01,8.02,8.37,38,38.08
132.4,38,8.23,8.51,9.1,8.59,6.89,8.23,8.56,9,8.01,8.36,38,38.08
133.42,38,8.22,8.47,9.08,8.58,6.87,8.21,8.55,8.99,8,8.35,38,38.08
134.42,38,8.23,8.51,9.09,8.58,6.89,8.23,8.56,9.01,8.02,8.38,38,38.08
135.42,38,8.22,8.49,9.08,8.57,6.88,8.2,8.53,8.98,7.99,8.35,38,38.08
136.42,38,8.2,8.48,9.07,8.55,6.86,8.2,8.53,8.98,7.99,8.35,38,38.09
137.42,38,8.21,8.48,9.07,8.57,6.87,8.19,8.53,8.98,7.99,8.35,38,38.08
138.42,38,8.2,8.48,9.07,8.56,6.87,8.2,8.54,8.97,7.99,8.34,38,38.09
139.43,38,8.19,8.46,9.04,8.55,6.85,8.17,8.51,8.97,7.96,8.32,38,38.08
140.43,38,8.18,8.46,9.03,8.55,6.85,8.19,8.51,8.96,7.97,8.33,38,38.09
141.43,38,8.19,8.47,9.04,8.55,6.85,8.17,8.5,8.96,7.97,8.32,38,38.08
142.43,38,8.17,8.44,9.02,8.53,6.84,8.16,8.5,8.94,7.96,8.3,38,38.08
143.43,38,8.16,8.45,9.01,8.53,6.85,8.15,8.49,8.95,7.96,8.31,38,38.09
144.43,38,8.16,8.45,9.01,8.53,6.84,8.16,8.5,8.94,7.96,8.31,38,38.08
145.45,38,8.15,8.43,9,8.52,6.83,8.16,8.49,8.92,7.94,8.28,38,38.08
146.45,38,8.14,8.44,8.99,8.52,6.82,8.15,8.48,8.92,7.94,8.28,38,38.08
147.45,38,8.11,8.43,9,8.53,6.84,8.15,8.49,8.94,7.95,8.3,38,38.08
148.47,38,8.12,8.44,8.99,8.52,6.82,8.14,8.48,8.92,7.93,8.28,38,38.08
149.47,38,8.09,8.42,8.99,8.51,6.82,8.14,8.48,8.92,7.93,8.28,38,38.08
150.47,38,8.12,8.41,8.97,8.51,6.81,8.12,8.47,8.9,7.92,8.27,38,38.08
151.47,38,8.08,8.4,8.96,8.5,6.8,8.12,8.46,8.89,7.9,8.26,38,38.06
152.47,38,8.11,8.4,8.96,8.49,6.8,8.11,8.45,8.88,7.9,8.25,38,38.08
153.47,38,8.09,8.4,8.96,8.5,6.8,8.11,8.45,8.88,7.9,8.25,38,38.06
154.48,38,8.02,8.38,8.94,8.49,6.79,8.09,8.43,8.88,7.89,8.25,38,38.08
155.48,38,8.09,8.39,8.95,8.47,6.79,8.09,8.43,8.87,7.88,8.21,38,38.06
156.48,38,8.03,8.38,8.94,8.46,6.77,8.08,8.42,8.86,7.87,8.22,38,38.08
157.5,38,8.09,8.39,8.94,8.47,6.77,8.08,8.42,8.85,7.87,8.22,38,38.08
158.5,38,8.08,8.37,8.92,8.45,6.77,8.08,8.41,8.84,7.86,8.2,38,38.08
159.5,38,8.06,8.36,8.92,8.46,6.77,8.07,8.42,8.83,7.86,8.2,38,38.08
160.5,38,8.06,8.35,8.92,8.45,6.76,8.05,8.4,8.83,7.85,8.19,38,38.08
161.5,38,8.05,8.35,8.89,8.43,6.76,8.04,8.39,8.81,7.85,8.17,38,38.08
162.5,38,8.03,8.34,8.89,8.43,6.75,8.04,8.38,8.81,7.84,8.17,38,38.08
163.52,38,8,8.34,8.9,8.43,6.74,8.05,8.38,8.8,7.83,8.16,38,38.08
164.52,38,8.04,8.34,8.89,8.42,6.75,8.05,8.36,8.79,7.82,8.16,38,38.09
165.52,38,7.99,8.33,8.87,8.42,6.74,8.03,8.36,8.78,7.82,8.15,38,38.08
166.52,38,8.03,8.31,8.86,8.41,6.74,8.02,8.36,8.79,7.81,8.15,38,38.08
167.52,38,8.01,8.31,8.87,8.39,6.73,8.02,8.34,8.76,7.81,8.14,38,38.09
168.53,38,7.96,8.31,8.85,8.4,6.73,8,8.33,8.77,7.8,8.13,38,38.08
169.53,38,8,8.3,8.84,8.38,6.7,7.98,8.32,8.75,7.78,8.11,38,38.09
170.53,38,8.01,8.3,8.85,8.38,6.72,8,8.32,8.74,7.79,8.11,38,38.11
171.53,38,7.99,8.28,8.84,8.36,6.7,7.98,8.31,8.73,7.77,8.09,38,38.09
172.53,38,7.96,8.28,8.84,8.36,6.69,7.98,8.3,8.73,7.76,8.09,38,38.09
173.53,38,7.98,8.28,8.82,8.35,6.69,7.97,8.29,8.72,7.76,8.09,38,38.09
174.55,38,7.98,8.27,8.81,8.36,6.69,7.97,8.28,8.71,7.75,8.08,38,38.11
175.55,38,7.97,8.27,8.82,8.36,6.69,7.96,8.29,8.7,7.76,8.09,38,38.11
176.55,38,7.96,8.26,8.79,8.34,6.69,7.96,8.28,8.7,7.74,8.07,38,38.11
177.57,38,7.96,8.26,8.8,8.34,6.69,7.96,8.28,8.69,7.74,8.06,38,38.11
178.57,38,7.91,8.25,8.8,8.32,6.67,7.96,8.28,8.69,7.74,8.05,38,38.12
179.57,38,7.96,8.24,8.78,8.31,6.68,7.94,8.27,8.67,7.72,8.03,38,38.12
180.57,38,7.94,8.22,8.77,8.29,6.66,7.92,8.26,8.66,7.71,8.03,38,38.12
181.58,38,7.95,8.23,8.77,8.3,6.66,7.93,8.24,8.66,7.71,8.03,38,38.12
182.58,38,7.92,8.21,8.75,8.27,6.64,7.91,8.23,8.63,7.68,8.02,38,38.14
183.58,38,7.93,8.21,8.75,8.29,6.65,7.92,8.25,8.64,7.69,8.02,38,38.14
184.58,38,7.92,8.21,8.75,8.28,6.64,7.89,8.25,8.63,7.68,8.01,38,38.12
185.58,38,7.91,8.2,8.75,8.28,6.66,7.89,8.23,8.62,7.67,8,38,38.12
186.58,38,7.91,8.19,8.74,8.27,6.65,7.89,8.22,8.62,7.67,7.99,38,38.12
187.58,38,7.91,8.18,8.74,8.27,6.65,7.89,8.22,8.62,7.67,7.99,38,38.14
188.58,38,7.89,8.18,8.72,8.26,6.64,7.89,8.21,8.6,7.66,7.99,38,38.12
189.6,38,7.88,8.17,8.72,8.26,6.63,7.87,8.19,8.59,7.65,7.97,38,38.14
190.6,38,7.81,8.16,8.7,8.23,6.61,7.86,8.19,8.58,7.64,7.97,38,38.12
191.6,38,7.87,8.16,8.7,8.23,6.62,7.86,8.19,8.58,7.64,7.97,38,38.15
192.6,38,7.8,8.14,8.69,8.23,6.61,7.84,8.18,8.57,7.62,7.96,38,38.12
193.62,38,7.85,8.14,8.69,8.24,6.61,7.84,8.18,8.57,7.62,7.95,38,38.12
194.62,38,7.84,8.13,8.68,8.21,6.6,7.83,8.17,8.55,7.62,7.94,38,38.14
195.62,38,7.84,8.12,8.67,8.21,6.6,7.83,8.17,8.54,7.6,7.94,38,38.12
196.62,38,7.78,8.11,8.66,8.2,6.59,7.81,8.16,8.53,7.59,7.93,38,38.12
197.63,38,7.82,8.12,8.66,8.19,6.6,7.82,8.15,8.53,7.6,7.93,38,38.12
198.63,38,7.8,8.1,8.64,8.18,6.58,7.8,8.14,8.51,7.58,7.92,38,38.12
199.63,38,7.79,8.09,8.64,8.17,6.58,7.8,8.13,8.5,7.57,7.9,38,38.12
200.63,38,7.79,8.08,8.63,8.18,6.57,7.8,8.13,8.5,7.58,7.91,38,38.12
201.63,38,7.78,8.08,8.61,8.17,6.56,7.79,8.13,8.49,7.57,7.89,38,38.12
202.65,38,7.77,8.07,8.61,8.16,6.55,7.77,8.12,8.48,7.56,7.89,38,38.14
203.65,38,7.75,8.06,8.59,8.14,6.55,7.76,8.11,8.47,7.55,7.88,38,38.11
204.65,38,7.75,8.04,8.58,8.12,6.54,7.76,8.08,8.46,7.53,7.87,38,38.12
205.65,38,7.74,8.04,8.57,8.12,6.53,7.75,8.09,8.46,7.53,7.86,38,38.11
206.65,38,7.74,8.03,8.56,8.11,6.52,7.74,8.07,8.44,7.52,7.85,38,38.12
207.65,38,7.7,8.02,8.54,8.09,6.51,7.73,8.07,8.42,7.5,7.83,38,38.12
208.67,38,7.72,8,8.54,8.08,6.51,7.73,8.06,8.41,7.49,7.83,38,38.12
209.67,38,7.71,8,8.54,8.08,6.51,7.72,8.06,8.42,7.49,7.82,38,38.12
210.67,38,7.7,7.99,8.5,8.07,6.49,7.7,8.05,8.41,7.48,7.82,38,38.11
211.67,38,7.7,7.99,8.51,8.06,6.48,7.71,8.04,8.41,7.48,7.82,38,38.11
212.67,38,7.69,7.97,8.5,8.05,6.47,7.69,8.02,8.38,7.47,7.8,38,38.08
213.67,38,7.67,7.97,8.48,8.03,6.46,7.67,8.01,8.36,7.45,7.78,38,38.11
214.67,38,7.66,7.96,8.47,8.03,6.47,7.67,8.01,8.36,7.44,7.78,38,38.09
215.68,38,7.66,7.97,8.48,8.02,6.46,7.68,8.02,8.36,7.45,7.78,38,38.09
216.68,38,7.65,7.95,8.45,7.99,6.45,7.65,7.99,8.34,7.42,7.77,38,38.09
217.68,38,7.64,7.93,8.44,8,6.45,7.64,8,8.33,7.42,7.75,38,38.11
218.68,38,7.62,7.92,8.41,7.97,6.44,7.63,7.97,8.31,7.41,7.74,38,38.11
219.7,38,7.61,7.9,8.42,7.97,6.43,7.62,7.97,8.3,7.4,7.74,38,38.11
220.7,38,7.6,7.9,8.4,7.96,6.43,7.61,7.97,8.31,7.39,7.74,38,38.09
221.7,38,7.59,7.89,8.39,7.96,6.42,7.6,7.96,8.28,7.38,7.73,38,38.11
222.7,38,7.57,7.9,8.38,7.95,6.41,7.59,7.96,8.29,7.38,7.73,38,38.11
223.7,38,7.57,7.89,8.37,7.95,6.4,7.6,7.95,8.28,7.35,7.71,38,38.09
224.72,38,7.57,7.88,8.38,7.95,6.4,7.58,7.94,8.27,7.35,7.7,38,38.09
225.72,38,7.56,7.85,8.35,7.92,6.39,7.57,7.93,8.27,7.35,7.68,38,38.09
226.72,38,7.56,7.85,8.34,7.91,6.38,7.57,7.93,8.27,7.34,7.69,38,38.11
227.72,38,7.54,7.83,8.32,7.9,6.37,7.56,7.92,8.24,7.32,7.67,38,38.11
228.73,38,7.55,7.85,8.34,7.91,6.38,7.57,7.93,8.25,7.33,7.67,38,38.09
229.73,38,7.52,7.82,8.31,7.88,6.36,7.55,7.9,8.23,7.31,7.66,38,38.11
230.73,38,7.5,7.81,8.3,7.86,6.35,7.52,7.89,8.22,7.29,7.62,38,38.11
231.75,38,7.51,7.81,8.29,7.87,6.35,7.54,7.89,8.23,7.3,7.64,38,38.11
232.75,38,7.49,7.79,8.28,7.85,6.34,7.52,7.88,8.21,7.29,7.63,38,38.11
233.75,38,7.48,7.79,8.28,7.86,6.33,7.51,7.87,8.2,7.27,7.61,38,38.11
234.75,38,7.42,7.78,8.28,7.84,6.32,7.51,7.87,8.19,7.27,7.61,38,38.11
235.77,38,7.47,7.75,8.26,7.82,6.32,7.49,7.86,8.18,7.25,7.59,38,38.12
236.78,38,7.44,7.76,8.24,7.8,6.3,7.49,7.85,8.18,7.25,7.58,38,38.12
237.78,38,7.44,7.74,8.23,7.78,6.3,7.48,7.84,8.16,7.23,7.57,38,38.12
238.78,38,7.43,7.74,8.23,7.79,6.3,7.46,7.84,8.15,7.22,7.57,38,38.12
239.78,38,7.39,7.74,8.22,7.78,6.29,7.46,7.82,8.15,7.21,7.57,38,38.12
240.78,38,7.39,7.73,8.2,7.76,6.27,7.43,7.81,8.13,7.2,7.54,38,38.12
241.8,38,7.42,7.72,8.2,7.77,6.28,7.44,7.81,8.14,7.2,7.54,38,38.12
242.8,38,7.41,7.71,8.2,7.77,6.26,7.44,7.81,8.11,7.2,7.53,38,38.12
243.8,38,7.35,7.7,8.18,7.75,6.26,7.42,7.8,8.11,7.19,7.53,38,38.12
244.8,38,7.38,7.68,8.16,7.74,6.24,7.42,7.8,8.09,7.17,7.5,38,38.12
245.82,38,7.37,7.68,8.16,7.73,6.23,7.4,7.77,8.08,7.16,7.49,38,38.14
246.82,38,7.37,7.68,8.16,7.74,6.25,7.4,7.78,8.08,7.17,7.5,38,38.12
247.82,38,7.35,7.65,8.14,7.72,6.23,7.39,7.77,8.07,7.16,7.49,38,38.12
248.82,38,7.34,7.65,8.14,7.71,6.23,7.38,7.77,8.05,7.14,7.47,38,38.14
249.82,38,7.29,7.66,8.14,7.7,6.22,7.38,7.77,8.05,7.14,7.48,38,38.14
250.82,38,7.29,7.63,8.13,7.69,6.22,7.37,7.75,8.04,7.12,7.45,38,38.14
251.82,38,7.32,7.63,8.1,7.68,6.2,7.34,7.75,8.03,7.11,7.45,38,38.14
252.82,38,7.3,7.62,8.11,7.67,6.21,7.34,7.74,8.03,7.09,7.44,38,38.14
253.82,38,7.3,7.6,8.09,7.66,6.19,7.32,7.74,8,7.08,7.43,38,38.15
254.83,38,7.29,7.6,8.09,7.65,6.19,7.33,7.73,8.01,7.07,7.42,38,38.15
255.83,38,7.29,7.59,8.08,7.64,6.19,7.31,7.73,8,7.07,7.42,38,38.15
256.83,38,7.25,7.58,8.05,7.64,6.18,7.32,7.73,7.98,7.06,7.41,38,38.15
257.83,38,7.25,7.57,8.05,7.62,6.17,7.3,7.71,7.99,7.06,7.42,38,38.15
258.83,38,7.26,7.57,8.03,7.62,6.17,7.29,7.71,7.96,7.04,7.39,38,38.15
259.83,38,7.24,7.56,8.02,7.6,6.15,7.28,7.7,7.95,7.03,7.37,38,38.15
260.85,38,7.22,7.56,8.03,7.59,6.15,7.28,7.7,7.95,7.03,7.38,38,38.15
261.85,38,7.24,7.55,8.02,7.57,6.15,7.27,7.7,7.93,7.03,7.36,38,38.15
262.85,38,7.23,7.52,8.01,7.57,6.14,7.25,7.68,7.91,7.02,7.34,38,38.15
263.85,38,7.17,7.52,8,7.55,6.13,7.24,7.68,7.89,7.03,7.33,38,38.15
264.85,38,7.21,7.52,7.99,7.54,6.12,7.23,7.69,7.88,7.01,7.32,38,38.14
265.85,38,7.2,7.51,7.98,7.54,6.11,7.23,7.68,7.86,7,7.32,38,38.14
