Time,T,OTU19_R1,OTU20_R1,OTU21_R1,OTU19_R2,OTU20_R2,OTU21_R2,OTU19_R3,OTU20_R3,OTU21_R3,OTU19_R4,OTU20_R4,OTU21_R4,OTU19_R5,OTU20_R5,OTU21_R5,Tm,T_internal
103.22,40,8.37,7.15,9.06,8.02,9.09,9.67,9,9.27,9.16,8.42,8.99,7.08,9.09,9.23,9.78,40,39.87
104.22,40,8.35,7.13,9.06,8,9.08,9.66,8.98,9.25,9.15,8.39,8.98,7.07,9.07,9.22,9.77,40,39.87
105.22,40,8.33,7.11,9.04,7.99,9.07,9.64,8.98,9.24,9.15,8.38,8.97,7.06,9.04,9.22,9.76,40,39.9
106.22,40,8.32,7.12,9.06,7.97,9.07,9.65,8.97,9.25,9.16,8.39,8.98,7.06,9.05,9.22,9.77,40,39.89
107.22,40,8.29,7.1,9.06,7.98,9.08,9.66,8.96,9.26,9.17,8.37,8.99,7.06,9.05,9.22,9.78,40,39.9
108.22,40,8.29,7.1,9.05,7.96,9.07,9.65,8.95,9.25,9.17,8.36,8.98,7.05,9.02,9.22,9.78,40,39.9
109.22,40,8.25,7.08,9.06,7.95,9.09,9.65,8.96,9.25,9.17,8.36,8.97,7.05,9.03,9.22,9.77,40,39.9
110.22,40,8.28,7.09,9.05,7.93,9.08,9.66,8.96,9.25,9.17,8.35,8.99,7.06,9.02,9.23,9.77,40,39.9
111.22,40,8.26,7.08,9.05,7.92,9.07,9.64,8.94,9.23,9.15,8.35,8.98,7.03,8.99,9.22,9.77,40,39.9
112.22,40,8.26,7.08,9.06,7.91,9.09,9.66,8.94,9.26,9.16,8.35,8.98,7.04,9.01,9.23,9.78,40,39.9
113.22,40,8.24,7.08,9.05,7.9,9.07,9.64,8.92,9.24,9.16,8.33,8.97,7.02,8.97,9.22,9.77,40,39.9
114.22,40,8.21,7.07,9.04,7.89,9.07,9.65,8.9,9.24,9.17,8.31,8.97,7.03,8.96,9.22,9.76,40,39.91
115.22,40,8.2,7.07,9.05,7.86,9.07,9.64,8.9,9.24,9.16,8.31,8.98,7.02,8.95,9.21,9.76,40,39.91
116.23,40,8.19,7.06,9.04,7.86,9.08,9.65,8.88,9.23,9.15,8.3,8.97,7.02,8.93,9.21,9.77,40,39.91
117.23,40,8.18,7.05,9.04,7.83,9.07,9.64,8.88,9.23,9.14,8.28,8.97,7.01,8.92,9.2,9.75,40,39.93
118.23,40,8.12,7.03,9.04,7.83,9.06,9.63,8.85,9.23,9.15,8.27,8.96,7.01,8.9,9.2,9.75,40,39.93
119.23,40,8.1,7.04,9.04,7.8,9.06,9.63,8.85,9.22,9.15,8.27,8.96,7,8.88,9.2,9.75,40,39.93
120.23,40,8.13,7.03,9.04,7.79,9.05,9.61,8.83,9.22,9.15,8.25,8.96,7,8.86,9.21,9.75,40,39.93
121.23,40,8.1,7.02,9.04,7.78,9.04,9.6,8.82,9.22,9.14,8.23,8.95,7,8.85,9.2,9.73,40,39.93
122.23,40,8.09,7.01,9.03,7.77,9.06,9.61,8.82,9.22,9.13,8.23,8.95,6.99,8.84,9.2,9.73,40,39.94
123.23,40,8.07,7.02,9.03,7.74,9.04,9.6,8.8,9.22,9.13,8.22,8.94,6.99,8.83,9.18,9.73,40,39.94
124.23,40,8.06,7,9.03,7.72,9.03,9.61,8.78,9.2,9.13,8.21,8.94,6.99,8.8,9.19,9.74,40,39.94
125.23,40,8.05,7.01,9.03,7.72,9.04,9.61,8.79,9.21,9.14,8.19,8.95,6.99,8.8,9.2,9.74,40,39.94
126.23,40,8.03,7,9.03,7.69,9.04,9.6,8.77,9.21,9.13,8.19,8.93,6.97,8.78,9.2,9.73,40,39.94
127.23,40,7.96,6.99,9.03,7.67,9.03,9.6,8.75,9.21,9.13,8.16,8.93,6.97,8.76,9.18,9.73,40,39.95
128.23,40,7.99,7,9.02,7.65,9.03,9.59,8.75,9.21,9.13,8.16,8.93,6.98,8.74,9.19,9.72,40,39.95
129.23,40,7.98,6.99,9.04,7.65,9.03,9.6,8.73,9.22,9.12,8.15,8.94,6.96,8.73,9.19,9.72,40,39.95
130.23,40,7.94,6.97,9.02,7.62,9.03,9.59,8.71,9.18,9.12,8.13,8.92,6.94,8.71,9.16,9.72,40,39.95
131.23,40,7.93,6.97,9.02,7.6,9.03,9.6,8.71,9.2,9.12,8.12,8.92,6.96,8.69,9.18,9.72,40,39.95
132.23,40,7.92,6.98,9.03,7.6,9.04,9.59,8.7,9.2,9.12,8.12,8.93,6.97,8.69,9.18,9.72,40,39.97
133.23,40,7.91,6.97,9.03,7.57,9.03,9.59,8.7,9.2,9.12,8.1,8.93,6.96,8.66,9.18,9.73,40,39.97
134.23,40,7.88,6.95,9.01,7.55,9.02,9.58,8.67,9.19,9.11,8.07,8.91,6.95,8.63,9.16,9.72,40,39.97
135.23,40,7.79,6.94,9.01,7.52,9.01,9.59,8.66,9.19,9.11,8.07,8.91,6.94,8.62,9.16,9.7,40,39.97
136.25,40,7.84,6.95,9.02,7.52,9.01,9.58,8.63,9.19,9.1,8.06,8.9,6.94,8.6,9.15,9.7,40,39.95
137.25,40,7.8,6.93,9,7.48,9.01,9.58,8.61,9.17,9.09,8.03,8.9,6.93,8.57,9.15,9.7,40,39.97
138.25,40,7.8,6.95,9.01,7.47,9.01,9.59,8.6,9.18,9.1,8.03,8.91,6.93,8.56,9.16,9.71,40,39.97
139.25,40,7.77,6.93,9.01,7.45,9.01,9.57,8.59,9.17,9.09,8,8.91,6.92,8.52,9.15,9.7,40,39.98
140.25,40,7.69,6.92,9,7.44,9,9.57,8.58,9.17,9.08,7.99,8.9,6.92,8.51,9.14,9.69,40,39.97
141.25,40,7.73,6.92,9,7.41,9,9.56,8.55,9.16,9.08,7.97,8.9,6.92,8.5,9.14,9.68,40,39.98
142.25,40,7.71,6.93,9,7.38,8.99,9.57,8.55,9.17,9.09,7.95,8.9,6.92,8.49,9.14,9.68,40,39.98
143.25,40,7.69,6.92,8.99,7.37,8.99,9.57,8.54,9.16,9.08,7.94,8.89,6.92,8.46,9.13,9.68,40,39.98
144.25,40,7.66,6.92,9,7.34,9,9.57,8.51,9.16,9.07,7.91,8.89,6.92,8.44,9.13,9.68,40,39.98
145.25,40,7.64,6.92,8.99,7.33,8.99,9.56,8.51,9.15,9.08,7.91,8.89,6.91,8.4,9.11,9.67,40,39.98
146.27,40,7.63,6.92,8.99,7.31,8.99,9.56,8.5,9.16,9.07,7.9,8.89,6.91,8.39,9.13,9.67,40,39.98
147.27,40,7.59,6.91,8.98,7.28,8.97,9.54,8.46,9.14,9.06,7.87,8.88,6.88,8.36,9.12,9.66,40,39.98
148.27,40,7.56,6.89,8.97,7.25,8.97,9.54,8.45,9.13,9.06,7.85,8.88,6.89,8.33,9.12,9.66,40,39.98
149.27,40,7.54,6.91,8.98,7.24,8.98,9.55,8.44,9.14,9.07,7.83,8.88,6.89,8.31,9.11,9.66,40,39.98
150.27,40,7.53,6.88,8.97,7.22,8.97,9.54,8.41,9.14,9.05,7.82,8.87,6.89,8.29,9.09,9.66,40,40
151.27,40,7.48,6.88,8.96,7.18,8.96,9.54,8.4,9.13,9.06,7.78,8.86,6.88,8.26,9.1,9.65,40,40
152.27,40,7.5,6.89,8.97,7.18,8.99,9.54,8.4,9.15,9.07,7.78,8.89,6.89,8.26,9.11,9.67,40,39.98
153.28,40,7.46,6.87,8.96,7.14,8.95,9.52,8.36,9.12,9.05,7.75,8.86,6.88,8.21,9.09,9.65,40,40
154.28,40,7.44,6.88,8.95,7.11,8.96,9.53,8.36,9.13,9.05,7.74,8.87,6.88,8.2,9.09,9.64,40,40.01
155.28,40,7.42,6.88,8.95,7.11,8.97,9.52,8.33,9.13,9.05,7.72,8.87,6.88,8.17,9.1,9.64,40,40.01
156.28,40,7.32,6.88,8.95,7.08,8.95,9.53,8.3,9.11,9.05,7.68,8.87,6.88,8.13,9.09,9.64,40,40.01
157.28,40,7.32,6.87,8.95,7.05,8.96,9.51,8.29,9.1,9.03,7.66,8.86,6.86,8.11,9.09,9.63,40,40.01
158.28,40,7.29,6.86,8.94,7.02,8.94,9.51,8.26,9.1,9.03,7.65,8.86,6.87,8.07,9.08,9.61,40,40.01
159.28,40,7.27,6.86,8.94,6.99,8.94,9.51,8.26,9.11,9.03,7.63,8.85,6.87,8.06,9.08,9.63,40,40.01
160.28,40,7.27,6.86,8.95,6.98,8.94,9.49,8.24,9.11,9.04,7.61,8.86,6.87,8.03,9.08,9.61,40,40.01
161.28,40,7.25,6.86,8.95,6.94,8.94,9.5,8.22,9.11,9.04,7.58,8.85,6.86,8,9.09,9.61,40,40.01
162.3,40,7.22,6.85,8.92,6.91,8.93,9.49,8.18,9.09,9.02,7.55,8.84,6.85,7.95,9.06,9.6,40,40.01
163.3,40,7.19,6.85,8.92,6.9,8.93,9.48,8.17,9.09,9.02,7.53,8.84,6.85,7.93,9.06,9.61,40,40.01
164.3,40,7.16,6.84,8.92,6.86,8.93,9.48,8.15,9.08,9.01,7.49,8.83,6.85,7.9,9.05,9.6,40,40.01
165.3,40,7.14,6.82,8.91,6.83,8.92,9.47,8.11,9.08,9.02,7.46,8.82,6.85,7.86,9.04,9.59,40,40.01
166.3,40,7.13,6.84,8.92,6.82,8.92,9.48,8.11,9.09,9.01,7.44,8.83,6.86,7.84,9.06,9.6,40,40.01
167.3,40,7.07,6.83,8.9,6.78,8.91,9.46,8.07,9.07,9,7.41,8.81,6.85,7.78,9.02,9.58,40,40.01
168.3,40,7.06,6.82,8.91,6.76,8.91,9.47,8.06,9.09,9.01,7.38,8.82,6.86,7.77,9.05,9.59,40,40.01
169.3,40,7.01,6.81,8.9,6.71,8.9,9.46,8.03,9.07,8.98,7.35,8.82,6.85,7.73,9.03,9.58,40,40.01
170.3,40,7,6.81,8.9,6.71,8.9,9.46,8.02,9.07,8.99,7.32,8.81,6.85,7.68,9.03,9.58,40,40.01
171.3,40,6.97,6.8,8.9,6.67,8.9,9.46,7.99,9.08,9,7.29,8.82,6.86,7.65,9.03,9.58,40,40.03
172.32,40,6.93,6.8,8.89,6.64,8.89,9.44,7.95,9.06,8.98,7.25,8.8,6.85,7.62,9.02,9.57,40,40.01
173.32,40,6.89,6.79,8.89,6.61,8.88,9.44,7.92,9.05,8.98,7.22,8.79,6.84,7.57,9.01,9.56,40,40.03
174.32,40,6.87,6.79,8.88,6.58,8.88,9.45,7.9,9.05,8.98,7.18,8.79,6.84,7.54,9.01,9.56,40,40.03
175.32,40,6.84,6.78,8.88,6.55,8.88,9.42,7.89,9.05,8.96,7.15,8.79,6.82,7.51,9,9.56,40,40.04
176.32,40,6.81,6.77,8.87,6.51,8.86,9.43,7.86,9.04,8.97,7.11,8.78,6.83,7.45,8.99,9.55,40,40.04
177.32,40,6.77,6.78,8.87,6.49,8.86,9.43,7.83,9.04,8.97,7.08,8.78,6.83,7.43,8.99,9.54,40,40.04
178.32,40,6.75,6.77,8.87,6.46,8.87,9.42,7.8,9.03,8.96,7.04,8.78,6.82,7.39,9,9.53,40,40.04
179.32,40,6.72,6.78,8.86,6.45,8.87,9.44,7.79,9.05,8.98,7,8.78,6.83,7.35,8.99,9.55,40,40.03
180.32,40,6.68,6.76,8.85,6.39,8.85,9.4,7.76,9.02,8.95,6.96,8.77,6.82,7.3,8.97,9.52,40,40.05
181.32,40,6.65,6.77,8.85,6.38,8.84,9.41,7.73,9.03,8.96,6.93,8.76,6.82,7.25,8.98,9.51,40,40.05
182.32,40,6.62,6.74,8.84,6.33,8.83,9.4,7.7,9.01,8.93,6.88,8.75,6.81,7.21,8.95,9.51,40,40.04
183.32,40,6.58,6.75,8.84,6.3,8.82,9.4,7.66,9.01,8.94,6.85,8.75,6.8,7.16,8.95,9.51,40,40.05
184.32,40,6.54,6.74,8.82,6.28,8.82,9.38,7.63,9.01,8.94,6.81,8.74,6.8,7.12,8.95,9.5,40,40.04
185.32,40,6.51,6.74,8.83,6.24,8.82,9.39,7.61,9.01,8.93,6.78,8.75,6.81,7.1,8.95,9.51,40,40.04
186.32,40,6.48,6.76,8.83,6.21,8.82,9.39,7.58,9.01,8.93,6.76,8.74,6.8,7.05,8.94,9.51,40,40.05
187.32,40,6.42,6.74,8.83,6.17,8.81,9.38,7.54,9.01,8.92,6.71,8.73,6.8,7,8.92,9.49,40,40.05
188.32,40,6.4,6.74,8.82,6.15,8.81,9.39,7.53,9.01,8.92,6.69,8.73,6.81,6.98,8.95,9.5,40,40.04
189.32,40,6.37,6.73,8.81,6.11,8.81,9.39,7.49,9,8.93,6.65,8.73,6.8,6.93,8.93,9.49,40,40.05
190.32,40,6.33,6.72,8.82,6.07,8.81,9.39,7.47,9,8.92,6.62,8.72,6.8,6.91,8.93,9.47,40,40.05
191.32,40,6.3,6.71,8.81,6.04,8.8,9.36,7.43,8.99,8.91,6.57,8.72,6.8,6.86,8.92,9.46,40,40.04
