Group,T_C,tax,lo,hi
Clade2,24,1.7801601584528326,1.565963507221587,2.037557360550804
Clade2,24.25,1.7401830127490738,1.5357550827054616,1.983235429279109
Clade2,24.5,1.701330645793889,1.5077831594463924,1.9311097534847272
Clade2,24.75,1.6634128438011786,1.481155010513662,1.8818380682400964
Clade2,25,1.6264502778746008,1.4541569850621192,1.8374949573568053
Clade2,25.25,1.590775805444769,1.4272424010987985,1.7939195733995756
Clade2,25.5,1.5561360295763633,1.4006230220461409,1.7490967048262527
Clade2,25.75,1.5219409503103258,1.3733842519616855,1.7044838377438658
Clade2,26,1.4889354148962364,1.3499781985324448,1.6629649566305595
Clade2,26.25,1.4572644076879158,1.3250247250398348,1.621682936852154
Clade2,26.5,1.42663495065575,1.3005128276628897,1.582465953399606
Clade2,26.75,1.3966597710291015,1.278253278277036,1.546216577057418
Clade2,27,1.3683455981903032,1.2545494160133026,1.5120093684641769
Clade2,27.25,1.3413789993328165,1.2339964537433465,1.4764940846792496
Clade2,27.5,1.3149088063202394,1.2135056301478522,1.443496744800032
Clade2,27.75,1.2895048799057176,1.1924270006758024,1.410742421607849
Clade2,28,1.2644692214344857,1.1731139718378558,1.3784824251106347
Clade2,28.25,1.240831215334631,1.1545441713061675,1.350101670077302
Clade2,28.5,1.2182673524729555,1.1373571314500759,1.3222577700211384
Clade2,28.75,1.1964129180200271,1.1205656033574694,1.2965959817928174
Clade2,29,1.1754641154701337,1.1043066342197503,1.2718378841105467
Clade2,29.25,1.1559616114559144,1.0893012781536386,1.2468746643355249
Clade2,29.5,1.1372813333480738,1.0755868885001325,1.2220335705453413
Clade2,29.75,1.1194358036274665,1.0630404331329455,1.1990771185150146
Clade2,30,1.1025273100368749,1.0511344794013224,1.1775229984451248
Clade2,30.25,1.0873144920488491,1.0401176947205815,1.1568251054447978
Clade2,30.5,1.0727074343924496,1.0303951362128865,1.1371080932374305
Clade2,30.75,1.0595187773882704,1.022175644132054,1.1185549351653776
Clade2,31,1.047601871891132,1.0150211611971165,1.1018599567429455
Clade2,31.25,1.0370191218284557,1.0090023091843636,1.0866526344216325
Clade2,31.5,1.0276384062443258,1.0044982698825295,1.0725440140234568
Clade2,31.75,1.0193736396225146,1.001514084476215,1.059206913661404
Clade2,32,1.0125823193091894,1.0003193037139744,1.0472824151649216
Clade2,32.25,1.0071805356835248,1.000041899355431,1.0367652236916165
Clade2,32.5,1.0034897757645866,1.0000151173964258,1.02759609906511
Clade2,32.75,1.001643015322262,1.000003926778282,1.0201808653761644
Clade2,33,1.0012130948868974,1.0000026262365478,1.015472010174237
Clade2,33.25,1.0018776788008568,1.0000026679209169,1.0191130351883324
Clade2,33.5,1.0039253504740724,1.000009935893334,1.0284460432375777
Clade2,33.75,1.0083345468085927,1.0000436946449525,1.0398364541534362
Clade2,34,1.0150147586905751,1.0002483109530562,1.0533101448979247
Clade2,34.25,1.0237817735964905,1.0011937257587429,1.069894495377625
Clade2,34.5,1.034745436642536,1.004301307629338,1.088789106172714
Clade2,34.75,1.0481685354523673,1.0095518885977814,1.11040041704826
Clade2,35,1.0640588716305004,1.0170621225322132,1.1351935536258573
Clade2,35.25,1.0825569231633612,1.0267547653963716,1.1626599781941935
Clade2,35.5,1.1035940100857435,1.0389244391077188,1.193548731040397
Clade2,35.75,1.1278319288070577,1.0543652426273704,1.2278653565243136
Clade2,36,1.1552818559145996,1.0728379415777742,1.2658185428570965
Clade2,36.25,1.1861090226349953,1.0942499665953531,1.307872779099615
Clade2,36.5,1.2208533824832184,1.11844193211075,1.3550258756092217
Clade2,36.75,1.259040198391503,1.1460394457569292,1.4047488663559928
Clade2,37,1.3017303750143145,1.1761937871320818,1.459130585181934
Clade2,37.25,1.3482522880649346,1.2090947792864193,1.5209523654266137
Clade2,37.5,1.3987560335897942,1.246692842006576,1.5886418721623008
Clade2,37.75,1.4549164544158166,1.2876962665095997,1.6639519609067082
Clade2,38,1.516244403435365,1.3342382443754552,1.74067413835771
Clade2,38.25,1.5829273097839653,1.387837074727785,1.8281694623610814
Clade2,38.5,1.6563475565595325,1.4450006739166557,1.9204132585392224
Clade2,38.75,1.7350534941560134,1.5061539111160585,2.017657728617679
Clade2,39,1.824035449318035,1.5731999017698188,2.1256955045816976
Clade2,39.25,1.9182880082161684,1.6466658573242103,2.2502973306510548
Clade2,39.5,2.0204595484137826,1.7286839697981646,2.373286471325062
Clade2,39.75,2.13067258171116,1.8134850548079111,2.515396172434569
Clade2,40,2.2493764631108206,1.9043767151480233,2.673716942809113
Clade2,40.25,2.37953730878853,1.9960469225393527,2.8436299559147926
Clade2,40.5,2.51985767219298,2.0987029256742913,3.024958033949211
Clade2,40.75,2.6690295191037876,2.2105746231535037,3.214933400271815
Clade2,41,2.8318965019088447,2.331412922527398,3.429820742886104
Clade2,41.25,3.0069866681963804,2.4632268886306843,3.6605642014148874
Clade2,41.5,3.19633376675701,2.598603202272863,3.927072545836586
Clade2,41.75,3.4054947893492655,2.740182044894264,4.208230510644886
Clade2,42,3.6247115492255286,2.8886213641628626,4.5150691549064925
Clade2,42.25,3.866203092973743,3.060290142820386,4.835348611401395
Clade2,42.5,4.125892848108766,3.237942926045408,5.208875682466093
Clade2,42.75,4.404426155580554,3.4275241129382907,5.588648382757807
Clade2,43,4.689763351619247,3.6186316683743334,5.989716066369513
Clade2,43.25,5.0062867315979975,3.8321916914524863,6.439328029433915
Clade2,43.5,5.35344458457636,4.0705104038461,6.959415293000796
Clade2,43.75,5.719374667354138,4.3016772889173325,7.48412888935294
Clade2,44,6.124588934511305,4.552785962794712,8.074611950428723
Clade3,22,1.6491927200562166,1.4477109875569454,1.8959127429754
Clade3,22.25,1.6207446015471274,1.4287738482786634,1.8573278305875853
Clade3,22.5,1.5937665084487111,1.4100792565912554,1.821558268395394
Clade3,22.75,1.5666442244315206,1.390948964646598,1.7847366666000846
Clade3,23,1.5406324421524427,1.3717753927199114,1.750120752012049
Clade3,23.25,1.515193610821426,1.35374765791342,1.7164028336422863
Clade3,23.5,1.4906957834396195,1.335567637672856,1.6835574407349259
Clade3,23.75,1.4666445813818578,1.3189949893991149,1.6516602810154652
Clade3,24,1.4429622065128034,1.302455977077786,1.621149273234869
Clade3,24.25,1.4200217631614112,1.2850305693333084,1.5914095262996815
Clade3,24.5,1.3976333774003533,1.2683488768563942,1.5608757092806715
Clade3,24.75,1.3751992614279627,1.2528017000324851,1.531339490893961
Clade3,25,1.3537701051674076,1.2377977803379314,1.5024144108673285
Clade3,25.25,1.333098916155305,1.2221855702319195,1.4741505288291838
Clade3,25.5,1.3125849546521162,1.2071872999662043,1.4472654978715591
Clade3,25.75,1.2931479804941595,1.1924270971922222,1.4222304887621209
Clade3,26,1.2744203313305313,1.1781097377429632,1.3975383683715965
Clade3,26.25,1.2561177385103415,1.164801872813348,1.3734073055689344
Clade3,26.5,1.2384715288697654,1.1522919490697514,1.350211942365704
Clade3,26.75,1.2210915876882402,1.1398668367009537,1.3277211502469726
Clade3,27,1.204727758306273,1.1274786722390275,1.3054283106771674
Clade3,27.25,1.1885293925303184,1.1155833627155052,1.2846208831275265
Clade3,27.5,1.1732582234248923,1.1038873472041162,1.2650962744721659
Clade3,27.75,1.158201367086042,1.0930284095809941,1.2452832201196833
Clade3,28,1.1437925891172993,1.0831912364749274,1.2267850236271256
Clade3,28.25,1.1299820920595365,1.0741008315764011,1.2091958813012944
Clade3,28.5,1.1165212835177072,1.0643519480986519,1.192263637712103
Clade3,28.75,1.104218528230022,1.0549533564686129,1.1756041591970772
Clade3,29,1.092329212809156,1.0465389787033303,1.1607602514216253
Clade3,29.25,1.0810711371733142,1.0389016310302266,1.1449112195598932
Clade3,29.5,1.0703076637297033,1.0318178887001876,1.1300636514898534
Clade3,29.75,1.060298764994788,1.0255709334844876,1.1159647972377056
Clade3,30,1.051186996198739,1.019918190485186,1.103097614130808
Clade3,30.25,1.0427227553647744,1.0149559279645386,1.0909648408351607
Clade3,30.5,1.0349007322392563,1.0106073292773097,1.079341821074878
Clade3,30.75,1.0278443461277562,1.0069413170029662,1.0681393086242705
Clade3,31,1.0215579550241023,1.0040292999183091,1.0577323761731865
Clade3,31.25,1.0159821698758096,1.0018772060694139,1.048535506116834
Clade3,31.5,1.0112643553867402,1.000575826069599,1.039601563160583
Clade3,31.75,1.0072884440863388,1.000061952967345,1.03210818127662
Clade3,32,1.0042111006999068,1.00002053343981,1.025301008581795
Clade3,32.25,1.002096032514114,1.000005522366822,1.0192478184973597
Clade3,32.5,1.00116861392353,1.0000020033310824,1.0140752811844571
Clade3,32.75,1.0009469660750074,1.0000014633448016,1.0106249002181618
Clade3,33,1.0012373515838597,1.000002593368389,1.0120091707477594
Clade3,33.25,1.0022060034749825,1.0000052164150963,1.0172629783535623
Clade3,33.5,1.0043299680479085,1.0000122288854747,1.0239862258287002
Clade3,33.75,1.0077561466100113,1.000064021600129,1.0317790286007074
Clade3,34,1.0123052265396764,1.0003254772321992,1.0406635757650964
Clade3,34.25,1.0179928445571633,1.0014393351450501,1.0506987284896878
Clade3,34.5,1.0248932870832173,1.0036270926873252,1.0620835607366699
Clade3,34.75,1.0330768800854924,1.0068381127905295,1.0750034864173876
Clade3,35,1.0425730185264013,1.0112152963760126,1.0894843882179441
Clade3,35.25,1.0533289698625392,1.016819913540128,1.1050117205154428
Clade3,35.5,1.0655656568556748,1.0237657622780363,1.1219915004317158
Clade3,35.75,1.0792600888894515,1.0320707181798199,1.1407493929155095
Clade3,36,1.0944919905805235,1.0417353054720375,1.1615086431563757
Clade3,36.25,1.1112718842298022,1.0526660242782917,1.1840192901281832
Clade3,36.5,1.1295068460931144,1.0650987672072245,1.2095024405394703
Clade3,36.75,1.1495552748967104,1.0791269423424281,1.2360830256367379
Clade3,37,1.171450260694838,1.094852309744621,1.2645444751947268
Clade3,37.25,1.195567099462565,1.112546119775495,1.2945907690218077
Clade3,37.5,1.2210858330477494,1.1317499315794155,1.3272716921494714
Clade3,37.75,1.2490700637083236,1.1523903102224473,1.3629410630277548
Clade3,38,1.2793239361608815,1.1756416884466403,1.4007922473716918
Clade3,38.25,1.3117620196140733,1.2013065789617179,1.4413935866123133
Clade3,38.5,1.3462573346649451,1.2294736483198496,1.4845546563266756
Clade3,38.75,1.3833059228445852,1.2584056381315336,1.5301263723089684
Clade3,39,1.4231798108063232,1.2893765429546442,1.5786554281523923
Clade3,39.25,1.465347664064271,1.323371426558991,1.6302854886869738
Clade3,39.5,1.5106327722173858,1.358980566298148,1.6869063711772596
Clade3,39.75,1.5583091359631815,1.397976877597416,1.7447878405585695
Clade3,40,1.6093472870410341,1.4388615476106086,1.8089474225438975
Clade3,40.25,1.6640182853290235,1.4818003825735153,1.8796504707353376
Clade3,40.5,1.7217773994479177,1.5292319272935648,1.9579902175009218
Clade3,40.75,1.7839788872565883,1.579606857832063,2.03649702929655
Clade3,41,1.8486889054257123,1.6325542300109033,2.118867164910438
Clade3,41.25,1.917297276731483,1.6895994181974805,2.206145375298087
Clade3,41.5,1.9910217061565598,1.748653034443341,2.2953343575507166
Clade3,41.75,2.0690545797489586,1.8135233413375567,2.3909181591800923
Clade3,42,2.152082928132404,1.8806792989320444,2.4972598590417694
Clade3,42.25,2.2408012854730472,1.9506149530131922,2.6147093970871502
Clade3,42.5,2.3333972336218047,2.023832659945329,2.730264305979019
Clade3,42.75,2.4318528654857454,2.1014143725883296,2.8575850879512625
Clade3,43,2.5369489427638126,2.184533468208092,2.989974224439494
Clade3,43.25,2.646489972495073,2.2713387977150417,3.1270597629799792
Clade3,43.5,2.7611533690393504,2.360568491924847,3.2721619750048365
Clade3,43.75,2.8849048788466547,2.459362766644401,3.44026153193706
Clade3,44,3.0172663582219954,2.5583852758138663,3.6108498908937867
Clade4,22,2.089518904761599,1.799652795660227,2.4382350678830647
Clade4,22.25,2.042679060636362,1.7688476946734204,2.371710411389641
Clade4,22.5,1.9970074973563383,1.7370507910500537,2.312212363207535
Clade4,22.75,1.9539435014351025,1.7054371274474835,2.2574589397966616
Clade4,23,1.9107066562602966,1.6715892481969388,2.204283040121914
Clade4,23.25,1.8683167771288702,1.637549594243064,2.1526033492260304
Clade4,23.5,1.8269704096017267,1.6045170236898163,2.0989727523133
Clade4,23.75,1.787593903910134,1.5744505648323064,2.04558508134382
Clade4,24,1.7491930340423325,1.5449311356133224,1.99608866605191
Clade4,24.25,1.7117894527851438,1.5151229193271063,1.947878947277622
Clade4,24.5,1.675508263378942,1.4882150540405084,1.8998256384658365
Clade4,24.75,1.6400486084540251,1.459437313614335,1.8543401627045926
Clade4,25,1.605475067987844,1.4338926596518147,1.8113863548877944
Clade4,25.25,1.572135647982932,1.4088939536677354,1.7689621518057812
Clade4,25.5,1.5406168232334412,1.3830045024975013,1.727658332577269
Clade4,25.75,1.5096227386332042,1.3594004860516438,1.6884946403751036
Clade4,26,1.479703412390537,1.3367407097741415,1.6502578749283123
Clade4,26.25,1.4509348709393013,1.3130070710395905,1.6125091323911451
Clade4,26.5,1.4231213859791385,1.2912666126501406,1.5783155559666735
Clade4,26.75,1.3963294637849728,1.2702955789500552,1.546031047362162
Clade4,27,1.3704907075192931,1.2501262174995924,1.513773077007353
Clade4,27.25,1.3450792539084926,1.231403833198454,1.4827965333941155
Clade4,27.5,1.3211092870851595,1.212492032018715,1.4517537773908473
Clade4,27.75,1.2975742249437359,1.1940145340908264,1.4228123947859728
Clade4,28,1.275211439150211,1.176712356376577,1.395237846191165
Clade4,28.25,1.2537997488011823,1.1605053587429506,1.3685367802721604
Clade4,28.5,1.2328096406076772,1.1454772868549807,1.3403418839825245
Clade4,28.75,1.2130975370256927,1.1310916529023227,1.315005763358179
Clade4,29,1.1939050927331043,1.1172080630261538,1.2912019769775318
Clade4,29.25,1.175910070983531,1.1036610788780918,1.268466661833291
Clade4,29.5,1.1585000826042482,1.0908543291282955,1.2462256369060314
Clade4,29.75,1.1420296252768076,1.0791044996219938,1.2252925779516803
Clade4,30,1.126536871094396,1.06758381289588,1.2054219664649417
Clade4,30.25,1.1119576784260707,1.0569322427968955,1.1865150697186895
Clade4,30.5,1.0983320045875216,1.0475802142534174,1.1682586235110939
Clade4,30.75,1.085587199543053,1.0387015734032652,1.1503578037484548
Clade4,31,1.0736169488058178,1.031186689824618,1.1336317281698396
Clade4,31.25,1.062507947285662,1.0242606758896975,1.11825057778305
