Group,E,E_lo,E_hi,ER,ER_lo,ER_hi,dE,dE_lo,dE_hi,dE_credible,Eh,Eh_lo,Eh_hi,Topt,Topt_lo,Topt_hi,Tcue,Tcue_lo,Tcue_hi,P_below_body,tax37,tax37_lo,tax37_hi,tax40,tax40_lo,tax40_hi,growth37,growth40,g40_lo,g40_hi,growth_lost,growth_lost_lo,growth_lost_hi,growth_kept,gk_lo,gk_hi,fever_cost,fc_lo,fc_hi
Clade1,0.9136141548351577,0.7953738811963684,1.0548675867878177,0.5192617748458839,0.44279382241701043,0.5942167522553456,0.3948839708504231,0.2539224506087411,0.5556230910756337,TRUE,2.372867210051629,2.140595686383844,2.654844975395023,35.202744924250226,34.40881852047919,36.03394112896213,31.268983333322694,30.0279820169165,32.445684871729604,1,1.2982955582248428,1.1844401214283204,1.4370921383798922,1.899008669603532,1.654037269892391,2.1912262064730346,96.81577633720104,79.76237378187845,73.94774138819125,85.22561449925807,17.015774865694517,13.462131683649705,20.37571523411913,0.8242334909827289,0.7850465782942059,0.863412649629943,1.461251702625034,1.385299972921335,1.5447239975911942
Clade2,1.142916641248109,1.0101970135954261,1.2948776814264655,0.4140784044015555,0.3310924958778073,0.4968831778780826,0.7294525255757165,0.5700206979396064,0.8998450418009102,TRUE,3.179755627912983,2.855777276951127,3.5842258797725552,34.60927286605917,33.87324307598256,35.379139787190056,32.98166877037113,32.07911723878019,33.87704364797393,1,1.300853100004588,1.1785355811893041,1.4550583793316756,2.2466129874340703,1.9117711021257016,2.6601942516208026,90.19428166092845,60.60225802079293,53.34886796746959,68.25501310784055,29.451347624517854,25.064827795192627,33.776760397635606,0.6724152617120769,0.6181283473239353,0.7275593356752229,1.7254362709224047,1.5854057894441569,1.8841967312844088
Clade3,0.9468457138840922,0.8322911786009546,1.0736487971757362,0.4012812971685907,0.3256445302292254,0.4787732536708344,0.5465337305460459,0.4070574084315981,0.6947693228781482,TRUE,2.365974092607349,2.1719856635359625,2.6198091303330204,35.53845831628806,34.798079320162934,36.35607832401641,32.77004825170408,31.719971716681727,33.83253701862454,1,1.1706662265579348,1.094854472601776,1.2657892850007115,1.608426255082515,1.4333105541124342,1.8139323026027987,97.88740517368043,82.26198624970266,77.02840965815062,87.41306939973795,15.572259236328932,12.013080962665862,18.811709010180444,0.8407130698560482,0.8044033902232618,0.879176926881154,1.3732637959410638,1.3047470985657887,1.4469411629723743
Clade4,1.0192203317623605,0.8994710924569406,1.1539593523910312,0.3006469372140554,0.22619070742040318,0.3798175743451981,0.7179015177310246,0.5754812502599479,0.872123150612803,TRUE,2.2101797139207138,2.017109793215271,2.4736031374438676,36.257773511976325,35.51133054323104,37.04858846951119,34.110439104320676,33.078685768263405,35.12732550579699,1,1.0730567165231961,1.0311704969432935,1.1349450111934187,1.341000132393308,1.2299821405667468,1.4825629021051459,99.51255591350395,88.72867201138604,84.09777111167965,92.84051754324982,10.75943581434447,7.114633172224983,14.294720258677309,0.8917971461954792,0.8548413046009233,0.9288267675470628,1.2490862292321259,1.1892459981482115,1.314445922150909
para,0.8296673722683561,0.6988865418055611,0.9850897909781593,0.363160414901015,0.2641859305527019,0.4633302491890274,0.4676631136618668,0.3029233396106871,0.6529169534955448,TRUE,3.196441049950053,2.716094943994456,3.8301429220241223,33.126305843355766,32.347924032094205,33.96790563940827,31.29752361731849,30.195937577628545,32.40390829103814,1,1.5967341787274987,1.3863000674636774,1.8641604029587788,3.127264103550607,2.4866399985092493,4.068902300015037,77.35490870847113,44.99654903936881,35.74409250740507,54.73697133926154,32.13226011400433,26.722262378195673,38.32683382507281,0.5828474391879706,0.4959953427488048,0.6641398007071032,1.9556900925496086,1.7051510135116035,2.304052777099751
