T,OTU,Replicate,fit_start_time,fit_end_time,delta_Ninoc_to_N0_min,n0_ramp_factor,N_inoculation_cells_per_L
34,5,R2,84.2,266.8,84.2,1,42000000
34,5,R3,82.2,300,82.2,1,42000000
34,5,R4,91.2,294.9,91.2,1,42000000
34,5,R5,86.2,280.9,86.2,1,42000000
34,6,R1,73.2,448,73.2,1,42000000
34,6,R2,79.2,392.9,79.2,1,42000000
34,6,R3,79.2,449.9,79.2,1,42000000
34,6,R4,96.2,254.7,96.2,1,42000000
34,6,R5,76.2,315,76.2,1,42000000
34,7,R1,61.2,267.8,61.2,1,42000000
34,7,R2,72.2,281.9,72.2,1,42000000
34,7,R3,71.2,255.8,71.2,1,42000000
34,7,R4,66.2,300,66.2,1,42000000
34,7,R5,58.2,257.8,58.2,1,42000000
34,8,R1,72.2,256.8,72.2,1,42000000
34,8,R2,67.2,288.9,67.2,1,42000000
34,8,R3,84.2,271.9,84.2,1,42000000
34,8,R4,77.2,258.8,77.2,1,42000000
34,8,R5,71.2,239.7,71.2,1,42000000
34,9,R1,67.2,273.9,67.2,1,42000000
34,9,R2,69.2,282.9,69.2,1,42000000
34,9,R3,86.3,274.9,86.3,1,42000000
34,9,R4,73.2,277.9,73.2,1,42000000
34,9,R5,83.2,285.9,83.2,1,42000000
34,10,R1,63.2,274.8,63.2,1,42000000
34,10,R2,72.2,259.8,72.2,1,42000000
34,10,R3,57.2,262.8,57.2,1,42000000
34,10,R4,65.2,278.9,65.2,1,42000000
34,10,R5,69.2,238.7,69.2,1,42000000
34,11,R1,74.2,237.7,74.2,1,42000000
34,11,R2,76.2,286.9,76.2,1,42000000
34,11,R3,80.2,250.8,80.2,1,42000000
34,11,R4,94.3,258.8,94.3,1,42000000
34,11,R5,66.2,268.8,66.2,1,42000000
34,12,R1,62.2,243.7,62.2,1,42000000
34,12,R2,78.2,243.7,78.2,1,42000000
34,12,R3,77.2,249.8,77.2,1,42000000
34,12,R4,70.2,250.8,70.2,1,42000000
34,12,R5,66.2,241.7,66.2,1,42000000
34,13,R1,111.3,285.9,111.3,1,69000000
34,13,R2,131.4,301,131.4,1,69000000
34,13,R3,123.4,286.9,123.4,1,69000000
34,13,R4,67.2,446.6,67.2,1,69000000
34,13,R5,119.3,285.9,119.3,1,69000000
34,14,R1,63.2,486.7,63.2,1,69000000
34,14,R2,82.2,329.1,82.2,1,69000000
34,14,R3,131.4,326.1,131.4,1,69000000
34,14,R4,166.5,366.2,166.5,1,69000000
34,14,R5,218.7,402.4,218.7,1,69000000
34,15,R1,104.3,277.9,104.3,1,69000000
34,15,R2,118.3,270.9,118.3,1,69000000
34,15,R3,139.4,288.9,139.4,1,69000000
34,15,R4,123.4,279.9,123.4,1,69000000
34,15,R5,205.6,379.3,205.6,1,69000000
34,16,R1,52.1,212.6,52.1,1,14000000
34,16,R2,55.2,252.7,55.2,1,14000000
34,16,R3,58.2,237.7,58.2,1,14000000
34,16,R4,64.2,235.7,64.2,1,14000000
34,16,R5,54.2,242.7,54.2,1,14000000
34,17,R1,76.2,250.7,76.2,1,14000000
34,17,R2,84.2,250.7,84.2,1,14000000
34,17,R3,63.2,257.7,63.2,1,14000000
34,17,R4,77.2,246.7,77.2,1,14000000
34,17,R5,76.2,253.7,76.2,1,14000000
34,18,R1,87.2,323.9,87.2,1,14000000
34,18,R2,88.2,319.9,88.2,1,14000000
34,18,R3,70.2,344,70.2,1,14000000
34,18,R4,95.3,323.9,95.3,1,14000000
34,18,R5,99.3,316.9,99.3,1,14000000
36,1,R1,46.1,224.7,46.1,1,42000000
36,1,R2,48.1,274.9,48.1,1,42000000
36,1,R3,57.1,227.7,57.1,1,42000000
36,1,R4,60.1,211.6,60.1,1,42000000
36,1,R5,79.2,208.6,79.2,1,42000000
36,2,R1,34.1,200.6,34.1,1,42000000
36,2,R2,67.2,228.7,67.2,1,42000000
36,2,R3,63.1,223.7,63.1,1,42000000
36,2,R4,77.2,212.6,77.2,1,42000000
36,2,R5,68.2,209.6,68.2,1,42000000
36,3,R1,78.2,224.7,78.2,1,42000000
36,3,R2,54.1,240.7,54.1,1,42000000
36,3,R3,84.2,260.8,84.2,1,42000000
36,3,R4,77.2,234.7,77.2,1,42000000
36,3,R5,61.1,235.7,61.1,1,42000000
36,4,R1,61.2,280.9,61.2,1,42000000
36,4,R2,61.2,245.8,61.2,1,42000000
36,4,R3,60.2,235.8,60.2,1,42000000
36,4,R4,67.2,240.8,67.2,1,42000000
36,4,R5,64.2,256.8,64.2,1,42000000
36,5,R1,68.2,280.9,68.2,1,42000000
36,5,R2,66.2,276.9,66.2,1,42000000
36,5,R3,82.3,285.9,82.3,1,42000000
36,5,R4,82.3,279.9,82.3,1,42000000
36,5,R5,69.2,284.9,69.2,1,42000000
36,6,R1,67.2,285.9,67.2,1,42000000
36,6,R2,50.1,364.9,50.1,1,42000000
36,6,R3,86.3,323,86.3,1,42000000
36,6,R4,89.3,331.1,89.3,1,42000000
36,6,R5,81.3,302,81.3,1,42000000
36,7,R1,65.2,226.7,65.2,1,42000000
36,7,R2,72.3,256.9,72.3,1,42000000
36,7,R3,78.3,193.6,78.3,1,42000000
36,7,R4,55.2,237.8,55.2,1,42000000
36,7,R5,79.3,252.8,79.3,1,42000000
36,8,R1,47.1,254.8,47.1,1,42000000
36,8,R2,86.3,243.8,86.3,1,42000000
36,8,R3,81.3,263.9,81.3,1,42000000
36,8,R4,76.3,237.8,76.3,1,42000000
36,8,R5,69.2,266.9,69.2,1,42000000
36,9,R1,67.2,277,67.2,1,42000000
36,9,R2,81.3,259.9,81.3,1,42000000
36,9,R3,78.3,276,78.3,1,42000000
36,9,R4,87.3,281,87.3,1,42000000
36,9,R5,84.3,278,84.3,1,42000000
36,10,R1,68.2,257.8,68.2,1,42000000
36,10,R2,71.2,233.7,71.2,1,42000000
36,10,R3,82.2,245.8,82.2,1,42000000
36,10,R4,99.3,220.7,99.3,1,42000000
36,10,R5,65.2,259.8,65.2,1,42000000
36,11,R1,69.2,276.9,69.2,1,42000000
36,11,R2,82.2,245.8,82.2,1,42000000
36,11,R3,76.2,215.7,76.2,1,42000000
36,11,R4,87.3,249.8,87.3,1,42000000
36,11,R5,70.2,235.7,70.2,1,42000000
36,12,R1,63.2,241.8,63.2,1,42000000
36,12,R2,70.2,250.8,70.2,1,42000000
36,12,R3,93.3,225.7,93.3,1,42000000
36,12,R4,85.2,257.8,85.2,1,42000000
36,12,R5,76.2,213.7,76.2,1,42000000
36,13,R1,107.4,265.9,107.4,1,69000000
36,13,R2,143.5,304,143.5,1,69000000
36,13,R3,143.5,302,143.5,1,69000000
36,13,R4,128.4,289,128.4,1,69000000
36,13,R5,120.4,289,120.4,1,69000000
36,14,R1,146.5,340.2,146.5,1,69000000
36,14,R2,60.2,411.4,60.2,1,69000000
36,14,R3,149.5,340.2,149.5,1,69000000
36,14,R4,155.6,386.3,155.6,1,69000000
36,14,R5,146.5,374.3,146.5,1,69000000
36,15,R1,110.4,268.9,110.4,1,69000000
36,15,R2,127.4,281,127.4,1,69000000
36,15,R3,131.4,296,131.4,1,69000000
36,15,R4,152.5,314.1,152.5,1,69000000
36,15,R5,134.4,346.2,134.4,1,69000000
36,16,R1,73.2,267.7,73.2,1,14000000
36,16,R2,67.2,266.7,67.2,1,14000000
36,16,R3,61.1,246.6,61.1,1,14000000
36,16,R4,73.2,244.6,73.2,1,14000000
36,16,R5,54.1,276.7,54.1,1,14000000
36,17,R1,80.2,244.6,80.2,1,14000000
36,17,R2,82.2,258.6,82.2,1,14000000
36,17,R3,75.2,269.7,75.2,1,14000000
36,17,R4,61.1,277.7,61.1,1,14000000
36,17,R5,72.2,273.7,72.2,1,14000000
36,18,R1,54.1,238.6,54.1,1,14000000
36,18,R2,75.2,296.8,75.2,1,14000000
36,18,R3,101.2,301.8,101.2,1,14000000
36,18,R4,89.2,295.8,89.2,1,14000000
36,18,R5,79.2,266.7,79.2,1,14000000
38,1,R1,65.2,236.7,65.2,1,42000000
38,1,R2,74.2,246.7,74.2,1,42000000
38,1,R3,74.2,246.7,74.2,1,42000000
38,1,R4,69.2,237.7,69.2,1,42000000
38,1,R5,68.2,195.6,68.2,1,42000000
38,2,R1,63.2,198.6,63.2,1,42000000
38,2,R2,75.2,230.7,75.2,1,42000000
38,2,R3,79.2,235.7,79.2,1,42000000
38,2,R4,58.1,228.7,58.1,1,42000000
38,2,R5,69.2,220.7,69.2,1,42000000
38,3,R1,65.2,257.7,65.2,1,42000000
38,3,R2,80.2,192.6,80.2,1,42000000
38,3,R3,85.2,187.6,85.2,1,42000000
38,3,R4,61.1,220.7,61.1,1,42000000
38,3,R5,68.2,218.7,68.2,1,42000000
38,4,R1,66.2,318,66.2,1,42000000
38,4,R2,66.2,305,66.2,1,42000000
38,4,R3,87.2,289.9,87.2,1,42000000
38,4,R4,69.2,293.9,69.2,1,42000000
38,4,R5,68.2,272.8,68.2,1,42000000
38,5,R1,70.2,325,70.2,1,42000000
38,5,R2,78.2,257.8,78.2,1,42000000
38,5,R3,81.2,336.1,81.2,1,42000000
38,5,R4,92.2,306,92.2,1,42000000
38,5,R5,77.2,280.9,77.2,1,42000000
38,6,R1,68.2,371.2,68.2,1,42000000
38,6,R2,74.2,278.9,74.2,1,42000000
38,6,R3,67.2,262.8,67.2,1,42000000
38,6,R4,58.1,250.8,58.1,1,42000000
38,6,R5,66.2,271.8,66.2,1,42000000
38,7,R1,62.2,279.9,62.2,1,42000000
38,7,R2,59.2,265.8,59.2,1,42000000
38,7,R3,75.2,272.9,75.2,1,42000000
38,7,R4,61.2,269.8,61.2,1,42000000
38,7,R5,63.2,272.9,63.2,1,42000000
38,8,R1,75.2,248.8,75.2,1,42000000
38,8,R2,78.2,247.8,78.2,1,42000000
38,8,R3,77.2,269.8,77.2,1,42000000
38,8,R4,83.2,241.7,83.2,1,42000000
38,8,R5,75.2,237.7,75.2,1,42000000
38,9,R1,61.2,245.8,61.2,1,42000000
38,9,R2,70.2,278.9,70.2,1,42000000
38,9,R3,79.2,254.8,79.2,1,42000000
38,9,R4,70.2,277.9,70.2,1,42000000
38,9,R5,67.2,241.7,67.2,1,42000000
38,10,R1,78.2,252.8,78.2,1,42000000
38,10,R2,90.3,277.9,90.3,1,42000000
38,10,R3,76.2,268.8,76.2,1,42000000
38,10,R4,82.2,215.7,82.2,1,42000000
38,10,R5,88.3,243.7,88.3,1,42000000
38,11,R1,76.2,252.8,76.2,1,42000000
38,11,R2,85.3,267.8,85.3,1,42000000
38,11,R3,88.3,263.8,88.3,1,42000000
38,11,R4,85.3,266.8,85.3,1,42000000
38,11,R5,82.2,263.8,82.2,1,42000000
38,12,R1,67.2,226.7,67.2,1,42000000
38,12,R2,76.2,232.7,76.2,1,42000000
38,12,R3,85.3,232.7,85.3,1,42000000
38,12,R4,77.2,224.7,77.2,1,42000000
38,12,R5,64.2,224.7,64.2,1,42000000
38,13,R1,116.3,353.1,116.3,1,69000000
38,13,R2,115.3,341.1,115.3,1,69000000
38,13,R3,146.4,359.2,146.4,1,69000000
38,13,R4,142.4,379.3,142.4,1,69000000
38,13,R5,100.3,515.8,100.3,1,69000000
38,14,R1,123.4,331.1,123.4,1,69000000
38,14,R2,125.4,343.1,125.4,1,69000000
38,14,R3,108.3,329.1,108.3,1,69000000
38,14,R4,142.4,345.1,142.4,1,69000000
38,14,R5,142.4,325.1,142.4,1,69000000
38,15,R1,106.3,288.9,106.3,1,69000000
38,15,R2,112.3,336.1,112.3,1,69000000
38,15,R3,120.3,264.8,120.3,1,69000000
38,15,R4,121.3,263.8,121.3,1,69000000
38,15,R5,128.4,277.9,128.4,1,69000000
38,16,R1,70.2,277.8,70.2,1,14000000
38,16,R2,85.2,279.8,85.2,1,14000000
38,16,R3,77.2,298.9,77.2,1,14000000
38,16,R4,42.1,238.7,42.1,1,14000000
38,16,R5,74.2,290.8,74.2,1,14000000
38,17,R1,79.2,283.8,79.2,1,14000000
38,17,R2,62.2,252.7,62.2,1,14000000
38,17,R3,96.3,254.7,96.3,1,14000000
38,17,R4,82.2,292.8,82.2,1,14000000
38,17,R5,86.2,294.9,86.2,1,14000000
38,18,R1,110.3,358,110.3,1,14000000
38,18,R2,99.3,367.1,99.3,1,14000000
38,18,R3,87.2,401.2,87.2,1,14000000
38,18,R4,98.3,342,98.3,1,14000000
38,18,R5,87.2,357,87.2,1,14000000
40,1,R1,78.2,236.7,78.2,1,42000000
40,1,R2,68.2,236.7,68.2,1,42000000
40,1,R3,77.2,270.8,77.2,1,42000000
40,1,R4,50.1,232.7,50.1,1,42000000
40,1,R5,75.2,228.7,75.2,1,42000000
40,2,R1,55.1,229.7,55.1,1,42000000
40,2,R2,69.2,237.7,69.2,1,42000000
40,2,R3,68.2,242.8,68.2,1,42000000
40,2,R4,47.1,251.8,47.1,1,42000000
40,2,R5,65.2,214.7,65.2,1,42000000
40,3,R1,62.1,263.8,62.1,1,42000000
40,3,R2,50.1,204.6,50.1,1,42000000
40,3,R3,75.2,213.6,75.2,1,42000000
40,3,R4,74.2,209.6,74.2,1,42000000
40,3,R5,43.1,224.7,43.1,1,42000000
40,4,R1,116.4,302,116.4,1,42000000
40,4,R2,80.2,302,80.2,1,42000000
40,4,R3,59.2,354.1,59.2,1,42000000
40,4,R4,64.2,289,64.2,1,42000000
40,4,R5,68.2,340.1,68.2,1,42000000
40,5,R1,68.2,380.2,68.2,1,42000000
40,5,R2,89.3,274.9,89.3,1,42000000
40,5,R3,122.4,398.3,122.4,1,42000000
40,5,R4,78.2,364.2,78.2,1,42000000
40,5,R5,71.2,243.8,71.2,1,42000000
40,6,R1,47.1,327.1,47.1,1,42000000
40,6,R2,82.3,270.9,82.3,1,42000000
40,6,R3,71.2,275.9,71.2,1,42000000
40,6,R4,80.2,258.8,80.2,1,42000000
40,6,R5,72.2,322,72.2,1,42000000
40,7,R1,74.3,238.8,74.3,1,42000000
40,7,R2,66.2,263.9,66.2,1,42000000
40,7,R3,95.3,298,95.3,1,42000000
40,7,R4,88.3,268.9,88.3,1,42000000
40,7,R5,80.3,247.8,80.3,1,42000000
40,8,R1,76.3,278,76.3,1,42000000
40,8,R2,88.3,265.9,88.3,1,42000000
40,8,R3,81.3,271.9,81.3,1,42000000
40,8,R4,82.3,292,82.3,1,42000000
40,8,R5,82.3,263.9,82.3,1,42000000
40,9,R1,82.3,305,82.3,1,42000000
40,9,R2,82.3,308,82.3,1,42000000
40,9,R3,82.3,282,82.3,1,42000000
40,9,R4,60.2,296,60.2,1,42000000
40,9,R5,44.1,291,44.1,1,42000000
40,10,R1,88.3,262.8,88.3,1,42000000
40,10,R2,72.2,264.8,72.2,1,42000000
40,10,R3,85.2,273.9,85.2,1,42000000
40,10,R4,73.2,272.9,73.2,1,42000000
40,10,R5,74.2,256.8,74.2,1,42000000
40,11,R1,71.2,291.9,71.2,1,42000000
40,11,R2,90.3,278.9,90.3,1,42000000
40,11,R3,106.3,281.9,106.3,1,42000000
40,11,R4,97.3,269.9,97.3,1,42000000
40,11,R5,76.2,265.8,76.2,1,42000000
40,12,R1,85.2,258.8,85.2,1,42000000
40,12,R2,85.2,219.7,85.2,1,42000000
40,12,R3,74.2,255.8,74.2,1,42000000
40,12,R4,78.2,247.8,78.2,1,42000000
40,12,R5,69.2,235.7,69.2,1,42000000
40,13,R1,111.4,758.7,111.4,1,69000000
40,13,R2,123.4,743.6,123.4,1,69000000
40,13,R3,49.1,697.5,49.1,1,69000000
40,13,R4,111.4,761.7,111.4,1,69000000
40,13,R5,117.4,772.8,117.4,1,69000000
40,14,R1,132.4,420.5,132.4,1,69000000
40,14,R2,179.6,536.9,179.6,1,69000000
40,14,R3,91.3,355.2,91.3,1,69000000
40,14,R4,141.5,385.3,141.5,1,69000000
40,14,R5,75.2,494.7,75.2,1,69000000
40,15,R1,120.4,311.1,120.4,1,69000000
40,15,R2,143.5,339.2,143.5,1,69000000
40,15,R3,111.4,351.2,111.4,1,69000000
40,15,R4,74.2,333.1,74.2,1,69000000
40,15,R5,94.3,292,94.3,1,69000000
40,16,R1,89.2,525.4,89.2,1,14000000
40,16,R2,83.2,554.4,83.2,1,14000000
40,16,R3,77.2,547.4,77.2,1,14000000
40,16,R4,96.2,602.5,96.2,1,14000000
40,16,R5,72.2,411,72.2,1,14000000
40,17,R1,80.2,344.9,80.2,1,14000000
40,17,R2,86.2,411,86.2,1,14000000
40,17,R3,86.2,370,86.2,1,14000000
40,17,R4,96.2,352.9,96.2,1,14000000
40,17,R5,100.2,324.8,100.2,1,14000000
40,18,R1,75.2,412,75.2,1,14000000
40,18,R2,84.2,593.5,84.2,1,14000000
40,18,R3,86.2,589.5,86.2,1,14000000
40,18,R4,48.1,420.1,48.1,1,14000000
40,18,R5,42.1,339.9,42.1,1,14000000
42,1,R1,69.2,264.7,69.2,1,42000000
42,1,R2,82.2,237.7,82.2,1,42000000
42,1,R3,90.2,208.6,90.2,1,42000000
42,1,R4,72.2,207.6,72.2,1,42000000
42,1,R5,76.2,198.6,76.2,1,42000000
42,2,R1,59.1,239.7,59.1,1,42000000
42,2,R2,73.2,223.7,73.2,1,42000000
42,2,R3,49.1,215.7,49.1,1,42000000
42,2,R4,58.1,244.7,58.1,1,42000000
42,2,R5,75.2,207.6,75.2,1,42000000
42,3,R1,73.2,263.7,73.2,1,42000000
42,3,R2,78.2,209.6,78.2,1,42000000
42,3,R3,73.2,228.7,73.2,1,42000000
42,3,R4,69.2,208.6,69.2,1,42000000
42,3,R5,72.2,193.6,72.2,1,42000000
42,4,R1,77.2,365.2,77.2,1,42000000
42,4,R2,68.2,357.1,68.2,1,42000000
42,4,R3,57.1,330,57.1,1,42000000
42,4,R4,52.1,283.9,52.1,1,42000000
42,4,R5,81.2,262.8,81.2,1,42000000
42,5,R1,74.2,474.6,74.2,1,42000000
42,5,R2,73.2,439.4,73.2,1,42000000
42,5,R3,85.2,318,85.2,1,42000000
42,5,R4,86.2,323,86.2,1,42000000
42,5,R5,83.2,329,83.2,1,42000000
42,6,R1,62.1,476.6,62.1,1,42000000
42,6,R2,79.2,311,79.2,1,42000000
42,6,R3,87.2,342.1,87.2,1,42000000
42,6,R4,72.2,364.2,72.2,1,42000000
42,6,R5,72.2,316,72.2,1,42000000
42,7,R1,70.2,272.9,70.2,1,42000000
42,7,R2,71.2,259.8,71.2,1,42000000
42,7,R3,74.2,271.9,74.2,1,42000000
42,7,R4,76.2,277.9,76.2,1,42000000
42,7,R5,68.2,267.8,68.2,1,42000000
42,8,R1,69.2,281.9,69.2,1,42000000
42,8,R2,69.2,261.8,69.2,1,42000000
42,8,R3,69.2,261.8,69.2,1,42000000
42,8,R4,94.3,249.8,94.3,1,42000000
42,8,R5,65.2,268.8,65.2,1,42000000
42,9,R1,70.2,322,70.2,1,42000000
42,9,R2,68.2,288.9,68.2,1,42000000
42,9,R3,69.2,273.9,69.2,1,42000000
42,9,R4,69.2,257.8,69.2,1,42000000
42,9,R5,77.2,260.8,77.2,1,42000000
42,10,R1,70.2,278.9,70.2,1,42000000
42,10,R2,94.3,242.7,94.3,1,42000000
42,10,R3,78.2,260.8,78.2,1,42000000
42,10,R4,89.3,240.7,89.3,1,42000000
42,10,R5,76.2,247.8,76.2,1,42000000
42,11,R1,82.2,265.8,82.2,1,42000000
42,11,R2,77.2,247.8,77.2,1,42000000
42,11,R3,83.3,243.7,83.3,1,42000000
42,11,R4,92.3,245.8,92.3,1,42000000
42,11,R5,58.2,255.8,58.2,1,42000000
42,12,R1,69.2,272.8,69.2,1,42000000
42,12,R2,66.2,221.7,66.2,1,42000000
42,12,R3,52.2,223.7,52.2,1,42000000
42,12,R4,62.2,226.7,62.2,1,42000000
42,12,R5,75.2,218.7,75.2,1,42000000
42,13,R1,146.4,1296.6,146.4,1,69000000
42,13,R2,168.5,986.6,168.5,1,69000000
42,13,R3,121.3,1006.7,121.3,1,69000000
42,13,R4,123.4,1491.2,123.4,1,69000000
42,13,R5,128.4,1491.2,128.4,1,69000000
42,14,R1,70.2,464.6,70.2,1,69000000
42,14,R2,47.1,401.4,47.1,1,69000000
42,14,R3,138.4,402.4,138.4,1,69000000
42,14,R4,124.4,466.6,124.4,1,69000000
42,14,R5,106.3,471.6,106.3,1,69000000
42,15,R1,107.3,386.3,107.3,1,69000000
42,15,R2,105.3,356.2,105.3,1,69000000
42,15,R3,40.1,345.1,40.1,1,69000000
42,15,R4,88.2,406.4,88.2,1,69000000
42,15,R5,95.3,373.2,95.3,1,69000000
42,16,R1,76.2,582.6,76.2,1,14000000
42,16,R2,76.2,399.2,76.2,1,14000000
42,16,R3,97.3,245.7,97.3,1,14000000
42,16,R4,74.2,341,74.2,1,14000000
42,16,R5,84.2,356,84.2,1,14000000
42,17,R1,70.2,448.3,70.2,1,14000000
42,17,R2,76.2,403.2,76.2,1,14000000
42,17,R3,92.3,328,92.3,1,14000000
42,17,R4,94.3,399.2,94.3,1,14000000
42,17,R5,98.3,292.8,98.3,1,14000000
42,18,R1,44.1,352,44.1,1,14000000
42,18,R2,84.2,358,84.2,1,14000000
42,18,R3,84.2,424.2,84.2,1,14000000
42,18,R4,91.3,343,91.3,1,14000000
42,18,R5,85.2,473.4,85.2,1,14000000
44,1,R1,70.2,345,70.2,1,42000000
44,1,R2,71.2,281.9,71.2,1,42000000
44,1,R3,56.1,258,56.1,1,42000000
44,1,R4,64.2,285.9,64.2,1,42000000
44,1,R5,82.2,233.7,82.2,1,42000000
44,2,R1,72.2,348,72.2,1,42000000
44,2,R2,75.2,297.9,75.2,1,42000000
44,2,R3,91.2,286.9,91.2,1,42000000
44,2,R4,81.2,272.8,81.2,1,42000000
44,2,R5,79.2,223.7,79.2,1,42000000
44,3,R1,37.1,278.9,37.1,1,42000000
44,3,R2,82.2,275.9,82.2,1,42000000
44,3,R3,85.2,230.7,85.2,1,42000000
44,3,R4,34.1,255.8,34.1,1,42000000
44,3,R5,62.1,200.6,62.1,1,42000000
44,4,R1,48.1,309,48.1,1,42000000
44,4,R2,79.2,445.4,79.2,1,42000000
44,4,R3,83.3,320,83.3,1,42000000
44,4,R4,54.1,366.2,54.1,1,42000000
44,4,R5,78.2,393.3,78.2,1,42000000
44,5,R1,72.2,327.1,72.2,1,42000000
44,5,R2,78.2,344.1,78.2,1,42000000
44,5,R3,75.2,324,75.2,1,42000000
44,5,R4,85.3,324,85.3,1,42000000
44,5,R5,89.3,293,89.3,1,42000000
44,6,R1,75.2,318,75.2,1,42000000
44,6,R2,46.1,160.5,46.1,1,42000000
44,6,R3,43.1,201.6,43.1,1,42000000
44,6,R4,34.1,376.2,34.1,1,42000000
44,6,R5,81.3,257.8,81.3,1,42000000
44,7,R1,67.2,340.1,67.2,1,42000000
44,7,R2,71.2,332.1,71.2,1,42000000
44,7,R3,79.3,311,79.3,1,42000000
44,7,R4,92.3,273.9,92.3,1,42000000
44,7,R5,80.3,283,80.3,1,42000000
44,8,R1,80.3,331.1,80.3,1,42000000
44,8,R2,64.2,423.4,64.2,1,42000000
44,8,R3,84.3,300,84.3,1,42000000
44,8,R4,85.3,314,85.3,1,42000000
44,8,R5,77.3,350.2,77.3,1,42000000
44,9,R1,74.3,373.2,74.3,1,42000000
44,9,R2,80.3,311,80.3,1,42000000
44,9,R3,85.3,297,85.3,1,42000000
44,9,R4,83.3,293,83.3,1,42000000
44,9,R5,68.2,284,68.2,1,42000000
44,10,R1,81.2,311,81.2,1,42000000
44,10,R2,95.3,273.9,95.3,1,42000000
44,10,R3,81.2,294.9,81.2,1,42000000
44,10,R4,89.3,272.9,89.3,1,42000000
44,10,R5,75.2,281.9,75.2,1,42000000
44,11,R1,65.2,385.6,65.2,1,42000000
44,11,R2,101.3,291.9,101.3,1,42000000
44,11,R3,90.3,277.9,90.3,1,42000000
44,11,R4,81.2,283.9,81.2,1,42000000
44,11,R5,82.2,284.9,82.2,1,42000000
44,12,R1,68.2,438.4,68.2,1,42000000
44,12,R2,77.2,379.2,77.2,1,42000000
44,12,R3,74.2,320,74.2,1,42000000
44,12,R4,84.2,274.9,84.2,1,42000000
44,12,R5,64.2,293.9,64.2,1,42000000
44,13,R1,125.4,551.9,125.4,1,69000000
44,13,R2,129.4,582,129.4,1,69000000
44,13,R3,127.4,571,127.4,1,69000000
44,13,R4,137.5,586.1,137.5,1,69000000
44,13,R5,141.5,551.9,141.5,1,69000000
44,14,R1,136.4,929.3,136.4,1,69000000
44,14,R2,152.5,1046.7,152.5,1,69000000
44,14,R3,127.4,870.1,127.4,1,69000000
44,14,R4,152.5,818.9,152.5,1,69000000
44,14,R5,121.4,807.9,121.4,1,69000000
44,15,R1,113.4,701.5,113.4,1,69000000
44,15,R2,102.4,557,102.4,1,69000000
44,15,R3,127.4,579,127.4,1,69000000
44,15,R4,104.4,540.9,104.4,1,69000000
44,15,R5,101.3,542.9,101.3,1,69000000
44,16,R1,85.2,451.1,85.2,1,14000000
44,16,R2,62.1,232.6,62.1,1,14000000
44,16,R3,112.3,327.8,112.3,1,14000000
44,16,R4,47.1,336.9,47.1,1,14000000
44,16,R5,111.3,581.5,111.3,1,14000000
44,17,R1,85.2,265.7,85.2,1,14000000
44,17,R2,50.1,217.5,50.1,1,14000000
44,17,R3,93.2,374,93.2,1,14000000
44,17,R4,105.2,304.8,105.2,1,14000000
44,17,R5,49.1,229.6,49.1,1,14000000
44,18,R1,49.1,362.9,49.1,1,14000000
44,18,R2,93.2,400,93.2,1,14000000
44,18,R3,67.2,358.9,67.2,1,14000000
44,18,R4,93.2,276.7,93.2,1,14000000
44,18,R5,88.2,413,88.2,1,14000000
