"File","group","T_set","Tm_setting","Time","T_internal"
"Clade1_36_Oxygen.xlsx","Clade1",36,36,847.43,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,848.43,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,849.43,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,850.43,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,851.45,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,852.45,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,853.45,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,854.45,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,855.45,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,856.45,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,857.45,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,858.45,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,859.47,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,860.47,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,861.47,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,862.47,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,863.48,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,864.48,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,865.48,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,866.48,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,867.48,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,868.48,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,869.5,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,870.5,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,871.5,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,872.5,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,873.5,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,874.52,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,875.52,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,876.52,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,877.52,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,878.53,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,879.53,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,880.53,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,881.53,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,882.53,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,883.53,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,884.55,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,885.55,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,886.55,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,887.55,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,888.57,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,889.57,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,890.57,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,891.58,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,892.58,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,893.58,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,894.58,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,895.58,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,896.6,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,897.6,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,898.6,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,899.6,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,900.62,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,901.62,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,902.62,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,903.62,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,904.63,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,905.63,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,906.63,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,907.63,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,908.63,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,909.63,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,910.63,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,911.65,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,912.65,35.71
"Clade1_36_Oxygen.xlsx","Clade1",36,36,913.65,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,914.65,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,915.67,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,916.67,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,917.67,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,918.67,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,919.67,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,920.67,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,921.67,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,922.68,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,923.68,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,924.68,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,925.68,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,926.7,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,927.7,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,928.7,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,929.7,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,930.7,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,931.7,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,932.7,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,933.72,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,934.72,35.71
"Clade1_36_Oxygen.xlsx","Clade1",36,36,935.72,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,936.72,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,937.72,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,938.73,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,939.73,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,940.73,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,941.73,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,942.73,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,943.73,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,944.73,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,945.75,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,946.75,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,947.75,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,948.75,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,949.75,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,950.75,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,951.77,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,952.77,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,953.77,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,954.77,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,955.77,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,956.77,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,957.78,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,958.78,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,959.78,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,960.78,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,961.78,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,962.78,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,963.78,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,964.78,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,965.78,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,966.78,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,967.78,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,968.78,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,969.8,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,970.8,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,971.8,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,972.8,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,973.8,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,974.8,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,975.8,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,976.82,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,977.82,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,978.82,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,979.82,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,980.83,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,981.83,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,982.83,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,983.83,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,984.83,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,985.85,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,986.85,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,987.85,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,988.85,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,989.85,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,990.85,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,991.85,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,992.85,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,993.87,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,994.87,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,995.87,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,996.87,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,997.87,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,998.88,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,999.88,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1000.88,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1001.88,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1002.88,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1003.88,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1004.9,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1005.9,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1006.9,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1007.9,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1008.9,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1009.9,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1010.9,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1011.92,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1012.92,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1013.92,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1014.93,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1015.93,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1016.93,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1017.93,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1018.93,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1019.93,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1020.93,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1021.93,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1022.95,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1023.95,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1024.95,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1025.95,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1026.95,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1027.95,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1028.95,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1029.95,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1030.95,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1031.97,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1032.97,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1033.97,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1034.97,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1035.97,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1036.97,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1037.98,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1038.98,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1039.98,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1040.98,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1042,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1043,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1044,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1045,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1046,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1047,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1048.02,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1049.02,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1050.02,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1051.02,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1052.03,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1053.03,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1054.03,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1055.03,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1056.03,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1057.03,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1058.05,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1059.05,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1060.05,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1061.05,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1062.05,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1063.05,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1064.07,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1065.07,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1066.07,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1067.07,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1068.08,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1069.08,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1070.08,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1071.1,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1072.1,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1073.1,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1074.1,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1075.12,35.71
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1076.12,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1077.12,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1078.12,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1079.12,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1080.12,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1081.12,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1082.12,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1083.12,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1084.12,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1085.12,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1086.13,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1087.13,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1088.13,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1089.15,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1090.15,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1091.15,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1092.15,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1093.15,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1094.15,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1095.15,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1096.17,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1097.17,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1098.17,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1099.17,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1100.17,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1101.17,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1102.17,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1103.18,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1104.18,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1105.18,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1106.18,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1107.18,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1108.18,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1109.18,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1110.18,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1111.18,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1112.2,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1113.2,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1114.2,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1115.2,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1116.2,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1117.22,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1118.22,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1119.22,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1120.23,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1121.23,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1122.23,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1123.23,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1124.25,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1125.25,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1126.25,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1127.25,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1128.25,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1129.25,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1130.27,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1131.27,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1132.27,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1133.27,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1134.27,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1135.27,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1136.27,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1137.28,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1138.28,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1139.28,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1140.28,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1141.28,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1142.28,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1143.28,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1144.28,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1145.28,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1146.3,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1147.3,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1148.3,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1149.3,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1150.32,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1151.32,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1152.32,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1153.32,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1154.33,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1155.33,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1156.33,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1157.33,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1158.33,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1159.35,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1160.35,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1161.35,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1162.35,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1163.35,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1164.35,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1165.37,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1166.37,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1167.37,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1168.37,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1169.38,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1170.38,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1171.38,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1172.4,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1173.4,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1174.4,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1175.4,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1176.4,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1177.4,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1178.42,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1179.42,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1180.43,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1181.43,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1182.43,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1183.43,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1184.43,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1185.43,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1186.45,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1187.45,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1188.45,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1189.45,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1190.45,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1191.47,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1192.47,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1193.47,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1194.47,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1195.47,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1196.48,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1197.48,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1198.48,35.77
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1199.48,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1200.48,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1201.5,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1202.5,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1203.52,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1204.52,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1205.52,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1206.53,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1207.53,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1208.53,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1209.53,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1210.55,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1211.55,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1212.57,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1213.57,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1214.57,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1215.57,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1216.58,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1217.58,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1218.58,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1219.6,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1220.6,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1221.6,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1222.6,35.76
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1223.62,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1224.62,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1225.62,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1226.62,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1227.63,35.74
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1228.63,35.73
"Clade1_36_Oxygen.xlsx","Clade1",36,36,1229.65,35.74
