T,OTU,Replicate,n0_factor,status,tau,frac_thermally_settled
22,1,R1,0.9906665477712915,ok,10.907916363437444,0.9666667382515624
22,1,R2,0.9811064371909376,ok,18.31206703193312,0.9715752131530577
22,1,R3,0.9807783976131746,ok,19.204166929385273,0.9893338618407351
22,1,R4,0.9824082921789841,ok,18.490734257993818,0.9846257932119904
22,1,R5,0.9829981503505204,ok,16.867094034892887,0.9897138724119168
22,2,R1,0.989095457377382,ok,10.187970895187084,0.9981665378519247
22,2,R2,0.9751584214836609,ok,19.134159196911998,0.9757925233145746
22,2,R3,0.9620042327879791,ok,28.122159534422625,0.9310275301341018
22,2,R4,0.974847386197046,ok,25.259161374558484,0.9490615703175387
22,2,R5,0.9824155753945079,ok,16.815083447570785,0.9644313380784981
22,3,R1,0.9867128130550008,ok,14.076926858415534,0.9826867480728687
22,3,R2,0.982940320812672,ok,17.916908894797476,0.9706186209551615
22,3,R3,0.9839610621591084,ok,17.756796018303046,0.9863130808999968
22,3,R4,0.9847900151094865,ok,17.01941618042303,0.978310320206552
22,3,R5,0.9827499001657961,ok,18.58181721648324,0.9892334523321326
22,4,R1,0.9917450450216541,ok,12.293419686217286,0.9830137482513384
22,4,R2,0.988845625124169,ok,16.90407245664126,0.9615950744788585
22,4,R3,0.9920158232002028,ok,14.007129114145272,0.9386669040955229
22,4,R4,0.9862980350532159,ok,19.352946291862835,0.9783779475808905
22,4,R5,0.9899032868058144,ok,15.463469029270263,0.9861719687342066
22,5,R1,0.9888578167690345,ok,16.203469566576665,0.9722814055511471
22,5,R2,0.9878472975980296,ok,18.991510763340653,0.9724314096435875
22,5,R3,0.9867837972059116,ok,20.864230985057727,0.9654245017112408
22,5,R4,0.9908421225886659,ok,23.03544967274893,0.9617852466267592
22,5,R5,0.9922736063053313,ok,16.90829014229017,0.9678127295862134
22,6,R1,0.9958091809722202,ok,8.55309515591486,0.9993748045738521
22,6,R2,0.9933899987360948,ok,11.644393152195507,0.9919151983007181
22,6,R3,0.9905294901134372,ok,14.637709646758108,0.9883709471620045
22,6,R4,0.9902441393417498,ok,17.806117543065376,0.9836077512222218
22,6,R5,0.9936687188074678,ok,14.125800258122153,0.9919978502051279
22,7,R2,0.9808795955926312,ok,18.37801493709054,0.8671741479292016
22,7,R3,0.9742774772345713,ok,24.380106229333162,0.8719012887439145
22,7,R4,0.979712984387243,ok,30.698581926207453,0.6707047436702344
22,8,R1,0.9910180862246953,ok,10.928270214462925,0.9897905353510646
22,8,R2,0.9868680559658164,ok,17.053664213154303,0.9555637782323753
22,8,R3,0.9844753561797775,ok,18.128311937740047,0.9573737710114635
22,8,R4,0.9851396600789204,ok,17.358161394807887,0.9722169406707952
22,8,R5,0.9852902443710334,ok,15.125995688900995,0.97011840984951
22,9,R1,0.9916459156504923,ok,8.746654444808653,0.9856157551720526
22,9,R2,0.9875083194506475,ok,13.94321262924377,0.9778142379066771
22,9,R3,0.9835971011211619,ok,17.452619935028483,0.9549427388097942
22,9,R4,0.9856301921376912,ok,15.157207773891908,0.9656561853855118
22,9,R5,0.9836025186219572,ok,18.367677969390883,0.9444764429586395
22,10,R3,0.9862529864675005,ok,15.114208533142158,0.9141062244850262
22,11,R1,0.9754700662235061,ok,41.470727157991725,0.5498405180305765
22,11,R2,0.9880343320003488,ok,16.93782045996574,0.6742906937513731
22,11,R3,0.9802354945004778,ok,18.304195397920587,0.8752557973965396
22,11,R4,0.9876903546617992,ok,11.14907447374963,0.9671999100103122
22,11,R5,0.9842382355932879,ok,13.452135993067706,0.9316824567397931
22,12,R1,0.9866710668983987,ok,21.670945143808535,0.6026328762905093
22,12,R2,0.9938553426709237,ok,5.496857740267248,0.9996720880347099
22,12,R3,0.9850067105326263,ok,20.83559470086082,0.7002088574875235
22,12,R4,0.9849148296325636,ok,11.508241837857904,0.9909922336500386
22,12,R5,0.9919509171672848,ok,8.130728710287993,0.9244374378841148
22,13,R1,0.9925976703903725,ok,16.741411989123733,0.9999179193796476
22,13,R2,0.9867504498404046,ok,18.165456007190212,0.9991939868470201
22,13,R4,0.9867566874784184,ok,22.592405133975063,0.9955431970830243
22,13,R5,0.9832862112274042,ok,20.57444955962496,0.9999888865288356
