T,OTU,Replicate,peak_time,n_pre,O2_t0,O2_peak,observed_rise,status,O2_eq,A,tau,r2,rmse,tau_se,settled_frac,group,dT
22,1,R1,53.12,54,9.29,10.17,0.8600000000000012,ok,10.155267081700694,0.8970511278559548,10.907916363437444,0.9922295539584082,0.020415940248333677,0.3230653853041895,0.9923255423673605,Clade1,2.0
22,1,R2,72.2,73,9.17,10.57,1.3900000000000006,ok,10.582556866856132,1.4069358724445942,18.31206703193312,0.9986018580177255,0.013746514759040311,0.21533890126506428,0.9806052978608315,Clade1,2.0
22,1,R3,74.2,75,10.64,12.04,1.3999999999999986,ok,12.06961628016523,1.431765463497299,19.204166929385273,0.998538214069029,0.01431603954652654,0.23010495020270116,0.9790107482598369,Clade1,2.0
22,1,R4,73.2,74,8.62,9.9,1.2800000000000011,ok,9.933804822308202,1.3118406759678947,18.490734257993818,0.9983945532394392,0.01372750470817516,0.23091217392488356,0.9809128414080839,Clade1,2.0
22,1,R5,74.2,75,8.91,10.04,1.129999999999999,ok,10.036804460209414,1.121319530630064,16.867094034892887,0.9970746218778375,0.015678262024309674,0.26869216415157476,0.9877115812065209,Clade1,2.0
22,2,R1,63.17,64,9.27,10.39,1.120000000000001,ok,10.349415498571679,1.1131270762344398,10.187970895187084,0.9958949373814088,0.01743239757238846,0.1858697650716564,0.9979714815783146,Clade1,2.0
22,2,R2,73.2,74,9.21,10.82,1.6099999999999994,ok,10.860262733275244,1.6402053581397802,19.134159196911998,0.9985523615093007,0.016336071702027624,0.23094651344737485,0.9781950625137567,Clade1,2.0
22,2,R3,76.2,77,8.68,10.42,1.7400000000000002,ok,10.57101575914083,1.890026196790066,28.122159534422625,0.9969059627282347,0.027343830006774466,0.6037139414972634,0.9334370384008895,Clade1,2.0
22,2,R4,82.22,83,9.11,10.79,1.67,ok,10.872326058174007,1.7460594930807858,25.259161374558484,0.9980681212506877,0.020132861452959887,0.36447061660958213,0.9614213630367606,Clade1,2.0
22,2,R5,58.13,59,8.96,10.1,1.1199999999999992,ok,10.124939298719895,1.163613515038729,16.815083447570785,0.9985297374770998,0.011789761461111332,0.2433356972271297,0.9684762880323436,Clade1,2.0
22,3,R1,56.13,57,8.49,9.97,1.4800000000000004,ok,9.98311216151823,1.5017215120835858,14.076926858415534,0.9988206588141993,0.013552731365528923,0.17184534223556924,0.9814516784786909,Clade1,2.0
22,3,R2,69.18,70,8.949999999999998,10.56,1.5500000000000025,ok,10.598442468744583,1.671757520399196,17.916908894797476,0.9980936881955631,0.019124835646203125,0.2541950847117735,0.9789563641735632,Clade1,2.0
22,3,R3,75.2,76,8.96,10.51,1.549999999999999,ok,10.53235096620564,1.5565366680155581,17.756796018303046,0.998844477583569,0.013720902652803412,0.17949052991908857,0.9855201644110786,Clade1,2.0
22,3,R4,71.18,72,8.15,9.67,1.5199999999999996,ok,9.687973268360476,1.5149611534529628,17.01941618042303,0.9988869474704277,0.013140794534223175,0.17464989636141687,0.9847363656699386,Clade1,2.0
22,3,R5,74.2,75,8.41,9.85,1.4399999999999995,ok,9.870921255723255,1.4383125143118263,18.58181721648324,0.9987188525659298,0.013429442919363002,0.20492199249208257,0.9815584847510515,Clade1,2.0
22,4,R1,59.13,60,9.93,10.82,0.8800000000000008,ok,10.825022683481572,0.8899401431833437,12.293419686217286,0.9981580403173588,0.009812539696647362,0.1680315867553763,0.9918512463650972,Clade2,2.0
22,4,R2,64.15,65,9.75,10.98,1.1999999999999993,ok,10.991264815153555,1.2205085623190106,16.90407245664126,0.9985984351449465,0.01200381669280585,0.21558270043391956,0.9775158240057072,Clade2,2.0
22,4,R3,49.1,50,9.63,10.56,0.9299999999999997,ok,10.601005560938738,0.9639783584312933,14.007129114145272,0.994573961215728,0.018886990885634895,0.42188932188091427,0.9699639769781319,Clade2,2.0
22,4,R4,70.18,71,9.2,10.49,1.290000000000001,ok,10.51523486011259,1.2935055299406415,19.352946291862835,0.998579697185438,0.01280684829045402,0.2433568721696549,0.9733860889990833,Clade2,2.0
22,4,R5,68.18,69,9.7,10.78,1.08,ok,10.775902859567779,1.0523542639546624,15.463469029270263,0.9977451919635026,0.012938350278255042,0.2255133559128502,0.9878338918001638,Clade2,2.0
22,5,R1,60.15,61,8.63,10.21,1.549999999999999,ok,10.232244375904266,1.6035560899246155,16.203469566576665,0.9989227616224009,0.013863189086038065,0.18946735129707545,0.9755754846854592,Clade2,2.0
22,5,R2,72.18,73,9.01,10.7,1.67,ok,10.736712649558827,1.7422351378629628,18.991510763340653,0.9993319911424751,0.011790927373582847,0.15728652909699603,0.9776436639105763,Clade2,2.0
22,5,R3,73.2,74,9.03,10.68,1.6500000000000004,ok,10.740631313480911,1.7414318619872509,20.864230985057727,0.999064313499533,0.013992382877316628,0.21238292718085638,0.9700551146335583,Clade2,2.0
22,5,R4,75.2,76,9.13,10.77,1.6199999999999992,ok,10.84407525203419,1.7231797729542713,23.03544967274893,0.9991076887285576,0.013519286268569016,0.23582597605336272,0.9617852466267592,Clade2,2.0
22,5,R5,60.15,61,9.15,10.43,1.2699999999999996,ok,10.46471755417652,1.301058660934962,16.90829014229017,0.9989018476738976,0.01137414602077825,0.20442194958327328,0.9714878946906839,Clade2,2.0
22,6,R1,70.18,71,9.31,10.3,0.9900000000000002,ok,10.274553975906821,1.0130265789648603,8.55309515591486,0.992594581376986,0.019743606885978784,0.18903770650726484,0.9997267755098271,Clade2,2.0
22,6,R2,52.12,53,8.07,9.31,1.2400000000000002,ok,9.325861309334037,1.2756268164352726,11.644393152195507,0.9986844430851591,0.012051894517796171,0.147789690293607,0.9886208655784355,Clade2,2.0
22,6,R3,53.12,54,8.699999999999998,10.05,1.3500000000000032,ok,10.102486250138249,1.4249320380976025,14.637709646758108,0.9990432782605057,0.011659374141137739,0.1740016400493856,0.9734568358806858,Clade2,2.0
22,6,R4,89.23,90,9.16,10.77,1.5899999999999999,ok,10.768577495553922,1.6196299542319053,17.806117543065376,0.9989863949493141,0.013003462809827376,0.1440146095078337,0.99333709090277,Clade2,2.0
22,6,R5,60.15,61,9.36,10.68,1.3100000000000005,ok,10.697927064005873,1.3365904563231443,14.125800258122153,0.9985268807286262,0.013376532240367283,0.18026980576697352,0.9858517711364034,Clade2,2.0
22,7,R1,43.12,44,11.66,11.71,0.019999999999999574,no_rise,,,,,,,,Clade3,2.0
22,7,R2,41.12,42,10.57,10.81,0.1999999999999993,ok,10.823948546430598,0.2676607529398075,18.37801493709054,0.965204073693965,0.012974517915268272,2.123947297253946,0.893270321621868,Clade3,2.0
22,7,R3,79.25,80,11.24,11.6,0.33999999999999986,ok,11.590445423288243,0.4086096826052278,24.380106229333162,0.9316560249359777,0.029005713558398812,2.209188124328033,0.9612490921388797,Clade3,2.0
22,7,R4,38.1,39,10.81,10.95,0.09999999999999964,ok,10.983072047943063,0.20133662252787746,30.698581926207453,0.805857054422708,0.020563347228733844,15.893929529978017,0.7109338352552573,Clade3,2.0
22,7,R5,46.13,47,11.55,11.6,0.049999999999998934,no_rise,,,,,,,,Clade3,2.0
22,8,R1,49.15,50,9.97,10.56,0.5899999999999999,ok,10.553203650854021,0.5886565638837797,10.928270214462925,0.9907504678551337,0.0148101342145096,0.37973500303317026,0.9888633029338797,Clade3,2.0
22,8,R2,60.17,61,10.63,11.11,0.4299999999999997,ok,11.124189411040769,0.5765833780017818,17.053664213154303,0.9786481984521975,0.022439796200720365,0.9224573989996468,0.9706444600896322,Clade3,2.0
22,8,R3,56.17,57,10.51,10.99,0.45000000000000107,ok,10.994275136572055,0.5055703621808646,18.128311937740047,0.9847080655493166,0.016610736778962937,0.9278319087937097,0.9548817431906355,Clade3,2.0
22,8,R4,58.17,59,10.46,10.96,0.47999999999999865,ok,10.97495083129485,0.5325142546811903,17.358161394807887,0.9939992027656932,0.010917016352022755,0.5180355846168659,0.9649563683245795,Clade3,2.0
22,8,R5,57.17,58,10.26,10.65,0.3800000000000008,ok,10.650863943482618,0.3859742898448183,15.125995688900995,0.9871541977683012,0.011585991393607073,0.6243512944671301,0.9771678556971907,Clade3,2.0
22,9,R1,74.23,75,10.85,11.66,0.7300000000000004,ok,11.577990755235886,0.7813968732070358,8.746654444808653,0.9519734402723281,0.03904767278934088,0.48611504342715295,0.9997938019501376,Clade3,2.0
