T,OTU,Replicate,peak_time,n_pre,O2_t0,O2_peak,observed_rise,status,O2_eq,A,tau,r2,rmse,tau_se,settled_frac,group,dT
22,9,R2,57.17,58,10.28,10.98,0.6699999999999999,ok,10.974542296938251,0.7372573494886001,13.94321262924377,0.9920103798549978,0.01731020092093982,0.4343393865945232,0.9834306858336742,Clade3,2.0
22,9,R3,63.18,64,10.84,11.38,0.5099999999999998,ok,11.384544696224085,0.5374389253402524,17.452619935028483,0.9889963257075125,0.01490756639816882,0.6480863001614539,0.9732196495971315,Clade3,2.0
22,9,R4,50.15,51,11.19,11.76,0.5500000000000007,ok,11.760319226296032,0.5646746522162831,15.157207773891908,0.9930953935224811,0.0124709609590742,0.5277060978641714,0.9634347482154212,Clade3,2.0
22,9,R5,52.15,53,10.77,11.29,0.5099999999999998,ok,11.293239195388402,0.5243109055230045,18.367677969390883,0.990283804561548,0.013643466557060278,0.8224966270753842,0.9415291305582323,Clade3,2.0
22,10,R1,22.05,23,10.57,10.67,0.03999999999999915,no_rise,,,,,,,,Clade4,2.0
22,10,R2,47.15,48,10.75,10.75,-0.03999999999999915,no_rise,,,,,,,,Clade4,2.0
22,10,R3,44.13,45,9.93,10.05,0.120000000000001,ok,10.040568802714906,0.11401266202902426,15.114208533142158,0.7893012049989414,0.015598323148726025,3.7722331269268756,0.9460538613783639,Clade4,2.0
22,10,R4,20.05,21,9.79,9.84,0.030000000000001137,no_rise,,,,,,,,Clade4,2.0
22,10,R5,10.03,11,10.78,10.81,0.030000000000001137,no_rise,,,,,,,,Clade4,2.0
22,11,R1,29.08,30,9.85,9.99,0.120000000000001,ok,10.174245184698316,0.38335563196382566,41.470727157991725,0.88750707379,0.020439819684378756,30.817714728603047,0.5040189254533736,Clade4,2.0
22,11,R2,21.05,22,10.71,10.88,0.1399999999999988,ok,10.940464734056903,0.24092429478107333,16.93782045996574,0.9088594659427028,0.016222752769948466,7.659469876826187,0.711419416876029,Clade4,2.0
22,11,R3,45.13,46,10.63,10.85,0.20999999999999908,ok,10.867935402705376,0.2456019735124138,18.304195397920587,0.9606794178089156,0.012894599133013697,1.994969261736655,0.9150383221977696,Clade4,2.0
22,11,R4,39.12,40,9.33,9.56,0.23000000000000043,ok,9.562926280356033,0.23075612586166647,11.14907447374963,0.9682236645136728,0.011178481707236183,0.9256863002167858,0.9700675300026275,Clade4,2.0
22,11,R5,38.12,39,10.51,10.75,0.23000000000000043,ok,10.741493554245224,0.2355529781298702,13.452135993067706,0.9463543698836272,0.01488319667663826,1.7024710589949292,0.94120807220179,Clade4,2.0
22,12,R1,23.05,24,10.94,11.28,0.3100000000000005,ok,11.48611486729361,0.5751026877052069,21.670945143808535,0.9792734581250843,0.016351085491628843,4.964718075879023,0.6548016568832098,Clade4,2.0
22,12,R2,31.08,32,10.71,10.99,0.27999999999999936,ok,10.960237785346427,0.25795220966112425,5.496857740267248,0.9217936691100199,0.019396858835363306,0.6763091678257066,0.9964970135874007,Clade4,2.0
22,12,R3,24.07,25,9.81,10.1,0.28999999999999915,ok,10.257706500608416,0.45625184258393386,20.83559470086082,0.9667075098628033,0.017255956414730707,5.514149330486021,0.6850163682859003,Clade4,2.0
22,12,R4,65.18,66,9.94,10.39,0.41999999999999993,ok,10.335740289720498,0.412101219131185,11.508241837857904,0.9204037539833306,0.030117089136045733,0.9692871302558249,0.9965305769596822,Clade4,2.0
22,12,R5,22.05,23,10.6,11.06,0.41999999999999993,ok,11.103416935915314,0.5220532289306543,8.130728710287993,0.9857163082236884,0.01700255277363468,0.7132216741100087,0.9335917541013232,Clade4,2.0
22,13,R1,150.45,151,10.56,11.55,0.9599999999999991,ok,11.527836361917347,0.9654825499002122,16.741411989123733,0.9913674391039387,0.01924209122853845,0.26797461560301344,0.9998749375299704,glab,2.0
22,13,R2,134.4,135,10.0,11.31,1.2799999999999994,ok,11.279290096980283,1.3001530733027336,18.165456007190212,0.9976584277138317,0.01433472111692671,0.16404120329396754,0.9993879265079174,glab,2.0
22,13,R3,56.15,57,9.81,10.89,1.0599999999999987,ok,10.905691760115076,1.0875304883547288,15.501813482711702,0.9982026093814158,0.012184876458117907,0.24583993507841906,0.9732750276544296,glab,2.0
22,13,R4,112.33,113,9.01,10.21,1.200000000000001,ok,10.213600603430942,1.2549714405931816,22.592405133975063,0.9978504832923866,0.014632897651996827,0.23768331569595108,0.9930708966521149,glab,2.0
22,13,R5,195.58,196,9.79,11.29,1.4900000000000002,ok,11.271039376814832,1.4858400078236833,20.57444955962496,0.9956101678519448,0.020551806666063606,0.2040982211590142,0.9999255933416351,glab,2.0
22,14,R1,115.33,116,9.92,11.57,1.6199999999999992,ok,11.527182726108427,1.622014219151954,15.456142600281412,0.998737099424888,0.013143377937036002,0.11055888885917302,0.9994253551030214,glab,2.0
22,14,R2,107.32,108,10.04,11.35,1.3000000000000007,ok,11.363306326881148,1.2015765152818765,26.89274153565365,0.9823737232017311,0.04166738033462861,0.9205395498052925,0.9815126374462434,glab,2.0
22,14,R3,162.5,163,8.8,10.11,1.2799999999999994,ok,10.120811041936456,1.5008946692813236,27.76748621650662,0.9896742087960692,0.03700604860206157,0.5058020086654101,0.9971263382923966,glab,2.0
22,14,R4,151.47,152,9.63,11.45,1.7599999999999998,ok,11.433444123241003,1.788515455029242,23.472238143777023,0.9987380051244383,0.01499388207281031,0.15040114545850372,0.9984244571289212,glab,2.0
22,14,R5,116.33,117,9.27,10.94,1.6400000000000006,ok,10.919247259970568,1.6206970010315376,22.557846429640303,0.9989563317533386,0.013063949858225721,0.16022290278987938,0.9942408415266575,glab,2.0
22,15,R1,91.27,92,9.55,11.28,1.6999999999999993,ok,11.26229200658424,1.6564583400057977,14.799673251602167,0.9970324273487953,0.021804118507790893,0.19024967555571276,0.9979025396956783,glab,2.0
22,15,R2,86.23,87,9.64,11.28,1.6399999999999988,ok,11.288589289199818,1.6970628275230313,19.276638058875264,0.9985543379886717,0.01657606621887506,0.19837752969026332,0.9885902885129253,glab,2.0
22,15,R3,144.43,145,9.85,11.21,1.3399999999999999,ok,11.186213179945497,1.3562841476240801,22.643844690992122,0.9968709227351524,0.017990426367679422,0.23487121897567212,0.9983020502785912,glab,2.0
22,15,R4,113.33,114,9.0,10.78,1.7799999999999994,ok,10.760728921170388,1.7897604016850739,20.168515942385714,0.9989553174905472,0.014190941998826569,0.14123432646221074,0.9963722916810874,glab,2.0
22,15,R5,192.58,193,9.58,11.05,1.459999999999999,ok,11.034613835950111,1.3974510090949634,20.563749051715984,0.996235323784489,0.01799263647393643,0.19059610597410392,0.9999143313692275,glab,2.0
22,16,R1,39.1,40,9.99,10.6,0.5800000000000001,ok,10.651460699638163,0.6921197726663836,16.159276448923205,0.9923137279927496,0.015822438672598874,0.8359978362666347,0.9110483925737476,para,2.0
22,16,R2,48.13,49,10.17,10.64,0.47000000000000064,ok,10.699875617181709,0.5277145650666216,24.233171953070173,0.9841301070533868,0.016581906115714834,1.903657485841511,0.8627732369389516,para,2.0
22,16,R3,53.17,54,10.19,10.43,0.23000000000000043,ok,10.41541477855604,0.2554226731008175,14.689595896704862,0.8834614445434082,0.02453511758886097,2.052459507449467,0.9732057668689262,para,2.0
22,16,R4,41.1,42,10.82,11.19,0.3200000000000003,ok,11.15558674654274,0.30427693825722607,12.994193792722097,0.8310067219235335,0.03657393455518539,2.785697114975808,0.9576992784268076,para,2.0
22,16,R5,44.12,45,10.21,10.68,0.46999999999999886,ok,10.706432613817844,0.5073944305866884,14.034072475669754,0.994052826948769,0.01043416215647604,0.4996655930461154,0.9568803905034052,para,2.0
22,17,R1,52.15,53,9.31,10.28,0.9399999999999995,ok,10.284551967454172,1.0073844777571621,12.788587578443163,0.9971585503353907,0.014133221262862561,0.24912087000499808,0.9830562212257163,para,2.0
22,17,R2,72.2,73,9.44,10.42,0.9500000000000011,ok,10.409171164702414,0.9669673357412949,14.50736282777666,0.997538078291072,0.012190459568611367,0.20440991810228315,0.9931037895454747,para,2.0
22,17,R3,110.3,111,9.56,10.37,0.7899999999999991,ok,10.371144962150913,0.8253691973493779,27.39544262861455,0.9945883948093327,0.015741258406329398,0.5068791142918899,0.9821583044725862,para,2.0
22,17,R4,64.18,65,9.97,10.87,0.879999999999999,ok,10.892950264086107,0.9210901626262796,18.933981465894725,0.9979255899355548,0.011065526262197433,0.31323158079836805,0.9662802883071814,para,2.0
22,17,R5,49.15,50,9.97,10.68,0.6799999999999997,ok,10.675999237904607,0.7015268371008487,12.122834790819093,0.9965442399745067,0.010884275922427768,0.269385094810535,0.9826529401068801,para,2.0
22,18,R1,47.13,48,9.7,10.4,0.7000000000000011,ok,10.378458308793821,0.6903158195786065,7.5864623078830205,0.9888114251227195,0.0181467604135623,0.26683766801478054,0.9979955423458717,para,2.0
22,18,R2,61.18,62,9.86,10.96,1.0899999999999999,ok,10.99088030847562,1.1571454365382075,15.475411862368182,0.9972256315291675,0.01600346670014531,0.2787428805254348,0.9808100414016778,para,2.0
22,18,R3,64.18,65,9.16,10.44,1.2799999999999994,ok,10.479928866071152,1.4114492229939108,17.50663537570594,0.9879263237168596,0.04103967220058796,0.6712350825932532,0.974422405879357,para,2.0
22,18,R4,80.23,81,9.7,10.7,0.9800000000000004,ok,10.691431048919656,0.9949580869035085,17.464540097723784,0.9978403461100123,0.01185960855571983,0.22539369014448535,0.9898864575454035,para,2.0
22,18,R5,58.18,59,9.2,10.25,1.0200000000000014,ok,10.252227960443188,1.0284678525516369,13.858548764176982,0.9978234275142494,0.012548542609949696,0.22025319165148766,0.9849763667897338,para,2.0
24,1,R1,57.12,58,8.07,9.66,1.5899999999999999,ok,9.65859391607516,1.621226439591929,12.436534159684713,0.9988347916989518,0.01432308575037733,0.14016715100661184,0.9898767394627784,Clade1,4.0
24,1,R2,80.2,81,8.3,10.18,1.879999999999999,ok,10.18646872897604,1.921364836455177,16.508998445911864,0.998768355750649,0.017139225966017132,0.15728733703866932,0.99223366353786,Clade1,4.0
24,1,R3,80.2,81,8.73,10.5,1.7699999999999996,ok,10.514079352969256,1.791330355622851,18.516150801273827,0.9993651198031926,0.011654169884020186,0.13285827649784926,0.9868502665790857,Clade1,4.0
24,1,R4,81.2,82,8.39,10.27,1.8699999999999992,ok,10.294044638894363,1.8915441878193375,18.647108958001557,0.9992037248908269,0.013770268886923969,0.1485466974751255,0.9871519396533192,Clade1,4.0
24,1,R5,79.18,80,8.39,10.12,1.7199999999999989,ok,10.128563617250597,1.728651589948585,16.332604346264933,0.998966883967703,0.014130118990324805,0.14352036568869156,0.992155726281852,Clade1,4.0
24,2,R1,50.1,51,8.63,10.42,1.7899999999999991,ok,10.455464349022167,1.873361156070677,11.900784174951372,0.9992380482727223,0.013574914494776498,0.12052537294897411,0.9851507603899696,Clade1,4.0
24,2,R2,56.12,57,8.23,9.87,1.6399999999999988,ok,9.908185140508266,1.7147517502183536,15.018870954102002,0.9979344774863426,0.020572528587310495,0.25114555788311976,0.9761657679932372,Clade1,4.0
24,2,R3,60.13,61,7.57,9.67,2.0999999999999996,ok,9.836850789668716,2.311305300425417,21.055640625500644,0.9987272803497221,0.0216322479025596,0.3148310216270159,0.9424882972656181,Clade1,4.0
24,2,R4,58.13,59,7.97,9.98,2.0100000000000007,ok,10.16714761855884,2.200231857556812,22.519762635201744,0.9986303389231557,0.02115273814220682,0.3818767108697902,0.9243235534136013,Clade1,4.0
24,2,R5,56.12,57,8.99,10.52,1.5199999999999996,ok,10.581702193533106,1.5959816698242875,16.56390689385914,0.9989558156788311,0.01364047382109039,0.2081251854349447,0.9662268631013279,Clade1,4.0
24,3,R1,51.1,52,8.67,10.65,1.9800000000000004,ok,10.666916824677084,2.080711643882259,10.5696971228615,0.9981915646514963,0.022835608333067775,0.15400422370192404,0.9920499385279781,Clade1,4.0
24,3,R2,54.12,55,8.59,10.65,2.0600000000000005,ok,10.693748647841613,2.157106672278152,12.942335764296775,0.997529634871566,0.02811434497181963,0.22781166021717889,0.9847263384682384,Clade1,4.0
24,3,R3,63.15,64,8.49,10.76,2.2699999999999996,ok,10.809990177623101,2.3576303388152615,16.083514153736907,0.9991489225901878,0.018033223677123077,0.15829009969107025,0.9802851028256215,Clade1,4.0
24,3,R4,84.22,85,7.43,9.8,2.3599999999999994,ok,9.845047302231848,2.443631990017144,17.56380715134246,0.9991064903560997,0.018579513726702745,0.13970989906856668,0.9917297285616269,Clade1,4.0
24,3,R5,86.22,87,8.199999999999998,10.38,2.1800000000000033,ok,10.396740462221883,2.1825544911554884,16.012363472580684,0.9992862507118585,0.014518394918057488,0.10789917478420728,0.9954132760043143,Clade1,4.0
24,4,R1,56.17,57,9.39,10.85,1.4499999999999993,ok,10.871793449850864,1.482650803441366,15.049985671751507,0.9988020485079906,0.013541523449459584,0.19165935000183718,0.9760605958115983,Clade2,4.0
24,4,R2,76.23,77,9.31,10.93,1.6199999999999992,ok,10.970835880743042,1.710371490259259,17.60496362442781,0.9986076952989903,0.016508111090498295,0.19206601080704808,0.9868328320912801,Clade2,4.0
24,4,R3,76.23,77,9.35,11.08,1.7300000000000004,ok,11.175511905499821,1.8519516650984722,23.08672881160319,0.9985487050178127,0.01853524287293786,0.29738851336668076,0.9631867326839386,Clade2,4.0
24,4,R4,59.17,60,9.42,10.71,1.2699999999999996,ok,10.725638102733038,1.3210402047173824,15.044505056131033,0.9988875446716675,0.01157377734635058,0.17484790711345094,0.9804151201860198,Clade2,4.0
24,4,R5,59.17,60,8.69,10.22,1.5300000000000011,ok,10.268157012068743,1.597681856212539,17.812651538987318,0.9988549792132233,0.014280098206093801,0.23089285481237706,0.9639120513353292,Clade2,4.0
24,5,R1,81.27,82,8.63,10.2,1.5599999999999987,ok,10.181922827737852,1.55696480831154,12.549934593108715,0.9981961221718388,0.015836719579532203,0.13186965461004632,0.9984596274261588,Clade2,4.0
24,5,R2,76.23,77,8.449999999999998,10.66,2.200000000000003,ok,10.721282164257813,2.296788668270309,19.995661960748663,0.999219902992467,0.016778154603481234,0.17382935998598203,0.9779032977530281,Clade2,4.0
24,5,R3,59.17,60,8.91,10.73,1.8200000000000003,ok,10.87077333613729,1.9823511745845928,20.63298105280398,0.9985980956927428,0.019487695328559214,0.32554188350377466,0.9431727198519895,Clade2,4.0
24,5,R4,77.25,78,8.76,10.73,1.9700000000000006,ok,10.84100725299444,2.1088959199912716,24.13792453962212,0.9979169946308701,0.025278322745837523,0.3774833405286504,0.9592523864412835,Clade2,4.0
24,5,R5,74.23,75,9.41,11.21,1.7899999999999991,ok,11.262358356045484,1.8619277809761172,18.34298480462143,0.997210056510829,0.025649022302461796,0.2967543532591171,0.982521411981663,Clade2,4.0
24,6,R1,57.17,58,8.85,10.5,1.620000000000001,ok,10.47989705482016,1.6532357914263804,10.113063129654893,0.9986048675518575,0.015438046765919972,0.11590509081589631,0.9964933161420612,Clade2,4.0
24,6,R2,34.07,35,8.04,9.55,1.4900000000000002,ok,9.6400942794314,1.6057605542880469,10.80652547024534,0.9986572830889808,0.015800315982489252,0.20788013037518455,0.9572644743052513,Clade2,4.0
24,6,R3,71.22,72,8.77,10.66,1.8600000000000012,ok,10.68950410492878,1.9311375562750064,15.267227368178302,0.9990613654521778,0.015179331747715534,0.13708200390990616,0.9905797549205626,Clade2,4.0
24,6,R4,75.23,76,8.37,10.39,2.0200000000000014,ok,10.428117293487889,2.065229031282134,16.985952136863485,0.999102237874279,0.015963972906316952,0.1482706722012208,0.9880730407871331,Clade2,4.0
24,6,R5,76.23,77,8.06,10.0,1.9399999999999995,ok,10.012451177953048,1.9326005639185126,16.347014797629587,0.9993004251796248,0.013090052853888865,0.12239047344016028,0.9905641285453086,Clade2,4.0
24,7,R1,56.18,57,10.52,11.2,0.6500000000000004,ok,11.200823834549261,0.7351711329413616,12.494921814050658,0.991835030587863,0.01731513665749708,0.38088135664574213,0.9888490057426117,Clade3,4.0
24,7,R2,41.13,42,9.8,10.44,0.5999999999999996,ok,10.507420671738998,0.7225339139298226,17.16373133589741,0.9944260055924127,0.014009155037466981,0.7417881499898079,0.908948689457917,Clade3,4.0
24,7,R3,39.12,40,10.51,11.15,0.6300000000000008,ok,11.23111349848466,0.7383409897639247,17.83564765334539,0.9910604384413693,0.01787379513976228,1.074474394729333,0.8884586847762839,Clade3,4.0
24,7,R4,37.12,38,9.87,10.22,0.33000000000000007,ok,10.426125242915452,0.6623445079731678,32.5249368709618,0.9587035431074538,0.02746672646120915,7.804651611834775,0.6805894958898342,Clade3,4.0
24,7,R5,68.25,69,11.36,12.05,0.6900000000000013,ok,11.979727672172364,0.5933029532892548,18.022835531746185,0.9647852400413993,0.029726824796358724,1.1381320540156719,0.9773333930934832,Clade3,4.0
24,8,R1,35.12,36,10.5,11.32,0.8200000000000003,ok,11.407422070320308,0.9674245127573201,14.674698347041943,0.9928818373922376,0.021311872171003804,0.7787052829590481,0.9086662486320146,Clade3,4.0
24,8,R2,59.2,60,9.55,10.48,0.9299999999999997,ok,10.485545124357836,0.9139740223285397,15.405704906527035,0.9959734115201708,0.015283003831046147,0.34536459615788007,0.9785650456757207,Clade3,4.0
24,8,R3,60.22,61,10.47,11.17,0.6799999999999997,ok,11.211867170177275,0.7336992776810113,22.008937571187488,0.9946504669304771,0.014055432901250735,0.6966442849521007,0.9351813010333669,Clade3,4.0
24,8,R4,60.22,61,10.28,10.93,0.6500000000000004,ok,10.98890023533594,0.7147403439488208,24.133731588982236,0.9953095376179318,0.012669875660506076,0.7646751590956871,0.917525216739696,Clade3,4.0
24,8,R5,61.22,62,10.2,10.92,0.7200000000000006,ok,10.947118839657215,0.7556444165534882,20.010135612472578,0.9957512774175182,0.012995225694180833,0.5184421223911269,0.9530864874173856,Clade3,4.0
24,9,R1,55.18,56,9.83,10.84,0.9800000000000004,ok,10.831370241650509,1.0475505265899148,11.860875165834535,0.995394346914898,0.01842680314251883,0.2697152301780361,0.9904600833504458,Clade3,4.0
24,9,R2,58.2,59,9.66,10.65,0.9700000000000006,ok,10.644405998669471,0.9762293665820961,13.947268081150414,0.9960924965589874,0.015984886622536835,0.2981626859332929,0.9845918734237971,Clade3,4.0
24,9,R3,59.2,60,9.57,10.35,0.7699999999999996,ok,10.371171512523999,0.7896940507458203,17.922992340334602,0.994536082153681,0.015454699338794804,0.5105245728438945,0.963228047307344,Clade3,4.0
24,9,R4,56.18,57,9.83,10.82,0.9800000000000004,ok,10.862244219510517,1.0171059888672564,16.878776890031094,0.9970280210050665,0.014682393048265706,0.3619556173168222,0.9641510222858412,Clade3,4.0
24,9,R5,59.2,60,9.65,10.42,0.7699999999999996,ok,10.415778724807245,0.766643026105519,15.323490367098685,0.9925133368208032,0.017504754730920745,0.4679170548449213,0.9790024512692636,Clade3,4.0
24,10,R1,46.1,47,10.27,11.25,0.9800000000000004,ok,11.313756608885363,1.0663456826990563,16.7991350569653,0.99749850690559,0.014042383867728042,0.41459285287312075,0.9356995662991308,Clade4,4.0
24,10,R2,48.12,49,8.69,9.24,0.5500000000000007,ok,9.266575337438484,0.5729733428836273,15.547818403740486,0.9960572402419092,0.009552126105686835,0.43501249462219393,0.9547235374657542,Clade4,4.0
24,10,R3,67.18,68,10.0,10.81,0.8000000000000007,ok,10.878309004912072,1.015582090328835,21.443523307331343,0.9856325547452713,0.032236780118865854,0.9638232976809354,0.9564079587560026,Clade4,4.0
24,10,R4,70.2,71,9.82,10.78,0.9599999999999991,ok,10.810027779952117,1.0220588674228173,19.91743202418971,0.9972287063335894,0.014158153722571173,0.35580775432541967,0.9705349584650906,Clade4,4.0
