draw,mu34_auris,mu34_haemulonii,mu34_duobushaemulonii,mu34_parapsilosis,mu40_auris,mu40_haemulonii,mu40_duobushaemulonii,mu40_parapsilosis,mu44_auris,mu44_haemulonii,mu44_duobushaemulonii,mu44_parapsilosis,offTopt_auris,offTopt_haemulonii,offTopt_duobushaemulonii,offTopt_parapsilosis,offTm_auris,offTm_haemulonii,offTm_duobushaemulonii,offTm_parapsilosis
0,0.15746956159443823,0.11565118747043139,0.12526572317948442,0.37177840179222627,0.5265171033192548,0.30330803547153706,0.028911339350380167,0.6792065768643003,0.7376619481282851,0.3842628829554372,0.006561581057581795,0.7221675795806384,12.61378527465031,14.058781432854484,-17.075729181580407,10.560162253949626,12.429334707880608,-7.366968932142462,0.508676407888206,3.854544067261858
1,0.010705996232848965,0.3837788306448287,0.23892364533067367,0.8181867218653491,0.04332845930469045,0.5509927476668728,0.07877632425591359,0.7442674976459724,0.161105592465228,0.502533585734976,0.027997196741113377,0.5429001850855968,22.194101140860173,7.843452131199729,-13.580610850660301,0.5996660616324885,5.683885091775162,-5.536111485705404,11.236950283625623,6.143207285550391
2,0.2037586086824089,0.1854299217931753,0.19043296699475895,0.7106491001407468,0.048677918955876004,0.04142783173415866,0.2905611561528829,0.3759374497106175,0.011518724848141185,0.009217925185684612,0.2731152385322805,0.19754694232050202,-16.874944018088215,-15.828783424846412,11.07155333313689,-6.547978092300775,-3.303326470315002,-5.871887639725499,-11.20800063040407,1.239879491561426
3,0.6176603543231205,0.7511826137356218,0.5063034041034035,0.8034639992317709,0.28532862027753786,0.5073198344788505,0.28296099512752254,0.7228528819503858,0.12861467393305057,0.297380707637551,0.1480302566178706,0.5196164096550624,-8.195445938264232,-2.720022491147274,-5.287180762901056,0.6966033366281308,-1.9098334805229198,3.165308972778143,2.0610133476516492,3.2139892689946983
4,0.7692917744307883,0.590577177282844,0.4476476026405824,0.13363288833170642,0.8409069219313126,0.2778725952854142,0.229879725052481,0.41059826243967573,0.6935114523828378,0.12881395547292784,0.1102849689012559,0.5331787882247571,2.757805937741804,-8.136668611665547,-4.936028348184004,14.849244194457441,12.548668297848334,9.077846843714902,-7.2515011295480285,-3.3270596933811083
5,0.6269166824305843,0.017570272057682277,0.2099178049357626,0.0072010027206467105,0.3229790372122735,0.0,0.0639932351568604,0.07224768303600693,0.15377721339992767,0.0,0.020920370475147138,0.2078615789952759,-4.752415787386128,-25.723892651663913,-14.286165785558525,22.658531040636277,-10.512335478430183,4.801658126731218,5.891526533988357,-0.8690204500856133
6,0.35577227864946576,0.32630090708688836,0.5915897307534261,0.11587057362067622,0.11535677268473907,0.5605168196488775,0.501277260337565,0.42533864892605566,0.04044165304783741,0.5777710951074743,0.3528462941017708,0.6190620282725879,-13.812301163388543,9.338791047768076,0.21411465763879875,15.51444125753338,2.9840877472568588,-1.9817531671809339,10.107999416628129,5.374535187141433
7,0.5064615358571792,0.4314433334738549,0.3951447286094938,0.6089464732016159,0.20087284192854932,0.6232122656421724,0.1745049736868969,0.2768443792652609,0.08092382365165628,0.5794838046391779,0.07533101842938068,0.13557706959129376,-10.622074754159037,7.391766311790737,-7.47881980939172,-7.748428124422455,-0.4063240731608844,-1.6038246248912202,-5.793992611945693,-5.08404824786248
8,0.792134503542365,0.49893887606311466,0.4624806239430351,0.5078384349025207,0.47344298625064785,0.20539699127869052,0.5178392675950856,0.20664925687039706,0.26287498452649616,0.08591580817866756,0.4304868312969697,0.09213530215590846,-5.5306255997921365,-9.815870690979242,5.119587943786131,-10.143946742554418,8.672776660559157,6.713848678355213,1.057905114644023,-3.4571751918484894
9,0.004864159361788803,0.5026098624688925,0.16288956642826427,0.6600755091093686,0.028007482169444178,0.7132294726416732,0.3486076515102801,0.3208549292919354,0.08166387406413353,0.6698638783522748,0.40474400420567125,0.1636661100461397,24.19578847243732,6.598426981170682,12.942165327115548,-7.48102223290971,0.7499440904216773,5.01914945975138,-1.7979988719435454,-0.4512777861463998
10,0.8390747279948213,0.6877304310015692,0.5709788589845595,0.6682458566351867,0.5826577912417922,0.6737930637889156,0.5366364325640111,0.33354186757612325,0.3550944791442517,0.4998404422260203,0.40376306555629404,0.16977958572286675,-3.1976456490295027,2.3246235417232683,1.7778158627335978,-6.652609235072875,5.985422741247436,1.8112773400401878,9.298743341933378,-3.621155846094125
11,0.23518264303436165,0.5473827475618379,0.5689775477852766,0.2205082096047655,0.5514393805218244,0.587478447895559,0.46783212905059945,0.061486021757306074,0.6349981567816558,0.44855603356534995,0.31829700568921737,0.01871733086179106,10.851703561813036,4.424365326349916,0.2860393781605662,-16.274372786038235,-0.8055245330766571,-5.518441663795829,3.2689820810417585,-5.26065089790301
12,0.6393818249591825,0.5289861191933646,0.3416673088318843,0.007231646343244949,0.8636541994577617,0.6660538341514798,0.13599266502624346,0.0007543028500320099,0.809248544952735,0.5723697040935432,0.05561761855818231,0.00012897093156937273,5.186747085756224,5.667626384528036,-10.362289605328034,-30.66724686554984,17.02347712855168,-0.44602124824557904,2.9646083343072367,-0.37493682373926573
13,0.745045533197407,0.0,0.5580774614086649,0.52199760809623,0.44621153595610874,0.002776155534786844,0.4319855264631534,0.511204054386492,0.2400215629455892,0.010009914529175793,0.2804284024106677,0.39754912363145695,-4.047573475685846,28.447532448193794,-0.2730892849997263,5.72946356996909,-3.93195576327592,-18.724686913674045,0.5221716233995057,-12.124874296786366
14,0.5864469258379662,0.7496194526522515,0.5221426320826019,0.7715444994286146,0.27842326149895874,0.5442572665334494,0.46316710152753415,0.7398413342279918,0.124853943498708,0.33278088015840024,0.32699594033124385,0.5684383683707137,-5.720793294198036,-1.5646057750348197,2.016612048320716,2.2796603325438967,-11.32054440107571,1.4831101276760312,-1.4989341363710353,1.3426277584937478
15,0.6042914779964248,0.04877491205033868,0.4343145751443006,0.554863741784877,0.7441828910046069,0.004577013432474555,0.416760545956046,0.23745127461393573,0.6329378994325842,0.0,0.3056538426902494,0.11348864118229196,4.966138386491713,-21.85799395671357,4.2367302640042945,-9.788688887335725,0.19095487025044025,-6.167329897870597,-6.891194551133543,0.8581076704133855
16,0.8469907428454565,0.47967314664684624,0.2640755829067534,0.5438227478413988,0.7111818256610515,0.6172890370805011,0.15755945047367498,0.22962459700103335,0.4905786056204035,0.5319980422981219,0.08316071817860429,0.10799906849085272,-0.5581887997000137,6.275328672802223,1.4007537518720499,-9.776187190631346,6.766119302777174,-3.2939630312065793,-21.64151350657882,-1.1160625770105213
17,0.005658984200068918,0.6854594104628834,0.5009705757304564,0.031381874981171565,0.0,0.7401216382554703,0.5909654323446312,0.16160041936184236,0.0,0.5916697877317226,0.5212392358249902,0.2589359169553499,-29.26760094160063,3.0851066769019058,4.939877087614586,18.732774664134105,-2.440893341287718,7.834572638163941,14.263845929695334,-12.372115827427304
18,0.796026100947029,0.6700410777261178,0.39194665374717597,0.16727329613659814,0.5372295095632224,0.5613615520561802,0.5369196542676191,0.04271385457157425,0.31574868009313006,0.3690751446927188,0.5143983575105733,0.013076264213873446,-2.771382442459169,1.1240935319783585,7.483447903394573,-18.68734837739899,-1.1822789658667687,-4.335556989341404,5.639871217061415,7.156478846628459
19,0.6847473187411617,0.45994352662044347,0.0032652234677784395,0.7975390127424407,0.3464876036167621,0.6414507980530821,0.03894665003012327,0.7003174000451987,0.17107038602746896,0.5852632535215712,0.11709048362379218,0.49049813708185996,-7.938931248135171,6.922646312009146,24.37745784843184,0.3962575436027296,7.996188547595463,-0.9881798388630003,6.738787244361194,1.8846288983962884
20,0.00015835995660378377,0.22450211520648763,0.4012518469898589,0.16637728789049624,0.006360360375176745,0.5028007827722037,0.5093912009578929,0.04230683947409583,0.021786103213383427,0.6064060452071814,0.4604029921400194,0.012909731682595797,29.6095446524648,11.64328557951757,6.899701362798393,-18.70617310710977,10.727770981855318,1.6292105709000047,1.1240027869429325,6.704530631851106
21,0.4977235797863057,0.5529535530314614,0.5288186734263751,0.5824098469914365,0.5351592868859775,0.24509502183403942,0.5831034742614218,0.402875245630458,0.4052845123750744,0.10597010646357433,0.4910524706772367,0.23158544984763815,5.085075101581787,-7.874916945111634,3.9932431131490826,0.21729376951841853,-10.224076207112466,-1.8770902993777439,13.087484575114168,-14.695192123120373
22,0.4101999442350392,0.036346220050988136,0.24563730939229836,0.5976208576641732,0.6658630143629433,0.0016012425268008186,0.08052102907625339,0.26806597406538435,0.6491108223544187,0.0,0.027991878505056557,0.13352415865802184,7.966588117124556,-21.366318075794968,-13.04876395456358,-9.297406850921181,-1.272514654689579,-17.272535903000914,2.86366625813929,4.539794699772364
23,0.8088879217022825,0.3861144694168529,0.26519269621876823,0.0465513795175189,0.5337131303291514,0.6532372048180816,0.09282401540551011,0.0073495463762101275,0.3113750518065301,0.6810541355372184,0.034908209733635724,0.0016508269949261241,-3.4463177009977928,8.61770825583052,-12.903445788463081,-24.241772198381295,1.3905607485153848,4.382404709986896,14.595617042176896,-1.423002981734451
24,0.43753910053325,0.16995940636920112,0.16993610891573394,0.6918506288110506,0.161612725457729,0.035776461441833086,0.04294825947068512,0.3536786556096543,0.06335380524298215,0.007208563914633048,0.010867509019652895,0.18396239269784095,-12.524702030616062,-16.067016897979958,-13.964279895634078,-7.0228648398412385,9.009586270166121,-7.828369438690408,-10.43347437259923,1.3641198791757925
25,0.33264566157097625,0.7150097149563792,0.3045547884982124,0.8357463093084812,0.09869236941363567,0.4445849033237203,0.4046247508419061,0.6210592720770718,0.03010678947827536,0.2443890284657675,0.3637088383628223,0.3885643760195583,-11.887532518030145,-3.4465602309780587,8.541507578088119,-2.481409719314791,-12.82368865055872,-0.3460997516404048,-6.242353084387181,6.754343051450627
26,0.41428118720228846,0.5568055013296428,0.5895556881778223,0.0018600790336460234,0.14451886703671535,0.272959727755347,0.4384425813277846,0.010011538891997549,0.052839321302911746,0.12393834089817299,0.28253839224346533,0.03832153684340163,-12.353189739921325,-4.591660724641327,-1.5951949796319276,27.350597803684572,-0.8391682208502916,-11.018655939795417,8.396715019130282,-11.030053930870706
27,0.22398357187071058,0.10301702603694099,0.4648252101465567,0.6215675785063519,0.59774643137526,0.3093275170683119,0.44557228548950345,0.8017586472642086,0.754313246671446,0.4311650874389831,0.3284681412980841,0.7833578535052867,11.274351539002474,14.789594324815054,3.7534484614067405,6.769872896208301,8.348102331251095,-3.369189409650192,-4.690557450595624,9.010226920985216
28,0.8150850297771804,0.28958604737337384,0.43755377163550097,0.6438463692422879,0.550515281724361,0.5868794063699149,0.21008584175192455,0.7402925293905266,0.3263077604757064,0.6796112394943272,0.10038695180954071,0.675320099389702,-3.1402472401643045,10.436004557683336,-8.21051419542915,5.8447823088952555,1.6131954942168358,5.369893528922771,10.312872625202122,1.1097484167968468
29,0.8249234529439904,0.15582102652957197,0.23736800869785019,0.6745061281023707,0.7349446327576644,0.33355662138848513,0.0730284633032678,0.7645755899291636,0.5249348750658689,0.37358768944817017,0.02294959151870306,0.6917687546833974,0.40226168076830254,12.536130365535113,-10.70754808143178,5.392229209383626,5.234600342335603,-9.64447584357393,-13.091655071631237,2.8941310992532476
30,0.6759366537798205,0.08174605809276746,0.027729416516790464,0.7791556488005927,0.3729156246037802,0.31202162116844184,0.14237867309096072,0.7257274151874452,0.18719654810535952,0.5229203010420906,0.2555711526057279,0.5399777105383172,-4.3124570281088435,16.031191938883946,19.338062900701672,1.709356595230488,-8.317730214056681,12.099812423463074,0.3690781545787948,1.0383564692156617
31,0.688395693214753,0.6152113386414075,0.5278035575468879,0.849337868602603,0.44887151350703935,0.3004178286628012,0.39750296231951154,0.6175722185254332,0.25150706077381835,0.14222964795776233,0.25020162145946717,0.3849835702721232,-1.6676526509840592,-7.438057367056437,-0.03703094869792376,-3.089239976381244,-9.29879798651272,6.17159718806904,-3.609264114406401,13.243690257829025
32,0.029922821816295048,0.5813711629372244,0.5097510320434119,0.5696227077103496,0.16929888620659347,0.4917647648077167,0.458398416208699,0.785299574282393,0.3916389544498834,0.31985707049147316,0.32576737860491395,0.779145165201622,18.229887106573546,2.163821912401902,2.3791985142631638,7.5961949719660815,8.342957967719677,-9.160549013060018,-2.4420640742734196,7.747385403405577
33,0.6686969646241795,0.7241279599874779,0.4442766980555304,0.7665075588778685,0.33130396460816586,0.619319054076782,0.2165025265293716,0.6803202047297727,0.16166423931874824,0.4204028713482707,0.10177358490851396,0.47964708866383365,-8.36707562442964,0.7093691002396562,-6.844274431021245,1.1461520903701476,9.979010776637592,0.6811240492004553,-1.4084161870307503,-1.5118227452977238
34,0.7596265103885238,0.0024664093711450432,0.3063722929032253,0.0012927112116490884,0.46545167780910685,0.0269329601303019,0.46941907232268315,0.00010573322043467716,0.2550342969651979,0.08215836293533614,0.46822988487912987,1.8602453246046403e-05,-3.8831694902952947,24.98112479324107,9.266005746688784,-35.80970469364127,-2.9848115056987465,-1.5558451488253198,0.5860104535859819,23.63046531499397
35,0.7548246186840614,0.0794053842476003,0.40517917121257274,0.5038516872236092,0.5995601477636577,0.30560527581262836,0.18361951752566427,0.20707264983791274,0.38754202456820874,0.5140137479768696,0.08068909146098327,0.09444702391759874,0.017510365840366613,16.124174460498587,-6.9916033774493025,-10.868367643040415,-4.175766228780647,11.239365011099975,-6.298519579653386,2.6482244262641665
36,0.780877476662632,0.7019264563977344,0.5081812166319026,0.5269094878656353,0.7864042597033064,0.4883564431850778,0.42038605399830087,0.7420357711244165,0.6067202755433037,0.2854151343378164,0.28078895506214424,0.7279960448213274,2.0015721906933406,-1.3960469495891825,1.4616801163031314,8.091590602330937,5.935313991485049,-3.8795227330522755,-4.325503855942395,3.155596561410212
37,0.5037807707177138,0.5071970499356999,0.09528671876843317,0.6147690778340561,0.7571256197825881,0.22958865510379634,0.2998207244352914,0.28136183416986543,0.7238862678795454,0.09816197222562742,0.43506122849823625,0.14254274454688118,6.8183319515041,-5.1404352081871245,15.536148858219505,-9.117735875070103,3.4240066004181267,-13.043654822193547,8.212727268061188,6.807066278455527
38,0.7440333836788484,0.6657656952148476,0.5564423491380553,0.7154317674254875,0.7084135700733313,0.49496597166648815,0.3928525703943436,0.6553318558745073,0.5183506220525316,0.2995170212890697,0.23990810486300776,0.47742872997958774,1.9017128894747517,-0.08079470764461308,-1.604476662280437,2.4891772121387845,-0.5551229819872556,-6.289058440234017,0.39441469838550886,-4.7407972453000085
39,0.5840867487166064,0.6407951766802021,0.4250920197474014,0.656314581794384,0.6668450844547319,0.3293382106216237,0.20565855863422225,0.32404224603873955,0.5340287782083759,0.15946265653706582,0.09440265680343536,0.1635853418122239,4.6938624656026064,-6.187430982763588,-5.679649600685055,-6.5000941625389155,-4.410336647155453,0.600126260339117,-7.828276347721109,-5.322681078635437
40,0.7932836286781679,0.42378643780630126,0.525571080871518,0.13322408352393939,0.767961285158842,0.5734362518731411,0.31031368715009583,0.030222359030506678,0.5774140279388899,0.5055491087947594,0.1685940943185903,0.008724327515077188,1.5487214232630284,7.114255817711616,-4.460775114908506,-19.94615938587282,5.085938773506282,-5.118285629707697,1.9777184538161945,6.42193954171013
41,0.07385681020338007,0.011128268084802134,0.036078225404498294,0.01894933438711846,0.3542652433302389,0.0,0.0038098113638420647,0.0022015925863988228,0.5710453019047884,0.0,0.0,0.00039394466331688625,14.865822331064468,-26.866096161421165,-22.84137524055754,-26.81725174588615,5.164313079793503,1.9462853893484242,6.9241046037156275,-10.832927860557739
42,0.5249761457529588,0.0,0.3879188341337027,0.34794747431879564,0.5189027818687957,0.0,0.3840588174968386,0.12581720655412792,0.37387608728962274,0.0,0.28612414923136337,0.04666656726204345,4.243165482843078,-34.01634526989848,5.220276209091122,-13.68636078366557,-10.921630101614536,-8.35059968174766,-9.098668690123366,1.1859913955735015
43,0.8521439583702008,0.27598426018705646,0.405986195587067,0.5341516924560629,0.7402920453347188,0.516767913353903,0.18355547544853265,0.222461483393414,0.524156417774609,0.5565356794196199,0.0836144587103241,0.101408514503285,-0.2464875572335086,10.290024752283738,-8.955619943930209,-8.572228266500373,9.287717633434037,-2.692124086134867,8.026067870173591,-8.455490912188427
44,0.5379518123574129,0.1060709882262513,0.20686894066731942,0.729953005625112,0.6560520987296855,0.018985247109170187,0.3218953121132309,0.4205383753065671,0.5439963340783233,0.0027748703168991268,0.3081552058247472,0.2241901898435213,5.4945968339041,-19.284818864380053,10.884635951898513,-4.704781685199364,-4.726875211953681,4.540021319332792,-9.236900058868128,-3.7213954546225656
