T,OTU,Replicate,n,r2,rmse,rss,aic,aicc,aicc_lin,delta_aicc_curv,rt_curv,has_curvature,r_at_bound,K_at_bound,fit_valid,T_end_min,keep,tech_fail,klass,key,excluded,otu_name,sp
28,4,R3,388,0.9983433228097652,0.0904515907603379,3.1744182251773534,-1858.681812570415,-1858.619312570415,-236.9668986431601,1621.652413927255,2.7442023166552656,True,False,False,True,388.23,True,False,detected,"(28, 4, 'R3')",False,Clade2_2071,auris
28,4,R4,303,0.9987905887681912,0.0484634555419357,0.7116580764887489,-1828.3288269774373,-1828.2485594189093,-520.3070075758187,1307.9415518430906,2.5446209254098595,True,False,False,True,302.97,True,False,detected,"(28, 4, 'R4')",False,Clade2_2071,auris
28,4,R5,354,0.998977665956397,0.0462952850837769,0.7587117110298157,-2169.4823312403096,-2169.413759811738,-614.8822555526993,1554.531504259039,2.3914864927169104,True,False,False,True,354.15000000000003,True,False,detected,"(28, 4, 'R5')",False,Clade2_2071,auris
28,5,R1,307,0.9995690799666606,0.019077624989548,0.1117344229992406,-2424.97280564925,-2424.8935977284577,-903.2654687697736,1521.628128958684,1.9824422689349512,True,False,False,True,307.0,True,False,detected,"(28, 5, 'R1')",False,Clade2_2072,auris
28,5,R2,356,0.9993362020956016,0.035071739396238,0.4378895779228386,-2379.456048172846,-2379.387866354664,-761.4731329168054,1617.9147334378586,2.0494766292382813,True,False,False,True,356.13,True,False,detected,"(28, 5, 'R2')",False,Clade2_2072,auris
28,5,R3,293,0.9988773465005828,0.0374531647573378,0.4110026882497052,-1918.81314290185,-1918.7300979191511,-648.9379901218435,1269.7921077973076,2.459863659186637,True,False,False,True,292.93,True,False,detected,"(28, 5, 'R3')",False,Clade2_2072,auris
28,5,R4,369,0.9945164857843294,0.1188017951411207,5.2080167491097935,-1566.1604860255693,-1566.0947326009118,-526.8145473760003,1039.2801852249115,2.584663906189193,True,False,False,True,369.19,True,False,detected,"(28, 5, 'R4')",False,Clade2_2072,auris
28,5,R5,378,0.9996247657016322,0.0262901344597713,0.2612627022270592,-2744.752513482061,-2744.6883423590666,-834.0975592120661,1910.5907831470004,1.9791667192360207,True,False,False,True,378.21,True,False,detected,"(28, 5, 'R5')",False,Clade2_2072,auris
28,6,R1,425,0.9998363628959672,0.0178065311710115,0.1347558347462874,-3417.961473873488,-3417.9044667475973,-896.103285800448,2521.801180947149,2.012794155127969,True,False,False,True,425.37,True,False,detected,"(28, 6, 'R1')",False,Clade2_2073,auris
28,6,R2,416,0.999763723965924,0.0229787135158255,0.2196568503344309,-3133.2915764319937,-3133.233324004809,-749.4607525323021,2383.772571472507,2.189556232680184,True,False,False,True,416.33,True,False,detected,"(28, 6, 'R2')",False,Clade2_2073,auris
28,6,R3,421,0.9997156792356277,0.0214268958687924,0.1932860958268436,-3229.8972136815764,-3229.839659724742,-972.507589787754,2257.332069936988,2.006998073441421,True,False,False,True,421.37,True,False,detected,"(28, 6, 'R3')",False,Clade2_2073,auris
28,6,R4,423,0.9991766680147892,0.0375670367964312,0.5969723933000483,-2770.257536759322,-2770.2002575230454,-1089.6220849074264,1680.578172615619,1.6872179774018787,True,False,False,True,423.37,True,False,detected,"(28, 6, 'R4')",False,Clade2_2073,auris
28,6,R5,399,0.9997477041255368,0.0166953243135805,0.1112148077203184,-3259.916010827397,-3259.855251333726,-1123.8317672013166,2136.023484132409,1.8566749642597595,True,False,False,True,399.28,True,False,detected,"(28, 6, 'R5')",False,Clade2_2073,auris
28,7,R1,332,0.9999023514160188,0.0190914839323769,0.1210089399017487,-2622.452572753142,-2622.3794020214345,-300.9474550919702,2321.431946929464,2.735022566974323,True,False,False,True,332.09,True,False,detected,"(28, 7, 'R1')",False,Clade3_2074,auris
28,7,R2,350,0.999875473710308,0.0202060960528419,0.1429002111938362,-2725.2396547160856,-2725.170290554236,-347.19333907260136,2377.976951481635,2.798241477301993,True,False,False,True,350.1,True,False,detected,"(28, 7, 'R2')",False,Clade3_2074,auris
28,7,R3,311,0.9997310284188644,0.0267566093898349,0.2226499214185034,-2246.2456763349574,-2246.167500439192,-410.2685165184493,1835.8989839207425,2.605228932546161,True,False,False,True,311.04,True,False,detected,"(28, 7, 'R3')",False,Clade3_2074,auris
28,7,R4,322,0.9993845112545914,0.0401685197893142,0.519550214224779,-2064.2485618879364,-2064.173090189823,-406.3664677200022,1657.806622469821,2.6905639823613976,True,False,False,True,322.05,True,False,detected,"(28, 7, 'R4')",False,Clade3_2074,auris
28,7,R5,333,0.999792230063996,0.0168859154589816,0.0949496689156622,-2712.129422608414,-2712.056474280146,-589.3562285100188,2122.700245770128,2.9898666317960303,True,False,False,True,333.1,True,False,detected,"(28, 7, 'R5')",False,Clade3_2074,auris
28,8,R1,265,0.9993082834973938,0.0320204517221455,0.2717069720499178,-1817.9316459270049,-1817.839691904016,-522.9247377957363,1294.9149541082795,2.47073007281687,True,False,False,True,264.87,True,False,detected,"(28, 8, 'R1')",False,Clade3_2075,auris
28,8,R2,295,0.9996299609227324,0.0270818128301982,0.2163602529201169,-2123.2468049056665,-2123.1643306788624,-439.3334052976557,1683.8309253812067,2.778092642607183,True,False,False,True,294.96000000000004,True,False,detected,"(28, 8, 'R2')",False,Clade3_2075,auris
28,8,R3,303,0.9989645330021234,0.055417418336276,0.930540347282521,-1747.0739624914986,-1746.99369493297,-377.3461983403205,1369.6474965926495,2.522588159554458,True,False,False,True,302.98,True,False,detected,"(28, 8, 'R3')",False,Clade3_2075,auris
28,8,R4,245,0.9997976169559764,0.0160512619588153,0.0631225375652752,-2018.664224831988,-2018.5646397697467,-508.881631734931,1509.6830080348157,2.5889470111688566,True,False,False,True,244.85,True,False,detected,"(28, 8, 'R4')",False,Clade3_2075,auris
28,8,R5,288,0.9995457612126658,0.0186639158253584,0.1003224251335868,-2287.1500344613987,-2287.0655274191454,-695.5572257777883,1591.508301641357,2.88233898104967,True,False,False,True,287.95,True,False,detected,"(28, 8, 'R5')",False,Clade3_2075,auris
28,9,R1,289,0.999476899193082,0.025620626274611,0.1897043658132502,-2111.998656997402,-2111.914446471086,-678.438447082876,1433.4759993882103,2.2581034217640306,True,False,False,True,288.96,True,False,detected,"(28, 9, 'R1')",False,Clade3_2076,auris
28,9,R2,331,0.9964850078549766,0.0810594849959787,2.174881875686204,-1657.3226713947352,-1657.2492768993222,-502.12384255714073,1155.1254343421815,2.922658785709628,True,False,False,True,331.12,True,False,detected,"(28, 9, 'R2')",False,Clade3_2076,auris
28,9,R3,280,0.9996029444237476,0.0275711619271577,0.2128473116037947,-2004.9515497204327,-2004.864593198694,-508.28714561953103,1496.577447579163,2.3832245740660403,True,False,False,True,279.93,True,False,detected,"(28, 9, 'R3')",False,Clade3_2076,auris
28,9,R4,299,0.998701636117726,0.0495856860749485,0.7351633387934798,-1790.4237383113052,-1790.3423823791018,-446.994647991885,1343.3477343872169,2.81521862206274,True,False,False,True,298.98,True,False,detected,"(28, 9, 'R4')",False,Clade3_2076,auris
28,9,R5,254,0.999745961301319,0.0141534934604327,0.0508816297921661,-2156.959249232384,-2156.863249232384,-645.5737474477553,1511.2895017846288,2.59355145161329,True,False,False,True,253.81,True,False,detected,"(28, 9, 'R5')",False,Clade3_2076,auris
28,10,R1,305,0.999818925351408,0.0188912653149393,0.1088483710858258,-2415.123925998329,-2415.0441917790604,-486.7322369323705,1928.3119548466896,2.65502978484059,True,False,False,True,304.99,True,False,detected,"(28, 10, 'R1')",False,Clade4_2077,auris
28,10,R2,303,0.998927944172964,0.036742400474615,0.4090512097690081,-1996.117261895269,-1996.0369943367405,-657.5852232582986,1338.451771078442,2.495235501696365,True,False,False,True,302.96000000000004,True,False,detected,"(28, 10, 'R2')",False,Clade4_2077,auris
28,10,R3,287,0.9997959504359896,0.0132618411756507,0.0504765358026695,-2475.324195450534,-2475.239389796824,-731.2935221450065,1743.945867651817,2.4603503507038167,True,False,False,True,286.92,True,False,detected,"(28, 10, 'R3')",False,Clade4_2077,auris
28,10,R4,309,0.9995957177681796,0.0291507283409068,0.2625773735068531,-2178.800185168683,-2178.721496644093,-584.6844785976065,1594.0370180464863,2.1606196006061507,True,False,False,True,308.97,True,False,detected,"(28, 10, 'R4')",False,Clade4_2077,auris
28,10,R5,320,0.9997555169584764,0.0213268431549638,0.1455469564660564,-2456.584804920385,-2456.508855553297,-491.7068614433978,1964.8019941098992,2.821798919298357,True,False,False,True,320.03000000000003,True,False,detected,"(28, 10, 'R5')",False,Clade4_2077,auris
28,11,R1,274,0.999315187206662,0.0224029854618886,0.1375188895839328,-2075.611455100503,-2075.522566211614,-666.2481932700965,1409.2743729415174,2.9292483778908487,True,False,False,True,273.85,True,False,detected,"(28, 11, 'R1')",False,Clade4_2078,auris
28,11,R2,300,0.9998637562775814,0.0136483354637433,0.0558831182792625,-2570.4826253010315,-2570.40154421995,-561.0692624225287,2009.3322817974213,2.8129985418407126,True,False,False,True,299.96000000000004,True,False,detected,"(28, 11, 'R2')",False,Clade4_2078,auris
28,11,R3,268,0.999732874035974,0.0186215027854359,0.0929317780847832,-2129.122930009737,-2129.032020918828,-529.3323192926608,1599.699701626167,2.738394643673052,True,False,False,True,267.83000000000004,True,False,detected,"(28, 11, 'R3')",False,Clade4_2078,auris
28,11,R4,252,0.9989493321167294,0.0542255815032729,0.7409842497207609,-1462.9596592089576,-1462.8628850154091,-202.27525741526412,1260.5876276001452,3.411878720683948,True,False,False,True,251.75,True,False,detected,"(28, 11, 'R4')",False,Clade4_2078,auris
28,11,R5,270,0.9989829861619248,0.0374115223600484,0.3778979414300291,-1768.3193302589962,-1768.2291046950863,-480.3277553430556,1287.9013493520306,2.871474353712817,True,False,False,True,269.85,True,False,detected,"(28, 11, 'R5')",False,Clade4_2078,auris
28,12,R1,253,0.9996250520069618,0.0185583447303223,0.0871362762597589,-2011.338884637315,-2011.2424990951465,-567.1760348983252,1444.066464196821,2.8461459643866376,True,False,False,True,252.8,True,False,detected,"(28, 12, 'R1')",False,Clade4_2079,auris
28,12,R2,329,0.9997074634987534,0.0204346557528234,0.1373822262372763,-2553.9641393080883,-2553.890293154242,-608.9155720279518,1944.9747211262904,2.790929517582263,True,False,False,True,329.07,True,False,detected,"(28, 12, 'R2')",False,Clade4_2079,auris
28,12,R3,271,0.9994167269810218,0.0359724292489255,0.350678245504686,-1796.151348571167,-1796.0614609307177,-360.8169639228407,1435.2444970078768,2.8477634770946887,True,False,False,True,270.83,True,False,detected,"(28, 12, 'R3')",False,Clade4_2079,auris
28,12,R4,289,0.9988772773868494,0.0473707730607268,0.6485131505671847,-1756.755408995477,-1756.6711984691613,-508.6305848085008,1248.0406136606605,2.3899438666033745,True,False,False,True,288.92,True,False,detected,"(28, 12, 'R4')",False,Clade4_2079,auris
28,12,R5,312,0.9993657284022238,0.0448252721126443,0.6269031662314554,-1931.5095099072948,-1931.4315878293728,-319.5631550536624,1611.8684327757103,2.758955627375024,True,False,False,True,312.02000000000004,True,False,detected,"(28, 12, 'R5')",False,Clade4_2079,auris
28,13,R1,602,0.980580887777767,0.0932963808200429,5.2399372338193215,-2849.8566510464725,-2849.8165172672084,-1790.111630220532,1059.7048870466765,2.901509236818088,True,False,False,True,603.15,True,False,detected,"(28, 13, 'R1')",False,glab_2048,other
28,13,R2,317,0.9974299884963748,0.0116968678708805,0.0433708996024613,-2814.307267812816,-2814.230590496521,-1903.3961829898665,910.8344075066552,1.6621453292367692,True,False,False,True,317.12,True,False,detected,"(28, 13, 'R2')",False,glab_2048,other
28,13,R3,318,0.9962367855952136,0.011911725311889,0.0451207655700754,-2811.627579759673,-2811.5511466386542,-1879.1756703495405,932.3754762891136,2.088582917910682,True,False,False,True,318.13,True,False,detected,"(28, 13, 'R3')",False,glab_2048,other
28,13,R4,300,0.9975137958463326,0.0112854428096252,0.0382083658227967,-2684.544978421849,-2684.463897340768,-1660.97495443391,1023.4889429068584,2.180085422595238,True,False,False,True,300.05000000000007,True,False,detected,"(28, 13, 'R4')",False,glab_2048,other
28,13,R5,308,0.99660083097263,0.0158157807255174,0.0770427873469558,-2548.396187298124,-2548.3172399297027,-1546.9348925088952,1001.3823474208076,2.3872200162086576,True,False,False,True,308.08000000000004,True,False,detected,"(28, 13, 'R5')",False,glab_2048,other
28,14,R1,343,0.9965628329418872,0.0117516720444817,0.0473689159734814,-3042.4191863444976,-3042.348389884321,-2070.0336208935064,972.3147689908142,1.8771481308875728,True,False,False,True,343.22,True,False,detected,"(28, 14, 'R1')",False,glab_2049,other
28,14,R2,304,0.9854479753044876,0.0099837276974901,0.0303011448962399,-2794.9336349026594,-2794.8536349026595,-2412.2663591932483,382.5872757094112,1.5121279942771122,True,False,False,True,304.05999999999995,True,False,detected,"(28, 14, 'R2')",False,glab_2049,other
28,14,R3,345,0.9957620199369092,0.0123433760124955,0.0525638313281182,-3026.29864339251,-3026.2282621608383,-1993.0894131580365,1033.138849002802,2.2759644705056927,True,False,False,True,345.22,True,False,detected,"(28, 14, 'R3')",False,glab_2049,other
28,14,R4,363,0.9973013254840484,0.0136480871057898,0.0676161122379434,-3111.557187713528,-3111.4903353458394,-1668.9829953788762,1442.5073399669632,3.1868936988607643,True,False,False,True,363.28,True,False,detected,"(28, 14, 'R4')",False,glab_2049,other
28,14,R5,309,0.9886705780111664,0.0160438165632785,0.0795378514240849,-2547.8428304567096,-2547.7641419321194,-1937.3305798826016,610.4335620495176,2.068880770779245,True,False,False,True,309.08,True,False,detected,"(28, 14, 'R5')",False,glab_2049,other
28,15,R1,225,0.9773187174895488,0.0132693706033029,0.0396171441467548,-1939.033587813536,-1938.924990528468,-1795.6451395402428,143.279850988225,1.1345655633939933,True,False,False,True,224.79,True,False,detected,"(28, 15, 'R1')",False,glab_2050,other
28,15,R2,276,0.9901776398387055,0.0199185492010071,0.1095026142273318,-2155.68933113552,-2155.601095841402,-2157.797599244201,-2.1965034027984984,0.00027598,False,True,False,False,275.98,True,True,technical_failure,"(28, 15, 'R2')",True,glab_2050,other
28,15,R3,299,0.9977147907553156,0.014679519295876,0.0644309977406415,-2518.338597102976,-2518.257241170773,-1364.9606083353897,1153.2966328353832,2.7377474295089006,True,False,False,True,299.04999999999995,True,False,detected,"(28, 15, 'R3')",False,glab_2050,other
28,15,R4,297,0.9950281047013818,0.0186361595406783,0.1031500134004083,-2359.69500536165,-2359.6130940988514,-1729.4334051310618,630.1796889677896,1.574263022281449,True,False,False,True,297.03000000000003,True,False,detected,"(28, 15, 'R4')",False,glab_2050,other
28,15,R5,255,0.9896184781974046,0.0102438846516306,0.0267589790527578,-2330.34792910748,-2330.252311577599,-1779.568820899495,550.6834906781039,2.26085162019959,True,False,False,True,254.90000000000003,True,False,detected,"(28, 15, 'R5')",False,glab_2050,other
28,16,R1,283,0.999511135297778,0.0404217373784277,0.4623984693114353,-1809.9473729926472,-1809.861351487271,-415.9323494307332,1393.9290020565377,2.077430393108942,True,False,False,True,282.75,True,False,detected,"(28, 16, 'R1')",False,para_2051,parapsilosis
28,16,R2,241,0.9986482644531628,0.0562698373256469,0.7630769968298,-1381.0015787938337,-1380.9003129710488,-384.2875243401169,996.612788630932,2.324949494136673,True,False,False,True,240.65000000000003,True,False,detected,"(28, 16, 'R2')",False,para_2051,parapsilosis
28,16,R3,264,0.9969650962182008,0.0847886805453915,1.8979277720379115,-1296.889225032708,-1296.7969173404003,-344.6499895358576,952.1469278045428,2.6982747561312914,True,False,False,True,263.7,True,False,detected,"(28, 16, 'R3')",False,para_2051,parapsilosis
28,16,R4,317,0.9996885416350334,0.0340398817007425,0.367312194145573,-2137.061033670471,-2136.9843563541767,-289.1126300552095,1847.8717262989671,2.7442493737872526,True,False,False,True,316.83,True,False,detected,"(28, 16, 'R4')",False,para_2051,parapsilosis
28,16,R5,273,0.9997654248877508,0.0231367665316277,0.1461396205921606,-2050.417436892471,-2050.328217561616,-516.6397205144939,1533.688497047122,2.053312302283109,True,False,False,True,272.73,True,False,detected,"(28, 16, 'R5')",False,para_2051,parapsilosis
28,17,R1,234,0.9997860034888552,0.0222316883736756,0.1156540244989487,-1775.3187305116076,-1775.2143826855206,-341.9661030713995,1433.2482796141212,2.6031134975221155,True,False,False,True,233.62,True,False,detected,"(28, 17, 'R1')",False,para_2052,parapsilosis
28,17,R2,264,0.9996552542699404,0.0323960012639898,0.2770682370446581,-1804.892308673472,-1804.800000981164,-288.7726132290464,1516.0273877521176,2.730309876663205,True,False,False,True,263.72,True,False,detected,"(28, 17, 'R2')",False,para_2052,parapsilosis
28,17,R3,257,0.9998890280613428,0.0156738177498157,0.0631368206535909,-2130.062499634969,-2129.96763797489,-376.1280456564456,1753.839592318444,2.6658073321445905,True,False,False,True,256.69,True,False,detected,"(28, 17, 'R3')",False,para_2052,parapsilosis
28,17,R4,221,0.9993012721283508,0.0265512823975721,0.1557985019271933,-1597.875336205354,-1597.764737127013,-611.9252088110574,985.8395283159556,1.9514329337314391,True,False,False,True,220.58,True,False,detected,"(28, 17, 'R4')",False,para_2052,parapsilosis
28,17,R5,294,0.9991655785457476,0.0360799675101779,0.3827186323274352,-1947.346280757863,-1947.263522137173,-650.9578012278889,1296.3057209092844,2.15884968735038,True,False,False,True,293.77,True,False,detected,"(28, 17, 'R5')",False,para_2052,parapsilosis
28,18,R1,165,0.9997810794941518,0.0130567260346494,0.0281288856327424,-1425.6891181015385,-1425.540049778557,-342.49687733313846,1083.0431724454186,3.469710795820553,True,False,False,True,164.43,True,False,detected,"(28, 18, 'R1')",True,para_2053,parapsilosis
28,18,R2,275,0.9989966824706767,0.0560573958980765,0.8641686995902653,-1578.7585525059378,-1578.669991620329,-336.3390092269911,1242.330982393338,2.454108538257449,True,False,False,True,274.73,True,False,detected,"(28, 18, 'R2')",False,para_2053,parapsilosis
28,18,R3,259,0.997263527343392,0.1059106547120252,2.905220296416227,-1156.9925797508558,-1156.898462103797,-262.1735011856581,894.724960918139,2.3510059316237246,True,False,False,True,258.68,True,False,detected,"(28, 18, 'R3')",False,para_2053,parapsilosis
28,18,R4,199,0.995381970102057,0.0575805359138283,0.6597881051086105,-1130.1191332469805,-1129.9960563239035,-559.6550238855381,570.3410324383655,2.367208897219317,True,False,False,True,198.52,True,False,detected,"(28, 18, 'R4')",False,para_2053,parapsilosis
28,18,R5,253,0.9956646579876608,0.1232815080635278,3.845177548295672,-1053.2021367378318,-1053.105751195663,-249.10247100159813,804.0032801940649,2.5427585729472044,True,False,False,True,252.68,True,False,detected,"(28, 18, 'R5')",False,para_2053,parapsilosis
28,19,R1,274,0.9997184422435228,0.0268143740732863,0.1970089200021441,-1977.1118196976536,-1977.0229308087648,-330.6115450453608,1646.4113857634038,2.862389258174163,True,False,False,True,273.58,True,False,detected,"(28, 19, 'R1')",False,Hae_1724,haemulonii
28,19,R2,230,0.9998070689073192,0.0158646299246815,0.0578878910088331,-1900.0850631422425,-1899.9788684519767,-460.8540011295957,1439.124867322381,2.6324373003962376,True,False,False,True,229.43,True,False,detected,"(28, 19, 'R2')",False,Hae_1724,haemulonii
28,19,R3,191,0.9977295249943724,0.0366635320722734,0.2567449855467937,-1256.8815692799817,-1256.7532270339923,-593.7985526935338,662.9546743404585,2.1141374627350245,True,False,False,True,190.31,True,False,detected,"(28, 19, 'R3')",False,Hae_1724,haemulonii
28,19,R4,284,0.999383840644187,0.0304258534319408,0.2629080462055936,-1977.718751205521,-1977.6330369198065,-580.3087488782854,1397.324288041521,2.4328322066846813,True,False,False,True,283.58,True,False,detected,"(28, 19, 'R4')",False,Hae_1724,haemulonii
28,19,R5,269,0.9991619951752184,0.0462546563283413,0.5755236794222495,-1647.5931107843207,-1647.5025447465848,-279.7861902171446,1367.7163545294402,3.0971873727028045,True,False,False,True,268.57000000000005,True,False,detected,"(28, 19, 'R5')",False,Hae_1724,haemulonii
28,20,R1,216,0.9993526817797408,0.0189901938163008,0.077895531615025,-1706.3756607275268,-1706.262453180357,-687.3304954045702,1018.9319577757868,2.1749921079005663,True,False,False,True,215.4,True,False,detected,"(28, 20, 'R1')",False,Hae_1768,haemulonii
28,20,R2,275,0.9996751013849964,0.0202556045996293,0.1128296173665442,-2138.6280643542545,-2138.5395034686458,-524.5170347897201,1614.0224686789256,2.838406643575632,True,False,False,True,274.58000000000004,True,False,detected,"(28, 20, 'R2')",False,Hae_1768,haemulonii
28,20,R3,280,0.9998581810976742,0.0167701745786779,0.0787468515118137,-2283.3658440932336,-2283.2788875714946,-412.65295561826144,1870.6259319532328,2.823516476230157,True,False,False,True,279.6,True,False,detected,"(28, 20, 'R3')",False,Hae_1768,haemulonii
28,20,R4,292,0.9998458016617148,0.0167020817206379,0.0814561838704379,-2383.857597424236,-2383.7742640909028,-459.4947552441346,1924.2795088467683,2.8080612082072243,True,False,False,True,291.63,True,False,detected,"(28, 20, 'R4')",False,Hae_1768,haemulonii
28,20,R5,270,0.9996868508444544,0.0195591613915675,0.1032914144721743,-2118.528204025606,-2118.4379784616963,-551.3023103408991,1567.1356681207972,2.6726063811389595,True,False,False,True,269.54999999999995,True,False,detected,"(28, 20, 'R5')",False,Hae_1768,haemulonii
28,21,R1,474,0.9991148866674394,0.0534600250378579,1.3546798073209418,-2770.522402727916,-2770.4713388981286,-481.79311849281686,2288.6782204053115,2.8521466679753624,True,False,False,True,474.1,True,False,detected,"(28, 21, 'R1')",False,Hae_1769,haemulonii
28,21,R2,338,0.9993064920773322,0.0367072370076111,0.4554283820717329,-2228.0321923930424,-2227.960336105617,-695.6366917127931,1532.323644392824,2.025584884456721,True,False,False,True,337.75,True,False,detected,"(28, 21, 'R2')",False,Hae_1769,haemulonii
28,21,R3,380,0.9987164206688972,0.0636467749011937,1.539346543022827,-2087.349034641926,-2087.285204854692,-588.7507491815329,1498.534455673159,2.037105166281441,True,False,False,True,379.85,True,False,detected,"(28, 21, 'R3')",False,Hae_1769,haemulonii
28,21,R4,333,0.9962517114029166,0.0813067345515086,2.20139143278202,-1665.3446024114046,-1665.271654083137,-801.0360093832447,864.2356446998923,1.7701234363993532,True,False,False,True,332.73,True,False,detected,"(28, 21, 'R4')",False,Hae_1769,haemulonii
28,21,R5,349,0.9972551247024009,0.0704564169824973,1.7324732362100277,-1845.6271494918824,-1845.5575842744909,-732.9408848439534,1112.6166994305374,2.03976711940441,True,False,False,True,348.75,True,False,detected,"(28, 21, 'R5')",False,Hae_1769,haemulonii
28,22,R1,323,0.9953335668402984,0.1159293574353785,4.340995940667666,-1385.984172612526,-1385.9089375028082,-303.9053406905356,1082.0035968122725,2.9582608423362857,True,False,False,True,323.03,True,False,detected,"(28, 22, 'R1')",False,Duo_1770,duobushaemulonii
28,22,R2,250,0.9980393548925048,0.0352096842052061,0.3099304654575864,-1667.2170573752107,-1667.119496399601,-685.8748159507985,981.2446804488026,2.66426326237784,True,False,False,True,249.77,True,False,detected,"(28, 22, 'R2')",False,Duo_1770,duobushaemulonii
28,22,R3,268,0.9996864801202002,0.0166322043012358,0.0741368989380369,-2189.6781424544897,-2189.5872333635807,-629.6392968001954,1559.9479365633852,2.7501548009623447,True,False,False,True,267.8,True,False,detected,"(28, 22, 'R3')",False,Duo_1770,duobushaemulonii
28,22,R4,261,0.9995705632412912,0.0189243035699438,0.0934717383235284,-2064.934922060981,-2064.841536846973,-628.732192990605,1436.1093438563682,2.728787470777136,True,False,False,True,260.78,True,False,detected,"(28, 22, 'R4')",False,Duo_1770,duobushaemulonii
28,22,R5,248,0.9994265656660504,0.0191679087903844,0.0911173643943318,-1955.4408364840056,-1955.342475828268,-691.528140108342,1263.814335719926,2.53830545201909,True,False,False,True,247.73,True,False,detected,"(28, 22, 'R5')",False,Duo_1770,duobushaemulonii
28,23,R1,294,0.9969562887138214,0.0667952332431857,1.3117113360994055,-1585.2006530569302,-1585.1178944362405,-635.797337610563,949.3205568256776,2.2083166632862907,True,False,False,True,293.91,True,False,detected,"(28, 23, 'R1')",False,Duo_1771,duobushaemulonii
28,23,R2,232,0.9997397658167227,0.0112820091117619,0.0295298252667082,-2074.829314316788,-2074.7240511588934,-654.9985025056975,1419.7255486531958,2.9094732255524827,True,False,False,True,231.7,True,False,detected,"(28, 23, 'R2')",False,Duo_1771,duobushaemulonii
28,23,R3,238,0.9962728108618278,0.0394777204952437,0.3709207188891396,-1532.4409508465535,-1532.3383867439893,-764.5463384869701,767.7920482570192,2.5709897928159693,True,False,False,True,237.72,True,False,detected,"(28, 23, 'R3')",False,Duo_1771,duobushaemulonii
28,23,R4,234,0.9992652001969058,0.0202875531040249,0.09631084576198,-1818.145936971334,-1818.0415891452471,-643.7776422679988,1174.2639468772484,2.7716624121241327,True,False,False,True,233.72,True,False,detected,"(28, 23, 'R4')",False,Duo_1771,duobushaemulonii
28,23,R5,306,0.9965303318891598,0.0850446517106484,2.213173392083165,-1502.3222538610107,-1502.2427836623351,-436.9199010481229,1065.3228826142122,2.710190458638494,True,False,False,True,305.95000000000005,True,False,detected,"(28, 23, 'R5')",False,Duo_1771,duobushaemulonii
30,1,R1,220,0.9993974124451452,0.0308361737381792,0.2091913143784582,-1524.78939470007,-1524.678283588959,-372.7055426796787,1151.9727409092802,2.796685879098812,True,False,False,True,219.63,True,False,detected,"(30, 1, 'R1')",False,Clade1_2068,auris
30,1,R2,200,0.9993738107113888,0.0296179148244631,0.1754441757098307,-1401.7503480696328,-1401.627899090041,-467.60812225677023,934.0197768332708,2.122535368227436,True,False,False,True,199.56,True,False,detected,"(30, 1, 'R2')",False,Clade1_2068,auris
30,1,R3,161,0.9994180081595048,0.0237307825030799,0.0906671561515663,-1198.5962792872667,-1198.4434130452285,-515.3563246795455,683.0870883656829,1.6134459796156937,True,False,False,True,160.5,True,False,detected,"(30, 1, 'R3')",False,Clade1_2068,auris
30,1,R4,167,0.999317210004193,0.0196328328729981,0.064369837145386,-1306.8043571975186,-1306.657117933715,-600.4620301427466,706.1950877909684,1.7161771143676436,True,False,False,True,166.55,True,False,detected,"(30, 1, 'R4')",False,Clade1_2068,auris
30,1,R5,204,0.999253846367802,0.0391946847309593,0.3133895554764963,-1315.5993670707546,-1315.4793670707547,-400.48922939270346,914.9901376780512,2.0504516331364697,True,False,False,True,203.58,True,False,detected,"(30, 1, 'R5')",False,Clade1_2068,auris
30,2,R1,212,0.9986613573420856,0.0450730494096941,0.4306949140148104,-1308.1756129063472,-1308.0602282909626,-380.3499194855854,927.7103088053772,2.71164184425685,True,False,False,True,211.6,True,False,detected,"(30, 2, 'R1')",False,Clade1_2069,auris
30,2,R2,171,0.9991005306185692,0.0310820713905285,0.1652022726893314,-1181.124445157138,-1180.9807325822878,-538.8010099172831,642.1797226650048,1.548785273396725,True,False,False,True,170.51,True,False,detected,"(30, 2, 'R2')",False,Clade1_2069,auris
30,2,R3,210,0.9956204466181006,0.09844296061792,2.0351134639964865,-967.6767509938568,-967.5602461394876,-435.71126308247824,531.8489830570095,1.7564995478872694,True,False,False,True,209.6,True,False,detected,"(30, 2, 'R3')",False,Clade1_2069,auris
30,2,R4,151,0.998168695782608,0.0554111389516538,0.4636295423078425,-867.6783416817516,-867.5150763756292,-349.55456665832247,517.9605097173066,1.8503303026836435,True,False,False,True,150.5,True,False,detected,"(30, 2, 'R4')",False,Clade1_2069,auris
30,2,R5,193,0.9995375880841234,0.0361385876941396,0.2520575214617153,-1275.6721123042578,-1275.5451281772737,-300.2850796006887,975.260048576585,2.17635025170637,True,False,False,True,192.55,True,False,detected,"(30, 2, 'R5')",False,Clade1_2069,auris
30,3,R1,229,0.9981563925658054,0.0428867516181726,0.4211936233381723,-1436.3300829411137,-1436.223416274447,-600.385644473284,835.837771801163,2.100414300967019,True,False,False,True,228.67,True,False,detected,"(30, 3, 'R1')",False,Clade1_2070,auris
