Group,growth_E_eV,growth_E_lo,growth_E_hi,growth_Th_K,growth_Topt_C,growth_Topt_lo,growth_Topt_hi,resp_E_eV,resp_E_lo,resp_E_hi
Clade1,0.9131450513391878,0.7948213065659077,1.0542006799494603,309.97236995837795,35.12605042016807,34.38655462184874,36.05042016806723,0.5192617748458839,0.44279382241701043,0.5942167522553456
Clade2,1.14407170655697,1.0078760296094147,1.293039454943772,309.22495954908004,34.57142857142857,33.831932773109244,35.3109243697479,0.4140784044015555,0.3310924958778073,0.4968831778780826
Clade3,0.9465137993251342,0.8304113823225653,1.073872350956484,310.10182692440856,35.49579831932773,34.75630252100841,36.42016806722689,0.4012812971685907,0.3256445302292254,0.4787732536708344
Clade4,1.0192606693594526,0.898127173976156,1.1620673615954418,309.96960603209607,36.23529411764706,35.49579831932773,36.97478991596638,0.3006469372140554,0.22619070742040318,0.3798175743451981
para,0.8291528892143739,0.6943764325209384,0.9851971993767519,308.95260092206865,33.09243697478992,32.35294117647059,34.016806722689076,0.363160414901015,0.2641859305527019,0.4633302491890274
