T,OTU,Replicate,r,K,O2_0,T_end_min,keep,has_curvature,delta_aicc_curv,fit_valid,fit_start_time,fit_end_time,delta_Ninoc_to_N0_min,N_inoculation_cells_per_L,otu_name,cell_volume_um3,cell_carbon_fg,N0_cells_per_L,C_tot_O2_mg_per_L,biomass_integral_cells_min_per_L,R_O2_mg_cell_min,growth_fgC_h,respiration_fgC_h,growth_C_per_C_h,respiration_C_per_C_h,CUE,resp_over_growth
22,7,R2,0.004407111416069935,0.0019039314191829897,10.81847924898367,598.93,TRUE,TRUE,2753.84689241628,TRUE,37.1,641,37.1,42000000,Clade3_2074,13,1300,49460454.52595092,5.619162888237229,145974979827.17862,3.8494013802158545e-11,343.7546904534549,866.9634347979116,0.2644266849641961,0.6668949498445474,0.2839262775405178,2.5220410335471493
22,7,R3,0.004458692987633664,0.0021005052272242944,11.622057889692101,594.9,TRUE,TRUE,2363.8120692701896,TRUE,50.1,675.1,50.1,42000000,Clade3_2074,13,1300,52512442.26087411,6.213445268517477,155335574353.83832,4.000014352387749e-11,347.77805303542584,900.8845375310191,0.2675215792580199,0.6929881057930916,0.27852043911851265,2.5904007733324446
22,7,R4,0.0036654717556309888,0.0023139562394328167,10.862308545966208,601.9499999999999,TRUE,TRUE,2551.7288170863303,TRUE,34.1,641,34.1,42000000,Clade3_2074,13,1300,47591882.222547166,5.102824401482115,104951430705.19054,4.862081790781864e-11,285.90679693921714,1095.0396472732225,0.21992830533785934,0.8423381902101712,0.20703684645950998,3.8300581133299336
22,7,R5,0.004276188647108508,0.0018911154332146407,11.577784768396102,635.0500000000001,TRUE,TRUE,2334.6512266986374,TRUE,50.1,685.2,50.1,42000000,Clade3_2074,13,1300,52034484.87757569,6.241634538605842,171740038871.32224,3.634350253805662e-11,333.5427144744636,818.5295499429927,0.25657131882651046,0.6296381153407636,0.2895154451471141,2.454047156247091
22,8,R1,0.004344281953674805,0.001476923628695991,10.529532343896339,651.12,TRUE,TRUE,2459.598574163153,TRUE,50.1,701.3,50.1,42000000,Clade3_2075,13,1300,52212302.341558695,5.413192767788338,191367550720.58032,2.82868895348525e-11,338.8539923866348,637.0782490214013,0.2606569172204883,0.49006019155492414,0.3472105726292532,1.8800966296259263
22,8,R2,0.004231538816022748,0.0016747113124910508,11.076298896711883,629.0300000000001,TRUE,TRUE,2461.2826652432404,TRUE,53.1,690.2,53.1,42000000,Clade3_2075,13,1300,52581499.083081566,5.272251688159433,165534737383.70764,3.18498205964976e-11,330.0600276497743,717.3226986396637,0.2538923289613649,0.5517866912612798,0.31512838560845635,2.17330981805774
22,8,R3,0.004702390775922322,0.0015049078303669228,10.954771143228436,521.71,TRUE,TRUE,2108.4933360851865,TRUE,57.2,579.9,57.2,42000000,Clade3_2075,13,1300,54962238.16802351,3.4007926744688257,124203737373.50551,2.7380759600187885e-11,366.78648052194114,616.6703610685481,0.28214344655533935,0.47436181620657547,0.3729563566091605,1.6812788742677198
22,8,R4,0.004624358423137088,0.0014767167263539053,10.928035959946795,577.87,TRUE,TRUE,2631.7599935504068,TRUE,62.2,642,62.2,42000000,Clade3_2075,13,1300,55997369.26396591,4.302360757734134,163146309483.7975,2.63711803922933e-11,360.6999570046929,593.9325852087657,0.27746150538822534,0.4568712193913582,0.3778416731618598,1.6466111893687811
22,8,R5,0.0052644833156519875,0.0015068080764703443,10.606594552849215,512.6800000000001,TRUE,TRUE,2295.361776550526,TRUE,53.1,569.9,53.1,42000000,Clade3_2075,13,1300,55546120.871127725,3.9684002748548335,146288863707.48184,2.712715222663851e-11,410.629698620855,610.9586075270113,0.31586899893911924,0.4699681596361625,0.40195223080541004,1.4878578183189939
22,9,R1,0.004440157403676067,0.0017393179698902237,11.645815836569053,598.92,TRUE,TRUE,2050.1491025569358,TRUE,37.1,674.1,37.1,42000000,Clade3_2076,13,1300,49521130.53387521,5.204556830550862,148181955593.1731,3.512274358721341e-11,346.33227748673323,791.0355770223517,0.266409444220564,0.608488905401809,0.30450331096812866,2.284036540754286
22,9,R2,0.00420859829162858,0.00211563032068852,10.981423835494622,491.60999999999996,TRUE,TRUE,1892.1403839532413,TRUE,53.1,548.8,53.1,42000000,Clade3_2076,13,1300,52517486.35496518,3.4770303521532533,86312288252.50552,4.02843027632548e-11,328.2706667470292,907.2843811915495,0.2525158974977148,0.6979110624550381,0.265686799867575,2.763830195924017
22,9,R3,0.00453529628059494,0.0016858961405982944,11.364971680219401,595.9200000000001,TRUE,TRUE,2354.1541376257,TRUE,54.1,659.1,54.1,42000000,Clade3_2076,13,1300,53679390.97165379,5.174292378353652,164750874559.04877,3.140676729153945e-11,353.75310988640535,707.3442376498788,0.27211777683569643,0.5441109520383683,0.33338421842988236,1.9995421040313004
22,9,R4,0.004516874812547463,0.0016668219594842602,11.746959066292575,605.95,TRUE,TRUE,2473.7855109349543,TRUE,51.1,657.1,51.1,42000000,Clade3_2076,13,1300,52904157.16913924,5.328884975343444,169136341567.67685,3.150644578185574e-11,352.3162353787021,709.5891998609962,0.2710124887528478,0.5458378460469202,0.33177741038605346,2.014068977259206
22,9,R5,0.004358075219691199,0.001914378057383052,11.252670371023534,664.1700000000001,TRUE,TRUE,2826.776669455897,TRUE,53.1,718.3,53.1,42000000,Clade3_2076,13,1300,52935988.12853229,7.500346180768944,207398029273.1819,3.6164018563983504e-11,339.92986713591347,814.4872060228873,0.2614845131814719,0.6265286200176057,0.2944601869112802,2.3960448456187953
22,10,R1,0.004117108562378504,0.0014303969197611032,10.626611896673628,658.12,TRUE,TRUE,2514.2296304259876,TRUE,18,680.2,18,42000000,Clade4_2077,13,1300,45230768.41521736,4.871815325399234,154052310726.2019,3.162442226561561e-11,321.13446786552333,712.2462700774593,0.24702651374271026,0.5478817462134302,0.3107610351870542,2.2179066445639712
22,10,R2,0.004344462231637091,0.001486402103581533,10.707846998697368,587.85,TRUE,TRUE,2720.5720001339378,TRUE,6,635,6,42000000,Clade4_2077,13,1300,43109198.28708369,4.056737003581832,117655027172.37386,3.447992917156352e-11,338.8680540676931,776.5580897799538,0.26066773389822545,0.5973523767538106,0.30380142686881306,2.291623776447297
22,10,R3,0.004057479661381235,0.0016663501362381033,9.981566242306787,591.87,TRUE,TRUE,2194.297098904881,TRUE,37.1,636,37.1,42000000,Clade4_2077,13,1300,48823029.31423968,4.12317622462374,120806515572.43703,3.413041262788044e-11,316.4834135877363,768.6862667794335,0.2434487796828741,0.5912971282918719,0.291644172624371,2.428835868728193
22,10,R4,0.004026267244268392,0.0014931381353192289,9.818467319353589,663.12,TRUE,TRUE,2700.833499022946,TRUE,16,683.2,16,42000000,Clade4_2077,13,1300,44794702.926911384,4.983657926327573,149511603125.3615,3.3332917460251616e-11,314.04884505293455,750.7250545941911,0.2415760346561035,0.5774808112263008,0.29494416153233355,2.390472267037481
22,10,R5,0.003951927561497701,0.001531221341026759,10.459907837395443,649.08,TRUE,TRUE,2358.033120605408,TRUE,21,671.1,21,42000000,Clade4_2077,13,1300,45634321.46306593,4.650387937878787,138593482469.89734,3.355416037611189e-11,308.2503497968206,755.7078947636975,0.237115653689862,0.5813137652028442,0.28972034511011047,2.4516043380382633
22,11,R1,0.004399982295167769,0.001506402283341277,9.975479454373845,584.87,TRUE,TRUE,2152.624609526314,TRUE,33.1,619,33.1,42000000,Clade4_2078,13,1300,48584717.76870944,4.14623667941688,133725062089.60838,3.100568146783519e-11,343.198619023086,698.3109696421684,0.26399893771006616,0.5371622843401296,0.3295203642463934,2.0347138098338182
22,11,R2,0.004226448297081171,0.0015901156305629233,10.800860572610684,615.95,TRUE,TRUE,2746.4934513395056,TRUE,19,637,19,42000000,Clade4_2078,13,1300,45511822.88946655,4.705875370012186,134690183696.94109,3.493851772153355e-11,329.6629671723314,786.8864360647655,0.2535868978248703,0.6052972585113581,0.29525157258297163,2.386942163429053
22,11,R3,0.004936869225507712,0.001314896343432252,10.853024575736615,560.79,TRUE,TRUE,2598.6611781235383,TRUE,38.1,606.9,38.1,42000000,Clade4_2078,13,1300,50691808.81829056,3.977942798149753,153357423816.04147,2.5939029876515524e-11,385.07579958960156,584.199677192627,0.29621215353046276,0.4493843670712515,0.3972821027804857,1.5171030685782998
22,11,R4,0.004525993362266442,0.001633530236957483,9.566893010934832,598.88,TRUE,TRUE,3566.657083671203,TRUE,38.1,638,38.1,42000000,Clade4_2078,13,1300,49904439.43261838,5.066332018401852,154776724444.83258,3.2733164735035184e-11,353.02748225678255,737.2174041487109,0.2715596017359866,0.5670903108836237,0.32380567582454267,2.0882719935454745
22,11,R5,0.005005531958600672,0.0012854302462129456,10.708590841713118,556.78,TRUE,TRUE,2634.9095779930485,TRUE,36.1,594.9,36.1,42000000,Clade4_2078,13,1300,50318324.85478759,3.911588097153165,153119596454.60782,2.5545966602078608e-11,390.43149277085234,575.3470933012678,0.30033191751604027,0.4425746871548214,0.40426604855545706,1.473618557811739
22,12,R1,0.004410866225504801,0.00207451443501743,11.191177781552296,548.75,TRUE,TRUE,1809.6704022914098,TRUE,20,572.8,20,42000000,Clade4_2079,13,1300,45873469.47124134,4.821271470536515,106612152647.83897,4.522253186709519e-11,344.04756558937447,1018.5033381880373,0.2646519735302881,0.7834641062984903,0.2525025411054871,2.960356183434343
22,12,R2,0.004705501737940985,0.00209258051117234,10.905543856146231,560.79,TRUE,TRUE,1853.3006315749767,TRUE,44.1,605.9,44.1,42000000,Clade4_2079,13,1300,51685756.72077222,5.7796088818320985,142753627405.3477,4.0486599093002025e-11,367.0291355593969,911.8405057304468,0.28233010427645916,0.7014157736388053,0.28699495531789954,2.484381803479147
22,12,R3,0.0044201932637321344,0.0023061083124435904,10.077711913993888,444.41,TRUE,TRUE,1225.7008169575777,TRUE,25.1,470.5,25.1,42000000,Clade4_2079,13,1300,46928091.836681806,3.198399345321983,65085745278.20425,4.9141318604414213e-11,344.77507457110653,1106.7623809443448,0.2652115958239281,0.851355677649496,0.23752406337229132,3.2100997507465867
22,12,R4,0.00559419518653636,0.0015380743313421273,10.373765746907624,451.45,TRUE,TRUE,1706.248361033639,TRUE,54.2,517.6,54.2,42000000,Clade4_2079,13,1300,56876087.46736481,3.1610352547852245,116891176177.23029,2.7042548104678713e-11,436.3472245498361,609.0531507318508,0.3356517111921816,0.4685024236398852,0.4173972335070769,1.3957993003397449
22,12,R5,0.004530518020786086,0.0020616174450317727,10.900455029904078,550.7700000000001,TRUE,TRUE,2112.4060416112184,TRUE,21,573.8,21,42000000,Clade4_2079,13,1300,46192178.9388837,5.0624659909948,113428577882.66391,4.4631309723654156e-11,353.3804056213147,1005.1878137836302,0.27183108124716515,0.7732213952181771,0.2601123746116304,2.8444922180003314
22,13,R1,0.0018963617656530358,5.514257774872561e-4,11.549437429171588,891.3199999999999,TRUE,TRUE,2839.3659868733594,TRUE,157.5,1267.4,157.5,69000000,glab_2048,8,800,93017112.60091664,1.2855184991802402,216847350759.864,5.9282186048185516e-12,91.02536475134572,133.51553283794416,0.11378170593918215,0.16689441604743022,0.40538434525117634,1.4667948126620418
22,13,R2,0.0031399351533603083,4.2027783476479477e-4,11.304281558286222,657.48,TRUE,TRUE,1896.515040797793,TRUE,129.4,791.9,129.4,69000000,glab_2048,8,800,103587235.56909984,0.9210056069120843,227003227084.42664,4.057235743919823e-12,150.7168873612948,91.37719580015187,0.1883961092016185,0.11422149475018983,0.6225550223827047,0.606283724405114
22,13,R4,0.002533295620074734,3.7948671330593337e-4,10.212069144846087,672.53,TRUE,TRUE,1480.5397433615426,TRUE,122.3,794.9,122.3,69000000,glab_2048,8,800,94059593.8888784,0.673249448693957,166871638741.70547,4.0345348902341354e-12,121.59818976358721,90.86592643278117,0.151997737204484,0.11358240804097645,0.5723234207286138,0.7472638088563973
22,13,R5,0.003500205099109313,4.287584549160829e-4,11.317214144629355,654.54,TRUE,TRUE,1954.8040626238344,TRUE,234.7,889.3,234.7,69000000,glab_2048,8,800,156899369.51732367,1.0883771948502934,398279482797.5272,2.732697118127951e-12,168.00984475724704,61.54589365429367,0.21001230594655879,0.07693236706786709,0.7318912867080847,0.36632313864237953
22,14,R1,0.0023789727307246262,4.01559239798109e-4,11.536395136720596,564.04,TRUE,TRUE,718.7709692080712,TRUE,114.3,679.4,114.3,69000000,glab_2049,8,800,90560948.46377373,0.4770255824048404,107580363997.56586,4.434132444612603e-12,114.19069107478205,99.86567559017807,0.14273836384347757,0.12483209448772259,0.5334608489058057,0.8745518102239813
22,14,R2,0.003050893017095877,3.11467889597124e-4,11.332397760793299,515.81,TRUE,TRUE,723.8744395167951,TRUE,88.2,624.1,88.2,69000000,glab_2049,8,800,90305220.23876555,0.39043319613948896,113199970024.22064,3.4490574163222e-12,146.4428648206021,77.67978366294008,0.18305358102575262,0.0970997295786751,0.6534050253799125,0.5304443050748883
22,14,R3,0.0035605917704431703,2.3760779869568544e-4,10.091256170616482,498.79999999999995,TRUE,TRUE,787.984919891836,TRUE,129.4,661.3,129.4,69000000,glab_2049,8,800,109382080.62142631,0.32741192089658294,150723155235.29318,2.172273532792369e-12,170.90840498127218,48.92401538040342,0.21363550622659022,0.06115501922550427,0.7774485887936274,0.28625868567297447
22,14,R4,0.004183522800149357,1.9740457450798614e-4,11.423060727965835,516.86,TRUE,TRUE,952.1286337107917,TRUE,144.4,669.3,144.4,69000000,glab_2049,8,800,126242820.2130624,0.36291223252613364,232087143056.88144,1.5636895165588243e-12,200.80909440716914,35.217466310496974,0.2510113680089614,0.04402183288812122,0.8507902407109853,0.17537784538327994
22,14,R5,0.004385740971216568,1.7207030390712055e-4,10.91879614716458,568.05,TRUE,TRUE,1234.1304580290766,TRUE,117.3,685.4,117.3,69000000,glab_2049,8,800,115417261.2588,0.4346035952093802,291513152201.8487,1.4908541584719073e-12,210.51556661839527,33.57706599926135,0.2631444582729941,0.04197133249907669,0.8624412968176061,0.1594992072967554
22,15,R1,0.0034992475664871845,3.209371022962781e-4,11.269591679041762,474.69,TRUE,TRUE,543.227228135373,TRUE,112.3,588,112.3,69000000,glab_2050,8,800,102214342.58352718,0.3911576172047311,124578674148.46489,3.1398441176101655e-12,167.96388319138487,70.71567166063322,0.20995485398923108,0.08839458957579152,0.7037212856187991,0.42101712771225297
22,15,R2,0.002105235684480023,4.60915399755436e-4,11.260361644089901,534.9000000000001,TRUE,TRUE,520.590217541594,TRUE,107.3,643.2,107.3,69000000,glab_2050,8,800,86487361.50915056,0.4561736874138314,85597614302.4433,5.329280390946718e-12,101.0513128550411,120.02622684354215,0.12631414106880137,0.15003278355442767,0.4570853872935907,1.1877750367847344
22,15,R3,0.002540097334350489,4.969741239519285e-4,11.181076715999218,462.64000000000004,TRUE,TRUE,569.5217409326328,TRUE,144.4,607.1,144.4,69000000,glab_2050,8,800,99573549.26353525,0.4379917013671307,87755853174.5974,4.9910255045405424e-12,121.92467204882347,112.40803925564683,0.15240584006102934,0.14051004906955852,0.5203058137726482,0.9219466197180682
22,15,R4,0.004914196353219008,2.176236587672163e-4,10.763248593620766,463.64000000000004,TRUE,TRUE,831.055030080986,TRUE,116.3,580,116.3,69000000,glab_2050,8,800,122196149.99557225,0.3879881671266245,217856185927.9534,1.7809371144271063e-12,235.8814249545124,40.110323797832315,0.2948517811931405,0.05013790474729039,0.8546683950547215,0.1700444356971611
22,15,R5,0.004432062782402736,3.642713707357339e-4,11.041557393142243,370.3399999999999,TRUE,TRUE,493.2167608421546,TRUE,114.3,563.9,114.3,69000000,glab_2050,8,800,114513335.17529434,0.3420944318575689,107541732576.41846,3.1810388735784854e-12,212.73901355533133,71.64346129861464,0.26592376694416414,0.0895543266232683,0.7480735712163363,0.33676691501618194
22,16,R1,0.0040984972108449496,0.004111578715286406,10.544995024259538,452.29999999999995,TRUE,TRUE,1166.9895543386247,TRUE,37.1,491.4,37.1,14000000,para_2051,38,3800,16299127.457050253,5.400899100013334,21410253556.985184,2.52257596372616e-10,934.4573640726485,5681.35381592254,0.24590983265069696,1.4950931094533,0.14124607529583819,6.079842734784044
22,16,R2,0.005113719055331323,0.002870351704997867,10.650180328832187,478.35,TRUE,TRUE,1824.259921406299,TRUE,47.1,526.5,47.1,14000000,para_2051,38,3800,17812732.26034929,5.91827225990523,36727415328.92482,1.611404507205894e-10,1165.9279446155415,3629.210488664915,0.30682314331987937,0.955055391753925,0.24314792176248087,3.1127227933983757
