variable,mean,sd,q2.5,q50,q97.5,rhat,ess_bulk,ess_tail
b_alpha_GroupClade1,6.578679298300251,0.12912065427235078,6.321944449972968,6.578262933493626,6.83428948280023,1.0006050741812826,5986.374070718219,6579.134288699623
b_alpha_GroupClade2,6.852102834140326,0.13060618935117146,6.58931507021752,6.852533237503167,7.111685818733741,1.0004238265441951,5898.578179445811,6933.239997712329
b_alpha_GroupClade3,6.404593023036608,0.1280397595905038,6.149378783703937,6.404936690164255,6.662155565679402,1.000334547576641,6201.439520251972,6867.0648201476115
b_alpha_GroupClade4,6.351203840949823,0.13079413098640982,6.092770074971325,6.3515591603558565,6.613114923762859,1.0005813042555545,6209.293255090975,6969.443556267464
b_alpha_Grouppara,7.834419128127001,0.13323199046529394,7.566077114399939,7.834268270550385,8.091696269705865,1.00017395420471,6209.301319324071,7025.934209129487
b_E_GroupClade1,0.5192342387995832,0.038118223103870315,0.44279382241701043,0.5192617748458839,0.5942167522553456,1.0002137340357795,12064.538745249347,7707.067576648719
b_E_GroupClade2,0.4140915210727267,0.0419184313608578,0.3310924958778073,0.4140784044015555,0.4968831778780826,1.0000905587402038,12625.361472992518,8795.5889849792
b_E_GroupClade3,0.4016598801038462,0.038632045113478494,0.3256445302292254,0.4012812971685907,0.4787732536708344,0.9999974974614776,11531.70523272664,7944.160914741629
b_E_GroupClade4,0.3014292031257077,0.03857161382836084,0.22619070742040318,0.3006469372140554,0.3798175743451981,1.0005321117642487,12945.743275057026,7793.910651582596
b_E_Grouppara,0.3631819094809718,0.05074736041408275,0.2641859305527019,0.363160414901015,0.4633302491890274,1.0000671238424246,13666.887166035178,7951.758832852139
sd_Isolate__alpha_Intercept,0.19487795292581142,0.05738541006660125,0.1114307154764104,0.18501803046950088,0.33417676843484884,1.0004426283458219,4388.027226944381,6614.395272986769
sd_Isolate__E_Intercept,0.03418620933770467,0.023730103948569767,0.0015154040449817752,0.03080222759816869,0.08965479528934568,1.0026650979527225,3496.203049357145,5012.170760878966
sigma,0.32657128127769125,0.012106617464633974,0.30206887973352975,0.32674351008395236,0.34903430252729584,1.0001777688330045,13029.467326372618,9655.188629799717
nu,20.32689608535358,10.612434705965201,8.205420019971799,17.63722644898045,48.53924620105348,1.0000016530077067,12571.207279619297,9881.796639195409
"r_Isolate__alpha[Clade1_2068,Intercept]",-0.03478470090681256,0.12686057196627784,-0.2865813210247101,-0.03418635853211362,0.2184514414099771,1.0006891057412306,6171.250190672013,6330.827683301897
"r_Isolate__alpha[Clade1_2069,Intercept]",0.19254228363952616,0.12676906903192495,-0.04914382418422029,0.18829957819895232,0.4540941100277334,1.0003172805655849,6452.812876185834,6336.892151375928
"r_Isolate__alpha[Clade1_2070,Intercept]",-0.1411246301251898,0.1265241091521804,-0.39978357526562647,-0.13970463778772185,0.10717364480778103,1.0005178179035505,6238.099968001822,6463.478895916739
