T,OTU,Replicate,group,otu_label,r,K,delta_Ninoc_to_N0_min,cell_carbon_fg,N_inoculation_cells_per_L,N0_cells_per_L,CUE,growth_fgC_h,respiration_fgC_h,B_bp,B_free
22,3,R1,Clade1,Clade1_2070,0.00495185842327357,0.00176561974377964,57.1,1300,42000000,55724546.12062883,0.3511795048171029,386.24495701533897,713.6055516767854,0.2687396255846157,0.3565569919126294
22,3,R2,Clade1,Clade1_2070,0.00506981337880043,0.00191465869908728,63.2,1300,42000000,57863212.723775566,0.34667339340683584,395.44544354643426,745.2404327485556,0.274123421160315,0.37765861502781944
22,3,R3,Clade1,Clade1_2070,0.00472699876910644,0.00205172126724999,76.2,1300,42000000,60211714.384514846,0.3245231136189444,368.705903990303,767.4409173520993,0.302761862684922,0.4340431143454336
22,3,R4,Clade1,Clade1_2070,0.00471494994616285,0.00215175985683285,65.2,1300,42000000,57116003.83848877,0.30237707558816246,367.7660958007026,848.483830174506,0.3355893660529328,0.4563696076103647
22,3,R5,Clade1,Clade1_2070,0.00484619737300939,0.00220287235683986,84.2,1300,42000000,63163047.39845594,0.32489002829375047,378.0033950947325,785.4776667276986,0.30225566590808983,0.45455687981439374
22,4,R1,Clade2,Clade2_2071,0.00321295046366409,0.00216030254332835,50.1,1300,42000000,49335230.30637249,0.20262619771975016,250.61013616579908,986.2000048033116,0.5724040232822638,0.6723734361172544
22,4,R2,Clade2,Clade2_2071,0.00323600243259962,0.00252512421323088,55.1,1300,42000000,50197907.989812516,0.1821991300070385,252.408189742771,1132.9342635006683,0.6528863354050283,0.780322099820654
22,4,R3,Clade2,Clade2_2071,0.00286251083248242,0.00269338855906839,39.1,1300,42000000,46973978.14204457,0.14741167178871964,223.27584493362932,1291.3657178704568,0.8412863087851541,0.9409182066684567
22,4,R4,Clade2,Clade2_2071,0.003413900325157,0.00233672146448605,74.2,1300,42000000,54107944.44101812,0.2149312771392161,266.2842253622465,972.6430676150708,0.5313055663241519,0.6844726681874016
22,4,R5,Clade2,Clade2_2071,0.00311653863321274,0.00234080155635621,66.2,1300,42000000,51623886.17790483,0.19227011383806483,243.09001339059444,1021.2251135840093,0.6110695998708261,0.7510901778692705
22,5,R1,Clade2,Clade2_2072,0.00241896589066869,0.00214398171261614,58.1,1300,42000000,48337687.53042262,0.15887085681241456,188.67933947215823,998.9477889881596,0.7701135283585672,0.8863215975416111
22,5,R2,Clade2,Clade2_2072,0.00225180341937976,0.00246256535036792,68.2,1300,42000000,48971701.529958464,0.1342642191541073,175.64066671162178,1132.5311442011796,0.9379104757475282,1.0935969495268876
22,5,R3,Clade2,Clade2_2072,0.00224763383419903,0.00250809685849794,70.2,1300,42000000,49178351.34958099,0.1324195211691301,175.31543906752458,1148.624094315975,0.9530025620357194,1.1158832103057965
22,5,R4,Clade2,Clade2_2072,0.00141347933266526,0.00451703578981588,75.2,1300,42000000,46710233.0641332,0.04818243032147767,110.25138794789028,2177.9558945051267,2.8734346532269384,3.195685770161596
22,5,R5,Clade2,Clade2_2072,0.00161266582252025,0.00371179241167051,58.1,1300,42000000,46125479.712231725,0.06490027639517934,125.7879341565801,1812.3846152275603,2.0957896538172296,2.30165007519647
22,6,R1,Clade2,Clade2_2073,0.00128221272555842,0.00310729537614202,63.1,1300,42000000,45539370.67026198,0.06110392547316595,100.01259259355744,1536.7495600684415,2.2350370241875077,2.423385226338908
22,6,R2,Clade2,Clade2_2073,0.00149958216089986,0.00266793736325943,56.1,1300,42000000,45686195.18362618,0.08167049441733999,116.96740855018956,1315.2194465027592,1.6355719858475979,1.7791204995786762
22,6,R3,Clade2,Clade2_2073,0.00171836574300963,0.00238827547525977,65.2,1300,42000000,46979299.32186622,0.10479644273053149,134.03252795475174,1144.9472204265603,1.2425434035928276,1.3898528208999483
22,6,R4,Clade2,Clade2_2073,0.00146309773278687,0.00298191687102409,73.2,1300,42000000,46747854.99973073,0.07359171802635793,114.12162315737612,1436.6184087100933,1.8310904472182972,2.0380845409036437
22,6,R5,Clade2,Clade2_2073,0.00118375980132848,0.00351289033961731,68.2,1300,42000000,45531392.66504177,0.0504559144645117,92.3332645036222,1737.6457475419338,2.7374069217309147,2.967570224698416
22,7,R1,Clade3,Clade3_2074,0.00424176765938042,0.00181184606575596,34.1,1300,42000000,48536393.37753777,0.28239899124398826,330.85787743167305,840.7393580053937,0.36962063542031465,0.4271441086003777
