group,n_isolates,E_r_ss,E_r_ss_lo,E_r_ss_hi,E_K_ss,E_K_ss_lo,E_K_ss_hi,dE_ss,dE_ss_lo,dE_ss_hi,P_dE_ss_lt0
Clade1,3,0.9364937837052479,0.7755791017896827,1.1714747813547508,0.9168733203973992,0.799916181327553,1.0281415167944417,-0.019620463307848765,-0.24891251828454797,0.16571404882313134,0.5755
Clade2,3,1.22947124503287,0.8470549561794165,1.6449608041386894,0.7235547271504682,0.504121111754558,1.0240374073936216,-0.5059165178824018,-1.0024551418354641,0.17698245121420508,0.9615
Clade3,3,0.9462592595651507,0.7577252558535025,1.2039662737426362,2.247251303160603,0.8681057407065701,5,1.300992043595453,-0.3358605330360661,4.122913750900687,0.2535
Clade4,3,1.0109993846744525,0.9596046712753032,1.0515848146842155,1.1100600845569704,0.9383535177406828,1.3838905597530684,0.09906069988251787,-0.11323129694353273,0.36208189168922966,0.2545
para,3,0.8664194270015552,0.7814557312155659,0.9791430054630746,2.100252839847246,0.5728030159987808,5,1.233833412845691,-0.2511875019201174,4.161340455673975,0.277
