model,elpd_diff,se_diff,elpd_loo,se_elpd_loo,p_loo,se_p_loo,looic,se_looic
fit_resp_arr,0,0,-309.0590825670537,22.25085063308305,24.161289854420833,1.1008832535988953,618.1181651341074,44.5017012661661
fit_resp_ss,-3.0351083884526897,0.3559918608850243,-312.09419095550624,22.231428827202265,24.565850095420632,1.128420377133664,624.1883819110125,44.46285765440453
