Group,T_C,tax,lo,hi
Clade3,30.5,1.0010945302660124,1.0000045442567698,1.0108335889915065
Clade3,30.75,1.0006846238772913,1.0000013452427023,1.0086716549037669
Clade3,31,1.0007076497253466,1.000000965086838,1.0089771359511523
Clade3,31.25,1.0011975915440612,1.0000022337941505,1.0118857412567084
Clade3,31.5,1.0023362106335227,1.0000059065093179,1.0167141873598395
Clade3,31.75,1.0045322580123457,1.0000227625160671,1.0224566853599826
Clade3,32,1.007600142397039,1.0001569611096954,1.0289935156899481
Clade3,32.25,1.0115167931591955,1.0008111173358494,1.0364507454633034
Clade3,32.5,1.0162937255318205,1.0022523890545896,1.0450067566001229
Clade3,32.75,1.0221491591800127,1.0044960995391872,1.0545935039054537
Clade3,33,1.0290888170731305,1.0075323184385618,1.0652980059597605
Clade3,33.25,1.0368490596363722,1.0114967420194145,1.0772368932507979
Clade3,33.5,1.0457235865124384,1.01645909436415,1.0903663594869253
Clade3,33.75,1.0557357297711767,1.0225291114173412,1.1053991051424674
Clade3,34,1.0670099547370886,1.0295670429333978,1.1219556652591263
Clade3,34.25,1.0795273057383143,1.0376887543943405,1.1400333234529103
Clade3,34.5,1.0935590112126956,1.0465080706216217,1.1597226376104954
Clade3,34.75,1.1088253463965052,1.0567749614888131,1.1809850077567723
Clade3,35,1.1258462496413646,1.0684310385680948,1.203500504750183
Clade3,35.25,1.144622670337715,1.0814518631090495,1.22771234237205
Clade3,35.5,1.1648612214281164,1.0957424812817793,1.254679830674439
Clade3,35.75,1.1866818210312355,1.1114628352999103,1.2831621749011601
Clade3,36,1.210537350791557,1.1289440849710264,1.3130491486665523
Clade3,36.25,1.2361164214854594,1.1478836180531289,1.3450079392120688
Clade3,36.5,1.2643222098626103,1.1679569204265736,1.3794128834135928
Clade3,36.75,1.2947750972133156,1.190269427841204,1.4177066616496485
Clade3,37,1.3280465733053148,1.2143580997760757,1.4588618835031937
Clade3,37.25,1.3626629385996343,1.2406611911877778,1.503107769630061
Clade3,37.5,1.4004490143315929,1.2703247246724865,1.5499194160405518
Clade3,37.75,1.440635686588947,1.3026844585318509,1.5998724017211505
Clade3,38,1.4847135946256595,1.3371405414120585,1.653921224677971
Clade3,38.25,1.5311233949896548,1.3752989107384794,1.7106652276972367
Clade3,38.5,1.5807875720798437,1.415213340828322,1.7698263928614066
Clade3,38.75,1.6342012350946251,1.4568648371327622,1.8385051639891712
Clade3,39,1.6911731147879547,1.5019650441848618,1.908836414598879
Clade3,39.25,1.753440809275165,1.5501085747555947,1.9817208334623184
Clade3,39.5,1.8177813464982178,1.603799147263699,2.0610628514997336
Clade3,39.75,1.8874783369755195,1.6623676981709778,2.141632417043036
Clade3,40,1.9603484480849935,1.7234744542757894,2.2307644045456323
Clade3,40.25,2.0382449503172895,1.7885251746713142,2.3274839878107954
Clade3,40.5,2.121400973938127,1.85731278689135,2.427818788982372
Clade3,40.75,2.210972646220222,1.9297068873723977,2.5402152051820686
Clade3,41,2.30482141133688,2.0075853169738966,2.664234269803245
Clade3,41.25,2.4070726601192067,2.0909623601711638,2.786740237982101
