model,elpd_diff,se_diff,elpd_loo,se_elpd_loo,p_loo,se_p_loo,looic,se_looic
fit_resp_ss,0,0,-70.1026373254184,25.231056037406905,38.48005702932559,1.927397521471626,140.2052746508368,50.46211207481381
fit_resp_arr,-18.032991365582667,7.213112933350335,-88.13562869100122,25.424033952013055,27.02444087326776,1.0904355326051143,176.27125738200243,50.84806790402611
