Group,T,CUE,lo,hi
Clade1,22,0.29099432113862017,0.23401401991125798,0.35497656095407326
Clade1,22.18487394957983,0.2932349046285901,0.2360657387317614,0.35718455493936385
Clade1,22.369747899159663,0.29545932913697254,0.23817283848088208,0.3597368463931962
Clade1,22.554621848739497,0.29769491170596696,0.24006902757276527,0.36220804670176887
Clade1,22.73949579831933,0.2999107667979084,0.2421583028905004,0.36451509418645583
Clade1,22.92436974789916,0.3021106136597823,0.2442853286939161,0.3670312696683677
Clade1,23.10924369747899,0.3043622087526068,0.24617970374382595,0.369314708911564
Clade1,23.294117647058822,0.30668805733857174,0.2481245894233677,0.3717286511506289
Clade1,23.478991596638657,0.30887646602747243,0.25018614553341334,0.37425757799621545
Clade1,23.66386554621849,0.31108320856411953,0.2521467597938041,0.3764576587405018
Clade1,23.84873949579832,0.3132419562209301,0.254059965587232,0.3788259243737002
Clade1,24.03361344537815,0.31543972453255226,0.2561361841351847,0.38114545606370026
Clade1,24.218487394957982,0.3176589465968213,0.2581139823705309,0.383446892834739
Clade1,24.403361344537814,0.3198998796710496,0.259941116511187,0.385806702239748
Clade1,24.58823529411765,0.32212708882632607,0.2616291762043484,0.38822560168212655
Clade1,24.77310924369748,0.324271101998893,0.2636134758694607,0.3905457367765111
Clade1,24.95798319327731,0.326420661961494,0.2654586352004075,0.392891370821487
Clade1,25.142857142857142,0.3285793486315256,0.26744954301607005,0.3951730901210911
Clade1,25.327731092436974,0.3306663335350447,0.2694179444028215,0.39733866486836766
Clade1,25.51260504201681,0.3327380502103342,0.2713817632312459,0.3995109790514394
Clade1,25.69747899159664,0.334827194182985,0.27330968583921783,0.40175272287211006
Clade1,25.88235294117647,0.3368876912792277,0.275085936298331,0.4038928967563085
Clade1,26.067226890756302,0.3389738690193401,0.2768247648047364,0.4060319998711539
Clade1,26.252100840336134,0.34095188513458635,0.2786596533019473,0.4082477811366034
Clade1,26.436974789915965,0.3428827271682233,0.2804639186102323,0.4101644963920349
