variable,mean,sd,q2.5,q50,q97.5,rhat,ess_bulk,ess_tail
b_alpha_GroupClade1,6.695120761092187,0.12800239615059544,6.441387176311755,6.69646311757487,6.9444582425722885,1.000066545432333,6630.549292701556,7521.487387606545
b_alpha_GroupClade2,6.942191706876874,0.130222186481009,6.683422905565625,6.941771621787513,7.197705591012354,1.000483328476728,5811.038194815391,6797.369537884403
b_alpha_GroupClade3,6.511137627508003,0.13021484366042807,6.250252567022646,6.510945162352676,6.771576210266864,0.9999082949140251,6872.907261736092,7215.7703280095075
b_alpha_GroupClade4,6.450986765898414,0.1281813765952979,6.1898180825228835,6.452989613205599,6.702331587204876,1.0000609709499262,6799.971295953069,7051.950813303986
b_alpha_Grouppara,7.935854187475654,0.1351876530687725,7.669168261994422,7.93785164900884,8.200466154963541,1.000167527731815,6579.8930262839085,6325.078744989895
b_E_GroupClade1,0.44233792092477536,0.03617660586459559,0.3720788350257117,0.4422085414034846,0.5140725789089278,1.00039029280194,13921.384849569693,8020.2908564933905
b_E_GroupClade2,0.35235758112404447,0.0407411105182795,0.2731013850901811,0.3521678752848847,0.43310470454412114,1.0006060547868538,13243.559350237587,8176.983793758561
b_E_GroupClade3,0.32903746499283004,0.036281510345149086,0.25891375778920056,0.32885430255258863,0.4001123740764918,1.000621546019957,13369.062126422734,7855.8379441463885
b_E_GroupClade4,0.23804513692729742,0.03712021693965891,0.16648053937453727,0.23790941253461706,0.3122653209804676,1.00012431572759,13462.907536867055,7740.214549938425
b_E_Grouppara,0.28279134522063304,0.047864244993473304,0.18774789141128115,0.2825330349348244,0.3766221134585305,1.0002941618573542,15007.223576172632,7619.996042768575
sd_Isolate__alpha_Intercept,0.19691294898543615,0.059083682201437566,0.11454496237965742,0.18672914974373128,0.34031695750489993,1.0008350223210611,4826.7970805479645,5156.470088429323
sd_Isolate__E_Intercept,0.031938636332927435,0.022761239021595818,0.0014494538846484782,0.028518229073200882,0.08582920611154433,1.0004010809399013,4265.325884159065,5983.384174735985
sigma,0.3098069376134232,0.012137341932622864,0.28527505846362244,0.310160211185579,0.3324325099402406,1.0001677140121878,13454.234774029826,9476.126389370218
nu,18.588087032724374,9.93652144356327,7.4080837411701825,15.958475649935036,44.98993764431059,1.0000375384860312,12504.596676787078,10129.279780253906
"r_Isolate__alpha[Clade1_2068,Intercept]",-0.0356514110353188,0.12629916726806883,-0.284156180558498,-0.03570448476064902,0.21901395275229923,1.000270361791108,6898.87154066656,7802.37637308968
"r_Isolate__alpha[Clade1_2069,Intercept]",0.19581241992578044,0.12757969284981913,-0.04983186580063041,0.19265806071041167,0.45581875610518413,1.0000908906260275,7088.43261235679,7263.072338217118
"r_Isolate__alpha[Clade1_2070,Intercept]",-0.14053751442679754,0.12569352614518842,-0.39059583400534076,-0.13934558570897293,0.10951292234940864,1.0001598464593224,6957.342538274548,7880.549220290211
"r_Isolate__alpha[Clade2_2071,Intercept]",0.0011449107315834642,0.12682385421037276,-0.24701993778736966,-6.597743768059874e-4,0.25120797408738027,1.000104326795433,6137.0301041833645,7473.219350868906
"r_Isolate__alpha[Clade2_2072,Intercept]",-0.019354237886632913,0.13052541803371767,-0.28039379627608746,-0.020242134702182966,0.23990285361367877,1.000058299176705,5893.411173757323,7405.034826810133
"r_Isolate__alpha[Clade2_2073,Intercept]",0.029391584753722354,0.12919308745973496,-0.22725023657460816,0.02892841523177883,0.28352884266675077,1.0001676513408275,6127.220378643831,7685.063737478001
"r_Isolate__alpha[Clade3_2074,Intercept]",0.1062457423303316,0.12904434999707082,-0.14518081810201652,0.10361036446950886,0.36696070399190855,1.0000592461353188,7017.021853734776,7405.569147945261
"r_Isolate__alpha[Clade3_2075,Intercept]",-0.0854102441641017,0.13056050078562897,-0.3580787692015189,-0.08444558937781665,0.1715005010922729,1.000091066730602,7058.296137534468,6834.417348176043
"r_Isolate__alpha[Clade3_2076,Intercept]",-0.01706664109893287,0.1287064745904717,-0.27387517280241935,-0.016585601283790115,0.23825611158629664,0.9999543747977809,7164.963784998799,7722.315131281362
"r_Isolate__alpha[Clade4_2077,Intercept]",-0.009076801781961177,0.12582766820090513,-0.2536531979064093,-0.010915887532878511,0.24290984309377947,1.000119690006557,7198.608813618664,7513.248440774453
"r_Isolate__alpha[Clade4_2078,Intercept]",-0.12556524475977177,0.12692471578375025,-0.3745912646313391,-0.12580709296376075,0.1296993706711804,1.0002407060978227,7015.445032776843,7616.752790217464
"r_Isolate__alpha[Clade4_2079,Intercept]",0.16109826114038434,0.12757696963366827,-0.08475756847804994,0.1580820001132659,0.4239432263782588,1.000325966950645,6918.416765375468,7502.614751316319
"r_Isolate__alpha[para_2051,Intercept]",0.30572893245776883,0.1321659992196933,0.05587382979823093,0.3019054421018561,0.573916285090931,1.0004393827262212,6888.4270701040605,5891.359658150382
"r_Isolate__alpha[para_2052,Intercept]",-0.10218961760717432,0.12960352023481303,-0.3626437765523343,-0.10066369877161913,0.15299436641019984,1.0003719457861018,7456.742969045328,7409.494800867641
"r_Isolate__alpha[para_2053,Intercept]",-0.19151271579134604,0.13092433978320642,-0.4543319216875754,-0.18882080029758763,0.05835904272567604,1.0004753422582244,7304.845378853464,7001.233199884039
"r_Isolate__E[Clade1_2068,Intercept]",0.005587642399382424,0.030555800562010235,-0.0548140041688642,0.002304548277662366,0.07428323233516118,1.0004709407112549,12642.985090270655,8974.608701842193
"r_Isolate__E[Clade1_2069,Intercept]",-0.002870078393309612,0.03135765529526636,-0.0733538531244712,-8.106449084203801e-4,0.06142356158209388,1.0002314185592076,13045.69660776334,9065.465650978551
"r_Isolate__E[Clade1_2070,Intercept]",-0.00566347104285652,0.030906336845803083,-0.07672745354025455,-0.002218658275394391,0.05568699908460767,1.0003575421985216,12089.10062159899,9620.91805351924
"r_Isolate__E[Clade2_2071,Intercept]",-5.067415131681584e-4,0.031077253441289376,-0.06815712146894734,-5.1950579089386824e-5,0.06678670184142878,1.000186233337964,13618.458757828887,8510.511835898964
"r_Isolate__E[Clade2_2072,Intercept]",-0.021441008184269396,0.03667546834238856,-0.11454898223909128,-0.011928193096112089,0.03311468831937971,0.9999634957090465,8502.665621642356,8633.921573230089
"r_Isolate__E[Clade2_2073,Intercept]",0.019375489495737846,0.035146129762617516,-0.03501497649660255,0.011030288458014535,0.10532461626397698,1.000233446656807,10444.87805945209,9282.430447023098
"r_Isolate__E[Clade3_2074,Intercept]",-0.018204115064120768,0.033952002033051064,-0.10102568813764286,-0.010183215212219321,0.0353676847461527,1.0001943228823498,10307.17332043545,9352.81513175962
"r_Isolate__E[Clade3_2075,Intercept]",0.02267681034386396,0.03484662516243858,-0.028508118364417412,0.013785126320340887,0.10839427901086143,1.0002286640804547,9157.467339975788,8734.657738185782
"r_Isolate__E[Clade3_2076,Intercept]",-0.008884498608975477,0.03163728097702237,-0.08221774759099444,-0.003922693219724171,0.050660741764070205,0.9999756986306735,12887.686327278301,9544.856604573031
"r_Isolate__E[Clade4_2077,Intercept]",-0.003490364253250687,0.03071425238711688,-0.07324985483984466,-0.0011278050792539805,0.05822047960693676,1.0000463843470648,13557.846209126954,9509.671755272884
"r_Isolate__E[Clade4_2078,Intercept]",-0.008405836492122369,0.0319216016793247,-0.08337208209151599,-0.003700969467630405,0.05375448078620501,1.0003075345923822,12880.10218148941,8708.425186275123
"r_Isolate__E[Clade4_2079,Intercept]",0.007839094952012123,0.03179914831353387,-0.05428319478344267,0.003391196535670912,0.08227606102750833,1.0001276286249445,13866.231924250622,9662.5233679502835
"r_Isolate__E[para_2051,Intercept]",0.01165376733821785,0.03482593238360197,-0.049983113145592555,0.005089436992528545,0.09712038499105669,1.0003654310677965,12959.831126832953,8983.450229005633
"r_Isolate__E[para_2052,Intercept]",-0.007439483131431762,0.03292217970395303,-0.08271428534110488,-0.0029268356902912335,0.05536095635691642,1.0003024828865223,12999.78117298528,8469.601647962647
"r_Isolate__E[para_2053,Intercept]",-0.008907633533549845,0.03472971199263859,-0.08971033477478342,-0.0032926379569229282,0.05451982091496888,1.0007750725713433,13690.513376831432,9687.181186633215
lprior,-23.671090783781857,0.6364244618846779,-25.387089123850085,-23.536706273781583,-22.883179871980204,1.0001907884266708,11533.60304536262,10010.30505369421
lp__,-334.3560439906087,5.639958191638214,-346.2651222145126,-334.01401726508595,-324.1673641183815,1.0005975035145251,3280.236996847122,5996.023055605163
