Group,Isolate,T,CUE,lo,hi
Clade1,Clade1_2068,22,0.3006736461385516,0.2722681441646505,0.3306156726213656
Clade1,Clade1_2068,22.18487394957983,0.3029132947648494,0.27479627742163326,0.3325463702188963
Clade1,Clade1_2068,22.369747899159663,0.3051683506965719,0.27729578702541985,0.3344154318331653
Clade1,Clade1_2068,22.554621848739497,0.30733994570352613,0.2797813107833461,0.3364431111245154
Clade1,Clade1_2068,22.73949579831933,0.3095894648501373,0.2821405474758805,0.3383488107620757
Clade1,Clade1_2068,22.92436974789916,0.3118312932932461,0.2845011082968304,0.34030815156697314
Clade1,Clade1_2068,23.10924369747899,0.31405599049613325,0.28712962588935315,0.3422717403077656
Clade1,Clade1_2068,23.294117647058822,0.31620173903024673,0.2893692319389583,0.3443320116176263
Clade1,Clade1_2068,23.478991596638657,0.31841561845966737,0.2917711537292368,0.346225788645154
Clade1,Clade1_2068,23.66386554621849,0.3206070252349331,0.2942559942136925,0.3481478970855586
Clade1,Clade1_2068,23.84873949579832,0.3228105140538426,0.29667529011448274,0.35019617931189817
Clade1,Clade1_2068,24.03361344537815,0.32496131865847055,0.29887117487176823,0.35210313126017184
Clade1,Clade1_2068,24.218487394957982,0.327082404344191,0.30116381178213575,0.35396177006061225
Clade1,Clade1_2068,24.403361344537814,0.329235293325909,0.3033353413566895,0.35585039782456057
Clade1,Clade1_2068,24.58823529411765,0.3313742252412121,0.30568633301516174,0.3577640221300346
Clade1,Clade1_2068,24.77310924369748,0.3334888239495005,0.30792091105655256,0.3596717201794612
Clade1,Clade1_2068,24.95798319327731,0.33560727895355624,0.3101993838691016,0.3615240245622527
Clade1,Clade1_2068,25.142857142857142,0.33770646868857734,0.3124669715825141,0.36339067391091695
Clade1,Clade1_2068,25.327731092436974,0.3397766317290293,0.31467295108099924,0.3652203733138332
Clade1,Clade1_2068,25.51260504201681,0.34180549821470596,0.31672259488015464,0.36713946977243284
Clade1,Clade1_2068,25.69747899159664,0.34381246080765304,0.31885905803849673,0.36910623714416063
Clade1,Clade1_2068,25.88235294117647,0.3458482611787763,0.3209504027192652,0.370938097583101
Clade1,Clade1_2068,26.067226890756302,0.347817211191073,0.32299367120595873,0.3728562945686663
Clade1,Clade1_2068,26.252100840336134,0.34977102875639293,0.3250109992631985,0.37472306148622114
Clade1,Clade1_2068,26.436974789915965,0.3517010471391306,0.3270536949141274,0.37653504856822106
Clade1,Clade1_2068,26.6218487394958,0.3536075016604149,0.3290190495015047,0.3782294675395151
Clade1,Clade1_2068,26.80672268907563,0.355445834797652,0.33104358227540337,0.38002555388678483
Clade1,Clade1_2068,26.991596638655462,0.3572861477385204,0.33288101151760474,0.3818572134904272
Clade1,Clade1_2068,27.176470588235293,0.3590600344083169,0.33477536957276766,0.38354586884130804
Clade1,Clade1_2068,27.36134453781513,0.36077990646919855,0.3366808345166637,0.38510947249429034
Clade1,Clade1_2068,27.54621848739496,0.36249846631691807,0.33848862502637916,0.38673689703728165
Clade1,Clade1_2068,27.73109243697479,0.36419956721125524,0.3402240573876423,0.3882076406020375
Clade1,Clade1_2068,27.915966386554622,0.3657865140464866,0.3419287015558215,0.38979081195932713
Clade1,Clade1_2068,28.100840336134453,0.367399676572866,0.34362348490577443,0.39130193311968203
Clade1,Clade1_2068,28.285714285714285,0.36896359944371304,0.3453034537899311,0.3926417107975444
Clade1,Clade1_2068,28.470588235294116,0.37043572190918184,0.3467801408322759,0.3940100165079114
Clade1,Clade1_2068,28.65546218487395,0.3718296466946003,0.3482483014525205,0.3953174970753549
Clade1,Clade1_2068,28.840336134453782,0.3732056762527578,0.34975081565671307,0.3966284217601672
Clade1,Clade1_2068,29.025210084033613,0.3744911488474933,0.35112163054786455,0.39780545440912723
Clade1,Clade1_2068,29.210084033613445,0.37572930494899387,0.3525258854432026,0.3989707041659669
Clade1,Clade1_2068,29.39495798319328,0.37692858354509257,0.35372995382723366,0.39996900302161403
Clade1,Clade1_2068,29.57983193277311,0.3780344139179115,0.354897244834662,0.40102743838141125
Clade1,Clade1_2068,29.764705882352942,0.3790337941898141,0.3560280937357854,0.4019318523806811
Clade1,Clade1_2068,29.949579831932773,0.38002743379064996,0.35710414755037023,0.4028274316224983
Clade1,Clade1_2068,30.134453781512605,0.38093356012021423,0.35811955018236724,0.4036275100600084
Clade1,Clade1_2068,30.319327731092436,0.38177917993318267,0.35901633388390586,0.40434908828800326
Clade1,Clade1_2068,30.504201680672267,0.3825277555563994,0.35981251525233887,0.40501148136458
Clade1,Clade1_2068,30.689075630252102,0.3831689104114822,0.3605084959161372,0.4055318526736044
Clade1,Clade1_2068,30.873949579831933,0.38371722605397446,0.36119198751618364,0.4059843896172234
Clade1,Clade1_2068,31.058823529411764,0.3841662142527241,0.36170780434514765,0.40637920289679574
Clade1,Clade1_2068,31.2436974789916,0.3845455950461938,0.3621694943493713,0.4067647264157333
Clade1,Clade1_2068,31.42857142857143,0.3847942253105499,0.36250663476918354,0.40698821239168326
Clade1,Clade1_2068,31.613445378151262,0.3849757872804561,0.3627960566705072,0.4070397251446737
Clade1,Clade1_2068,31.798319327731093,0.3849913095879627,0.36296056919632014,0.4070417025099377
Clade1,Clade1_2068,31.983193277310924,0.38492359156972605,0.3629932880295008,0.40702890390957247
Clade1,Clade1_2068,32.168067226890756,0.38475665026706896,0.3628892370255306,0.4069304263776962
Clade1,Clade1_2068,32.35294117647059,0.3844734410218396,0.3626099675848944,0.406659286188453
