T,OTU,Replicate,r,K,O2_0,T_end_min,keep,has_curvature,delta_aicc_curv,fit_valid,fit_start_time,fit_end_time,delta_Ninoc_to_N0_min,n0_ramp_factor,N_inoculation_cells_per_L,otu_name,cell_volume_um3,cell_carbon_fg,N0_cells_per_L,C_tot_O2_mg_per_L,biomass_integral_cells_min_per_L,R_O2_mg_cell_min,growth_fgC_h,respiration_fgC_h,growth_C_per_C_h,respiration_C_per_C_h,CUE,resp_over_growth
22,14,R2,0.003050893017095877,3.11467889597124e-4,11.332397760793299,515.81,TRUE,TRUE,723.8744395168142,TRUE,88.2,624.1,0,1,69000000,glab_2049,8,800,69000000,0.39043319613948896,86493315790.8214,4.514027385465565e-12,146.4428648206021,101.66507205480386,0.18305358102575262,0.12708134006850483,0.590238533538499,0.6942302868722714
22,14,R3,0.0035605917704431703,2.3760779869568544e-4,10.091256170616482,498.79999999999995,TRUE,TRUE,787.9849198919401,TRUE,129.4,661.3,0,1,69000000,glab_2049,8,800,69000000,0.32741192089658294,95078623958.79538,3.4435912854447157e-12,170.90840498127218,77.556675284973693,0.21363550622659022,0.09694584410621712,0.6878568400764129,0.45379087876615665
22,14,R4,0.004183522800149357,1.9740457450798614e-4,11.423060727965835,516.86,TRUE,TRUE,952.1286337106276,TRUE,144.4,669.3,0,1,69000000,glab_2049,8,800,69000000,0.36291223252613364,126850880263.11252,2.8609358624345814e-12,200.80909440716914,64.43409083761814,0.2510113680089614,0.08054261354702268,0.7570754144799109,0.3208723739721111
22,14,R5,0.004385740971216568,1.7207030390712055e-4,10.91879614716458,568.05,TRUE,TRUE,1234.1304580290766,TRUE,117.3,685.4,0,1,69000000,glab_2049,8,800,69000000,0.4346035952093802,174275557074.82126,2.493772520393052e-12,210.51556661839527,56.16482606870607,0.2631444582729941,0.0702060325858826,0.7893927427405404,0.26679654607450903
22,15,R1,0.0034992475664871845,3.209371022962781e-4,11.269591679041762,474.69,TRUE,TRUE,543.2272281353653,TRUE,112.3,588,0,1,69000000,glab_2050,8,800,69000000,0.3911576172047311,84097087541.50313,4.6512623521199725e-12,167.96388319138487,104.75588245136505,0.20995485398923108,0.1309448530642063,0.6158845245247448,0.6236809989204759
22,15,R2,0.002105235684480023,4.60915399755436e-4,11.260361644089901,534.9000000000001,TRUE,TRUE,520.5902175415945,TRUE,107.3,643.2,0,1,69000000,glab_2050,8,800,69000000,0.4561736874138314,68290155738.46237,6.6799333297889275e-12,101.0513128550411,150.44567639995276,0.12631414106880137,0.18805709549994096,0.40179929451395835,1.4888047680861727
22,15,R3,0.002540097334350489,4.969741239519285e-4,11.181076715999218,462.64000000000004,TRUE,TRUE,569.5217409326706,TRUE,144.4,607.1,0,1,69000000,glab_2050,8,800,69000000,0.4379917013671307,60810867080.989685,7.202523535535196e-12,121.92467204882347,162.21547006434133,0.15240584006102934,0.20276933758042667,0.4291004823959875,1.3304564805340122
22,15,R4,0.004914196353219008,2.176236587672163e-4,10.763248593620766,463.64000000000004,TRUE,TRUE,831.0550300810191,TRUE,116.3,580,0,1,69000000,glab_2050,8,800,69000000,0.3879881671266245,123015961055.83905,3.1539660690900917e-12,235.8814249545124,71.03372671262157,0.2948517811931405,0.08879215839077696,0.7685558163982029,0.3011416720342426
22,15,R5,0.004432062782402736,3.642713707357339e-4,11.041557393142243,370.3399999999999,TRUE,TRUE,493.2167608421787,TRUE,114.3,563.9,0,1,69000000,glab_2050,8,800,69000000,0.3420944318575689,64799261469.539154,5.279295228054114e-12,212.73901355533133,118.90045937400706,0.26592376694416414,0.14862557421750883,0.6414767569017912,0.5589029364521436
22,16,R1,0.0040984972108449496,0.004111578715286406,10.544995024259538,452.29999999999995,TRUE,TRUE,1166.989554338625,TRUE,37.1,491.4,0,1,14000000,para_2051,38,3800,14000000,5.400899100013334,18390159263.902023,2.93684193949029e-10,934.4573640726485,6614.364998165736,0.24590983265069696,1.7406223679383517,0.1237884956396778,7.078295118076151
22,16,R2,0.005113719055331323,0.002870351704997867,10.650180328832187,478.35,TRUE,TRUE,1824.2599214062984,TRUE,47.1,526.5,0,1,14000000,para_2051,38,3800,14000000,5.91827225990523,28866083377.3103,2.0502512178556196e-10,1165.9279446155415,4617.58248221711,0.30682314331987937,1.2151532847939763,0.20159520059066682,3.9604355513922713
22,16,R3,0.003934400584654146,0.004881462696745014,10.410172676794483,456.28000000000003,TRUE,TRUE,1518.2105437693835,TRUE,56.2,513.5,0,1,14000000,para_2051,38,3800,14000000,6.229134920669307,17865114271.491005,3.486759069103581e-10,897.0433333011451,7852.890151697563,0.23606403507924872,2.0665500399204113,0.10252001741945557,8.754192646188788
