Group,growth_E_eV,growth_E_lo,growth_E_hi,growth_Th_K,growth_Topt_C,growth_Topt_lo,growth_Topt_hi,resp_E_eV,resp_E_lo,resp_E_hi
Clade1,0.9136141548351577,0.7953738811963684,1.0548675867878177,309.9619124903689,35.12605042016807,34.38655462184874,36.05042016806723,0.6538017129149644,0.5912062934301154,0.7157298361783934
Clade2,1.142916641248109,1.0101970135954261,1.2948776814264655,309.2411122989706,34.57142857142857,33.831932773109244,35.3109243697479,0.5524693987414098,0.4842272501362277,0.6195193993182597
Clade3,0.9468457138840922,0.8322911786009546,1.0736487971757362,310.083150399739,35.49579831932773,34.75630252100841,36.42016806722689,0.5998427093923087,0.5412874278997588,0.6602432173762095
Clade4,1.0192203317623605,0.8994710924569406,1.1539593523910312,309.96418984161085,36.23529411764706,35.49579831932773,36.97478991596638,0.62237156245439,0.5613443371448698,0.681595950719244
para,0.8296673722683561,0.6988865418055611,0.9850897909781593,308.9429850380601,33.09243697478992,32.35294117647059,34.016806722689076,0.5508043257666608,0.4775367148417344,0.6279472579879862
