T,OTU,Replicate,n_pts,drawdown
36.0,3,R4,191,6.760000000000001
36.0,3,R5,227,6.17
36.0,4,R1,241,7.49
36.0,4,R2,234,7.01
36.0,4,R3,217,7.789999999999999
36.0,4,R4,202,7.25
36.0,4,R5,197,7.239999999999999
36.0,5,R1,298,7.19
36.0,5,R2,261,6.92
36.0,5,R3,226,7.66
36.0,5,R4,203,6.569999999999999
36.0,5,R5,233,6.84
36.0,6,R1,323,7.11
36.0,6,R2,327,6.43
36.0,6,R3,284,7.02
36.0,6,R4,273,7.17
36.0,6,R5,268,7.260000000000001
36.0,7,R1,215,6.78
36.0,7,R2,197,6.75
36.0,7,R3,166,6.79
36.0,7,R4,196,6.85
36.0,7,R5,210,6.84
36.0,8,R1,245,6.050000000000001
36.0,8,R2,201,7.41
36.0,8,R3,207,7.0600000000000005
36.0,8,R4,203,7.16
36.0,8,R5,213,7.23
36.0,9,R1,218,7.039999999999999
36.0,9,R2,217,7.21
36.0,9,R3,216,6.989999999999999
36.0,9,R4,205,7.24
36.0,9,R5,207,5.829999999999999
36.0,10,R1,228,7.119999999999999
36.0,10,R2,203,7.2
36.0,10,R3,208,7.14
36.0,10,R4,172,7.4399999999999995
36.0,10,R5,223,7.6
36.0,11,R1,218,7.3100000000000005
36.0,11,R2,210,7.44
36.0,11,R3,170,6.09
36.0,11,R4,193,7.16
36.0,11,R5,181,7.31
36.0,12,R1,198,7.64
36.0,12,R2,196,7.3100000000000005
36.0,12,R3,182,7.300000000000001
36.0,12,R4,196,7.100000000000001
36.0,12,R5,193,7.82
36.0,13,R1,371,7.56
36.0,13,R2,355,7.680000000000001
36.0,13,R3,355,7.9399999999999995
36.0,13,R4,362,8.15
36.0,13,R5,359,7.749999999999999
36.0,14,R1,386,5.67
36.0,14,R2,407,6.890000000000001
36.0,14,R3,423,8.260000000000002
36.0,14,R4,311,7.59
36.0,14,R5,369,7.880000000000001
36.0,15,R1,269,7.799999999999999
36.0,15,R2,247,7.72
36.0,15,R3,233,7.92
36.0,15,R4,226,7.840000000000001
36.0,15,R5,262,7.35
36.0,16,R1,255,7.36
36.0,16,R2,226,7.799999999999999
36.0,16,R3,217,7.520000000000001
36.0,16,R4,205,7.620000000000001
36.0,16,R5,255,5.71
36.0,17,R1,204,7.85
36.0,17,R2,200,7.620000000000001
36.0,17,R3,237,7.159999999999999
36.0,17,R4,239,7.0600000000000005
36.0,17,R5,222,7.41
36.0,18,R1,237,7.25
36.0,18,R2,252,7.5200000000000005
36.0,18,R3,224,7.36
36.0,18,R4,245,7.76
36.0,18,R5,218,7.270000000000001
36.0,19,R1,166,6.829999999999999
36.0,19,R2,175,6.85
36.0,19,R3,173,6.75
36.0,19,R4,166,6.879999999999999
36.0,19,R5,165,7.08
36.0,20,R1,436,6.7299999999999995
36.0,20,R2,331,7.07
36.0,20,R3,303,6.800000000000001
36.0,20,R4,330,6.88
36.0,20,R5,387,7.390000000000001
36.0,21,R1,560,6.48
36.0,21,R2,427,5.479999999999999
36.0,21,R3,483,6.129999999999999
36.0,21,R4,423,5.98
36.0,21,R5,497,6.86
36.0,22,R1,296,5.92
36.0,22,R2,273,5.9
36.0,22,R3,259,5.1000000000000005
36.0,22,R4,248,5.7299999999999995
36.0,22,R5,268,5.84
36.0,23,R1,266,5.7700000000000005
36.0,23,R2,261,5.460000000000001
36.0,23,R3,277,5.780000000000001
36.0,23,R4,297,5.9
36.0,23,R5,312,5.5200000000000005
38.0,1,R1,194,6.44
38.0,1,R2,197,6.7299999999999995
38.0,1,R3,193,6.69
38.0,1,R4,184,6.76
38.0,1,R5,143,6.6899999999999995
38.0,2,R1,196,6.61
38.0,2,R2,171,6.75
38.0,2,R3,180,6.609999999999999
38.0,2,R4,203,5.69
38.0,2,R5,172,6.909999999999999
38.0,3,R1,200,7.13
38.0,3,R2,154,7.119999999999999
38.0,3,R3,156,6.6599999999999975
38.0,3,R4,202,5.56
38.0,3,R5,179,6.6899999999999995
38.0,4,R1,286,6.75
38.0,4,R2,298,6.8500000000000005
38.0,4,R3,285,6.919999999999999
38.0,4,R4,251,6.74
38.0,4,R5,263,7.449999999999999
38.0,5,R1,293,7.210000000000001
38.0,5,R2,258,7.170000000000001
38.0,5,R3,282,7.120000000000001
38.0,5,R4,258,7.05
38.0,5,R5,258,6.84
38.0,6,R1,305,6.92
38.0,6,R2,270,6.91
38.0,6,R3,268,6.870000000000001
38.0,6,R4,244,5.249999999999998
38.0,6,R5,285,6.91
38.0,7,R1,241,7.210000000000001
38.0,7,R2,234,7.299999999999999
38.0,7,R3,242,7.470000000000001
38.0,7,R4,224,7.0
38.0,7,R5,227,7.290000000000001
38.0,8,R1,221,7.49
38.0,8,R2,211,7.6
38.0,8,R3,219,7.039999999999999
38.0,8,R4,199,7.08
38.0,8,R5,201,7.239999999999999
38.0,9,R1,220,7.3500000000000005
38.0,9,R2,216,7.390000000000001
38.0,9,R3,208,7.6000000000000005
38.0,9,R4,233,7.220000000000001
38.0,9,R5,203,7.58
38.0,10,R1,213,6.9399999999999995
38.0,10,R2,210,7.11
38.0,10,R3,202,6.58
38.0,10,R4,191,6.4399999999999995
38.0,10,R5,197,6.4799999999999995
38.0,11,R1,194,6.45
38.0,11,R2,201,6.51
38.0,11,R3,190,6.729999999999998
38.0,11,R4,203,6.91
38.0,11,R5,199,6.819999999999999
38.0,12,R1,186,6.910000000000001
38.0,12,R2,174,6.970000000000001
38.0,12,R3,182,6.609999999999999
38.0,12,R4,169,6.52
38.0,12,R5,175,6.6
38.0,13,R1,439,7.63
38.0,13,R2,443,7.369999999999999
38.0,13,R3,423,7.6499999999999995
38.0,13,R4,448,7.449999999999999
38.0,13,R5,493,7.08
38.0,14,R1,366,7.46
38.0,14,R2,312,7.51
38.0,14,R3,362,7.299999999999999
38.0,14,R4,303,8.33
38.0,14,R5,323,7.440000000000001
38.0,15,R1,288,7.590000000000001
38.0,15,R2,285,7.32
38.0,15,R3,273,7.63
38.0,15,R4,238,7.3100000000000005
38.0,15,R5,272,7.52
38.0,16,R1,251,7.170000000000001
38.0,16,R2,220,6.25
38.0,16,R3,259,6.82
38.0,16,R4,253,5.91
38.0,16,R5,278,6.83
38.0,17,R1,230,7.27
38.0,17,R2,257,5.84
38.0,17,R3,223,6.76
38.0,17,R4,237,6.8100000000000005
38.0,17,R5,245,6.97
38.0,18,R1,329,7.04
38.0,18,R2,327,7.07
38.0,18,R3,348,6.99
38.0,18,R4,278,5.909999999999999
38.0,18,R5,299,7.5200000000000005
38.0,19,R1,204,7.1899999999999995
38.0,19,R2,199,6.91
38.0,19,R3,188,6.96
38.0,19,R4,199,7.1000000000000005
38.0,19,R5,196,7.26
38.0,20,R1,602,7.279999999999999
38.0,20,R2,524,6.56
38.0,20,R3,535,7.029999999999999
38.0,20,R4,529,6.31
38.0,20,R5,538,6.0600000000000005
38.0,21,R1,238,1.299999999999999
38.0,21,R2,93,0.5500000000000007
38.0,21,R3,543,2.7399999999999993
38.0,21,R4,587,4.11
38.0,21,R5,486,3.580000000000001
38.0,22,R1,589,6.359999999999999
38.0,22,R2,534,6.4
38.0,22,R3,541,4.52
38.0,22,R4,705,5.039999999999999
38.0,22,R5,588,6.87
38.0,23,R1,498,6.5600000000000005
38.0,23,R2,463,6.619999999999999
38.0,23,R3,444,6.619999999999999
38.0,23,R4,444,6.76
38.0,23,R5,450,6.12
40.0,1,R1,208,7.48
40.0,1,R2,216,6.750000000000001
40.0,1,R3,219,7.09
40.0,1,R4,226,6.1
40.0,1,R5,189,5.68
40.0,2,R1,223,5.37
40.0,2,R2,192,7.4399999999999995
40.0,2,R3,197,6.73
40.0,2,R4,211,5.59
40.0,2,R5,185,6.41
40.0,3,R1,213,7.22
40.0,3,R2,193,6.23
40.0,3,R3,173,6.58
40.0,3,R4,172,7.03
40.0,3,R5,215,5.5600000000000005
40.0,4,R1,262,7.859999999999999
40.0,4,R2,311,7.5
40.0,4,R3,297,7.06
40.0,4,R4,298,6.72
40.0,4,R5,288,7.109999999999999
40.0,5,R1,348,7.610000000000001
40.0,5,R2,304,7.13
40.0,5,R3,303,7.430000000000001
40.0,5,R4,320,7.36
40.0,5,R5,266,7.29
40.0,6,R1,368,6.490000000000001
40.0,6,R2,194,4.660000000000001
40.0,6,R3,272,7.4399999999999995
40.0,6,R4,239,7.420000000000001
40.0,6,R5,266,6.06
40.0,7,R1,225,6.76
40.0,7,R2,214,6.83
40.0,7,R3,228,6.49
40.0,7,R4,232,6.529999999999999
40.0,7,R5,207,6.63
40.0,8,R1,229,6.890000000000001
40.0,8,R2,219,6.680000000000001
40.0,8,R3,208,6.750000000000001
40.0,8,R4,217,6.73
40.0,8,R5,189,5.52
40.0,9,R1,273,7.24
40.0,9,R2,248,7.18
40.0,9,R3,217,7.159999999999999
40.0,9,R4,253,7.059999999999999
40.0,9,R5,271,5.21
40.0,10,R1,209,7.32
40.0,10,R2,209,6.99
40.0,10,R3,213,7.199999999999999
40.0,10,R4,210,7.129999999999997
40.0,10,R5,201,6.869999999999999
40.0,11,R1,212,6.890000000000001
40.0,11,R2,212,7.069999999999999
40.0,11,R3,190,7.2299999999999995
40.0,11,R4,197,7.260000000000001
40.0,11,R5,207,6.969999999999997
40.0,12,R1,214,7.029999999999999
40.0,12,R2,205,7.15
40.0,12,R3,205,6.989999999999999
40.0,12,R4,206,6.84
40.0,12,R5,205,6.9
40.0,13,R1,715,7.279999999999999
40.0,13,R2,685,7.359999999999999
40.0,13,R3,727,5.66
40.0,13,R4,734,7.39
40.0,13,R5,718,6.82
40.0,14,R1,441,7.67
40.0,14,R2,420,7.52
40.0,14,R3,494,5.29
40.0,14,R4,500,7.8100000000000005
40.0,14,R5,511,6.4099999999999975
40.0,15,R1,281,7.74
40.0,15,R2,256,7.95
40.0,15,R3,305,7.960000000000001
40.0,15,R4,307,6.840000000000001
40.0,15,R5,297,7.43
40.0,16,R1,490,6.629999999999999
40.0,16,R2,206,2.370000000000001
40.0,16,R3,212,2.24
40.0,16,R4,486,5.930000000000001
40.0,16,R5,191,2.6900000000000004
40.0,17,R1,343,6.17
40.0,17,R2,256,4.29
40.0,17,R3,300,6.33
40.0,17,R4,281,5.59
40.0,17,R5,257,6.15
40.0,18,R1,214,1.71
40.0,18,R2,309,3.0599999999999996
40.0,18,R3,502,5.710000000000001
40.0,18,R4,775,5.5
40.0,18,R5,849,5.9499999999999975
40.0,19,R1,206,6.41
40.0,19,R2,197,6.709999999999999
40.0,19,R3,222,6.879999999999999
40.0,19,R4,216,6.9799999999999995
40.0,19,R5,208,7.01
40.0,20,R1,79,0.41999999999999993
40.0,20,R2,299,1.1799999999999997
40.0,20,R3,266,1.0099999999999998
40.0,20,R4,188,0.7699999999999996
40.0,20,R5,174,0.6999999999999993
40.0,21,R1,164,0.5400000000000009
40.0,21,R2,190,0.629999999999999
40.0,21,R3,176,0.5899999999999999
40.0,21,R4,97,0.33999999999999986
40.0,21,R5,177,0.7300000000000004
40.0,22,R1,151,0.4900000000000002
40.0,22,R2,335,1.0299999999999994
40.0,22,R3,105,0.41999999999999993
40.0,22,R4,188,0.7599999999999998
40.0,22,R5,401,1.2000000000000002
40.0,23,R1,486,1.950000000000001
40.0,23,R2,521,2.42
40.0,23,R3,440,2.1000000000000005
40.0,23,R4,637,2.8099999999999996
40.0,23,R5,164,0.6299999999999999
42.0,1,R1,205,6.77
42.0,1,R2,172,6.040000000000001
42.0,1,R3,182,6.670000000000001
42.0,1,R4,184,6.14
42.0,1,R5,167,6.470000000000001
42.0,2,R1,195,5.98
42.0,2,R2,212,6.679999999999998
42.0,2,R3,197,5.38
42.0,2,R4,210,5.55
42.0,2,R5,163,5.7700000000000005
42.0,3,R1,214,6.7299999999999995
42.0,3,R2,187,6.879999999999997
42.0,3,R3,178,6.89
42.0,3,R4,161,6.680000000000001
42.0,3,R5,169,6.74
42.0,4,R1,383,6.82
42.0,4,R2,390,5.39
42.0,4,R3,350,6.37
42.0,4,R4,313,5.970000000000001
42.0,4,R5,222,6.029999999999999
42.0,5,R1,524,6.59
42.0,5,R2,379,5.459999999999997
42.0,5,R3,314,6.3
42.0,5,R4,295,5.59
42.0,5,R5,354,6.67
42.0,6,R1,558,5.35
42.0,6,R2,333,6.969999999999999
42.0,6,R3,297,5.07
42.0,6,R4,290,6.3100000000000005
42.0,6,R5,320,6.040000000000001
42.0,7,R1,265,6.839999999999998
42.0,7,R2,173,4.74
42.0,7,R3,203,5.930000000000001
42.0,7,R4,227,6.89
42.0,7,R5,215,6.789999999999999
42.0,8,R1,247,7.000000000000001
42.0,8,R2,220,7.119999999999999
42.0,8,R3,215,7.36
42.0,8,R4,203,7.01
42.0,8,R5,238,7.33
42.0,9,R1,289,6.92
42.0,9,R2,253,7.460000000000001
42.0,9,R3,235,6.950000000000001
42.0,9,R4,213,7.519999999999998
42.0,9,R5,263,7.65
42.0,10,R1,242,6.919999999999999
42.0,10,R2,200,6.3100000000000005
42.0,10,R3,201,7.17
42.0,10,R4,169,5.890000000000001
42.0,10,R5,187,6.619999999999999
42.0,11,R1,216,6.359999999999999
42.0,11,R2,187,6.51
42.0,11,R3,175,6.34
42.0,11,R4,198,7.01
42.0,11,R5,242,4.99
42.0,12,R1,273,6.46
42.0,12,R2,171,6.15
42.0,12,R3,211,5.66
42.0,12,R4,183,6.229999999999998
42.0,12,R5,197,6.42
42.0,13,R1,897,3.910000000000001
42.0,13,R2,897,3.9000000000000004
42.0,13,R3,897,3.84
42.0,13,R4,897,3.6999999999999993
42.0,13,R5,897,3.8499999999999996
42.0,14,R1,453,6.5
42.0,14,R2,421,5.8
42.0,14,R3,363,7.299999999999999
42.0,14,R4,416,7.499999999999999
42.0,14,R5,423,7.640000000000001
42.0,15,R1,326,7.73
42.0,15,R2,292,7.51
42.0,15,R3,332,6.0
42.0,15,R4,339,7.1899999999999995
42.0,15,R5,322,7.380000000000001
42.0,16,R1,117,0.9699999999999998
42.0,16,R2,232,1.3699999999999992
42.0,16,R3,126,1.4100000000000001
42.0,16,R4,307,1.950000000000001
42.0,16,R5,117,1.1100000000000003
42.0,17,R1,64,0.7500000000000009
42.0,17,R2,226,3.329999999999999
42.0,17,R3,151,2.42
42.0,17,R4,303,5.0
42.0,17,R5,235,4.55
42.0,18,R1,42,0.23000000000000043
42.0,18,R2,58,0.2699999999999996
42.0,18,R3,194,1.2600000000000007
42.0,18,R4,147,1.1799999999999988
42.0,18,R5,112,0.620000000000001
42.0,19,R1,178,5.01
42.0,19,R2,187,7.029999999999999
42.0,19,R3,184,6.6
42.0,19,R4,191,7.040000000000001
42.0,19,R5,221,5.61
42.0,20,R1,127,0.33000000000000007
42.0,20,R2,198,0.5899999999999999
42.0,20,R3,134,0.35999999999999943
42.0,20,R4,130,0.33999999999999986
42.0,20,R5,143,0.3899999999999988
42.0,21,R1,357,0.6999999999999993
42.0,21,R2,331,0.6199999999999992
42.0,21,R3,126,0.23000000000000043
42.0,21,R4,369,0.7299999999999986
42.0,21,R5,276,0.5700000000000003
42.0,22,R1,89,0.2599999999999998
42.0,22,R2,86,0.22000000000000064
42.0,22,R3,126,0.3699999999999992
42.0,22,R4,185,0.3699999999999992
42.0,22,R5,133,0.40999999999999925
42.0,23,R1,305,0.3700000000000001
42.0,23,R2,209,0.39000000000000057
42.0,23,R3,72,0.1200000000000001
42.0,23,R4,183,0.4800000000000004
42.0,23,R5,96,0.35999999999999943
44.0,1,R1,313,6.5
44.0,1,R2,265,5.9
44.0,1,R3,247,5.82
44.0,1,R4,280,6.29
44.0,1,R5,209,6.49
44.0,2,R1,319,5.5
44.0,2,R2,257,5.999999999999998
44.0,2,R3,236,5.59
44.0,2,R4,242,5.42
44.0,2,R5,212,6.570000000000001
44.0,3,R1,316,5.22
44.0,3,R2,259,6.92
44.0,3,R3,199,7.039999999999999
44.0,3,R4,253,5.02
44.0,3,R5,236,6.36
44.0,4,R1,253,2.0
44.0,4,R2,235,1.96
44.0,4,R3,262,3.9499999999999993
44.0,4,R4,481,4.7
44.0,4,R5,331,4.140000000000001
44.0,5,R1,219,1.3999999999999995
44.0,5,R2,256,2.4599999999999973
44.0,5,R3,303,3.709999999999999
44.0,5,R4,255,3.3100000000000005
44.0,5,R5,263,3.6799999999999997
44.0,6,R1,179,0.8399999999999999
44.0,6,R2,120,1.3399999999999999
44.0,6,R3,114,1.0699999999999994
44.0,6,R4,327,1.8099999999999996
44.0,6,R5,217,2.169999999999999
44.0,7,R1,364,6.859999999999999
44.0,7,R2,175,2.87
44.0,7,R3,272,6.229999999999997
44.0,7,R4,237,5.86
44.0,7,R5,267,6.3999999999999995
44.0,8,R1,405,6.630000000000001
44.0,8,R2,413,5.21
44.0,8,R3,293,6.530000000000001
44.0,8,R4,313,6.760000000000001
44.0,8,R5,268,5.65
44.0,9,R1,405,6.73
44.0,9,R2,321,6.909999999999999
44.0,9,R3,297,6.9399999999999995
44.0,9,R4,288,7.110000000000001
44.0,9,R5,292,6.129999999999999
44.0,10,R1,295,6.79
44.0,10,R2,251,6.63
44.0,10,R3,236,6.65
44.0,10,R4,210,6.359999999999999
44.0,10,R5,231,6.67
44.0,11,R1,330,4.93
44.0,11,R2,258,7.11
44.0,11,R3,231,6.47
44.0,11,R4,232,6.8500000000000005
44.0,11,R5,241,6.76
44.0,12,R1,114,1.219999999999997
44.0,12,R2,374,5.750000000000001
44.0,12,R3,349,6.969999999999999
44.0,12,R4,276,6.82
44.0,12,R5,182,3.76
44.0,13,R1,171,0.5300000000000011
44.0,13,R2,266,0.9299999999999997
44.0,13,R3,193,0.620000000000001
44.0,13,R4,226,0.7400000000000002
44.0,13,R5,276,0.9500000000000011
44.0,14,R1,897,6.890000000000001
44.0,14,R2,897,4.700000000000001
44.0,14,R3,897,5.57
44.0,14,R4,897,6.640000000000001
44.0,14,R5,897,6.450000000000001
44.0,15,R1,657,7.759999999999999
44.0,15,R2,533,7.42
44.0,15,R3,577,8.34
44.0,15,R4,556,7.120000000000001
44.0,15,R5,592,7.3999999999999995
44.0,16,R1,212,0.5800000000000001
44.0,16,R2,118,1.08
44.0,16,R3,128,0.759999999999998
44.0,16,R4,40,0.14999999999999947
44.0,16,R5,293,0.8899999999999988
44.0,17,R1,95,0.9900000000000002
44.0,17,R2,106,0.9100000000000001
44.0,17,R3,138,1.0099999999999998
44.0,17,R4,141,1.5299999999999994
44.0,17,R5,35,0.2999999999999998
44.0,18,R1,70,0.5399999999999991
44.0,18,R2,87,0.33000000000000007
44.0,18,R3,125,0.8800000000000008
44.0,18,R4,87,0.40000000000000036
44.0,18,R5,114,0.35999999999999943
44.0,19,R1,236,6.53
44.0,19,R2,285,6.960000000000001
44.0,19,R3,243,6.85
44.0,19,R4,265,6.640000000000001
44.0,19,R5,295,6.7700000000000005
44.0,20,R1,419,0.9299999999999997
44.0,20,R2,259,0.5399999999999991
44.0,20,R3,867,1.7299999999999995
44.0,20,R4,63,0.10999999999999943
44.0,20,R5,137,0.25
44.0,21,R1,158,0.35999999999999943
44.0,21,R2,153,0.5600000000000005
44.0,21,R3,289,0.6300000000000008
44.0,21,R4,170,0.34999999999999964
44.0,21,R5,423,0.8699999999999992
44.0,22,R1,243,0.35999999999999943
44.0,22,R2,583,0.96
44.0,22,R3,242,0.3799999999999999
44.0,22,R4,263,0.3899999999999997
44.0,22,R5,399,0.5600000000000005
44.0,23,R1,308,0.5299999999999994
44.0,23,R2,101,0.39999999999999947
44.0,23,R3,316,0.5099999999999998
44.0,23,R4,427,0.6600000000000001
44.0,23,R5,290,0.46999999999999975
