model,elpd_diff,se_diff,elpd_loo,se_elpd_loo,p_loo,se_p_loo,looic,se_looic
fit_resp_arr,0,0,-309.0257753772892,22.25229076911897,24.191408118208273,1.1050897637717119,618.0515507545784,44.50458153823794
fit_resp_ss,-3.06103867642196,0.34367173677503393,-312.08681405371146,22.220728715247894,24.442395529107408,1.1246805077441153,624.1736281074229,44.44145743049579
