curve_code,series_id,T,OTU,Replicate,n_points_total,n_points_trimmed,peak_time_raw,peak_time,main_run_start_time,main_run_end_time,steepest_drop_time,chosen_end_time,fit_duration_min,delta_Ninoc_to_N0_min,start_shift_points,start_shift_time,end_reason,main_run_duration,main_run_drop,main_run_score
C001,T=22 | OTU=1 | Rep=R1,22,1,R1,1384,600,53.12,53.12,54.12,756.22,647.93,653.95,600.83,53.12,1,1,hybrid_slope_flatten,702.1,8.549230360008359,6002.414635761869
C689,T=32 | OTU=23 | Rep=R4,32,23,R4,1434,239,84.23,84.23,85.23,408.32,322.95,322.95,238.71999999999997,84.23,1,1,hybrid_drop_fraction,323.09,6.988628488353287,2257.955978302063
C690,T=32 | OTU=23 | Rep=R5,32,23,R5,1434,233,86.25,86.25,87.25,352.08,316.95,318.95,232.7,86.25,1,1,hybrid_drop_fraction,264.83,6.8460804138449065,1813.0474759985466
C691,T=34 | OTU=1 | Rep=R1,34,1,R1,1384,217,51.12,51.12,52.12,324.9,257.73,267.75,216.63,51.12,1,1,hybrid_drop_fraction,272.78,6.976596799626227,1903.076075002042
C692,T=34 | OTU=1 | Rep=R2,34,1,R2,1384,194,70.18,70.18,70.18,348.98,261.73,263.73,193.55,70.18,0,0,hybrid_drop_fraction,278.8,7.6686258510946805,2138.012887285197
C693,T=34 | OTU=1 | Rep=R3,34,1,R3,1384,172,76.2,76.2,76.2,263.73,246.73,247.73,171.52999999999997,76.2,0,0,hybrid_drop_fraction,187.53000000000003,8.002788951560282,1500.7630120861
C694,T=34 | OTU=1 | Rep=R4,34,1,R4,1384,168,74.2,74.2,74.2,258.73,241.72,241.72,167.51999999999998,74.2,0,0,hybrid_drop_fraction,184.53000000000003,7.709785708350752,1422.6867567619645
C695,T=34 | OTU=1 | Rep=R5,34,1,R5,1384,162,70.18,70.18,70.18,325.9,224.68,231.7,161.51999999999998,70.18,0,0,hybrid_drop_fraction,255.71999999999997,7.6646869874252275,1960.013756424379
C696,T=34 | OTU=2 | Rep=R1,34,2,R1,1384,195,69.18,69.18,128.35,352,260.73,263.73,194.55,69.18,59,59.16999999999999,hybrid_drop_fraction,223.65,8.035093453308352,1797.0486508324132
C697,T=34 | OTU=2 | Rep=R2,34,2,R2,1384,175,79.22,79.22,79.22,320.9,247.73,253.73,174.51,79.22,0,0,hybrid_drop_fraction,241.67999999999998,8.059201507831766,1947.747820412781
C698,T=34 | OTU=2 | Rep=R3,34,2,R3,1384,170,86.22,86.22,86.22,231.7,251.73,255.73,169.51,86.22,0,0,hybrid_drop_fraction,145.48,5.5660338185431755,809.7465999216611
C699,T=34 | OTU=2 | Rep=R4,34,2,R4,1384,146,85.22,85.22,85.22,238.72,227.68,230.68,145.46,85.22,0,0,hybrid_drop_fraction,153.5,7.466940676894342,1146.1753939032815
C700,T=34 | OTU=2 | Rep=R5,34,2,R5,1384,148,78.22,78.22,78.22,237.72,223.68,225.68,147.46,78.22,0,0,hybrid_drop_fraction,159.5,7.815726964509395,1246.6084508392485
C701,T=34 | OTU=3 | Rep=R1,34,3,R1,1384,204,73.2,73.2,73.2,360.03,272.75,276.77,203.57,73.2,0,0,hybrid_drop_fraction,286.83,8.290434421182828,2377.9453050278707
C702,T=34 | OTU=3 | Rep=R2,34,3,R2,1384,198,82.22,82.22,82.22,368.07,275.77,279.78,197.55999999999997,82.22,0,0,hybrid_drop_fraction,285.85,7.8568050163815215,2245.8677139326583
C703,T=34 | OTU=3 | Rep=R3,34,3,R3,1384,193,84.22,84.22,85.22,295.85,276.77,276.77,192.54999999999998,84.22,1,1,hybrid_drop_fraction,210.63000000000002,8.262104030670836,1740.2469719801984
C704,T=34 | OTU=3 | Rep=R4,34,3,R4,1384,172,87.22,87.22,87.22,276.77,255.73,258.73,171.51000000000002,87.22,0,0,hybrid_drop_fraction,189.54999999999998,7.7604508636810285,1470.9934612107388
C705,T=34 | OTU=3 | Rep=R5,34,3,R5,1384,179,80.22,80.22,80.22,273.77,254.73,258.73,178.51000000000002,80.22,0,0,hybrid_drop_fraction,193.54999999999998,7.630521977785948,1476.8875288004701
C706,T=34 | OTU=4 | Rep=R1,34,4,R1,1349,257,68.18,68.18,128.38,450.5,315,325.03,256.84999999999997,68.18,60,60.19999999999999,hybrid_drop_fraction,322.12,7.833067834478302,2523.1878108421506
C707,T=34 | OTU=4 | Rep=R2,34,4,R2,1349,226,61.15,61.15,61.15,335.07,283.87,286.9,225.74999999999997,61.15,0,0,hybrid_drop_fraction,273.92,7.637022571157209,2091.9332226913825
C708,T=34 | OTU=4 | Rep=R3,34,4,R3,1349,210,72.18,72.18,72.18,338.07,275.83,281.87,209.69,72.18,0,0,hybrid_drop_fraction,265.89,7.504701041348454,1995.4249598841404
C709,T=34 | OTU=4 | Rep=R4,34,4,R4,1349,195,79.22,79.22,80.23,305.97,253.77,273.83,194.60999999999999,79.22,1,1.0100000000000051,hybrid_drop_fraction,225.74,8.217170355602727,1854.9440360737597
C710,T=34 | OTU=4 | Rep=R5,34,4,R5,1349,194,70.18,70.18,71.18,309.98,248.75,263.8,193.62,70.18,1,1,hybrid_drop_fraction,238.8,8.142552064496284,1944.4414330017128
C711,T=34 | OTU=5 | Rep=R1,34,5,R1,1349,377,44.08,44.08,44.08,461.55,417.35,421.37,377.29,44.08,0,0,hybrid_drop_fraction,417.47,6.801945736079679,2839.6082864411837
C712,T=34 | OTU=5 | Rep=R2,34,5,R2,1349,249,79.22,79.22,79.22,362.17,431.4,328.05,248.83,79.22,0,0,hybrid_drop_fraction,282.95000000000005,7.26950525772746,2056.906512673985
C713,T=34 | OTU=5 | Rep=R3,34,5,R3,1349,227,84.23,84.23,84.23,348.12,302.97,310.98,226.75,84.23,0,0,hybrid_drop_fraction,263.89,7.9769528190358985,2105.038079415383
C714,T=34 | OTU=5 | Rep=R4,34,5,R4,1349,255,82.23,82.23,82.23,400.28,301.97,337.07,254.83999999999997,82.23,0,0,hybrid_slope_flatten,318.04999999999995,7.699950617130908,2448.969293778485
C715,T=34 | OTU=5 | Rep=R5,34,5,R5,1349,225,79.22,79.22,80.23,362.17,295.93,303.97,224.75000000000003,79.22,1,1.0100000000000051,hybrid_drop_fraction,281.94,7.901727961953516,2227.8131815931742
C716,T=34 | OTU=6 | Rep=R1,34,6,R1,1349,384,65.17,65.17,153.48,515.73,411.32,449.48,384.31,65.17,88,88.30999999999999,hybrid_drop_fraction,362.25,7.149227028119527,2589.8074909362986
C717,T=34 | OTU=6 | Rep=R2,34,6,R2,1349,362,85.23,85.23,85.23,506.7,415.35,447.48,362.25,85.23,0,0,hybrid_drop_fraction,421.46999999999997,8.00572604938546,3374.17335803449
C718,T=34 | OTU=6 | Rep=R3,34,6,R3,1349,389,88.23,88.23,88.23,527.78,438.43,477.62,389.39,88.23,0,0,hybrid_drop_fraction,439.54999999999995,6.505259474809044,2859.386802152315
C719,T=34 | OTU=6 | Rep=R4,34,6,R4,1349,362,91.25,91.25,91.25,528.78,449.48,453.52,362.27,91.25,0,0,hybrid_drop_fraction,437.53,7.793811091392036,3410.0261668167573
C720,T=34 | OTU=6 | Rep=R5,34,6,R5,1349,331,66.17,66.17,67.17,520.77,367.18,397.27,331.09999999999997,66.17,1,1,hybrid_drop_fraction,453.59999999999997,7.9504780025277615,3606.3368219465924
C721,T=34 | OTU=7 | Rep=R1,34,7,R1,1426,245,58.17,58.17,58.17,385.3,295.93,302.97,244.8,58.17,0,0,hybrid_drop_fraction,327.13,8.481493572148505,2774.5509922569404
C722,T=34 | OTU=7 | Rep=R2,34,7,R2,1426,242,62.18,62.18,62.18,388.3,297.95,303.98,241.8,62.18,0,0,hybrid_drop_fraction,326.12,8.271621788163102,2697.541297555751
C723,T=34 | OTU=7 | Rep=R3,34,7,R3,1426,220,65.2,65.2,66.2,353.18,279.87,284.9,219.7,65.2,1,1,hybrid_drop_fraction,286.98,8.496381878738159,2438.291671560277
C724,T=34 | OTU=7 | Rep=R4,34,7,R4,1426,230,65.2,65.2,65.2,418.4,277.87,294.93,229.73000000000002,65.2,0,0,hybrid_drop_fraction,353.2,8.814713708263385,3113.3568817586274
C725,T=34 | OTU=7 | Rep=R5,34,7,R5,1426,231,60.17,60.17,61.18,387.3,270.85,290.92,230.75,60.17,1,1.009999999999998,hybrid_drop_fraction,326.12,8.3981029447674,2738.7893323475446
C726,T=34 | OTU=8 | Rep=R1,34,8,R1,1426,227,63.18,63.18,64.18,384.3,270.85,289.92,226.74,63.18,1,1.000000000000007,hybrid_drop_fraction,320.12,8.719105573752275,2791.1600762695784
C727,T=34 | OTU=8 | Rep=R2,34,8,R2,1426,238,70.22,70.22,71.22,387.3,310,308,237.78,70.22,1,1,hybrid_drop_fraction,316.08000000000004,8.463696468374055,2675.205179723672
C728,T=34 | OTU=8 | Rep=R3,34,8,R3,1426,221,74.23,74.23,75.23,370.27,279.87,294.93,220.7,74.23,1,1,hybrid_drop_fraction,295.03999999999996,8.488139836315845,2504.3407773066265
C729,T=34 | OTU=8 | Rep=R4,34,8,R4,1426,211,73.23,73.23,73.23,385.3,283.9,283.9,210.66999999999996,73.23,0,0,hybrid_drop_fraction,312.07,8.36047801182222,2609.0543731493603
C730,T=34 | OTU=8 | Rep=R5,34,8,R5,1426,196,68.2,68.2,68.2,296.93,259.8,263.82,195.62,68.2,0,0,hybrid_drop_fraction,228.73000000000002,8.612143817530827,1969.8556553838262
C731,T=34 | OTU=9 | Rep=R1,34,9,R1,1426,246,62.18,62.18,62.18,385.3,311,308,245.82,62.18,0,0,hybrid_drop_fraction,323.12,8.64094869621636,2792.0633427214307
C732,T=34 | OTU=9 | Rep=R2,34,9,R2,1426,235,70.22,70.22,71.22,387.3,302.97,304.98,234.76000000000002,70.22,1,1,hybrid_drop_fraction,316.08000000000004,9.112634532264723,2880.321522958234
C733,T=34 | OTU=9 | Rep=R3,34,9,R3,1426,232,79.25,79.25,80.25,366.25,312,311,231.75,79.25,1,1,hybrid_drop_fraction,286,8.232579566073115,2354.517755896911
C734,T=34 | OTU=9 | Rep=R4,34,9,R4,1426,239,72.23,72.23,73.23,415.38,312,311,238.76999999999998,72.23,1,1,hybrid_drop_fraction,342.15,8.546529218065361,2924.194971961063
C735,T=34 | OTU=9 | Rep=R5,34,9,R5,1426,234,74.23,74.23,77.25,385.3,299.95,308,233.76999999999998,74.23,3,3.019999999999996,hybrid_drop_fraction,308.05,8.723754824673938,2687.3526737408065
C736,T=34 | OTU=10 | Rep=R1,34,10,R1,1451,245,62.18,62.18,63.18,400.27,305.97,306.97,244.79000000000002,62.18,1,1,hybrid_drop_fraction,337.09,7.895601632774998,2661.5283543921237
C737,T=34 | OTU=10 | Rep=R2,34,10,R2,1451,229,65.18,65.18,66.18,379.2,289.88,293.92,228.74,65.18,1,1,hybrid_drop_fraction,313.02,7.726839567808749,2418.6553215154945
C738,T=34 | OTU=10 | Rep=R3,34,10,R3,1451,241,54.17,54.17,55.17,405.28,289.88,294.92,240.75,54.17,1,1,hybrid_drop_fraction,350.10999999999996,7.412409234259067,2595.1585970064416
C739,T=34 | OTU=10 | Rep=R4,34,10,R4,1451,229,63.18,63.18,64.18,343.08,288.88,291.9,228.71999999999997,63.18,1,1.000000000000007,hybrid_drop_fraction,278.9,7.607791964889285,2121.8131790076213
C740,T=34 | OTU=10 | Rep=R5,34,10,R5,1451,210,66.18,66.18,66.18,299.93,269.82,275.83,209.64999999999998,66.18,0,0,hybrid_drop_fraction,233.75,7.783483088492666,1819.3891719351607
C741,T=34 | OTU=11 | Rep=R1,34,11,R1,1451,225,64.18,64.18,64.18,392.25,283.87,288.88,224.7,64.18,0,0,hybrid_drop_fraction,328.07,7.898816371274443,2591.3646869240065
C742,T=34 | OTU=11 | Rep=R2,34,11,R2,1451,220,80.25,80.25,81.25,399.27,295.93,299.93,219.68,80.25,1,1,hybrid_drop_fraction,318.02,7.806317958583728,2482.565237188797
C743,T=34 | OTU=11 | Rep=R3,34,11,R3,1451,213,78.23,78.23,78.23,376.2,286.87,290.88,212.64999999999998,78.23,0,0,hybrid_drop_fraction,297.96999999999997,7.83678780444157,2335.1276620894546
C744,T=34 | OTU=11 | Rep=R4,34,11,R4,1451,207,86.28,86.28,86.28,335.07,289.88,292.9,206.61999999999998,86.28,0,0,hybrid_drop_fraction,248.79,8.0090551081076,1992.5728203460897
C745,T=34 | OTU=11 | Rep=R5,34,11,R5,1451,218,69.2,69.2,69.2,370.17,284.87,286.87,217.67000000000002,69.2,0,0,hybrid_drop_fraction,300.97,8.379769038400388,2522.059087487365
C746,T=34 | OTU=12 | Rep=R1,34,12,R1,1451,205,59.18,59.18,60.18,376.2,259.78,263.8,204.62,59.18,1,1,hybrid_drop_fraction,316.02,7.8702050275733875,2487.142192813742
C747,T=34 | OTU=12 | Rep=R2,34,12,R2,1451,206,70.2,70.2,70.2,354.13,270.82,275.83,205.63,70.2,0,0,hybrid_drop_fraction,283.93,7.737599448559882,2196.936611429607
C748,T=34 | OTU=12 | Rep=R3,34,12,R3,1451,203,76.23,76.23,77.23,381.2,259.78,278.85,202.62,76.23,1,1,hybrid_drop_fraction,303.96999999999997,7.873166606329214,2393.206453325891
C749,T=34 | OTU=12 | Rep=R4,34,12,R4,1451,202,76.23,76.23,77.23,341.08,276.85,277.85,201.62,76.23,1,1,hybrid_drop_fraction,263.84999999999997,7.643129483713434,2016.6397142777892
C750,T=34 | OTU=12 | Rep=R5,34,12,R5,1451,192,66.18,66.18,66.18,359.15,251.77,257.78,191.59999999999997,66.18,0,0,hybrid_drop_fraction,292.96999999999997,8.2558701427542,2418.7222757226978
C751,T=34 | OTU=13 | Rep=R1,34,13,R1,1450,389,112.33,112.33,113.33,589.02,500.72,501.73,389.40000000000003,112.33,1,1,hybrid_drop_fraction,475.69,8.588761606586814,4085.5880086372817
C752,T=34 | OTU=13 | Rep=R2,34,13,R2,1450,377,128.38,128.38,130.38,624.15,489.7,505.73,377.35,128.38,2,2,hybrid_slope_flatten,493.77,8.988566280394133,4438.284372270211
C753,T=34 | OTU=13 | Rep=R3,34,13,R3,1450,378,115.33,115.33,129.38,618.12,480.68,493.72,378.39000000000004,115.33,14,14.049999999999997,hybrid_drop_fraction,488.74,8.75961810942944,4281.175754802544
C754,T=34 | OTU=13 | Rep=R4,34,13,R4,1450,429,71.18,71.18,71.18,587.02,497.72,500.72,429.54,71.18,0,0,hybrid_drop_fraction,515.8399999999999,7.074867560010319,3649.4996821557224
C755,T=34 | OTU=13 | Rep=R5,34,13,R5,1450,377,117.35,117.35,119.35,581.98,488.7,494.72,377.37,117.35,2,2,hybrid_drop_fraction,462.63,8.479772958743675,3922.9973639035866
C756,T=34 | OTU=14 | Rep=R1,34,14,R1,1450,492,70.18,70.18,297.95,857.18,536.82,562.92,492.73999999999995,70.18,227,227.76999999999998,hybrid_drop_fraction,559.23,7.532288246388431,4212.281556027802
C757,T=34 | OTU=14 | Rep=R2,34,14,R2,1450,429,84.23,84.23,84.23,629.17,507.75,513.77,429.53999999999996,84.23,0,0,hybrid_drop_fraction,544.9399999999999,8.614085229773867,4694.159605112971
C758,T=34 | OTU=14 | Rep=R3,34,14,R3,1450,381,131.38,131.38,175.53,636.2,501.73,512.75,381.37,131.38,44,44.150000000000006,hybrid_drop_fraction,460.6700000000001,8.748032751249566,4029.9562475181383
C759,T=34 | OTU=14 | Rep=R4,34,14,R4,1450,315,193.58,193.58,194.58,611.08,497.72,508.75,315.16999999999996,193.58,1,1,hybrid_drop_fraction,416.5,8.829343561397819,3677.4215933221913
C760,T=34 | OTU=14 | Rep=R5,34,14,R5,1450,351,199.6,199.6,379.27,657.28,531.8,550.87,351.27,199.6,179,179.67,hybrid_drop_fraction,278.01,8.409547942978854,2337.938423627551
C761,T=34 | OTU=15 | Rep=R1,34,15,R1,1450,360,111.33,111.33,112.33,553.87,466.62,471.65,360.32,111.33,1,1,hybrid_drop_fraction,441.54,9.185086364263155,4055.5830332767537
C762,T=34 | OTU=15 | Rep=R2,34,15,R2,1450,341,116.33,116.33,130.38,569.93,440.53,457.6,341.27000000000004,116.33,14,14.049999999999997,hybrid_drop_fraction,439.54999999999995,8.668391039099033,3810.1912812359797
C763,T=34 | OTU=15 | Rep=R3,34,15,R3,1450,337,135.4,135.4,137.42,571.95,460.6,472.65,337.25,135.4,2,2.019999999999982,hybrid_slope_flatten,434.5300000000001,8.607755002417761,3740.3277812005904
C764,T=34 | OTU=15 | Rep=R4,34,15,R4,1450,320,130.38,130.38,130.38,532.8,447.57,450.57,320.19,130.38,0,0,hybrid_drop_fraction,402.41999999999996,8.70719645199172,3503.949996210508
C765,T=34 | OTU=15 | Rep=R5,34,15,R5,1450,258,199.6,199.6,206.62,570.95,450.57,457.6,258,199.6,7,7.02000000000001,hybrid_drop_fraction,364.33000000000004,9.624169344072754,3506.373617126027
C766,T=34 | OTU=16 | Rep=R1,34,16,R1,1352,244,55.17,55.17,55.17,414.2,278.8,298.87,243.7,55.17,0,0,hybrid_drop_fraction,359.03,8.196902048338023,2942.9337424148002
C767,T=34 | OTU=16 | Rep=R2,34,16,R2,1352,222,57.17,57.17,57.17,400.17,265.75,278.8,221.63,57.17,0,0,hybrid_drop_fraction,343,8.24648741802605,2828.545184382935
C768,T=34 | OTU=16 | Rep=R3,34,16,R3,1352,231,60.18,60.18,60.18,400.17,276.78,290.83,230.64999999999998,60.18,0,0,hybrid_drop_fraction,339.99,7.990885635893176,2716.821207347321
C769,T=34 | OTU=16 | Rep=R4,34,16,R4,1352,202,58.18,58.18,58.18,380.1,256.73,259.73,201.55,58.18,0,0,hybrid_drop_fraction,321.92,8.004312524216358,2576.74828779573
C770,T=34 | OTU=16 | Rep=R5,34,16,R5,1352,215,55.17,55.17,55.17,397.17,258.73,269.77,214.59999999999997,55.17,0,0,hybrid_drop_fraction,342,8.261365426222847,2825.3869757682137
C771,T=34 | OTU=17 | Rep=R1,34,17,R1,1352,220,64.18,64.18,65.2,374.1,282.8,283.82,219.64,64.18,1,1.019999999999996,hybrid_drop_fraction,308.90000000000003,8.142281337686883,2515.1507052114785
C772,T=34 | OTU=17 | Rep=R2,34,17,R2,1352,198,77.22,77.22,78.22,293.85,273.78,274.78,197.55999999999997,77.22,1,1,hybrid_drop_fraction,215.63000000000002,8.144453582156604,1756.1885259204287
C773,T=34 | OTU=17 | Rep=R3,34,17,R3,1352,229,57.17,57.17,57.17,345.02,280.8,285.82,228.64999999999998,57.17,0,0,hybrid_drop_fraction,287.84999999999997,7.484649420545997,2154.456335704165
C774,T=34 | OTU=17 | Rep=R4,34,17,R4,1352,215,76.22,76.22,77.22,330.97,286.82,290.83,214.60999999999999,76.22,1,1,hybrid_drop_fraction,253.75000000000003,8.071484917900204,2048.139297917177
C775,T=34 | OTU=17 | Rep=R5,34,17,R5,1352,212,73.22,73.22,74.22,348.03,282.8,284.82,211.6,73.22,1,1,hybrid_drop_fraction,273.80999999999995,8.060899495984179,2207.1548909954276
C776,T=34 | OTU=18 | Rep=R1,34,18,R1,1352,278,83.23,83.23,83.23,464.33,352.03,361.07,277.84,83.23,0,0,hybrid_drop_fraction,381.09999999999997,8.7855977371725409,3348.191297636455
C777,T=34 | OTU=18 | Rep=R2,34,18,R2,1352,273,86.25,86.25,87.25,428.25,348.03,359.05,272.8,86.25,1,1,hybrid_drop_fraction,341,8.549754487647215,2915.4662802877006
C778,T=34 | OTU=18 | Rep=R3,34,18,R3,1352,329,60.18,60.18,60.18,504.43,372.08,389.13,328.95,60.18,0,0,hybrid_drop_fraction,444.25,7.311589245783518,3248.173522439328
C779,T=34 | OTU=18 | Rep=R4,34,18,R4,1352,265,97.27,97.27,98.28,436.27,347.03,362.07,264.8,97.27,1,1.0100000000000051,hybrid_drop_fraction,337.99,8.253854111221502,2789.7201510517557
C780,T=34 | OTU=18 | Rep=R5,34,18,R5,1352,270,84.23,84.23,85.25,435.25,353.03,354.03,269.79999999999995,84.23,1,1.019999999999996,hybrid_drop_fraction,350,8.396020946559068,2938.6073312956737
C781,T=34 | OTU=19 | Rep=R1,34,19,R1,1451,185,69.12,69.12,69.12,279.7,251.6,253.6,184.48,69.12,0,0,hybrid_drop_fraction,210.57999999999998,8.620799518927182,1815.367962695686
C782,T=34 | OTU=19 | Rep=R2,34,19,R2,1451,205,72.12,72.12,73.12,299.73,276.68,276.68,204.56,72.12,1,1,hybrid_drop_fraction,226.61,8.596542462122745,1948.0624873416352
C783,T=34 | OTU=19 | Rep=R3,34,19,R3,1451,210,73.12,73.12,74.12,372,279.7,282.7,209.57999999999998,73.12,1,1,hybrid_drop_fraction,297.88,8.957236290358406,2668.181546171962
C784,T=34 | OTU=19 | Rep=R4,34,19,R4,1451,205,73.12,73.12,73.12,341.88,273.67,277.68,204.56,73.12,0,0,hybrid_drop_fraction,268.76,8.573222230644857,2304.139206708112
C785,T=34 | OTU=19 | Rep=R5,34,19,R5,1451,233,49.1,49.1,49.1,346.9,277.68,281.7,232.6,49.1,0,0,hybrid_drop_fraction,297.79999999999995,7.069212712853984,2105.211545887916
C786,T=34 | OTU=20 | Rep=R1,34,20,R1,1451,287,75.12,75.12,76.12,477.27,349.92,361.97,286.85,75.12,1,1,hybrid_slope_flatten,401.15,8.72333283687219,3499.364967511279
C787,T=34 | OTU=20 | Rep=R2,34,20,R2,1451,338,85.13,85.13,86.13,523.42,409.08,423.12,337.99,85.13,1,1,hybrid_drop_fraction,437.28999999999996,8.801249684471014,3848.698474522329
C788,T=34 | OTU=20 | Rep=R3,34,20,R3,1451,284,88.13,88.13,89.13,422.12,355.93,372,283.87,88.13,1,1,hybrid_slope_flatten,332.99,8.590178979292144,2860.443698314491
C789,T=34 | OTU=20 | Rep=R4,34,20,R4,1451,353,59.12,59.12,60.12,518.38,409.08,412.08,352.96,59.12,1,1,hybrid_drop_fraction,458.26,7.003612226794339,3209.475339050774
C790,T=34 | OTU=20 | Rep=R5,34,20,R5,1451,314,77.12,77.12,77.12,485.3,393.05,391.03,313.90999999999997,77.12,0,0,hybrid_drop_fraction,408.18,8.973093281606285,3662.6372156860534
C791,T=34 | OTU=21 | Rep=R1,34,21,R1,1451,402,70.12,70.12,70.12,600.65,440.17,472.25,402.13,70.12,0,0,hybrid_drop_fraction,530.53,8.89198191872381,4717.463167340542
C792,T=34 | OTU=21 | Rep=R2,34,21,R2,1451,410,50.1,50.1,50.1,581.58,444.17,460.22,410.12,50.1,0,0,hybrid_slope_flatten,531.48,7.556886717623785,4016.3341526826894
C793,T=34 | OTU=21 | Rep=R3,34,21,R3,1451,328,86.13,86.13,86.13,422.12,405.07,414.1,327.97,86.13,0,0,hybrid_drop_fraction,335.99,7.879771147487351,2647.524307844275
C794,T=34 | OTU=21 | Rep=R4,34,21,R4,1451,406,54.1,54.1,54.1,612.68,447.18,460.22,406.12,54.1,0,0,hybrid_drop_fraction,558.5799999999999,7.435407348126958,4153.269836516755
C795,T=34 | OTU=21 | Rep=R5,34,21,R5,1451,410,50.1,50.1,50.1,618.7,451.2,460.22,410.12,50.1,0,0,hybrid_drop_fraction,568.6,7.0624169547522895,4015.690280472152
C796,T=34 | OTU=22 | Rep=R1,34,22,R1,1401,252,72.25,72.25,73.25,352.13,324.05,324.05,251.8,72.25,1,1,hybrid_drop_fraction,278.88,7.892647683072809,2201.101585855345
C797,T=34 | OTU=22 | Rep=R2,34,22,R2,1401,251,69.23,69.23,69.23,343.1,323.03,320.03,250.79999999999995,69.23,0,0,hybrid_drop_fraction,273.87,7.67704187796647,2102.511459118677
C798,T=34 | OTU=22 | Rep=R3,34,22,R3,1401,266,71.25,71.25,72.25,435.37,335.08,337.08,265.83,71.25,1,1,hybrid_drop_fraction,363.12,7.833765660203323,2844.5969865330308
C799,T=34 | OTU=22 | Rep=R4,34,22,R4,1401,270,73.25,73.25,73.25,410.3,344.1,343.1,269.85,73.25,0,0,hybrid_drop_fraction,337.05,7.920348455066803,2669.553446780266
C800,T=34 | OTU=22 | Rep=R5,34,22,R5,1401,258,66.23,66.23,67.23,431.35,319.03,324.05,257.82,66.23,1,1,hybrid_drop_fraction,364.12,7.685574219623475,2798.4712848492995
C801,T=34 | OTU=23 | Rep=R1,34,23,R1,1401,273,70.23,70.23,71.25,418.32,336.08,343.1,272.87,70.23,1,1.019999999999996,hybrid_drop_fraction,347.07,7.856024105871816,2726.590286424931
C802,T=34 | OTU=23 | Rep=R2,34,23,R2,1401,254,93.3,93.3,94.3,390.23,341.08,347.12,253.82,93.3,1,1,hybrid_drop_fraction,295.93,7.745797442547342,2292.2138371730352
C803,T=34 | OTU=23 | Rep=R3,34,23,R3,1401,292,79.27,79.27,80.27,437.37,371.2,371.2,291.93,79.27,1,1,hybrid_drop_fraction,357.1,7.938701626214433,2834.9103507211744
C804,T=34 | OTU=23 | Rep=R4,34,23,R4,1401,278,83.28,83.28,83.28,415.32,354.13,361.17,277.89,83.28,0,0,hybrid_drop_fraction,332.03999999999996,7.844572338090665,2604.711799139624
C805,T=34 | OTU=23 | Rep=R5,34,23,R5,1401,283,68.23,68.23,69.23,415.32,343.1,351.13,282.9,68.23,1,1,hybrid_drop_fraction,346.09,8.031812681957337,2779.7300510986147
C806,T=36 | OTU=1 | Rep=R1,36,1,R1,1451,209,45.1,45.1,45.1,303.9,247.77,253.78,208.68,45.1,0,0,hybrid_drop_fraction,258.79999999999995,7.243445272097219,1874.6036364187598
C807,T=36 | OTU=1 | Rep=R2,36,1,R2,1451,214,46.1,46.1,47.1,331.97,257.78,259.8,213.70000000000002,46.1,1,1,hybrid_drop_fraction,284.87,7.152710425431595,2037.5926188926985
C808,T=36 | OTU=1 | Rep=R3,36,1,R3,1451,180,63.15,63.15,63.15,333.97,240.73,242.75,179.6,63.15,0,0,hybrid_drop_fraction,270.82000000000005,7.8129698899152675,2115.908505586853
C809,T=36 | OTU=1 | Rep=R4,36,1,R4,1451,162,65.17,65.17,66.17,261.8,215.65,226.68,161.51,65.17,1,1,hybrid_drop_fraction,195.63,7.698000050947337,1505.9597499668275
C810,T=36 | OTU=1 | Rep=R5,36,1,R5,1451,160,71.17,71.17,71.17,266.83,221.67,230.7,159.52999999999997,71.17,0,0,hybrid_drop_fraction,195.65999999999997,8.457163909430129,1654.7286905190988
C811,T=36 | OTU=2 | Rep=R1,36,2,R1,1451,213,38.1,38.1,38.1,331.97,237.72,250.78,212.68,38.1,0,0,hybrid_drop_fraction,293.87,7.361233397608129,2163.245658555101
C812,T=36 | OTU=2 | Rep=R2,36,2,R2,1451,180,71.17,71.17,71.17,293.87,249.77,250.78,179.61,71.17,0,0,hybrid_drop_fraction,222.7,8.308848280088974,1850.3805119758142
C813,T=36 | OTU=2 | Rep=R3,36,2,R3,1451,179,63.15,63.15,63.15,328.97,234.7,241.73,178.57999999999998,63.15,0,0,hybrid_drop_fraction,265.82000000000005,7.756456756347255,2061.8213349722278
C814,T=36 | OTU=2 | Rep=R4,36,2,R4,1451,149,79.18,79.18,79.18,299.88,214.65,227.68,148.5,79.18,0,0,hybrid_slope_flatten,220.7,8.171447771855807,1803.4385232485763
C815,T=36 | OTU=2 | Rep=R5,36,2,R5,1451,182,59.13,59.13,59.13,353.02,227.68,240.73,181.6,59.13,0,0,hybrid_drop_fraction,293.89,7.7395865661100665,2274.5870959140875
C816,T=36 | OTU=3 | Rep=R1,36,3,R1,1451,200,68.17,68.17,68.17,357.03,263.82,267.83,199.65999999999997,68.17,0,0,hybrid_drop_fraction,288.85999999999996,8.245192454279202,2381.70629234309
C817,T=36 | OTU=3 | Rep=R2,36,3,R2,1451,220,54.12,54.12,54.12,332.97,268.83,273.85,219.73000000000002,54.12,0,0,hybrid_drop_fraction,278.85,7.360707561984016,2052.5333036592433
