T,OTU,Replicate,r,K,O2_0,T_end_min,delta_Ninoc_to_N0_min,N0_cells_per_L,growth_fgC_h,respiration_fgC_h,CUE,resp_over_growth
42,1,R1,0.010253561620542258,0.009720121198873688,8.824304064147176,193.55,69.2,213472242.88259032,812.0820803469469,1025.5051608757055,0.44192844950676846,1.2628097401651537
42,1,R3,0.008896404229301092,0.02219916048890919,8.869780112716589,118.38,90.2,234256346.04072526,704.5952149606464,2134.286755831036,0.24819461401002,3.029096296020463
42,1,R4,0.010642555612120831,0.01390681343291348,8.01128633102629,135.39999999999998,72.2,226411211.38453358,842.8904044799699,1383.3665919585287,0.3786132534691195,1.6412176299622385
42,1,R5,0.012702914860432837,0.014857317242748119,8.061024253012919,122.36999999999999,76.2,276420280.3858363,1006.0708569462806,1210.5370243615116,0.4538785887347391,1.203232372753392
42,2,R1,0.007477827312154406,0.013928228556034226,7.8715509778262875,179.57,59.1,163350785.10425672,592.243923122629,1920.3581897427152,0.2357093946909248,3.242512273688774
42,2,R2,0.007181485806657076,0.013287728841469162,8.738107404969501,147.48000000000002,73.2,177619764.54254824,568.7736758872404,1684.872532499781,0.252379310368473,2.962289929947123
42,2,R3,0.010656467476803119,0.009122657436771006,7.136411812456141,166.53,49.1,177184737.5526146,843.992224162807,1159.5851385069057,0.42124264322801597,1.3739286989961894
42,2,R4,0.009121751682462674,0.009864096045831793,6.866812032553583,185.6,58.1,178383213.8426428,722.4427332510437,1245.405821516622,0.3671231363311589,1.7238817198869274
42,2,R5,0.005153853034470844,0.025783515215560025,8.701113398929985,132.39999999999998,75.2,154706550.25589937,408.1851603300908,3753.539652743053,0.09808076666863383,9.195678867177934
42,3,R1,0.010310944829604776,0.009058398649417918,8.706551844210367,188.53000000000003,73.2,223345859.99741194,816.6268305046983,913.4422725958839,0.4720197759969022,1.1185553039340514
42,3,R2,0.011656141915893413,0.015322870477436756,8.419353259512638,130.38,78.2,261248130.68492004,923.1664397387583,1320.974768041264,0.4113673580514056,1.430917233532752
42,3,R3,0.011148287002607445,0.014005573227570412,9.309248222869314,153.48000000000002,73.2,237463744.89501023,882.9443306065097,1328.345837934924,0.39928922181610366,1.5044502715391586
42,3,R4,0.015571933174724235,0.01207209212461136,8.720935042183894,133.39999999999998,69.2,308443328.3581204,1233.2971074381594,881.4846284872217,0.5831793827642908,0.7147382598814873
42,3,R5,0.01266087132979458,0.016356985495554893,8.333560570423817,121.36999999999999,72.2,261929467.67440438,1002.7410093197308,1406.457105730579,0.4162135953268381,1.402612531709193
