T,OTU,Replicate,r,K,O2_0,T_end_min,keep,has_curvature,delta_aicc_curv,fit_valid
22,10,R5,0.003951927561497701,0.001531221341026759,10.459907837395443,649.08,TRUE,TRUE,2358.033120605408,TRUE
22,11,R1,0.004399982295167769,0.001506402283341277,9.975479454373845,584.87,TRUE,TRUE,2152.624609526314,TRUE
22,11,R2,0.004226448297081171,0.0015901156305629233,10.800860572610684,615.95,TRUE,TRUE,2746.4934513395056,TRUE
22,11,R3,0.004936869225507712,0.001314896343432252,10.853024575736615,560.79,TRUE,TRUE,2598.6611781235383,TRUE
22,11,R4,0.004525993362266442,0.001633530236957483,9.566893010934832,598.88,TRUE,TRUE,3566.657083671203,TRUE
22,11,R5,0.005005531958600672,0.0012854302462129456,10.708590841713118,556.78,TRUE,TRUE,2634.9095779930485,TRUE
22,12,R1,0.004410866225504801,0.00207451443501743,11.191177781552296,548.75,TRUE,TRUE,1809.6704022914098,TRUE
22,12,R2,0.004705501737940985,0.00209258051117234,10.905543856146231,560.79,TRUE,TRUE,1853.3006315749767,TRUE
22,12,R3,0.0044201932637321344,0.0023061083124435904,10.077711913993888,444.41,TRUE,TRUE,1225.7008169575777,TRUE
22,12,R4,0.00559419518653636,0.0015380743313421273,10.373765746907624,451.45,TRUE,TRUE,1706.248361033639,TRUE
22,12,R5,0.004530518020786086,0.0020616174450317727,10.900455029904078,550.7700000000001,TRUE,TRUE,2112.4060416112184,TRUE
22,13,R1,0.0018963617656530358,5.514257774872561e-4,11.549437429171588,891.3199999999999,TRUE,TRUE,2839.3659868733594,TRUE
22,13,R2,0.0031399351533603083,4.2027783476479477e-4,11.304281558286222,657.48,TRUE,TRUE,1896.515040797793,TRUE
22,13,R3,9.43603947827076e-4,0.0012027938913167899,10.711842646303342,899.35,TRUE,TRUE,586.9679449099567,TRUE
22,13,R4,0.002533295620074734,3.7948671330593337e-4,10.212069144846087,672.53,TRUE,TRUE,1480.5397433615426,TRUE
22,13,R5,0.003500205099109313,4.287584549160829e-4,11.317214144629355,654.54,TRUE,TRUE,1954.8040626238344,TRUE
22,14,R1,0.0023789727307246262,4.01559239798109e-4,11.536395136720596,564.04,TRUE,TRUE,718.7709692080712,TRUE
22,14,R2,0.003050893017095877,3.11467889597124e-4,11.332397760793299,515.81,TRUE,TRUE,723.8744395167951,TRUE
22,14,R3,0.0035605917704431703,2.3760779869568544e-4,10.091256170616482,498.79999999999995,TRUE,TRUE,787.984919891836,TRUE
22,14,R4,0.004183522800149357,1.9740457450798614e-4,11.423060727965835,516.86,TRUE,TRUE,952.1286337107917,TRUE
22,14,R5,0.004385740971216568,1.7207030390712055e-4,10.91879614716458,568.05,TRUE,TRUE,1234.1304580290766,TRUE
22,15,R1,0.0034992475664871845,3.209371022962781e-4,11.269591679041762,474.69,TRUE,TRUE,543.227228135373,TRUE
22,15,R2,0.002105235684480023,4.60915399755436e-4,11.260361644089901,534.9000000000001,TRUE,TRUE,520.590217541594,TRUE
22,15,R3,0.002540097334350489,4.969741239519285e-4,11.181076715999218,462.64000000000004,TRUE,TRUE,569.5217409326328,TRUE
22,15,R4,0.004914196353219008,2.176236587672163e-4,10.763248593620766,463.64000000000004,TRUE,TRUE,831.055030080986,TRUE
22,15,R5,0.004432062782402736,3.642713707357339e-4,11.041557393142243,370.3399999999999,TRUE,TRUE,493.2167608421546,TRUE
22,16,R1,0.0040984972108449496,0.004111578715286406,10.544995024259538,452.29999999999995,TRUE,TRUE,1166.9895543386247,TRUE
22,16,R2,0.005113719055331323,0.002870351704997867,10.650180328832187,478.35,TRUE,TRUE,1824.259921406299,TRUE
22,16,R3,0.003934400584654146,0.004881462696745014,10.410172676794483,456.28000000000003,TRUE,TRUE,1518.2105437693867,TRUE
22,16,R4,0.004762643365612735,0.0033877011878878844,11.128087156688304,402.18,TRUE,TRUE,1231.862786079367,TRUE
22,16,R5,0.004192337949487556,0.0039859511451486975,10.646589414035358,389.12,TRUE,TRUE,1056.1420571889898,TRUE
22,17,R1,0.005119571931609153,0.002829728181136175,10.273019966226773,512.4200000000001,TRUE,TRUE,1701.1876117155991,TRUE
22,17,R2,0.005143438415780794,0.003186244780186649,10.43478258703564,393.13,TRUE,TRUE,1171.0088256076008,TRUE
22,17,R3,0.0063342070428957994,0.0026351256968963773,10.425446198229002,417.18,TRUE,TRUE,1684.4653970266309,TRUE
22,17,R4,0.005891743298755801,0.002450882322753628,10.901251605954458,372.09,TRUE,TRUE,1862.2712483148036,TRUE
22,17,R5,0.004587501451581672,0.0025430155778559047,10.556582931866206,485.34999999999997,TRUE,TRUE,1655.370925384474,TRUE
22,18,R1,0.004377710583714954,0.001610668499913396,10.289786438054161,597.69,TRUE,TRUE,2394.448104393589,TRUE
22,18,R2,0.005219705567446602,0.0013533478973662267,10.982661394614384,538.4799999999999,TRUE,TRUE,1856.820284459775,TRUE
22,18,R3,0.005421421142300697,0.0013722954931076159,10.458423968193681,538.5,TRUE,TRUE,1929.8830477439635,TRUE
22,18,R4,0.004817414438055143,0.0018162911448268728,10.690939840262185,555.5500000000001,TRUE,TRUE,1894.2301220822426,TRUE
22,18,R5,0.004489765872826458,0.0017985990620175386,10.214907068045282,585.6500000000001,TRUE,TRUE,2457.0870723767566,TRUE
24,1,R1,0.0059852451028612795,0.0023380051926356576,9.651754690010696,435.27,TRUE,TRUE,1587.2993185384112,TRUE
24,1,R2,0.006384225092361763,0.0025464257804316327,10.145564180590746,345,TRUE,TRUE,1365.9649806387129,TRUE
24,1,R3,0.006579352062179154,0.00248449097663975,10.470803885749579,395.13,TRUE,TRUE,1745.379397607617,TRUE
24,1,R4,0.006429507473811192,0.0026353052586910067,10.264791841108636,394.13,TRUE,TRUE,1346.691908141001,TRUE
24,1,R5,0.006406430184624416,0.002592315070478729,10.073396487189648,397.15,TRUE,TRUE,1410.0682152925965,TRUE
24,2,R1,0.005097312288244268,0.0038883416396417337,10.365660675826966,387.13,TRUE,TRUE,981.9446580911068,TRUE
24,2,R2,0.006065689643546454,0.002934757458485493,9.852397624660743,363.07,TRUE,TRUE,1340.1835467216322,TRUE
24,2,R3,0.004920390133881992,0.004209362416086146,9.625286465366724,388.14,TRUE,TRUE,1155.3932998821642,TRUE
24,2,R4,0.00310097629668052,0.00696084183987645,10.071640958887832,333.99,TRUE,TRUE,648.3298281046734,TRUE
24,2,R5,0.006164646029989387,0.0029803418043340742,10.448619044124042,385.11,TRUE,TRUE,1700.8287251340375,TRUE
24,3,R1,0.004758811068747849,0.0032907911830626813,10.532032058641022,437.28,TRUE,TRUE,1417.5733756564132,TRUE
24,3,R2,0.006147154640121733,0.0025196440141970356,10.602945493664588,477.4,TRUE,TRUE,1866.9748492894034,TRUE
24,3,R3,0.0052718765926562825,0.0032587607761334087,10.724822173773552,408.15999999999997,TRUE,TRUE,1127.6227187788804,TRUE
24,3,R4,0.006088879745459837,0.003003844274791529,9.779910190848623,400.13,TRUE,TRUE,1259.9670899590124,TRUE
24,3,R5,0.0060276522244517,0.003123764297829099,10.346396106347205,420.21999999999997,TRUE,TRUE,1475.7018858544525,TRUE
24,4,R1,0.0042598009492100875,0.0026418555839739233,10.868889768647355,429.38,TRUE,TRUE,1105.0095172957595,TRUE
24,4,R2,0.004405532586911134,0.002834597097677527,10.919726521651716,495.55000000000007,TRUE,TRUE,1523.0091427626514,TRUE
24,4,R3,0.004238750657662684,0.00306821407943348,11.115032932446235,499.57000000000005,TRUE,TRUE,1425.207253446893,TRUE
24,4,R4,0.0037166025334031925,0.0032596480502698473,10.719170985732774,467.49999999999994,TRUE,TRUE,1706.3064252903216,TRUE
24,4,R5,0.004178560875759648,0.0027891056792496865,10.213166683880138,560.7900000000001,TRUE,TRUE,1749.4431089906102,TRUE
24,5,R1,0.003390574313531658,0.00287911772893124,10.22014095835318,615.96,TRUE,TRUE,2080.673112924399,TRUE
24,5,R2,0.003332104334938864,0.003312450452989534,10.672973593634724,559.7900000000001,TRUE,TRUE,1409.4836034066236,TRUE
24,5,R3,0.003041667962446861,0.0034613627261224607,10.78139169263238,605.93,TRUE,TRUE,2158.1300082848775,TRUE
24,5,R4,0.0031690934322266126,0.003677227370031027,10.755455210552606,592.9,TRUE,TRUE,1621.6995502801688,TRUE
24,5,R5,0.0026470017034458024,0.004249526634685867,11.114459708043187,482.53999999999996,TRUE,TRUE,1348.9878789307816,TRUE
24,6,R1,0.002421602781534549,0.0029437044400535146,10.559568090035482,742.4100000000001,TRUE,TRUE,2837.7558308178145,TRUE
24,6,R2,0.0021456476076394883,0.00316517987962711,9.505289768273684,686.2299999999999,TRUE,TRUE,2751.8429917657168,TRUE
24,6,R3,0.0025608670207458283,0.002933801945194759,10.673988328937071,707.27,TRUE,TRUE,2300.3788199500436,TRUE
24,6,R4,0.0025330200520098183,0.0030676413653894607,10.433580428432759,706.27,TRUE,TRUE,2149.9139847248357,TRUE
24,6,R5,0.0026247908286265147,0.0031435518641811963,9.998181188465647,648.09,TRUE,TRUE,2732.608277277372,TRUE
24,7,R1,0.005346015918874259,0.0026647289199542797,11.168101835483524,413.3,TRUE,TRUE,1274.9312925981435,TRUE
24,7,R2,0.005635097566340752,0.0023178477440466603,10.458675432226652,524.65,TRUE,TRUE,2160.009169544379,TRUE
24,7,R3,0.005587001315365635,0.002207119404554296,11.193993301067637,518.65,TRUE,TRUE,1986.4951772975476,TRUE
24,7,R4,0.005227650597824763,0.002671810409530472,10.197757106749608,538.7,TRUE,TRUE,1985.077977988481,TRUE
24,7,R5,0.005044420130504226,0.0030797691503312505,11.964358393776918,442.37,TRUE,TRUE,1271.555022141818,TRUE
24,8,R1,0.00606257706388734,0.0018887511405516228,11.319707777292766,471.49,TRUE,TRUE,1661.4570725757653,TRUE
24,8,R2,0.006594010057547055,0.0018610075250187932,10.469135466838958,425.30999999999995,TRUE,TRUE,1487.5794284492122,TRUE
24,8,R3,0.006752359274673435,0.0016833878469844337,11.176777270546948,426.30999999999995,TRUE,TRUE,1695.2473607534484,TRUE
24,8,R4,0.006485011873080177,0.0016538912485726336,10.944837290286358,444.38,TRUE,TRUE,2057.0519513649715,TRUE
24,8,R5,0.006466411088691106,0.0020092602664249096,10.933024713430816,448.4,TRUE,TRUE,2219.350156244155,TRUE
24,9,R1,0.005650566637543995,0.0023350037875669526,10.77099526651737,425.30999999999995,TRUE,TRUE,1252.2641293242666,TRUE
24,9,R2,0.0055470233342838635,0.0025104209261058727,10.631080906373679,504.56999999999994,TRUE,TRUE,1706.494550897981,TRUE
24,9,R3,0.005246781369591965,0.0027385288301201207,10.354374649084319,407.27000000000004,TRUE,TRUE,1082.9438741709787,TRUE
24,9,R4,0.0058111424499024894,0.0022706863530409255,10.778992250514932,449.4,TRUE,TRUE,1396.945683707978,TRUE
24,9,R5,0.006230994628513203,0.001909341674245153,10.393630316114447,398.25,TRUE,TRUE,1417.6312160337159,TRUE
24,10,R1,0.005556532006042017,0.001691917723085797,11.231233380145198,517.65,TRUE,TRUE,1803.681796661996,TRUE
24,10,R2,0.005511921360211989,0.0013401488744157382,9.217716534409954,510.63,TRUE,TRUE,2541.4896002276223,TRUE
24,10,R3,0.005879163881960815,0.0016341074236310555,10.747179684141575,471.48,TRUE,TRUE,1736.8437674449965,TRUE
24,10,R4,0.005458940420599013,0.0022661969701024405,10.770470864089747,436.38,TRUE,TRUE,1392.6601762818382,TRUE
24,10,R5,0.0053462663613728124,0.0019872661632092926,11.02191527661789,495.55999999999995,TRUE,TRUE,1556.0538452137207,TRUE
24,11,R1,0.005894612400493651,0.002184650568935553,10.740577242644052,508.5799999999999,TRUE,TRUE,1775.4826126357275,TRUE
24,11,R2,0.006305946174267968,0.001935281718802068,11.631209243622129,458.46999999999997,TRUE,TRUE,1592.1244610792887,TRUE
24,11,R3,0.005657630053227586,0.001996551380509809,10.86444993768445,481.54999999999995,TRUE,TRUE,2330.089861098103,TRUE
24,11,R4,0.0068789259147119634,0.0019424983001626564,10.904188982671768,376.19000000000005,TRUE,TRUE,1447.7534782403975,TRUE
24,11,R5,0.006442280369707676,0.0017353521012755753,11.32130083512886,438.38,TRUE,TRUE,1985.4233457677221,TRUE
24,12,R1,0.005905405052285297,0.0016868003282518706,9.760275907795748,451.44,TRUE,TRUE,1951.9475493420553,TRUE
24,12,R2,0.006117575046507619,0.0025259326013665705,10.288962688355992,454.45,TRUE,TRUE,1501.0623805567984,TRUE
24,12,R3,0.00625871453969219,0.001864094944780365,9.610849126958568,421.34,TRUE,TRUE,2534.5345844372164,TRUE
24,12,R4,0.005647424776758415,0.0023560423491628016,10.106345588512351,455.47,TRUE,TRUE,2235.5883784590333,TRUE
24,12,R5,0.00573483680570698,0.0031566892184554146,11.035194357249791,442.4,TRUE,TRUE,1395.237111228328,TRUE
24,13,R1,0.0014204492463786046,0.0014870060339652212,12.021865023841029,610.18,TRUE,TRUE,54.757774586787946,TRUE
24,13,R2,0.003535890875664745,5.915197921635252e-4,11.586405926929713,513.82,TRUE,TRUE,1308.242427170252,TRUE
24,13,R3,0.005313599331934393,3.6698073846606877e-4,11.333807874020154,541.92,TRUE,TRUE,1919.9323436053578,TRUE
24,13,R4,0.002937666775229366,5.28897169497318e-4,10.827259086223055,519.83,TRUE,TRUE,865.9131276277585,TRUE
24,13,R5,0.0018759775628447901,8.26622141934845e-4,11.120326476639057,517.82,TRUE,TRUE,586.3018836661518,TRUE
24,14,R1,0.0035736889182669223,4.803081374218711e-4,11.27989444583743,490.72,TRUE,TRUE,906.1001013190962,TRUE
24,14,R2,0.003406939081118749,5.141744521695487e-4,11.766503334118518,515.83,TRUE,TRUE,1186.9998440106488,TRUE
24,14,R3,0.003693050375459945,3.919823334848792e-4,12.09401317517866,485.71,TRUE,TRUE,971.438070063014,TRUE
24,14,R4,0.002348589438443175,4.529070274483517e-4,11.576592848277391,431.53000000000003,TRUE,TRUE,273.6673103918897,TRUE
24,14,R5,0.0032394126868787966,3.6895370089610563e-4,11.797615997778177,446.58000000000004,TRUE,TRUE,450.47789551552705,TRUE
24,15,R1,0.01058220367508771,6.351879330040946e-5,11.36735161754558,398.42,TRUE,TRUE,440.5466121057948,TRUE
24,15,R2,0.003595403154601055,5.21971190260268e-4,11.40302234268508,352.22999999999996,TRUE,TRUE,328.9565456729306,TRUE
24,15,R3,0.005966402490151618,6.963307480768584e-4,11.776467989590925,408.45,TRUE,TRUE,1186.7565185010806,TRUE
24,15,R4,0.005858565151175903,4.889324546549625e-4,11.037037416335837,413.47,TRUE,TRUE,1395.2847660653983,TRUE
24,15,R5,0.004156156582063622,8.774757767814024e-4,11.073334227160567,442.55,TRUE,TRUE,1311.7615747851482,TRUE
24,16,R1,0.00562920590235997,0.002562288114895099,9.270373112971017,436.12,TRUE,TRUE,2100.801396258179,TRUE
24,16,R2,0.006013779153137555,0.003942931984257933,11.294077443898999,391.03,TRUE,TRUE,1280.755833191144,TRUE
24,16,R3,0.006125334034813085,0.003860246412743948,10.643985208878567,397.04999999999995,TRUE,TRUE,1437.4142406979,TRUE
24,16,R4,0.006371890797954225,0.0032225294361102183,11.478381563338782,408.07000000000005,TRUE,TRUE,1147.1554470335204,TRUE
24,16,R5,0.006134579799677097,0.003745077064658762,11.034626839921604,396.04999999999995,TRUE,TRUE,1108.4388476545953,TRUE
24,17,R1,0.004977534074080826,0.004061957558342289,10.072898840895744,373.96999999999997,TRUE,TRUE,1279.1598664014316,TRUE
24,17,R2,0.006717659964648746,0.003500254057117744,12.558730787934453,340.89,TRUE,TRUE,1056.9370741828357,TRUE
24,17,R3,0.005846375993517416,0.002878549308341056,10.831022704948754,453.15000000000003,TRUE,TRUE,2050.172768352302,TRUE
24,17,R4,0.007992797657976653,0.002788992118284379,10.614681437465368,356.93,TRUE,TRUE,1693.564009730956,TRUE
24,17,R5,0.006942303392674548,0.0031362942680117746,11.246687859960149,395.03,TRUE,TRUE,2109.7197490282574,TRUE
24,18,R1,0.006274543533656563,0.003121306833393533,11.37380399118625,415.08,TRUE,TRUE,1093.94133490047,TRUE
24,18,R2,0.005208023355339547,0.00506532459874518,11.334958730831074,392.02,TRUE,TRUE,1028.699228307036,TRUE
24,18,R3,0.005313910054309586,0.004018479037798823,11.82496707892214,426.12,TRUE,TRUE,1254.1573080101903,TRUE
24,18,R4,0.005429400718543201,0.004185040735569964,11.40137982788758,426.09999999999997,TRUE,TRUE,1219.4192777834394,TRUE
24,18,R5,0.006158613637680095,0.004763323632136743,10.434270353385473,350.92,TRUE,TRUE,951.552553870947,TRUE
26,1,R1,0.007650153375530023,0.0033135632305514155,10.173655669900544,272.77000000000004,TRUE,TRUE,447.02648022851633,TRUE
26,1,R2,0.0077488867454883455,0.003291767829467488,10.051167824792119,355.08,TRUE,TRUE,1005.5614269814321,TRUE
26,1,R3,0.008591126408087398,0.002768174977962719,10.446403673354123,305.92,TRUE,TRUE,842.2718343149272,TRUE
26,1,R4,0.00728847417040846,0.003938579827568672,9.471783251606865,354.08,TRUE,TRUE,923.5060277016864,TRUE
26,1,R5,0.007919699394414434,0.0033941121676513177,9.520544563572605,302.9,TRUE,TRUE,576.241585909566,TRUE
26,2,R1,0.008670065658310652,0.0033174852372015663,11.06853527010976,320.96999999999997,TRUE,TRUE,562.2765944882348,TRUE
26,2,R2,0.007461132924796458,0.003746504409147709,8.884582126390306,353.06,TRUE,TRUE,1059.8636945952192,TRUE
26,2,R3,0.007873044323723637,0.003964090190831506,9.806586768464442,309.92999999999995,TRUE,TRUE,899.4036183720184,TRUE
26,2,R4,0.008061938745951742,0.00404013044791334,9.600522349903331,313.95,TRUE,TRUE,774.331579910671,TRUE
26,2,R5,0.008025292345886439,0.003919704594346961,9.900054340135892,315.95,TRUE,TRUE,643.4729041175553,TRUE
26,3,R1,0.007132335011411347,0.002650030218015265,9.905559872358586,360.1,TRUE,TRUE,1377.1609450973385,TRUE
26,3,R2,0.0073775449706982394,0.002674839160130671,9.43420485187494,354.08000000000004,TRUE,TRUE,1437.9473264461508,TRUE
26,3,R3,0.007779930023620465,0.003109569978070458,10.09966956719806,273.78,TRUE,TRUE,496.19525191977164,TRUE
26,3,R4,0.007947533507784538,0.0029568466381199774,10.526612239901791,363.12,TRUE,TRUE,732.1439504805402,TRUE
26,3,R5,0.0076707645913216,0.0028891594758162138,10.234835211317987,364.10999999999996,TRUE,TRUE,885.838968123581,TRUE
26,4,R1,0.005019354946277459,0.0036156467304389365,10.737549310146871,382.31,TRUE,TRUE,715.9608539155917,TRUE
26,4,R2,0.00541694175318001,0.003967909687188072,10.051318473251213,359.25,TRUE,TRUE,718.1206848925347,TRUE
26,4,R3,0.00505012488266117,0.003898368657403832,9.81919075456219,416.45,TRUE,TRUE,1172.0928733091296,TRUE
26,4,R4,0.004893344550827899,0.004014991562508273,10.641287278365336,391.37,TRUE,TRUE,986.2427417499819,TRUE
26,4,R5,0.005414293468543216,0.003391445997660822,10.480535760987076,442.53,TRUE,TRUE,913.7067488022176,TRUE
26,5,R1,0.004571409666645645,0.002780148915940952,10.067004814985891,495.71999999999997,TRUE,TRUE,1538.5063309162942,TRUE
26,5,R2,0.004511156190806851,0.0035858765353377012,10.250308019055636,356.25,TRUE,TRUE,626.2908867519188,TRUE
26,5,R3,0.004607299252852855,0.0034731291970369203,10.117213018252052,469.66999999999996,TRUE,TRUE,1250.5455698616133,TRUE
26,5,R4,0.004678268926462198,0.0036165717818785466,10.24232877938248,458.63,TRUE,TRUE,1050.301395040454,TRUE
26,5,R5,0.004699065496231502,0.0030296008298742543,9.853584288841324,366.28,TRUE,TRUE,660.3813901419421,TRUE
26,6,R1,0.0038678406284889974,0.0032080846800274657,10.688888482456344,390.37,TRUE,TRUE,707.5394290679978,TRUE
26,6,R2,0.00408659748924496,0.003393175245942276,10.114221659655184,367.32,TRUE,TRUE,509.1120690025539,TRUE
26,6,R3,0.003996615174654745,0.0033793850849327583,9.712775234055897,415.48,TRUE,TRUE,620.6609471011914,TRUE
26,6,R4,0.003641105299431919,0.002940991507638698,9.400853711766715,455.6,TRUE,TRUE,1464.4357698136891,TRUE
26,6,R5,0.0037260726175723556,0.002744560538679337,9.462016275593777,512.8,TRUE,TRUE,1845.0176905673532,TRUE
26,7,R1,0.006828851745207601,0.0018646685522697246,9.330187217966964,376.28000000000003,TRUE,TRUE,1533.7060201771733,TRUE
26,7,R2,0.00781308516884417,0.0022614809281390597,10.35320391190214,320.1,TRUE,TRUE,1424.7352708380445,TRUE
26,7,R3,0.0071796944353070425,0.00311162840840901,10.525410216629272,361.23,TRUE,TRUE,1280.6113507251964,TRUE
26,7,R4,0.007175893211931962,0.002876155880840163,10.647910271473132,345.16999999999996,TRUE,TRUE,1266.9235799625858,TRUE
26,7,R5,0.006675556896018584,0.0033617344534893545,10.285630857396306,312.09,TRUE,TRUE,798.9736301209476,TRUE
26,8,R1,0.007817002974749916,0.0024545859395265954,10.321443244721097,311.07,TRUE,TRUE,1099.903258168476,TRUE
26,8,R2,0.008285820361301627,0.0019864761999018295,10.756110314162132,359.24,TRUE,TRUE,1192.4011277475302,TRUE
26,8,R3,0.007315967072979125,0.0029461301861622006,10.86866704959664,380.28,TRUE,TRUE,1369.4777873695054,TRUE
26,8,R4,0.005523382669820729,0.003344925894256225,9.65784536181168,385.32000000000005,TRUE,TRUE,1101.0515627161612,TRUE
26,8,R5,0.0068970947010389356,0.0030589636885223442,10.114058973562022,396.33000000000004,TRUE,TRUE,1463.88308788919,TRUE
26,9,R1,0.006729515409030836,0.002904887388523808,11.363133445848703,419.43,TRUE,TRUE,1011.6107613452294,TRUE
