T,OTU,Replicate,n,r2,rmse,rss,aic,aicc,aicc_lin,delta_aicc_curv,rt_curv,has_curvature,r_at_bound,K_at_bound,fit_valid,T_end_min,keep
22,4,R5,728,0.996459719310751,0.10836317884101004,8.548597168768913,-3229.6206446475167,-3229.5874954762457,-962.725112727804,2266.8623827484416,2.2731721136790473,TRUE,FALSE,FALSE,TRUE,729.3900000000001,TRUE
22,5,R1,798,0.9963110342182485,0.08960895701152997,6.407752611001993,-3844.0307957722675,-3844.0005690720154,-1590.7240517800408,2253.2765172919744,1.934205126178689,TRUE,FALSE,FALSE,TRUE,799.6,TRUE
22,5,R2,826,0.99702392681986,0.09156078333546197,6.924669439172816,-3943.5226814839634,-3943.4934844036716,-1500.31868417,2443.1748002336717,1.8638176902206327,TRUE,FALSE,FALSE,TRUE,827.7,TRUE
22,5,R3,824,0.9992726539906357,0.0457105604342915,1.7217111962188214,-5078.781926153608,-5078.752657860925,-1526.6493115038966,3552.1033463570284,1.8558263042214573,TRUE,FALSE,FALSE,TRUE,825.68,TRUE
22,5,R4,546,0.9950084861216401,0.07597825198604415,3.1518913470707317,-2808.420486395927,-2808.3762059531227,-2196.774957345955,611.6012486071677,0.7730035774479773,TRUE,FALSE,FALSE,TRUE,546.88,TRUE
22,5,R5,616,0.996012447949612,0.07123375380045266,3.1257365711901577,-3248.6834352881096,-3248.644219601835,-2250.8248969862575,997.8193226155777,0.9950954457861252,TRUE,FALSE,FALSE,TRUE,617.0500000000001,TRUE
22,6,R1,729,0.997791391610581,0.05076119481684189,1.8784134975411308,-4339.74847668296,-4339.715373234684,-2887.6413796544225,1452.0739935802617,0.9365153526206208,TRUE,FALSE,FALSE,TRUE,730.3900000000001,TRUE
22,6,R2,894,0.9989243204016485,0.04710338039285462,1.9835432293239612,-5457.073991855356,-5457.047025563222,-2477.873134376516,2979.1738911867055,1.3435806287014531,TRUE,FALSE,FALSE,TRUE,895.97,TRUE
22,6,R3,877,0.9990782074842994,0.042265285738655504,1.5666327900060621,-5543.286253255565,-5543.25876184663,-2297.241647917413,3246.0171139292165,1.5102716515311707,TRUE,FALSE,FALSE,TRUE,878.9000000000001,TRUE
22,6,R4,898,0.9964823083705445,0.09425505258825764,7.977845414696861,-4235.704518926442,-4235.6776732888575,-2264.5693590239835,1971.108314264874,1.3167879595081862,TRUE,FALSE,FALSE,TRUE,900,TRUE
22,6,R5,706,0.9985923487140036,0.04196018516361066,1.2430239401089314,-4471.500124636364,-4471.465936602175,-2919.0643486606346,1552.4015879415406,0.8372733074796408,TRUE,FALSE,FALSE,TRUE,707.3,TRUE
22,7,R1,641,0.9978986084587439,0.07636474400977925,3.738039015842313,-3291.604186913039,-3291.5665103039337,-769.8399888975599,2521.7265214063736,2.7235541787349824,TRUE,FALSE,FALSE,TRUE,642.08,TRUE
22,7,R2,598,0.9989926541977867,0.04899885564050864,1.4357309367394846,-3601.0861691617934,-3601.045765121389,-847.198872705109,2753.8468924162803,2.6395512404267656,TRUE,FALSE,FALSE,TRUE,598.93,TRUE
22,7,R3,594,0.9980746755974025,0.07490239856780859,3.332559370859247,-3072.784406058915,-3072.7437280928134,-708.931658822624,2363.8120692701896,2.652476458343267,TRUE,FALSE,FALSE,TRUE,594.9,TRUE
22,7,R4,601,0.9989706561187097,0.04563843411856657,1.2518028679456397,-3704.5800869111595,-3704.5398859061343,-1152.8110688198055,2551.7288170863285,2.2064307233020735,TRUE,FALSE,FALSE,TRUE,601.9499999999999,TRUE
22,7,R5,634,0.9973235377535277,0.08852517743929719,4.96847226377784,-3068.2257747143226,-3068.1876794762275,-733.5364527775913,2334.651226698636,2.715593600346258,TRUE,FALSE,FALSE,TRUE,635.0500000000001,TRUE
22,8,R1,650,0.9974332805332053,0.07485839180988199,3.642456235835174,-3363.8041771841667,-3363.76702548138,-904.1684513182267,2459.5985741631534,2.828648865676739,TRUE,FALSE,FALSE,TRUE,651.12,TRUE
22,8,R2,628,0.9979791846551564,0.06508443559588972,2.660197799292705,-3425.47972268419,-3425.4412611457287,-964.1585959024862,2461.2826652432423,2.6617648614427893,TRUE,FALSE,FALSE,TRUE,629.0300000000001,TRUE
22,8,R3,521,0.9984671835942973,0.036840362688427754,0.7071076202907627,-3433.8099940333323,-3433.7635723698895,-1325.2702362847042,2108.4933360851855,2.4532842917064346,TRUE,FALSE,FALSE,TRUE,521.71,TRUE
22,8,R4,577,0.9989378054501131,0.03848405510849282,0.8545499811114565,-3753.16801308055,-3753.126128263796,-1121.3661347133914,2631.759993550405,2.672278001978229,TRUE,FALSE,FALSE,TRUE,577.87,TRUE
22,8,R5,512,0.998857609439022,0.0367904278369443,0.693010217177808,-3375.778002707509,-3375.730758613021,-1080.368982062498,2295.3617765505232,2.6989953062684613,TRUE,FALSE,FALSE,TRUE,512.6800000000001,TRUE
22,9,R1,598,0.9966131884651372,0.08325117552115507,4.144593418941193,-2967.12806369706,-2967.087659656656,-916.9385570997158,2050.1491025569403,2.6592990722096697,TRUE,FALSE,FALSE,TRUE,598.92,TRUE
22,9,R2,491,0.9985996633066169,0.036451259816579255,0.652388922027941,-3246.167231607035,-3246.1179502928667,-1353.977566339624,1892.1403839532427,2.068989006147526,TRUE,FALSE,FALSE,TRUE,491.60999999999996,TRUE
22,9,R3,595,0.9979750835708666,0.06385912111877673,2.426402473287245,-3267.7802667539245,-3267.7396576168685,-913.5855199911682,2354.1541376257,2.702673759532137,TRUE,FALSE,FALSE,TRUE,595.9200000000001,TRUE
22,9,R4,605,0.9982089539907189,0.06176461260820157,2.3079947592379333,-3363.15387494943,-3363.1139415051703,-889.3284305702167,2473.7855109349534,2.7370002926631356,TRUE,FALSE,FALSE,TRUE,605.95,TRUE
22,9,R5,663,0.9983468150989951,0.08299587058986052,4.566952536684364,-3294.3668266915456,-3294.330407875157,-467.5537384192589,2826.776669455898,2.894502818662304,TRUE,FALSE,FALSE,TRUE,664.1700000000001,TRUE
22,10,R1,657,0.9977138082849953,0.06385096391928655,2.6785532548782753,-3609.081530394721,-3609.0447769490856,-1094.8151465230972,2514.2296304259885,2.7095514870725412,TRUE,FALSE,FALSE,TRUE,658.12,TRUE
22,10,R2,587,0.9990847229597319,0.03381694955188579,0.671285027195941,-3970.095141843754,-3970.053975462965,-1249.4819753290328,2720.5720001339323,2.553892122867864,TRUE,FALSE,FALSE,TRUE,587.85,TRUE
22,10,R3,591,0.997936352933277,0.051908279307536116,1.5924314512554867,-3490.6833871720846,-3490.642501311778,-1296.3454024068985,2194.297098904879,2.4015004871817114,TRUE,FALSE,FALSE,TRUE,591.87,TRUE
22,10,R4,662,0.9982671106471003,0.056933290185046705,2.1458064897171147,-3788.418558481015,-3788.3820843168814,-1087.548585293935,2700.8334990229464,2.669898335019256,TRUE,FALSE,FALSE,TRUE,663.12,TRUE
22,10,R5,648,0.9975238051364043,0.06376789177207605,2.634990925643773,-3561.24710087688,-3561.2098337961343,-1203.1767131907263,2358.033120605408,2.565117141616928,TRUE,FALSE,FALSE,TRUE,649.08,TRUE
22,11,R1,584,0.9975739422892297,0.056270918198485495,1.8491870811819775,-3355.0104358377853,-3354.9690565274404,-1202.3444470011275,2152.624609526313,2.573417644974773,TRUE,FALSE,FALSE,TRUE,584.87,TRUE
22,11,R2,615,0.9988990951393967,0.04294840923192995,1.134408001165295,-3865.7394727606857,-3865.7001928916184,-1119.2067415521126,2746.4934513395056,2.6032808285871476,TRUE,FALSE,FALSE,TRUE,615.95,TRUE
22,11,R3,560,0.9989488714804429,0.0352689036877677,0.696581517708739,-3740.1240528740313,-3740.0808874064055,-1141.4197092828663,2598.6611781235392,2.76854689297247,TRUE,FALSE,FALSE,TRUE,560.79,TRUE
22,11,R4,598,0.999733238433571,0.022666198104364585,0.30722640883076785,-4523.109119326673,-4523.068715286269,-956.4116316150657,3566.6570836712035,2.710526904794127,TRUE,FALSE,FALSE,TRUE,598.88,TRUE
22,11,R5,556,0.9990580949277077,0.03280303867475894,0.5982778765415383,-3793.9643474002687,-3793.920869139399,-1159.011291146348,2634.9095779930512,2.7869800839096817,TRUE,FALSE,FALSE,TRUE,556.78,TRUE
22,12,R1,548,0.9967809415618348,0.0758144083689092,3.149807834947595,-2821.0957447309356,-2821.0516270838766,-1011.3812247924668,1809.6704022914098,2.4204628412457594,TRUE,FALSE,FALSE,TRUE,548.75,TRUE
22,12,R2,560,0.9962340719998711,0.0975792860512667,5.332161557113962,-2600.3408461092818,-2600.297680641656,-746.9970490666807,1853.3006315749753,2.6387983196199247,TRUE,FALSE,FALSE,TRUE,560.79,TRUE
22,12,R3,444,0.9960603647936621,0.05649238260288361,1.4169768457148608,-2545.80073034287,-2545.7461848883245,-1320.0453679307482,1225.7008169575763,1.964378088335198,TRUE,FALSE,FALSE,TRUE,444.41,TRUE
22,12,R4,451,0.9978698187517111,0.04029091729452914,0.732134465411999,-2890.8895498894512,-2890.8358586142836,-1184.587497580648,1706.2483610336355,2.5254994169618397,TRUE,FALSE,FALSE,TRUE,451.45,TRUE
22,12,R5,550,0.9980635483508319,0.06154207862671348,2.0830850929331213,-3060.8375461008923,-3060.7935900569364,-948.3875484457176,2112.406041611219,2.495273410308353,TRUE,FALSE,FALSE,TRUE,550.7700000000001,TRUE
22,13,R1,889,0.9980479216721073,0.016065655014458214,0.22945558595774831,-7339.045152747605,-7339.0180341035375,-4499.652047230155,2839.365986873382,1.6902651689618637,TRUE,FALSE,FALSE,TRUE,891.3199999999999,TRUE
22,13,R2,656,0.9960551504377916,0.016212069615819513,0.1724172680056849,-5402.063050286882,-5402.026240470931,-3505.5111996728997,1896.5150407980314,2.0644445646313354,TRUE,FALSE,FALSE,TRUE,657.48,TRUE
22,13,R3,897,0.9889750751544946,0.051678587682926255,2.395596753137002,-5309.104875908344,-5309.078000208457,-4722.1100552985135,586.9679449099431,0.8486302104782809,TRUE,FALSE,FALSE,TRUE,899.35,TRUE
22,13,R4,671,0.9941242545329435,0.014623946173814606,0.14349992693709462,-5664.077416125208,-5664.041434116213,-4183.501690754598,1480.5397433616154,1.7037173033688606,TRUE,FALSE,FALSE,TRUE,672.53,TRUE
22,13,R5,653,0.9956994413559135,0.019869106463154897,0.257792248743652,-5111.677485498026,-5111.640505528842,-3156.8364429049857,1954.8040626238567,2.2910242455710095,TRUE,FALSE,FALSE,TRUE,654.54,TRUE
22,14,R1,563,0.9889653700282146,0.014363039242444616,0.11614515260564225,-4771.72732485583,-4771.6843910454545,-4052.913421837396,718.7709692080584,1.341835779037918,TRUE,FALSE,FALSE,TRUE,564.04,TRUE
22,14,R2,515,0.9874147969132,0.0125030287141999,0.08050774941947522,-4507.237897893713,-4507.190931161815,-3783.3164916449996,723.8744395168151,1.5736811271482243,TRUE,FALSE,FALSE,TRUE,515.81,TRUE
22,14,R3,498,0.9873435562443148,0.010460645180400152,0.05449369859993401,-4535.894600954862,-4535.84601795891,-3747.86109806697,787.9849198919401,1.7760231750970532,TRUE,FALSE,FALSE,TRUE,498.79999999999995,TRUE
22,14,R4,516,0.9864361003874293,0.011874797519115235,0.07276158111791244,-4569.203763595995,-4569.156888595995,-3617.0282548853756,952.1286337106194,2.1622955944851965,TRUE,FALSE,FALSE,TRUE,516.86,TRUE
22,14,R5,567,0.9878630741264208,0.013295223722079579,0.10022460615602367,-4893.277384097346,-4893.234755322923,-3659.104297293842,1234.1304580290807,2.4913201586995712,TRUE,FALSE,FALSE,TRUE,568.05,TRUE
22,15,R1,474,0.9796684063579508,0.015952152668275116,0.12061933683242759,-3916.97709757267,-3916.9260337428827,-3373.6988056075174,543.2272281353653,1.6610578273358017,TRUE,FALSE,FALSE,TRUE,474.69,TRUE
22,15,R2,534,0.9875009866141946,0.014692562420515686,0.11527532251672036,-4501.40201425505,-4501.356731236182,-3980.7665136945916,520.5902175415904,1.1260905676283646,TRUE,FALSE,FALSE,TRUE,534.9000000000001,TRUE
22,15,R3,462,0.9907315177246295,0.012122035276132839,0.06788800752694372,-4071.362876077699,-4071.310474330974,-3501.7887333983035,569.5217409326706,1.1751506307639104,TRUE,FALSE,FALSE,TRUE,462.64000000000004,TRUE
22,15,R4,463,0.9838450796498434,0.01382949193344193,0.0885509942244937,-3958.161432115826,-3958.1091445341267,-3127.0541144531076,831.0550300810191,2.278417997206461,TRUE,FALSE,FALSE,TRUE,463.64000000000004,TRUE
22,15,R5,370,0.9846165166781669,0.012120285510825779,0.05435348871965533,-3259.5273087985065,-3259.4617350280146,-2766.244974185836,493.2167608421787,1.6413701308350288,TRUE,FALSE,FALSE,TRUE,370.3399999999999,TRUE
22,16,R1,452,0.9957755508748586,0.09909909293380971,4.438924859577342,-2083.718031617516,-2083.6644601889443,-916.6749058503192,1166.989554338625,1.8537502884651704,TRUE,FALSE,FALSE,TRUE,452.29999999999995,TRUE
22,16,R2,478,0.9980276007403197,0.07277332294124389,2.531467222253254,-2499.107977352721,-2499.0573444413285,-674.7974230350302,1824.2599214062984,2.4461475101177386,TRUE,FALSE,FALSE,TRUE,478.35,TRUE
22,16,R3,456,0.998147619612289,0.07571511715273826,2.614147208246514,-2347.6690255435637,-2347.615928198431,-829.4053844290476,1518.2105437693835,1.7951882987659937,TRUE,FALSE,FALSE,TRUE,456.28000000000003,TRUE
22,16,R4,402,0.9972787142502509,0.060517820203004634,1.472287437973525,-2249.0731964390907,-2249.012894931553,-1017.1501088521854,1231.8627860793677,1.9154399087821299,TRUE,FALSE,FALSE,TRUE,402.18,TRUE
22,16,R5,389,0.9971363152591569,0.059367487213388005,1.3710299312943657,-2191.0786563937368,-2191.016318731399,-1134.8742615424096,1056.1420571889896,1.6313225429045979,TRUE,FALSE,FALSE,TRUE,389.12,TRUE
22,17,R1,512,0.9963180408018681,0.11804129664546177,7.134078829435856,-2182.002042030621,-2181.9547979361328,-480.7671862205329,1701.1876117155998,2.6233710491951627,TRUE,FALSE,FALSE,TRUE,512.4200000000001,TRUE
22,17,R2,393,0.9966568638315083,0.06595331791610715,1.709487176648238,-2130.983159930647,-2130.9214632725493,-959.9126376649523,1171.008825607597,2.022039944395903,TRUE,FALSE,FALSE,TRUE,393.13,TRUE
22,17,R3,417,0.9981946484671332,0.06345020620118468,1.67881225412768,-2293.7548623944667,-2293.6967510143213,-609.2313539876905,1684.4653970266309,2.64250449415527,TRUE,FALSE,FALSE,TRUE,417.18,TRUE
22,17,R4,372,0.999510275302215,0.020442988773592696,0.15546467387897214,-2888.245785086758,-2888.1805676954536,-1025.9093193806502,1862.2712483148034,2.1922587640340456,TRUE,FALSE,FALSE,TRUE,372.09,TRUE
22,17,R5,485,0.9976319005758454,0.06220222438749961,1.8765216085951328,-2688.0435824789506,-2687.9936864290544,-1032.62276104458,1655.3709253844743,2.2265438295251645,TRUE,FALSE,FALSE,TRUE,485.34999999999997,TRUE
22,18,R1,597,0.9982508107619706,0.053691714347892626,1.7210317132005721,-3485.8489219760745,-3485.808449800695,-1091.3603454071042,2394.448104393591,2.616513838780591,TRUE,FALSE,FALSE,TRUE,597.69,TRUE
22,18,R2,538,0.9963392216504844,0.06701186445663337,2.4159374081393614,-2902.3048989567214,-2902.2599551364965,-1045.4396706767209,1856.8202844597756,2.8107070539586454,TRUE,FALSE,FALSE,TRUE,538.4799999999999,TRUE
22,18,R3,538,0.9965941611281327,0.07051765811449175,2.675334177002361,-2847.4359327592124,-2847.3909889389874,-917.5079411950237,1929.8830477439637,2.9194352851289254,TRUE,FALSE,FALSE,TRUE,538.5,TRUE
22,18,R4,555,0.9964864041162789,0.08307609332951453,3.830408692006286,-2755.678117523887,-2755.634560355103,-861.404438272861,1894.2301220822421,2.6763145910615354,TRUE,FALSE,FALSE,TRUE,555.5500000000001,TRUE
22,18,R5,585,0.998496296838022,0.054934073224536695,1.7653851546076742,-3388.8971332056085,-3388.8558251161076,-931.7687527393514,2457.087072376756,2.629431383420816,TRUE,FALSE,FALSE,TRUE,585.6500000000001,TRUE
24,1,R1,435,0.9974249151310093,0.0684402383496407,2.0375688080296994,-2327.1610822005478,-2327.1053977457914,-739.8060792073796,1587.2993185384116,2.605197635922429,TRUE,FALSE,FALSE,TRUE,435.27,TRUE
24,1,R2,345,0.9985951787411579,0.03360105534644561,0.389515667536241,-2335.306484336222,-2335.2361031045507,-969.2711224658348,1365.964980638716,2.202557656864808,TRUE,FALSE,FALSE,TRUE,345,TRUE
24,1,R3,395,0.9988250225204369,0.044418783987244324,0.7793462065076617,-2454.133340624867,-2454.071959550698,-708.6925619430821,1745.3793976076158,2.599699380328849,TRUE,FALSE,FALSE,TRUE,395.13,TRUE
24,1,R4,394,0.996878420981435,0.07343642438533778,2.1248059200423524,-2051.7321544779065,-2051.670616016368,-704.9787078753664,1346.6919081410017,2.534061780653205,TRUE,FALSE,FALSE,TRUE,394.13,TRUE
24,1,R5,397,0.9972873373855997,0.06830095662966015,1.8520132085811065,-2124.962215932885,-2124.901147230595,-714.8329319379993,1410.0682152925958,2.5443137478235864,TRUE,FALSE,FALSE,TRUE,397.15,TRUE
24,2,R1,387,0.9949922018739971,0.09415747766407066,3.430999042223206,-1822.7968316149402,-1822.7341684295616,-840.7895103384528,981.9446580911087,1.9733225061480035,TRUE,FALSE,FALSE,TRUE,387.13,TRUE
24,2,R2,363,0.998151833424882,0.046735354684570754,0.7928621960298246,-2217.922651642659,-2217.8557992749707,-877.672252553338,1340.1835467216326,2.202269938882411,TRUE,FALSE,FALSE,TRUE,363.07,TRUE
24,2,R3,388,0.9971067206835925,0.07457648941553338,2.1579212761355233,-2008.441661944065,-2008.379161944065,-852.9858620618984,1155.3932998821665,1.909800226564956,TRUE,FALSE,FALSE,TRUE,388.14,TRUE
24,2,R4,334,0.9970179557839077,0.06403618431841787,1.3696113892888373,-1829.8690595767039,-1829.7963323039767,-1181.4665041993023,648.3298281046743,1.035695073328327,TRUE,FALSE,FALSE,TRUE,333.99,TRUE
24,2,R5,385,0.9990222210909455,0.040877127311148884,0.6433117218265714,-2455.832147243334,-2455.76915511735,-754.9404299833119,1700.828725134038,2.374066832609213,TRUE,FALSE,FALSE,TRUE,385.11,TRUE
24,3,R1,437,0.9974533392051621,0.06856674204430083,2.054510976066955,-2336.27426502947,-2336.218837777738,-918.6454621213232,1417.5733756564146,2.0809329041420592,TRUE,FALSE,FALSE,TRUE,437.28,TRUE
24,3,R2,477,0.9975856113180889,0.0976163377634391,4.545308863010959,-2213.681725849961,-2213.630985892244,-346.65613660284134,1866.9748492894028,2.9346516251941153,TRUE,FALSE,FALSE,TRUE,477.4,TRUE
24,3,R3,408,0.9954655688131484,0.08856860655302642,3.2005144112318766,-1971.965894595256,-1971.9064886546619,-844.2837698757816,1127.6227187788804,2.151769150058588,TRUE,FALSE,FALSE,TRUE,408.15999999999997,TRUE
24,3,R4,400,0.9961435375615163,0.08862891986999182,3.142034174928572,-1932.6376522105572,-1932.5770461499512,-672.6099561909398,1259.9670899590114,2.4363434525508447,TRUE,FALSE,FALSE,TRUE,400.13,TRUE
24,3,R5,420,0.9971806492032391,0.08809121458494493,3.259226076561342,-2034.6812764423707,-2034.6235841346784,-558.9216982802266,1475.7018858544518,2.5329400177590933,TRUE,FALSE,FALSE,TRUE,420.21999999999997,TRUE
24,4,R1,429,0.9957774870291342,0.05952547392292621,1.5200679976263074,-2414.7190935598924,-2414.662622971657,-1309.6531056759025,1105.0095172957547,1.8290733315718273,TRUE,FALSE,FALSE,TRUE,429.38,TRUE
24,4,R2,495,0.996556391380964,0.08307101079788123,3.415892453315941,-2457.178890327855,-2457.1300104907878,-934.1208677281397,1523.009142762648,2.1831616734438124,TRUE,FALSE,FALSE,TRUE,495.55000000000007,TRUE
24,4,R3,499,0.9958395604786547,0.0955949268098415,4.5600566258576976,-2336.9402561211873,-2336.8917712727025,-911.6845178258088,1425.2072534468937,2.1175526660485473,TRUE,FALSE,FALSE,TRUE,499.57000000000005,TRUE
24,4,R4,467,0.9987652900765251,0.04080290174188379,0.7774974611905036,-2981.867941763963,-2981.816105910831,-1275.5096806205077,1706.3064252903234,1.7375116843659923,TRUE,FALSE,FALSE,TRUE,467.49999999999994,TRUE
24,4,R5,560,0.9963103724650642,0.10608609061008749,6.302384827721748,-2506.7248596120303,-2506.6816941444044,-757.2385851537946,1749.4431089906097,2.3432951535172535,TRUE,FALSE,FALSE,TRUE,560.7900000000001,TRUE
24,5,R1,615,0.9976760775755675,0.08103103098224908,4.03810720895842,-3084.895411926118,-3084.8561320570507,-1004.183019132652,2080.6731129243985,2.0884581541629603,TRUE,FALSE,FALSE,TRUE,615.96,TRUE
24,5,R2,559,0.9952679943915684,0.1052816145694854,6.196078066793943,-2510.7482196831975,-2510.7049764399544,-1101.221373033332,1409.4836034066225,1.865278685655427,TRUE,FALSE,FALSE,TRUE,559.7900000000001,TRUE
24,5,R3,605,0.9984697555697881,0.06667831294622513,2.689828437499614,-3270.5293818209652,-3270.4894483767057,-1112.3594400918291,2158.1300082848766,1.8430378684854263,TRUE,FALSE,FALSE,TRUE,605.93,TRUE
24,5,R4,592,0.9961974121208202,0.11185053327870478,7.406240742480542,-2587.660718733811,-2587.6199024072803,-965.9203521271138,1621.6995502801665,1.8789554959671586,TRUE,FALSE,FALSE,TRUE,592.9,TRUE
24,5,R5,482,0.9983618722012036,0.04803164379179368,1.1119927041747246,-2920.6030109925646,-2920.5528017875436,-1571.564922856764,1348.9878789307795,1.2772842019807373,TRUE,FALSE,FALSE,TRUE,482.53999999999996,TRUE
24,6,R1,741,0.9988797077685255,0.05777902047480412,2.473765668407625,-4219.373973473012,-4219.341409022537,-1381.5855782047179,2837.755830817819,1.7978221210390648,TRUE,FALSE,FALSE,TRUE,742.4100000000001,TRUE
24,6,R2,685,0.999382207040523,0.03501152894053173,0.8396779037462783,-4586.346686601191,-4586.311444310442,-1834.4684525447244,2751.8429917657177,1.4724077577904457,TRUE,FALSE,FALSE,TRUE,686.2299999999999,TRUE
24,6,R3,706,0.9979617841801967,0.07465027160134373,3.934300113408997,-3658.056856742887,-3658.022668708699,-1357.6438487586547,2300.378819950044,1.811224417762902,TRUE,FALSE,FALSE,TRUE,707.27,TRUE
24,6,R4,705,0.9975120519615605,0.08496671308638154,5.089636344555953,-3470.3489510151,-3470.314714210535,-1320.4007294857024,2149.9139847248325,1.7889960721329743,TRUE,FALSE,FALSE,TRUE,706.27,TRUE
24,6,R5,647,0.9993251158399117,0.03940015362602722,1.0043847524231915,-4178.777319231246,-4178.739994192366,-1446.1317169149938,2732.608277277372,1.701100688124558,TRUE,FALSE,FALSE,TRUE,648.09,TRUE
24,7,R1,413,0.9965628841601144,0.06622346627803123,1.8112311116674242,-2236.359053168595,-2236.3003734619933,-961.3690808638507,1274.9312925981426,2.2095083792707313,TRUE,FALSE,FALSE,TRUE,413.3,TRUE
24,7,R2,524,0.9980085563706245,0.09093690172088209,4.3332285295669255,-2506.673691883634,-2506.6275380374805,-346.6183684931019,2160.0091695443784,2.956453938180675,TRUE,FALSE,FALSE,TRUE,524.65,TRUE
24,7,R3,518,0.9974179216985539,0.09369377270085007,4.547274936231813,-2446.9615997848778,-2446.914907177874,-460.41972988032666,1986.4951772975471,2.8976982322143865,TRUE,FALSE,FALSE,TRUE,518.65,TRUE
24,7,R4,538,0.9971852265734755,0.11642610788500227,7.2926107653206005,-2307.936358336435,-2307.8914145162103,-322.8134365277292,1985.077977988481,2.8161353770482003,TRUE,FALSE,FALSE,TRUE,538.7,TRUE
