T,OTU,Replicate,parameter,Estimate,SE,t value,p_value,T_end_min,keep,has_curvature,delta_aicc_curv,fit_valid
22,3,R5,K,0.002202872356839868,2.204050054148738e-5,99.94656667135787,9.002186007316587e-300,433.40999999999997,TRUE,TRUE,1672.5904002568484,TRUE
22,3,R5,O2_0,9.841130963364801,0.0038999915624099825,2523.3723729606013,0,433.40999999999997,TRUE,TRUE,1672.5904002568484,TRUE
22,4,R1,r,0.003212950463664091,2.309011533467148e-5,139.1483072776,0,599.02,TRUE,TRUE,2141.177499254227,TRUE
22,4,R1,K,0.0021603025433283582,1.8950767142021612e-5,113.99551939710571,0,599.02,TRUE,TRUE,2141.177499254227,TRUE
22,4,R1,O2_0,10.820481443948355,0.004363876978094991,2479.5569394515637,0,599.02,TRUE,TRUE,2141.177499254227,TRUE
22,4,R2,r,0.003236002432599628,1.715646010594038e-5,188.61713970233114,0,710.33,TRUE,TRUE,2872.517460557839,TRUE
22,4,R2,K,0.0025251242132308806,2.0134017868211228e-5,125.41581266885112,0,710.33,TRUE,TRUE,2872.517460557839,TRUE
22,4,R2,O2_0,10.970988301919162,0.0062558345776085,1753.7209729278336,0,710.33,TRUE,TRUE,2872.517460557839,TRUE
22,4,R3,r,0.002862510832482427,2.2576372710431374e-5,126.79232705791613,0,628.1,TRUE,TRUE,2087.0357449125095,TRUE
22,4,R3,K,0.0026933885590683976,2.3951633265322367e-5,112.4511439045761,0,628.1,TRUE,TRUE,2087.0357449125095,TRUE
22,4,R3,O2_0,10.478394695439471,0.005543233645700662,1890.3036323512224,0,628.1,TRUE,TRUE,2087.0357449125095,TRUE
22,4,R4,r,0.003413900325157007,2.925508699692216e-5,116.69424621831318,0,625.0699999999999,TRUE,TRUE,2011.4052285824635,TRUE
22,4,R4,K,0.0023367214644860524,2.7586951691705636e-5,84.70386618281631,0,625.0699999999999,TRUE,TRUE,2011.4052285824635,TRUE
22,4,R4,O2_0,10.472389528665664,0.007119961096656635,1470.8492625870174,0,625.0699999999999,TRUE,TRUE,2011.4052285824635,TRUE
22,4,R5,r,0.003116538633212749,2.6311952481656514e-5,118.44573812549474,0,729.3900000000001,TRUE,TRUE,2266.8623827484334,TRUE
22,4,R5,K,0.002340801556356217,2.933116193897993e-5,79.80596067847507,0,729.3900000000001,TRUE,TRUE,2266.8623827484334,TRUE
22,4,R5,O2_0,10.743077134470692,0.00927370919254518,1158.4444704290154,0,729.3900000000001,TRUE,TRUE,2266.8623827484334,TRUE
22,5,R1,r,0.0024189658906686954,2.2715833553694108e-5,106.48809716583422,0,799.6,TRUE,TRUE,2253.2765172919753,TRUE
22,5,R1,K,0.0021439817126161467,2.4712698878166503e-5,86.75627551591865,0,799.6,TRUE,TRUE,2253.2765172919753,TRUE
22,5,R1,O2_0,10.273744487829545,0.0076195616381010255,1348.3379984035412,0,799.6,TRUE,TRUE,2253.2765172919753,TRUE
22,5,R2,r,0.0022518034193797663,1.9254736813551757e-5,116.94802381276462,0,827.7,TRUE,TRUE,2443.1748002336717,TRUE
22,5,R2,K,0.002462565350367921,2.475204034801491e-5,99.48938817746459,0,827.7,TRUE,TRUE,2443.1748002336717,TRUE
22,5,R2,O2_0,10.757573677119918,0.007715620989315777,1394.258957511844,0,827.7,TRUE,TRUE,2443.1748002336717,TRUE
22,5,R3,r,0.002247633834199033,9.536813481097535e-6,235.67975180116096,0,825.68,TRUE,TRUE,3552.1033463570307,TRUE
22,5,R3,K,0.002508096858497948,1.2446855969622482e-5,201.50444936610123,0,825.68,TRUE,TRUE,3552.1033463570307,TRUE
22,5,R3,O2_0,10.703764907058213,0.0038600128056569677,2772.9868904506006,0,825.68,TRUE,TRUE,3552.1033463570307,TRUE
22,5,R4,r,0.00141347933266526,4.358816828358281e-5,32.428050737742,4.019059420592588e-129,546.88,TRUE,TRUE,611.601248607175,TRUE
22,5,R4,K,0.004517035789815889,6.093190100427088e-5,74.13252689259241,3.3733736877301166e-286,546.88,TRUE,TRUE,611.601248607175,TRUE
22,5,R4,O2_0,10.887893615851482,0.008934966623441011,1218.5712688939361,0,546.88,TRUE,TRUE,611.601248607175,TRUE
22,5,R5,r,0.0016126658225202577,3.278732265502945e-5,49.18565140215501,5.669051466177423e-215,617.0500000000001,TRUE,TRUE,997.8193226155281,TRUE
22,5,R5,K,0.003711792411670511,4.353082743771982e-5,85.2681336457715,0,617.0500000000001,TRUE,TRUE,997.8193226155281,TRUE
22,5,R5,O2_0,10.427962487403914,0.007688880751598341,1356.239331093304,0,617.0500000000001,TRUE,TRUE,997.8193226155281,TRUE
22,6,R1,r,0.0012822127255584287,1.8881218520160928e-5,67.90942672419747,9.855896e-317,730.3900000000001,TRUE,TRUE,1452.073993580264,TRUE
22,6,R1,K,0.0031072953761420294,2.468193082844734e-5,125.89352906542844,0,730.3900000000001,TRUE,TRUE,1452.073993580264,TRUE
22,6,R1,O2_0,10.248386712347138,0.005070943039279534,2021.0021356901696,0,730.3900000000001,TRUE,TRUE,1452.073993580264,TRUE
22,6,R2,r,0.001499582160899866,9.899253172451224e-6,151.48437309120197,0,895.97,TRUE,TRUE,2979.173891186699,TRUE
22,6,R2,K,0.0026679373632594325,1.4212622885322831e-5,187.71604543272394,0,895.97,TRUE,TRUE,2979.173891186699,TRUE
22,6,R2,O2_0,9.347553969034628,0.004053742699911197,2305.907074279628,0,895.97,TRUE,TRUE,2979.173891186699,TRUE
22,6,R3,r,0.0017183657430096377,9.532035463137712e-6,180.27269722766997,0,878.9000000000001,TRUE,TRUE,3246.0171139292183,TRUE
22,6,R3,K,0.0023882754752597725,1.2214062885803578e-5,195.53489265522518,0,878.9000000000001,TRUE,TRUE,3246.0171139292183,TRUE
22,6,R3,O2_0,10.042992189072082,0.0036018546935114065,2788.2835493514276,0,878.9000000000001,TRUE,TRUE,3246.0171139292183,TRUE
22,6,R4,r,0.0014630977327868735,1.7773750457862744e-5,82.31789549738103,0,900,TRUE,TRUE,1971.1083142648745,TRUE
22,6,R4,K,0.0029819168710240977,2.8574130088804706e-5,104.35722318603175,0,900,TRUE,TRUE,1971.1083142648745,TRUE
22,6,R4,O2_0,10.809507601852749,0.008118957560494135,1331.3910709978957,0,900,TRUE,TRUE,1971.1083142648745,TRUE
22,6,R5,r,0.0011837598013284898,1.5746959818882398e-5,75.17386307857514,0,707.3,TRUE,TRUE,1552.401587941542,TRUE
22,6,R5,K,0.0035128903396173103,2.229571853385059e-5,157.55896515664415,0,707.3,TRUE,TRUE,1552.401587941542,TRUE
22,6,R5,O2_0,10.631589052367977,0.00430822533669678,2467.7421029512516,0,707.3,TRUE,TRUE,1552.401587941542,TRUE
22,7,R1,r,0.004241767659380423,2.5638844864268146e-5,165.44300969237537,0,642.08,TRUE,TRUE,2521.726521406373,TRUE
22,7,R1,K,0.0018118460657559612,2.0157815683689203e-5,89.88305549504679,0,642.08,TRUE,TRUE,2521.726521406373,TRUE
22,7,R1,O2_0,11.708642130164996,0.006611683626573783,1770.9017538445787,0,642.08,TRUE,TRUE,2521.726521406373,TRUE
22,7,R2,r,0.004407111416069935,1.95236126406778e-5,225.73237326413852,0,598.93,TRUE,TRUE,2753.84689241628,TRUE
22,7,R2,K,0.0019039314191829897,1.4955420816867789e-5,127.30711108012423,0,598.93,TRUE,TRUE,2753.84689241628,TRUE
22,7,R2,O2_0,10.81847924898367,0.004434783040024057,2439.460769861017,0,598.93,TRUE,TRUE,2753.84689241628,TRUE
22,7,R3,r,0.004458692987633664,2.731347689023751e-5,163.2415018253245,0,594.9,TRUE,TRUE,2363.8120692701896,TRUE
22,7,R3,K,0.0021005052272242944,2.294891345024968e-5,91.52961562986074,0,594.9,TRUE,TRUE,2363.8120692701896,TRUE
22,7,R3,O2_0,11.622057889692101,0.0067919175922528,1711.1600268750021,0,594.9,TRUE,TRUE,2363.8120692701896,TRUE
22,7,R4,r,0.0036654717556309888,1.8785339655165325e-5,195.12406072589215,0,601.9499999999999,TRUE,TRUE,2551.7288170863303,TRUE
22,7,R4,K,0.0023139562394328167,1.6994577447965645e-5,136.15850388264943,0,601.9499999999999,TRUE,TRUE,2551.7288170863303,TRUE
22,7,R4,O2_0,10.862308545966208,0.004332315052335263,2507.2757670546284,0,601.9499999999999,TRUE,TRUE,2551.7288170863303,TRUE
22,7,R5,r,0.004276188647108508,2.9400683329662148e-5,145.44521292790125,0,635.0500000000001,TRUE,TRUE,2334.6512266986374,TRUE
22,7,R5,K,0.0018911154332146407,2.384896915445756e-5,79.29547901910789,0,635.0500000000001,TRUE,TRUE,2334.6512266986374,TRUE
22,7,R5,O2_0,11.577784768396102,0.0077136559830435466,1500.9464764628901,0,635.0500000000001,TRUE,TRUE,2334.6512266986374,TRUE
22,8,R1,r,0.004344281953674805,2.806122669192204e-5,154.81439929086883,0,651.12,TRUE,TRUE,2459.598574163153,TRUE
22,8,R1,K,0.001476923628695991,1.837390923866482e-5,80.38156766269708,0,651.12,TRUE,TRUE,2459.598574163153,TRUE
22,8,R1,O2_0,10.529532343896339,0.006359058653019016,1655.8319270883521,0,651.12,TRUE,TRUE,2459.598574163153,TRUE
22,8,R2,r,0.004231538816022748,2.5762274684895603e-5,164.25330712367938,0,629.0300000000001,TRUE,TRUE,2461.2826652432404,TRUE
22,8,R2,K,0.0016747113124910508,1.8259629023150583e-5,91.71661211559982,0,629.0300000000001,TRUE,TRUE,2461.2826652432404,TRUE
22,8,R2,O2_0,11.076298896711883,0.005733719044634575,1931.7826371483477,0,629.0300000000001,TRUE,TRUE,2461.2826652432404,TRUE
22,8,R3,r,0.004702390775922322,2.9089265237944285e-05,161.65381756664254,0,521.71,TRUE,TRUE,2108.4933360851865,TRUE
22,8,R3,K,0.0015049078303669228,1.512931177907618e-5,99.46968192222785,0,521.71,TRUE,TRUE,2108.4933360851865,TRUE
22,8,R3,O2_0,10.954771143228436,0.0036501561240157437,3001.178790998252,0,521.71,TRUE,TRUE,2108.4933360851865,TRUE
22,8,R4,r,0.004624358423137088,2.1226019490717728e-5,217.86272386866267,0,577.87,TRUE,TRUE,2631.7599935504068,TRUE
22,8,R4,K,0.0014767167263539053,1.2197440909400085e-5,121.06774997498518,0,577.87,TRUE,TRUE,2631.7599935504068,TRUE
22,8,R4,O2_0,10.928035959946795,0.003532799509063374,3093.307710191589,0,577.87,TRUE,TRUE,2631.7599935504068,TRUE
22,8,R5,r,0.0052644833156519875,2.641938877422825e-5,199.26590129092685,0,512.6800000000001,TRUE,TRUE,2295.361776550526,TRUE
22,8,R5,K,0.0015068080764703443,1.3771641127407993e-5,109.41383547030794,0,512.6800000000001,TRUE,TRUE,2295.361776550526,TRUE
22,8,R5,O2_0,10.606594552849215,0.003574437100048418,2967.3468174067298,0,512.6800000000001,TRUE,TRUE,2295.361776550526,TRUE
22,9,R1,r,0.004440157403676067,3.591391427335683e-5,123.63334639271139,0,598.92,TRUE,TRUE,2050.1491025569358,TRUE
22,9,R1,K,0.0017393179698902237,2.51676100047366e-5,69.10938184288774,1.8396159322795213e-286,598.92,TRUE,TRUE,2050.1491025569358,TRUE
22,9,R1,O2_0,11.645815836569053,0.007517856606554438,1549.087252663965,0,598.92,TRUE,TRUE,2050.1491025569358,TRUE
22,9,R2,r,0.00420859829162858,2.9336740550239517e-5,143.45827834627045,0,491.60999999999996,TRUE,TRUE,1892.1403839532413,TRUE
22,9,R2,K,0.00211563032068852,1.9595377382864414e-5,107.96578597861436,0,491.60999999999996,TRUE,TRUE,1892.1403839532413,TRUE
22,9,R2,O2_0,10.981423835494622,0.0038900770645398717,2822.932207589449,0,491.60999999999996,TRUE,TRUE,1892.1403839532413,TRUE
22,9,R3,r,0.00453529628059494,2.8086598958728794e-5,161.47545266193413,0,595.9200000000001,TRUE,TRUE,2354.1541376257,TRUE
22,9,R3,K,0.0016858961405982944,1.9043256046973436e-5,88.52982580498546,0,595.9200000000001,TRUE,TRUE,2354.1541376257,TRUE
22,9,R3,O2_0,11.364971680219401,0.005752696261634213,1975.5904298327869,0,595.9200000000001,TRUE,TRUE,2354.1541376257,TRUE
22,9,R4,r,0.004516874812547463,2.585067603582289e-5,174.72946573188835,0,605.95,TRUE,TRUE,2473.7855109349543,TRUE
22,9,R4,K,0.0016668219594842602,1.7663983748896847e-5,94.36274303571847,0,605.95,TRUE,TRUE,2473.7855109349543,TRUE
22,9,R4,O2_0,11.746959066292575,0.00549595451589942,2137.3828754057963,0,605.95,TRUE,TRUE,2473.7855109349543,TRUE
22,9,R5,r,0.004358075219691199,2.200316836136932e-5,198.06580343868183,0,664.1700000000001,TRUE,TRUE,2826.776669455897,TRUE
22,9,R5,K,0.001914378057383052,1.9136841296160223e-5,100.03626135349563,0,664.1700000000001,TRUE,TRUE,2826.776669455897,TRUE
22,9,R5,O2_0,11.252670371023534,0.006928614822665294,1624.0865828207297,0,664.1700000000001,TRUE,TRUE,2826.776669455897,TRUE
22,10,R1,r,0.004117108562378504,2.5733126732431772e-5,159.99254988278057,0,658.12,TRUE,TRUE,2514.2296304259876,TRUE
22,10,R1,K,0.0014303969197611032,1.6354688161802312e-5,87.46097177822749,0,658.12,TRUE,TRUE,2514.2296304259876,TRUE
22,10,R1,O2_0,10.626611896673628,0.005469309597503543,1942.9530742827446,0,658.12,TRUE,TRUE,2514.2296304259876,TRUE
22,10,R2,r,0.004344462231637091,1.89703706030451e-5,229.01303946796503,0,587.85,TRUE,TRUE,2720.5720001339378,TRUE
22,10,R2,K,0.001486402103581533,1.1064056810070389e-5,134.34512576152224,0,587.85,TRUE,TRUE,2720.5720001339378,TRUE
22,10,R2,O2_0,10.707846998697368,0.003119902672511712,3432.1093068191444,0,587.85,TRUE,TRUE,2720.5720001339378,TRUE
22,10,R3,r,0.004057479661381235,2.779329652812061e-5,145.98770812508587,0,591.87,TRUE,TRUE,2194.297098904881,TRUE
22,10,R3,K,0.0016663501362381033,1.8083778680097184e-5,92.14612530466714,0,591.87,TRUE,TRUE,2194.297098904881,TRUE
22,10,R3,O2_0,9.981566242306787,0.004857750144311308,2054.7714365251472,0,591.87,TRUE,TRUE,2194.297098904881,TRUE
22,10,R4,r,0.004026267244268392,2.20535077595021e-5,182.56811062329126,0,663.12,TRUE,TRUE,2700.833499022946,TRUE
22,10,R4,K,0.0014931381353192289,1.4699640578954846e-5,101.57650639818515,0,663.12,TRUE,TRUE,2700.833499022946,TRUE
22,10,R4,O2_0,9.818467319353589,0.004880357513720257,2011.8336191048943,0,663.12,TRUE,TRUE,2700.833499022946,TRUE
22,10,R5,r,0.003951927561497701,2.6945069118295824e-5,146.6660762363502,0,649.08,TRUE,TRUE,2358.033120605408,TRUE
22,10,R5,K,0.001531221341026759,1.788868564610429e-5,85.59719653636046,0,649.08,TRUE,TRUE,2358.033120605408,TRUE
22,10,R5,O2_0,10.459907837395443,0.00559219295119108,1870.4483068967763,0,649.08,TRUE,TRUE,2358.033120605408,TRUE
22,11,R1,r,0.004399982295167769,3.120769413418712e-5,140.99030438611342,0,584.87,TRUE,TRUE,2152.624609526314,TRUE
22,11,R1,K,0.001506402283341277,1.8379043943502308e-5,81.96303833714092,1.8e-321,584.87,TRUE,TRUE,2152.624609526314,TRUE
22,11,R1,O2_0,9.975479454373845,0.00519328563936534,1920.8416688578152,0,584.87,TRUE,TRUE,2152.624609526314,TRUE
22,11,R2,r,0.004226448297081171,1.949671705291762e-5,216.77743415005847,0,615.95,TRUE,TRUE,2746.4934513395056,TRUE
22,11,R2,K,0.0015901156305629233,1.2792984670038361e-5,124.29590682517055,0,615.95,TRUE,TRUE,2746.4934513395056,TRUE
22,11,R2,O2_0,10.800860572610684,0.0038492600507549902,2805.9576204762297,0,615.95,TRUE,TRUE,2746.4934513395056,TRUE
22,11,R3,r,0.004936869225507712,2.230714436521242e-5,221.31336690529824,0,560.79,TRUE,TRUE,2598.6611781235383,TRUE
22,11,R3,K,0.001314896343432252,1.115395659024081e-5,117.88609116362572,0,560.79,TRUE,TRUE,2598.6611781235383,TRUE
22,11,R3,O2_0,10.853024575736615,0.003250410449261272,3338.9704916199757,0,560.79,TRUE,TRUE,2598.6611781235383,TRUE
22,11,R4,r,0.004525993362266442,1.0116730021434167e-5,447.3771023519741,0,598.88,TRUE,TRUE,3566.657083671203,TRUE
22,11,R4,K,0.001633530236957483,6.6830855981165095e-6,244.42754966625893,0,598.88,TRUE,TRUE,3566.657083671203,TRUE
22,11,R4,O2_0,9.566893010934832,0.002034825882850522,4701.5781996702735,0,598.88,TRUE,TRUE,3566.657083671203,TRUE
22,11,R5,r,0.005005531958600672,2.138608548967159e-5,234.05554798787713,0,556.78,TRUE,TRUE,2634.9095779930485,TRUE
22,11,R5,K,0.0012854302462129456,1.0392260643472581e-5,123.69110921215484,0,556.78,TRUE,TRUE,2634.9095779930485,TRUE
22,11,R5,O2_0,10.708590841713118,0.003027569038459737,3537.0261439722835,0,556.78,TRUE,TRUE,2634.9095779930485,TRUE
22,12,R1,r,0.004410866225504801,3.89822711445129e-5,113.15057065692974,0,548.75,TRUE,TRUE,1809.6704022914098,TRUE
22,12,R1,K,0.00207451443501743,2.932079229733458e-5,70.75233213278533,7.674959668857219e-277,548.75,TRUE,TRUE,1809.6704022914098,TRUE
22,12,R1,O2_0,11.191177781552296,0.007352745931389987,1522.0405935387298,0,548.75,TRUE,TRUE,1809.6704022914098,TRUE
22,12,R2,r,0.004705501737940985,4.171648978899552e-5,112.79716394504169,0,560.79,TRUE,TRUE,1853.3006315749767,TRUE
22,12,R2,K,0.00209258051117234,3.288388097667594e-5,63.635448402716726,1.0698012344392897e-257,560.79,TRUE,TRUE,1853.3006315749767,TRUE
22,12,R2,O2_0,10.905543856146231,0.009127842855991386,1194.75587257596,0,560.79,TRUE,TRUE,1853.3006315749767,TRUE
22,12,R3,r,0.0044201932637321344,5.681460946038092e-5,77.80029301819826,1.0867048910845925e-259,444.41,TRUE,TRUE,1225.7008169575777,TRUE
22,12,R3,K,0.0023061083124435904,3.7063656381844386e-5,62.22020538624561,1.765925501036574e-220,444.41,TRUE,TRUE,1225.7008169575777,TRUE
22,12,R3,O2_0,10.077711913993888,0.006418669956354107,1570.062331062457,0,444.41,TRUE,TRUE,1225.7008169575777,TRUE
22,12,R4,r,0.00559419518653636,4.29210917832816e-5,130.33674014591077,0,451.45,TRUE,TRUE,1706.248361033639,TRUE
22,12,R4,K,0.0015380743313421273,1.9854215159014916e-5,77.46840250412801,1.40046497702877e-261,451.45,TRUE,TRUE,1706.248361033639,TRUE
22,12,R4,O2_0,10.373765746907624,0.004255981861906669,2437.4553472039947,0,451.45,TRUE,TRUE,1706.248361033639,TRUE
22,12,R5,r,0.004530518020786086,3.027024355937025e-5,149.66903097096653,0,550.7700000000001,TRUE,TRUE,2112.4060416112184,TRUE
22,12,R5,K,0.0020616174450317727,2.2840266170120973e-5,90.26240892624648,0,550.7700000000001,TRUE,TRUE,2112.4060416112184,TRUE
22,12,R5,O2_0,10.900455029904078,0.00590632452403967,1845.5564006917518,0,550.7700000000001,TRUE,TRUE,2112.4060416112184,TRUE
22,13,R1,r,0.0018963617656530358,1.3767033104025601e-5,137.74658282026815,0,891.3199999999999,TRUE,TRUE,2839.3659868733594,TRUE
22,13,R1,K,5.514257774872561e-4,4.2012060542589454e-6,131.2541613921202,0,891.3199999999999,TRUE,TRUE,2839.3659868733594,TRUE
22,13,R1,O2_0,11.549437429171588,0.0013314782881571228,8674.146271778096,0,891.3199999999999,TRUE,TRUE,2839.3659868733594,TRUE
22,13,R2,r,0.0031399351533603083,3.185817668539857e-5,98.55978841373626,0,657.48,TRUE,TRUE,1896.515040797793,TRUE
22,13,R2,K,4.2027783476479477e-4,5.649689092240132e-6,74.38955098291123,4.723e-321,657.48,TRUE,TRUE,1896.515040797793,TRUE
22,13,R2,O2_0,11.304281558286222,0.001497329592829478,7549.628092853435,0,657.48,TRUE,TRUE,1896.515040797793,TRUE
22,13,R3,r,9.43603947827076e-4,3.089781569710598e-5,30.53950340947428,7.217542135165567e-141,899.35,TRUE,TRUE,586.9679449099567,TRUE
22,13,R3,K,0.0012027938913167899,1.9067886278518584e-5,63.0795607729121,0,899.35,TRUE,TRUE,586.9679449099567,TRUE
22,13,R3,O2_0,10.711842646303342,0.004700261998326296,2278.9884159899375,0,899.35,TRUE,TRUE,586.9679449099567,TRUE
22,13,R4,r,0.002533295620074734,3.654390102641899e-5,69.32198120401314,2.578500809689559e-307,672.53,TRUE,TRUE,1480.5397433615426,TRUE
22,13,R4,K,3.7948671330593337e-4,5.798285679008275e-6,65.44808833407461,9.024201299987844e-293,672.53,TRUE,TRUE,1480.5397433615426,TRUE
22,13,R4,O2_0,10.212069144846087,0.001392857645962067,7331.739301895753,0,672.53,TRUE,TRUE,1480.5397433615426,TRUE
22,13,R5,r,0.003500205099109313,3.418809466295731e-5,102.38081804838846,0,654.54,TRUE,TRUE,1954.8040626238344,TRUE
22,13,R5,K,4.287584549160829e-4,6.274167956796263e-6,68.33710188641763,6.311845670387092e-299,654.54,TRUE,TRUE,1954.8040626238344,TRUE
22,13,R5,O2_0,11.317214144629355,0.0017916339902397842,6316.699842870647,0,654.54,TRUE,TRUE,1954.8040626238344,TRUE
22,14,R1,r,0.0023789727307246262,6.380283585768711e-5,37.28631648961419,7.362022319808777e-154,564.04,TRUE,TRUE,718.7709692080712,TRUE
