T,OTU,Replicate,clade,respiration_fgC_h,resp_corr,cue_pipe,cue_corr,growth_fgC_h,resp_swing,cue_swing
22,9,R5,clade3,263.14202040739434,259.96519129093593,0.5674151933715511,0.5703940520470961,345.15955739954296,-1.2072678896133948,0.524987471316174
22,10,R1,clade4,332.3815927028144,330.29104207648686,0.49521107795856306,0.49678834394394,326.07499814037755,-0.6289610111462118,0.3185037765873533
22,10,R2,clade4,362.39377523064513,363.3009278528253,0.4870396250991303,0.486415041687649,344.0814087456576,0.25032235214381693,-0.1282407794548912
22,10,R3,clade4,358.7202578304024,351.1050938280324,0.4725265610863773,0.4778776313756765,321.3523891813938,-2.1228697950954056,1.1324379897283743
22,10,R4,clade4,350.33835881062254,348.1094315716798,0.4764964787219566,0.47808882089113935,318.88036574605667,-0.6362212937543577,0.3341771115399794
22,10,R5,clade4,352.6636842230588,348.48916779816545,0.4702015750877698,0.4731689494088906,312.99266287061795,-1.1837103199582533,0.6310855765566004
22,11,R1,clade4,325.87845249967853,322.0953210094138,0.5167568095182861,0.5196721614342009,348.4785977772873,-1.160902619134807,0.5641632315658285
22,11,R2,clade4,367.2136701635572,365.407923647807,0.4768651326949793,0.4780950214582893,334.73470512882875,-0.4917427270465957,0.25791123715825925
22,11,R3,clade4,272.62651602322586,275.6892523215775,0.5891868514664521,0.5864801574035947,391.00004266021085,1.1234183464717384,-0.45939485175553463
22,11,R4,clade4,344.03478860273185,342.4959936354872,0.5102662063425791,0.5113863858723012,358.45867429150223,-0.4472788852238896,0.21952845706776358
22,11,R5,clade4,268.4953102072583,270.8441025635072,0.5962072389217675,0.5941086261686794,396.4381311211732,0.8747982802514542,-0.35199383973991694
22,12,R1,clade4,475.3015578210842,474.4432858201956,0.42362690241241585,0.4240682646594674,349.34060505998025,-0.18057420321176965,0.10418654824284612
22,12,R2,clade4,425.5255693408752,426.235983390774,0.46689442172456297,0.4664792464952116,372.675737644926,0.16694979128966114,-0.0889227221472999
22,12,R3,clade4,516.4891111073608,512.4439326905376,0.40398345863929264,0.40587811503046234,350.0793064875851,-0.7832069117876039,0.4689935567043557
22,12,R4,clade4,284.2248036748637,296.91593031937026,0.6091975232957944,0.5987493453224697,443.0602587736797,4.465172103355353,-1.715072299834608
22,12,R5,clade4,469.08764643236066,469.2014984950157,0.43340379472908486,0.4333442019609783,358.8170272462581,0.024270957361793855,-0.013749941470597715
22,13,R1,glab,84.51900702585456,66.9440690530937,0.6399015902614852,0.6916950968875407,150.19185183972044,-20.794065845312936,8.093979982905019
22,13,R2,glab,57.84427991018788,56.136533872073166,0.8112914923464037,0.8158367405846013,248.6828641461364,-2.9523161853968083,0.5602484780226069
22,13,R4,glab,57.52063232900824,52.091389683018846,0.7771879572607273,0.7938839121074267,200.6370131099189,-9.438774273090466,2.1482518727575117
22,13,R5,glab,38.96024460684646,40.161850733818056,0.876776907742048,0.8734573953928627,277.2162438494576,3.084185274238349,-0.3786039892102022
22,14,R1,glab,63.21772124515859,56.64349949680432,0.7487695109498127,0.7688568943275167,188.4146402733904,-10.399333634408325,2.682719192481975
22,14,R2,glab,49.17344103433822,48.00803238730446,0.8309053086326078,0.8342485912573122,241.63072695399345,-2.369996124981255,0.4023662612297363
22,14,R3,glab,30.97024826832876,31.737286947844545,0.9010437559593109,0.8988408367184947,281.99886821909905,2.476695287910191,-0.2444852679180709
22,14,R4,glab,22.293625462608176,25.137837707610238,0.9369575212708705,0.9294817595016599,331.33500577182906,12.757961910558224,-0.7978762750173174
22,14,R5,glab,21.255206916963612,24.025664012907253,0.9423362257965626,0.9353064241115017,347.3506849203522,13.034251356699622,-0.7459971815387489
22,15,R1,glab,44.764966464070575,45.580352283388606,0.8609374986649414,0.8587622551859933,277.14040726578503,1.8214820287478117,-0.2526598600155472
22,15,R2,glab,75.97990506609547,66.58442223690051,0.6869577929896515,0.7146207681510782,166.73466621081784,-12.365746997211646,4.0268813373580015
22,15,R3,glab,71.15738264807,63.28553886819855,0.7387119492212365,0.7607001426223289,201.17570888055872,-11.062581965393514,2.976558511646221
22,15,R4,glab,25.39093891789385,30.489504559617924,0.9387572904839123,0.9273529880339705,389.2043511749454,20.080256418288435,-1.2148297079070502
22,15,R5,glab,45.35228284040743,51.383714182105926,0.8855814177309005,0.8723078527482286,351.0193723662967,13.29906889786081,-1.4988531508127512
22,16,R1,para,1828.4816878831168,1770.0465349528743,0.41523870096781224,0.42314645029547215,1298.4039163956802,-3.195829267390393,1.904386394916724
22,16,R2,para,1168.021766466869,1179.98983273487,0.5810610929634041,0.57857747230082,1620.0261967289632,1.0246441129434736,-0.4274284911966242
22,16,R3,para,2026.0026521631817,1905.2826809275334,0.38088564937955555,0.39547475785054015,1246.4181052184333,-5.9585297732337335,3.8303119308247924
22,16,R4,para,1408.2204800187678,1399.8712999509219,0.5172410087733308,0.5187257177111565,1508.8054182261144,-0.5928886979214121,0.287043933609743
22,16,R5,para,1679.7841308844083,1621.6135065775136,0.441545678844552,0.4502532036033087,1328.132662397658,-3.4629821318926224,1.9720552540663183
22,17,R1,para,1082.0259023636452,1087.4215874290157,0.5998286234081639,0.5986340403109174,1621.8803879337795,0.4986650553913563,-0.19915406678311376
22,17,R2,para,1143.8083390490171,1150.266538731756,0.5875566602376086,0.5861915677637329,1629.4412901193557,0.5646225387820225,-0.23233375881120955
22,17,R3,para,678.4129990750814,775.7681687455424,0.7473406656511623,0.7211919085854319,2006.676791189389,14.350428102526159,-3.4989072945665
22,17,R4,para,879.602461505249,927.2734413635468,0.6796910880567779,0.6680933363977566,1866.504277045838,5.419605099412661,-1.7063268686042465
22,17,R5,para,1031.5150613510773,1008.0077049551642,0.584875919333331,0.5904618817741348,1453.3204598610737,-2.278915478473309,0.9550679479454205
22,18,R1,para,718.2787881995081,704.1288880069866,0.6587972102453058,0.6632553499147836,1386.8587129208977,-1.969973278480175,0.6767089477834665
22,18,R2,para,498.570519270228,504.00979704994575,0.7683408987249525,0.7664039338912018,1653.6027237670833,1.09097461030776,-0.2520970622499785
22,18,R3,para,507.126705138113,519.1979854144552,0.7720402768965998,0.7678736488045557,1717.506217880861,2.3803282599867526,-0.5396905079606662
22,18,R4,para,608.6676965086365,593.7182726566263,0.7148863193624273,0.7199277193289778,1526.1568939758697,-2.456089576917131,0.7052030273913656
22,18,R5,para,704.3201593162779,680.4868297374811,0.6688167351392453,0.6763970048533489,1422.3578285114222,-3.3838772415563323,1.1333851735222167
22,19,R1,hae,345.5458627838463,341.10069613428914,0.5239555593290337,0.5271839944557656,380.32305461557286,-1.28641871552021,0.6161658310995133
22,19,R2,hae,491.65930621753137,439.2722224018148,0.3915915158890383,0.41873693097254083,316.4479425430931,-10.655159610166764,6.9320743637343085
22,19,R3,hae,339.77255850769194,331.632417761904,0.5308845409193509,0.5369189126529618,384.5108815937333,-2.395761677028918,1.136663675148819
22,19,R4,hae,326.95237543273566,319.09878695805355,0.5387301762680212,0.5447661705276707,381.856999495531,-2.402058851625577,1.1204113906265745
22,19,R5,hae,297.908409786623,295.4013085042258,0.5743811423276455,0.5764458973449724,402.0333442414745,-0.8415678107888569,0.35947472247428447
22,20,R1,hae,336.4061971202106,345.8522853716837,0.5889025927242764,0.5821822456043432,481.90642457575257,2.807941212836118,-1.1411644647113417
22,20,R2,hae,316.5183776269772,331.1065748717599,0.593349787457359,0.5824336213318518,461.83699478977104,4.6089574179402515,-1.8397522601778404
22,20,R3,hae,310.73216829375093,335.28148975681137,0.6194722398532634,0.6013922796328031,505.84996010058336,7.900476348445751,-2.9186070105002626
22,20,R4,hae,232.57451298430817,250.61876680440935,0.684344024174859,0.6679849948932114,504.22292091931536,7.7584829001957845,-2.3904686391281516
22,20,R5,hae,221.34626709529232,247.08350664181881,0.7050540875568944,0.6816759392429146,529.1176578387054,11.627591413342554,-3.315795018647172
22,21,R1,hae,634.8185709272286,617.0015652551944,0.3756593389325397,0.38235939568845734,381.9637892699334,-2.8066295612635295,1.783545904903172
22,21,R2,hae,544.3734997796581,537.4318473764364,0.4256418647448148,0.4287822684557688,403.4210318287346,-1.2751635423163377,0.7378042366290138
22,21,R3,hae,637.7596494005885,619.0599264157739,0.37035534146768845,0.37732136692546886,375.1285578736427,-2.93209565741418,1.8809031969606815
22,21,R4,hae,587.6079265168446,575.3636292955323,0.40133723362864226,0.40640702008653473,393.92618504730154,-2.0837529020230616,1.2632235519377533
22,21,R5,hae,881.5682970432313,881.5682970432313,0.2986728800947623,0.2986728800947623,375.4318559842853,0,0
22,22,R1,duo,358.17367908483897,347.40957250239484,0.5274896831959515,0.5350880608966738,399.8493023125697,-3.0052757114780837,1.4404789217270286
22,22,R2,duo,327.82151179911057,323.0991118437965,0.56629253693041115,0.5698528231796308,428.0370788715122,-1.4405399845169309,0.6287008952154283
22,22,R3,duo,308.7681697388677,303.6413278449691,0.5789371694256811,0.583013249728543,424.5384707872406,-1.6604178786415957,0.7040626372124992
22,22,R4,duo,318.48113104856327,307.28369599608664,0.5619399813202881,0.5707301925343102,408.5451152828125,-3.515886487720743,1.5642615770761426
22,22,R5,duo,316.42226735527277,309.39809765875293,0.5686941522261494,0.5741917153596764,417.2155188895928,-2.2198721206409977,0.9666994309694976
22,23,R1,duo,237.83200452105797,230.95395064143327,0.6326998760483044,0.6394927250454875,409.6820827661428,-2.8919799475581986,1.0736289438856295
22,23,R2,duo,234.29951442230427,227.92691675089742,0.6377993404299621,0.6441450179941257,412.5781436704147,-2.7198509937672366,0.9949332277273459
22,23,R3,duo,213.74887993593975,207.47927413666943,0.6661793838332588,0.6727667845669055,426.5617227776254,-2.9331642819131143,0.9888328719724448
22,23,R4,duo,176.3593943085013,179.30213967661163,0.7282061550609403,0.7249185253096037,472.5125267905352,1.6686070961225097,-0.4514696461280998
22,23,R5,duo,253.1295786823912,241.9971500355722,0.622373567358071,0.6328843182822583,417.187848282295,-4.397916950190639,1.6888170506348166
24,1,R1,clade1,349.9792405854266,350.409586187282,0.5752734028072859,0.5749731188824655,474.0314121466134,0.1229631795118813,-0.052198471779685285
24,1,R2,clade1,376.92876981242046,386.6578951403309,0.5729139919202754,0.5666671873394348,505.6306273150517,2.5811575308385626,-1.0903564355101092
24,1,R3,clade1,308.2634256115108,320.4134485377154,0.6283063501441443,0.6192345099701955,521.084683324589,3.941441610240415,-1.4438561971986341
24,1,R4,clade1,344.09921544427795,351.31014784690416,0.5967506388929683,0.5917500661981693,509.2169919258464,2.0955968740922426,-0.8379668774340265
24,1,R5,clade1,352.3773025189687,359.4295981306035,0.5901477057528167,0.5853463611749294,507.3892706222538,2.0013478624251624,-0.8135835369829092
24,2,R1,clade1,623.4167327771677,594.2861138565486,0.39304620074570734,0.40451890271594376,403.707133228946,-4.672736131231092,2.918919442159673
24,2,R2,clade1,439.8490241286027,442.70629183688527,0.5220339707672362,0.520418136721495,480.4026197688791,0.6496019205551651,-0.3095266086546977
24,2,R3,clade1,678.3921486722106,639.1638131352892,0.3648531265288125,0.3787642502874667,389.69489860345374,-5.782545628468949,3.8128010279105062
24,2,R4,clade1,1246.9086472441868,1056.9577463809524,0.16455366185688297,0.18855043331943835,245.5973226970972,-15.23374637613173,14.58294588632496
24,2,R5,clade1,457.9773047463922,464.44301374369593,0.5159913910779091,0.5124894389571638,488.2399655751595,1.411796814011157,-0.6786842147559313
24,3,R1,clade1,553.4889334599858,519.5218849778148,0.4050980181095752,0.4204479526204445,376.8978366448297,-6.136897493114302,3.789190226726147
24,3,R2,clade1,366.69159578725896,370.34021375792616,0.570390475416968,0.567962629622541,486.8546474976412,0.9950099791171674,-0.42564627199501714
24,3,R3,clade1,493.0633917407512,466.706009259567,0.4585267428588737,0.472194506577368,417.5326261383776,-5.345637685274085,2.9807996875552023
24,3,R4,clade1,367.52346520613526,365.04128463210264,0.567498729405929,0.5691612652737814,482.2392758404191,-0.6753801618191724,0.29295851809090223
24,3,R5,clade1,391.37304665131103,387.13606919950604,0.5495054458719945,0.5521985306909071,477.39005617657466,-1.0825930625672053,0.49009247117450805
24,4,R1,clade2,385.31412893993416,410.25429788895786,0.4668337256571547,0.451260643133039,337.37623517743896,6.472684772198312,-3.3358949168022733
24,4,R2,clade2,371.8489058484595,407.01240540240383,0.4840928329087052,0.4615743657069853,348.91818088336174,9.456394519626365,-4.651683658775974
24,4,R3,clade2,415.14244513235695,448.6244702987082,0.4471044585116685,0.42801823778461917,335.7090520868846,8.06518956539759,-4.2688504584776465
24,4,R4,clade2,485.512068878714,500.91938832396045,0.37744246724060254,0.3701300511353804,294.35492064553284,3.173416364464332,-1.9373591314940208
24,4,R5,clade2,407.0472323882232,431.6168851763129,0.4484374530919615,0.4339887955191479,330.9420213601641,6.036069240401143,-3.2220006320146988
24,5,R1,clade2,449.8037726479016,456.6155553657935,0.3738264757070169,0.37031488762960774,268.5334856317073,1.5143898588916516,-0.939363128512416
24,5,R2,clade2,464.77486140597046,465.6087828888988,0.36216660233044784,0.3617526012730976,263.902663327158,0.1794248252596331,-0.11431232330265662
24,5,R3,clade2,536.0280768771343,530.0704977942188,0.3100674026007371,0.3124634097520107,240.90010262579136,-1.1114304156647825,0.7727375180933915
24,5,R4,clade2,520.0456451208458,513.2332953091257,0.32552513663915467,0.32842688634181727,250.9921998323477,-1.3099522850801293,0.8914057244922446
24,5,R5,clade2,680.0835703958271,657.6184843703426,0.2356259231487443,0.24172945658985925,209.6425349129075,-3.303283155687653,2.5903488714448253
24,6,R1,clade2,478.6968477258663,457.12846893400916,0.28604688067911843,0.2955543285793476,191.79094029753628,-4.5056446254704845,3.3237376606439772
24,6,R2,clade2,555.7051465010766,540.4242138701204,0.23418663273713006,0.23922434974631338,169.93529052504746,-2.7498274448546134,2.151154807728961
24,6,R3,clade2,450.6977634200947,427.3829471601579,0.31035187116142054,0.32183355212531456,202.8206680430696,-5.17304902580692,3.699568789750307
24,6,R4,clade2,484.40174207488417,461.58155376340994,0.29286164951039145,0.3029540549366644,200.6151881191776,-4.711004591710665,3.446134187643035
24,6,R5,clade2,469.1707066936032,441.867849255996,0.3070410787661886,0.31994309069272625,207.88343362721997,-5.819386642874447,4.202047484454852
24,7,R1,clade3,347.376488637264,337.8591219191103,0.5493187929693681,0.5561864121708043,423.4044607748413,-2.739784363498443,1.250206490171757
24,7,R2,clade3,316.75111442353506,315.83564239088133,0.5848885852388377,0.5855911495906981,446.29972725418753,-0.2890193565127097,0.12011934744351471
24,7,R3,clade3,310.7924624593553,309.90599951299356,0.5874160491811486,0.5881081344834374,442.4905041769583,-0.28522665554595594,0.11781858926964706
24,7,R4,clade3,385.28397088967574,379.74049645500105,0.5179816443336182,0.521599085746008,414.0299273477213,-1.4388022480857465,0.6983725102930327
24,7,R5,clade3,380.1570651592982,360.7208499124049,0.5124160744622247,0.5255164680379193,399.5180743359347,-5.112680265129077,2.5565930166112194
24,8,R1,clade3,255.04979678906037,258.90411471910437,0.6530906556888328,0.6496846828570546,480.1561034598774,1.5112021176130197,-0.5215160869490365
24,8,R2,clade3,216.77793795716704,227.46606530872103,0.7066697773035558,0.6965952687164664,522.2455965577267,4.930449773752277,-1.4256317321975853
24,8,R3,clade3,198.2023095407924,208.282506977658,0.7295972174629263,0.7196997780283986,534.7868545541361,5.085812299675019,-1.3565621136748085
24,8,R4,clade3,196.451982845846,203.38961028741227,0.723332365212147,0.7163334912725468,513.61294034795,3.531462162441068,-0.967587553965954
24,8,R5,clade3,246.7728910526987,254.75270832911778,0.6748336039888347,0.6678116953293071,512.1397582243357,3.2336685129303655,-1.0405392704249339
24,9,R1,clade3,283.0468943083532,280.1942988256073,0.6125679842067027,0.614969197093494,447.5248776934844,-1.007817269896727,0.3919912481062715
24,9,R2,clade3,301.25358359114443,295.8150606920168,0.5932181997491439,0.5976067975632436,439.324248075282,-1.8052973293452013,0.7397948707500213
24,9,R3,clade3,349.59420363602743,336.77444753376324,0.5430973038900939,0.552351848906503,415.5450844716837,-3.6670390895871985,1.7040307418432654
24,9,R4,clade3,274.0591530278129,274.13379517243544,0.6267757826722178,0.6267120770623441,460.2424820322772,0.027235778771816932,-0.010164019037572913
24,9,R5,clade3,223.1121445534764,229.11596738396807,0.6886547720976367,0.6829330729822601,493.4947745782457,2.690943983577121,-0.8308515888081791
24,10,R1,clade4,324.09384214084696,319.5899436085,0.5758884241028762,0.5793027386344674,440.0773348785278,-1.389689635136493,0.5928777847740152
24,10,R2,clade4,264.45115474052164,259.6103120374943,0.6227490473118026,0.6270794513410735,436.54417172878954,-1.830524320371063,0.6953690331544804
24,10,R3,clade4,264.3575237433294,261.83852958673805,0.6378601071738811,0.6400688162856477,465.62977945129654,-0.9528740173240235,0.34626857627961805
24,10,R4,clade4,382.37708346386705,365.4911433887822,0.5306673955881528,0.5418987534410709,432.34808131144183,-4.416043953816217,2.116458999797799
24,10,R5,clade4,334.4564274934194,318.42634244692186,0.5586951650770708,0.5707675830939456,423.42429582072674,-4.792876957586046,2.1608237857597024
24,11,R1,clade4,355.1037257320221,352.33937953288984,0.56797774859303,0.5698943759820206,466.8533021190972,-0.7784616152460067,0.3374476189847986
24,11,R2,clade4,309.1137110065522,314.12454043933155,0.617691228594622,0.6138867610758907,499.43093700202303,1.6210311139104316,-0.6159173617192648
24,11,R3,clade4,372.07614467304165,367.77870370068734,0.5463373697282493,0.5492151232066252,448.0843002156248,-1.1549896530267056,0.5267356102342635
24,11,R4,clade4,297.863423085389,315.29589718879805,0.6465260617811918,0.633422400188392,544.8109324451875,5.852505797065133,-2.0267801048420075
24,11,R5,clade4,279.8591605007078,287.1756602054076,0.6457872496938732,0.6398618961107658,510.22860528084794,2.614350622509387,-0.9175395745140924
24,12,R1,clade4,310.3192172915971,310.7203972721999,0.6011461059070581,0.6008362922374597,467.7080801409955,0.1292797732941553,-0.05153716651477014
24,12,R2,clade4,406.4094259838948,407.38117947211646,0.5438324415367177,0.5432399141829899,484.51194368340344,0.2391070251062999,-0.10895402857055148
24,12,R3,clade4,282.38359470398245,287.5349339888178,0.6370735016458703,0.632883414212037,495.6901915436214,1.824234616120446,-0.6577086353471429
24,12,R4,clade4,431.92406704042406,425.9246466460925,0.5087306490953596,0.512225938402816,447.2760423192665,-1.3889988662683317,0.687060886477342
24,12,R5,clade4,513.2195372551873,502.60336445002554,0.4694959030688495,0.4747051807971722,454.1990750119929,-2.068544167655706,1.1095470044088618
24,13,R1,glab,289.0052394297996,264.4809195042698,0.280194843950316,0.29842281064315257,112.49958031318548,-8.485770006770698,6.5054611412009855
24,13,R2,glab,73.0664424058338,69.42489586278779,0.7930768050210854,0.8013408824655566,280.0425573526478,-4.9838837408008985,1.042027378956245
24,13,R3,glab,45.942155757054685,53.286847204840164,0.9015762623774998,0.8876098724440368,420.8370670892039,15.986823706368325,-1.5491079918888873
24,13,R4,glab,76.72634437607468,69.05365068145707,0.7520073200969948,0.7711309508977088,232.6632085981658,-10.000077231634874,2.5430112566254603
24,13,R5,glab,143.1065102619,120.02833706623132,0.5093781523285356,0.5531431007035152,148.57742297730738,-16.126571148603375,8.59183853388994
24,14,R1,glab,54.5230617704849,51.49929113485271,0.838478530941341,0.8460572994522232,283.0361623267402,-5.545856262366133,0.9038715043035994
24,14,R2,glab,70.49299331891181,67.13142942926191,0.7928641828821353,0.8007738922246488,269.8295752246049,-4.768649664856916,0.9976121400465887
24,14,R3,glab,52.69348813698786,52.02945675869433,0.8473462590877312,0.8489794474703127,292.48958973642766,-1.2601773041997943,0.19274155813702176
24,14,R4,glab,66.33811971660506,52.94157906106279,0.7371148593183249,0.7784406381817384,186.00828352469944,-20.194332779964206,5.606423251544679
24,14,R5,glab,37.892457519070895,32.47147073549059,0.8713127858960451,0.8876547808354904,256.5614848008007,-14.306242293342875,1.875560097817175
24,15,R1,glab,6.653243761184675,10.370068738456425,0.9921241369961227,0.9877780720727913,838.1105310669466,55.86485495925875,-0.4380565658335889
24,15,R2,glab,70.20836295480969,68.4281891900915,0.8022100690715861,0.8062534935682988,284.75592984440357,-2.535558001635807,0.5040356201701846
24,15,R3,glab,45.29871988983301,67.09824514121723,0.9125233419757027,0.8756604809177697,472.53907722000815,48.123932209124035,-4.0396622598301235
24,15,R4,glab,51.98780843758321,65.44232091174793,0.8992457325014922,0.8763934784868229,463.9983599731315,25.88013012765917,-2.541269109067623
24,15,R5,glab,112.70020194015036,117.44782092024901,0.7449458840090186,0.7370269473979852,329.1676012994389,4.2126091154831125,-1.0630217282920795
24,16,R1,para,1151.8170119688305,1145.6301506772293,0.6075780689217105,0.6088614589046369,1783.3324298676384,-0.5371392527903196,0.2112304654452224
24,16,R2,para,1338.4208224737547,1323.5535647921206,0.5873638625695777,0.5900684926217004,1905.1652357139776,-1.11080591634517,0.46046926351419604
24,16,R3,para,1308.1200413833508,1304.3989142053038,0.5973312728819882,0.5980162685334356,1940.5058222287855,-0.2844637388256688,0.11467600685670654
24,16,R4,para,1066.7247536305224,1081.7306359429729,0.6542601991503346,0.6510935355947696,2018.6150047918984,1.4067248614395567,-0.48400675444990604
24,16,R5,para,1291.8381568075056,1290.694367206931,0.6007019679960124,0.6009144136379168,1943.434880537704,-0.0885396978365427,0.03536623038093989
24,17,R1,para,1680.1975028953364,1604.3751760608989,0.48413998139625297,0.49567900785710456,1576.8827946688057,-4.512703221126058,2.383407052558062
