"gene","logFC","logCPM","PValue","FDR","is_metab"
"CJI97_000783",-2.22542555068143,6.2669909087341,4.91276977329511e-40,2.94547841074449e-38,TRUE
"CJI97_001410",2.50095899626886,4.77858586447012,6.06303969172089e-40,3.59518265676109e-38,FALSE
"CJI97_000647",-3.02150926514506,9.36512920799246,1.96992460009423e-38,1.15540360240309e-36,TRUE
"CJI97_001877",-1.49636934812766,7.10598206098425,3.52591767322515e-38,2.0457905123358e-36,FALSE
"CJI97_004354",2.83434015020451,9.63330325801204,5.41607619233449e-38,3.10905820572733e-36,TRUE
"CJI97_000759",-1.79861925763052,4.73380779001386,5.56107753010048e-38,3.15869203709707e-36,FALSE
"CJI97_004551",7.48616002187281,2.88818574493372,8.10225431594049e-38,4.55414211341822e-36,FALSE
"CJI97_003357",-1.49533268572666,5.42088337352413,8.61926530073434e-38,4.79479954255283e-36,FALSE
"CJI97_001776",3.70275994766258,6.11583034699127,9.52270183277015e-38,5.24331623363549e-36,TRUE
"CJI97_001136",-3.9705688544556,3.33045373319918,1.23382304692455e-37,6.72495874869178e-36,FALSE
"CJI97_003493",-1.74327459513154,7.68388769056293,3.12592083657301e-37,1.6867468834148e-35,FALSE
"CJI97_004171",8.54072355590171,0.061848398718144,4.69890164423468e-37,2.51042309626637e-35,FALSE
"CJI97_003778",-3.46757600140758,6.87476805720039,5.16570869163811e-37,2.73276118628228e-35,FALSE
"CJI97_004024",-1.38960852821922,5.38334053798961,7.31886745904739e-37,3.83423386495337e-35,FALSE
"CJI97_002661",-1.70851185501423,3.76659736484092,1.15161478269283e-36,5.97510900712551e-35,TRUE
"CJI97_002177",-1.75929377310893,1.97571295798999,2.6646782649508e-36,1.36939084930234e-34,FALSE
"CJI97_003732",-2.73867894694622,5.83051882926556,3.07350520803013e-36,1.56458812288024e-34,FALSE
"CJI97_003565",-2.14449879343116,1.629071324724,3.90537288303634e-36,1.96947589503403e-34,FALSE
"CJI97_004870",3.24543608484806,3.28271198970221,4.66280194531162e-36,2.32967400897236e-34,FALSE
"CJI97_001779",5.98184237912223,1.19627625128291,6.93984008451063e-36,3.43553918312104e-34,TRUE
"CJI97_003601",2.49226911338516,3.73883920400739,1.4199287728863e-35,6.96539605317679e-34,FALSE
"CJI97_004559",10.939117471319,7.74485912605521,1.96373311340645e-35,9.54621971165874e-34,TRUE
"CJI97_002639",-1.6547241602489,6.94554115513407,4.82954336091853e-35,2.32680499781397e-33,FALSE
"CJI97_004545",7.70880506701987,2.65773383721888,5.6986045123794e-35,2.72120972998223e-33,FALSE
"CJI97_004612",-1.20097709673541,5.53774227638838,2.65760980417101e-34,1.25793530730761e-32,TRUE
"CJI97_003358",-2.13913032037239,4.3047794847204,5.06496528745082e-34,2.37656979922475e-32,FALSE
"CJI97_001957",-3.04862806245201,2.20254958327278,1.55209886198158e-33,7.21993574073503e-32,FALSE
"CJI97_003117",-1.18940848014628,5.25634299724373,5.11719067807458e-33,2.36003084605901e-31,FALSE
"CJI97_001733",1.15453386012423,4.59001558409414,2.61156994743538e-32,1.19423995223401e-30,FALSE
"CJI97_004554",7.18990981716823,2.38809186083947,3.60562980428944e-32,1.63495617007948e-30,FALSE
"CJI97_000209",-1.7595073650151,5.83521850524992,3.92451748484636e-32,1.76472469568591e-30,FALSE
"CJI97_001871",-1.11197147385343,6.41435670943313,6.47991357415279e-32,2.88972013604367e-30,TRUE
"CJI97_002069",-1.35461183074787,4.50241101912449,1.97098971842479e-31,8.71759059067225e-30,FALSE
"CJI97_000368",-3.11688553808545,6.60090301921404,2.14591441940486e-31,9.41410911147041e-30,FALSE
"CJI97_001886",-1.27971906341725,4.84562771943915,3.00183011673496e-31,1.30628026692757e-29,FALSE
"CJI97_003456",-1.28456627586382,4.80653069453622,3.82095386398278e-31,1.64942936400409e-29,FALSE
"CJI97_003793",-1.73508932506486,6.7015136406747,3.86371706438789e-31,1.65465216503469e-29,TRUE
"CJI97_000222",-1.94816066567732,7.230652792984,4.18745215066967e-31,1.77917258307193e-29,FALSE
"CJI97_005406",-2.44772859179411,4.1794438953319,5.16270606007394e-31,2.17640327344992e-29,FALSE
"CJI97_001331",1.50734891578241,7.86480849801085,7.09704372937435e-31,2.96865488090729e-29,FALSE
"CJI97_001311",-1.67781301357688,2.38400112300967,1.0307823329559e-30,4.27853959125388e-29,TRUE
"CJI97_004567",7.63976035503692,3.04914676614832,1.11138601146689e-30,4.57789230372162e-29,FALSE
"CJI97_002716",2.32649424098193,8.21340232214884,9.07050937156637e-30,3.70791428552819e-28,FALSE
"CJI97_001865",-0.925954535906638,4.5900869272128,1.10790473679176e-29,4.49492778926941e-28,FALSE
"CJI97_000716",-1.18645613956897,5.93429264182687,1.61541815725558e-29,6.50507192279935e-28,FALSE
"CJI97_000654",-2.61707255509774,1.93319056917761,1.69545683828842e-29,6.77680377733653e-28,FALSE
"CJI97_001432",-2.29665376344709,4.94728057680236,1.76228657914826e-29,6.99213116256178e-28,FALSE
"CJI97_003864",-1.26214582239994,4.25286470976494,2.17024815656457e-29,8.54792631592876e-28,FALSE
"CJI97_001337",-1.55230286620875,5.12787323100725,2.24003623825941e-29,8.75886633452737e-28,FALSE
"CJI97_001777",3.31015717157152,0.931725615526808,3.16262527498293e-29,1.22773568228834e-27,FALSE
"CJI97_003466",-1.76393181418013,7.85002590021523,3.44125823830637e-29,1.32635924670723e-27,FALSE
"CJI97_005123",-1.27194649666361,5.39931787775466,3.74928416268923e-29,1.43483243559369e-27,TRUE
"CJI97_004173",4.32081281196675,3.48601756175034,3.90798623011196e-29,1.48503476744254e-27,FALSE
"CJI97_004550",7.96024149165435,1.78204352688348,6.92465405050332e-29,2.61296736059552e-27,FALSE
"CJI97_002096",-1.1827475066611,5.98497618649815,1.01545121735092e-28,3.80512136723998e-27,FALSE
"CJI97_001609",-0.988312813830974,5.49601175783317,1.53644898439538e-28,5.71770946192931e-27,FALSE
"CJI97_003781",1.93669078645416,8.95880462235353,1.55639136081559e-28,5.7522519061376e-27,FALSE
"CJI97_000702",-3.13518464304773,7.74661264319918,4.75272281766474e-28,1.73534692742027e-26,TRUE
"CJI97_000432",-1.34967445652846,5.44499249641974,4.75966169863231e-28,1.73534692742027e-26,FALSE
"CJI97_003876",-2.07535415657856,8.99908449817575,1.03610006435705e-27,3.75221204514807e-26,FALSE
"CJI97_004613",-2.56226891779745,7.21369044140017,1.44173584655163e-27,5.18640441866174e-26,TRUE
"CJI97_003478",-1.11179524415669,6.47392687372066,1.48873646461755e-27,5.32001454508365e-26,TRUE
"CJI97_001422",1.55805881773639,6.02735626290713,2.70062700718171e-27,9.58722587549507e-26,FALSE
"CJI97_003812",-1.46039090432194,7.35491327063412,2.7886251037819e-27,9.83491572549486e-26,TRUE
"CJI97_002248",-1.65301032941788,5.55813066741436,2.99330274692629e-27,1.04882218327365e-25,FALSE
"CJI97_005018",-1.28463988854245,4.26386444078307,3.06112526505245e-27,1.06566657614342e-25,FALSE
"CJI97_000926",-1.01501187087096,5.89915020386064,3.7096620174912e-27,1.28316257989631e-25,FALSE
"CJI97_002333",1.34459038528353,3.20461548271242,5.83503315555658e-27,2.00546744633015e-25,FALSE
"CJI97_001791",2.59903352181476,7.12259590624388,1.02448497483443e-26,3.49881071152317e-25,FALSE
"CJI97_003970",1.03968493819855,4.72178081927071,1.53700886892843e-26,5.21616343191057e-25,FALSE
"CJI97_000678",-1.74626682956132,4.89841106549271,1.69904187062255e-26,5.73001870867456e-25,FALSE
"CJI97_002311",-2.03858511156834,5.89643903662056,1.78218936487389e-26,5.9731017471177e-25,FALSE
"CJI97_001898",-0.952366600218754,6.5733454511537,1.94588414945063e-26,6.48147584594791e-25,FALSE
"CJI97_001890",-1.09734967996559,7.25945665576287,2.14067788036404e-26,7.08656309352415e-25,FALSE
"CJI97_003109",-1.6426513882796,6.29587038796096,4.87468990921925e-26,1.60389187500897e-24,FALSE
"CJI97_001901",-1.77454859990001,7.16451474153577,5.56708779829378e-26,1.82060640967232e-24,FALSE
"CJI97_002072",-1.12215121350473,5.69970483342906,8.17064974268871e-26,2.65358217494117e-24,FALSE
"CJI97_000792",3.74354041639829,7.9683075456987,8.21253193504773e-26,2.65358217494117e-24,FALSE
"CJI97_000500",1.09440266747149,5.48807723530496,8.6807547254506e-26,2.7881757439602e-24,FALSE
"CJI97_005434",1.37595183578498,8.53927337835761,9.73870455013309e-26,3.10947039955729e-24,FALSE
"CJI97_005650",7.0657574507889,0.169667158146015,1.09638194700652e-25,3.48004528591012e-24,FALSE
"CJI97_002712",3.5468295248141,8.74095218824865,1.66592324298619e-25,5.25691334453418e-24,TRUE
"CJI97_004673",-2.18660468764882,1.12515579500605,1.72712081912495e-25,5.41833949999898e-24,FALSE
"CJI97_003827",-1.23510256427147,4.2359272229474,1.81458065158642e-25,5.6383338784708e-24,FALSE
"CJI97_005148",-2.3969294782657,5.99482695789694,1.82583035771456e-25,5.6383338784708e-24,TRUE
"CJI97_000713",-1.47692250436505,3.12899330266109,1.82859234383319e-25,5.6383338784708e-24,FALSE
"CJI97_003123",1.4708516759597,6.49523926748654,2.10022816895263e-25,6.43910863617521e-24,FALSE
"CJI97_002123",-1.88417642157418,1.63242234462715,2.22857289674007e-25,6.79399963322567e-24,FALSE
"CJI97_002517",-2.05016024065362,7.75974640455532,2.43387651817959e-25,7.37820095061633e-24,FALSE
"CJI97_005050",1.88487894965538,8.32608179666573,2.48637817485262e-25,7.49524951480711e-24,TRUE
"CJI97_001858",-1.28720270083212,9.14829519593669,2.90672657075759e-25,8.71372031989332e-24,FALSE
"CJI97_001404",-1.0621998305099,6.87456994618864,3.36398011384176e-25,1.00287495548564e-23,TRUE
"CJI97_005163",-1.46000366651992,6.01084632673595,5.47567632471747e-25,1.62344777187777e-23,FALSE
"CJI97_001287",-1.85083885184925,6.82365097227895,6.81163220343203e-25,2.00850094916499e-23,FALSE
"CJI97_003085",-2.61856187201892,5.07273727356528,1.24221004791988e-24,3.64291598835635e-23,FALSE
"CJI97_002064",-2.61267805448902,9.8408622710512,1.35156427663023e-24,3.94218423605229e-23,TRUE
"CJI97_000513",1.72772616261956,7.37814002060861,1.37142944733683e-24,3.97862005259651e-23,FALSE
"CJI97_004534",-2.28359802274814,5.99485497757249,1.55364701284489e-24,4.48314400070107e-23,FALSE
"CJI97_000230",-1.56168692209686,6.45648119772876,1.84725405073007e-24,5.30201215837204e-23,TRUE
"CJI97_000457",1.57072233954688,9.13435089916811,2.7623966069739e-24,7.88671539218579e-23,FALSE
"CJI97_000319",-2.16035427725593,2.96686389179063,5.22581777397696e-24,1.48413224780946e-22,FALSE
"CJI97_000777",-2.71819306956832,7.59181232026642,5.62094152850649e-24,1.58798955433618e-22,FALSE
"CJI97_000622",1.35727142716878,6.48092221027963,7.29089893705229e-24,2.0490463887674e-22,FALSE
"CJI97_004532",-2.95660758013365,4.07119715645276,8.27789932632146e-24,2.31438055776324e-22,FALSE
"CJI97_004113",-2.33966807054602,2.77439086653202,1.22652537593805e-23,3.41151078791842e-22,FALSE
"CJI97_000508",-1.305014822837,9.46033763465553,1.27314137714256e-23,3.52301070310833e-22,FALSE
"CJI97_000235",-1.07575549569795,5.54815089022449,1.45475570281176e-23,4.00503151651645e-22,FALSE
"CJI97_002521",2.42255669025037,13.2232124852495,1.68452431712777e-23,4.61405746965555e-22,TRUE
"CJI97_001253",-1.4110435611664,11.2293972733456,2.02490014657451e-23,5.51836423783638e-22,FALSE
"CJI97_005387",-0.800208329606086,5.05883343561445,2.41980054596396e-23,6.56142901810127e-22,FALSE
"CJI97_002740",-1.83206734278245,4.45932906804911,2.46792790255231e-23,6.65846948108614e-22,TRUE
"CJI97_004979",7.19424452503611,2.16462089829795,2.83473410131309e-23,7.61006229387335e-22,TRUE
"CJI97_001827",-0.98359452258296,5.25751977584536,3.27180692852712e-23,8.73993573580808e-22,FALSE
"CJI97_003579",1.02809069463029,5.49123036411575,3.96203505926406e-23,1.05315966402901e-21,TRUE
"CJI97_000741",-3.02360699601531,8.96218851532645,4.52369584140958e-23,1.19656190001206e-21,TRUE
"CJI97_003052",-2.11706842002973,3.95421879080377,5.83681098595908e-23,1.53636254049928e-21,FALSE
"CJI97_004598",1.26759904137299,7.10388175092689,6.78843056091277e-23,1.7781733644022e-21,FALSE
"CJI97_002707",1.32140295193894,7.39708807724829,7.94626945658484e-23,2.07140434723342e-21,FALSE
"CJI97_000627",-0.980438537148138,6.73596837366231,8.80554344224272e-23,2.28436117376643e-21,FALSE
"CJI97_002957",3.31303963645467,0.702917411293891,1.28966985710995e-22,3.32969308562932e-21,FALSE
"CJI97_004211",-1.5926977662977,7.8799489112876,1.35877987459037e-22,3.49141723966172e-21,FALSE
"CJI97_001879",-0.996035126471243,7.39042154500577,1.43214567320404e-22,3.66249196806115e-21,FALSE
"CJI97_005621",9.72550465184643,4.92930055852187,1.48770565144104e-22,3.78663193168672e-21,FALSE
"CJI97_001892",-1.27314611795443,7.14636208132149,1.77910042373692e-22,4.5070544068002e-21,FALSE
"CJI97_000375",-1.01788402360368,7.61174520377635,2.02231923007929e-22,5.09926848855507e-21,FALSE
"CJI97_003651",-1.0947315927393,8.43128274074823,2.47607183511657e-22,6.21436447548325e-21,FALSE
"CJI97_002575",-1.50634395142205,3.49501396143399,2.58637793131575e-22,6.43657965643179e-21,FALSE
"CJI97_004165",3.72681972556674,0.233830989948728,2.58846883885415e-22,6.43657965643179e-21,FALSE
"CJI97_000361",-1.54057960655468,3.29864993165216,2.61398383884669e-22,6.47020953872328e-21,FALSE
"CJI97_004178",-2.34456643810157,8.89427690521534,2.95055400165404e-22,7.2699494944864e-21,FALSE
"CJI97_001407",1.25014653984357,3.58732562895501,3.04706162689593e-22,7.47361115396837e-21,FALSE
"CJI97_005066",2.17062424764568,7.82530664858844,4.66891454586615e-22,1.13997569635718e-20,FALSE
"CJI97_004371",2.15063511296991,11.5632381075229,4.8216907980251e-22,1.16912119283594e-20,TRUE
"CJI97_003361",-2.47674570503604,6.29210890963383,4.83161649374378e-22,1.16912119283594e-20,FALSE
"CJI97_002124",-1.03446408122247,7.65921541220038,6.69358435276451e-22,1.61243665926417e-20,TRUE
"CJI97_001985",2.03165011403285,6.80495801321672,7.60360602979711e-22,1.82351369496823e-20,FALSE
"CJI97_001976",1.01169489779586,5.79893131307849,8.67304180963744e-22,2.07078467277892e-20,FALSE
"CJI97_001138",-1.53535494096168,1.8156179604123,8.78454859921836e-22,2.08816846878336e-20,FALSE
"CJI97_003595",1.04970501558136,6.937654738719,9.29976677458507e-22,2.20094480331847e-20,FALSE
"CJI97_000086",1.72920961578849,8.54494254561881,9.9912088193663e-22,2.35426038381225e-20,FALSE
"CJI97_004493",-0.992947901836889,3.62883141057883,1.19273077941968e-21,2.79825012423853e-20,TRUE
"CJI97_002268",-1.17339440369302,4.63075816552636,1.26853756354974e-21,2.96321588437852e-20,TRUE
"CJI97_001102",-1.51320592786519,6.0739777075048,1.33151641715234e-21,3.09692352885949e-20,FALSE
"CJI97_002536",1.9114715302145,11.7497960162357,1.36773756178773e-21,3.16751582978823e-20,FALSE
"CJI97_000669",1.67648034277243,6.53949550175833,1.42276199369426e-21,3.28086483674111e-20,TRUE
"CJI97_001444",1.11472105834559,8.44722388236474,1.5105044047352e-21,3.46837522040475e-20,FALSE
"CJI97_000822",-1.63325869137474,0.695958044740226,1.65578151500753e-21,3.78584620973755e-20,TRUE
"CJI97_003632",-1.18926365377137,6.4891264004985,1.67645509733406e-21,3.81694164776986e-20,FALSE
"CJI97_001261",-0.813828666095746,5.44377181982696,1.76814744229199e-21,4.00879142798638e-20,FALSE
"CJI97_004570",1.75552238617594,2.02715891570698,1.7916662556136e-21,4.04511762146066e-20,TRUE
"CJI97_001861",-1.86694142428431,5.1852980297486,2.7823080039985e-21,6.25555582898996e-20,FALSE
"CJI97_004438",2.14199733828806,12.8540280802925,2.9521248523503e-21,6.60981979389304e-20,TRUE
"CJI97_001201",-0.947725636449777,7.24354322407086,3.18168717866771e-21,7.09437356036816e-20,FALSE
"CJI97_004540",-1.59655220300131,5.87483133478488,3.23571910646883e-21,7.18516061666905e-20,FALSE
"CJI97_001715",-1.87904626999976,0.50970428104446,3.28299459594763e-21,7.26026181956287e-20,FALSE
"CJI97_004053",1.2255526782207,6.9438012149644,3.67371383309546e-21,8.09116728301352e-20,FALSE
"CJI97_001904",-0.865913826620691,6.35002674395111,5.22596779096945e-21,1.146313910572e-19,FALSE
"CJI97_002231",1.16771357305846,3.26216221011602,6.50875917804089e-21,1.42191354351047e-19,FALSE
"CJI97_003624",-1.49805975109507,2.4170492157896,7.59718769002364e-21,1.65300099900676e-19,FALSE
"CJI97_000345",-1.91709854568344,5.67386330773137,7.66730406620488e-21,1.66155713820247e-19,TRUE
"CJI97_004164",3.68149460970087,5.03658755806167,8.66056794333831e-21,1.86929698489014e-19,FALSE
"CJI97_001751",-0.843742207460018,5.98338095246863,1.15963527493243e-20,2.49298483806192e-19,TRUE
"CJI97_003705",2.41240705380611,12.9927822866968,1.42806233951493e-20,3.05786681905657e-19,TRUE
"CJI97_003514",-2.02221444219484,9.23265757397186,1.6936339085451e-20,3.61219311087327e-19,TRUE
"CJI97_000362",-1.25665487404413,6.78023467616896,1.81328124042128e-20,3.85215180051703e-19,FALSE
"CJI97_001884",-1.30048905149911,5.95414244430094,1.88651200717905e-20,3.99200736891693e-19,FALSE
"CJI97_004323",-2.26517114350674,4.8382738157424,1.8988595829279e-20,4.00243996464021e-19,FALSE
"CJI97_003851",-0.929037101938276,5.23058252676993,3.2656367666599e-20,6.85656653420109e-19,FALSE
"CJI97_004869",-1.79027138102639,8.04482514524887,4.14411798162587e-20,8.66731032126093e-19,TRUE
"CJI97_000933",-1.63903966751497,4.59717227818604,4.73148795050708e-20,9.8575710351105e-19,FALSE
"CJI97_000441",-1.61718455329976,6.73041605622252,5.98235367835408e-20,1.24156847878456e-18,FALSE
"CJI97_003590",2.34121055229834,9.97022754929531,7.04070689385176e-20,1.45561894249901e-18,TRUE
"CJI97_001849",-1.99765125571508,3.46073037281696,7.37218522786128e-20,1.51833249960074e-18,FALSE
"CJI97_005562",0.93886576565421,5.04005719450536,7.51559415990721e-20,1.54198274094522e-18,FALSE
"CJI97_002377",1.01578782942471,5.75060519764911,7.9161764619756e-20,1.61801849200077e-18,FALSE
"CJI97_002028",1.02677509640365,7.117639187586,9.10194713327996e-20,1.85336251815769e-18,FALSE
