Group,T_C,tax,lo,hi
Clade1,37,1.2334048064692071,1.1388220497571617,1.3511193575147782
Clade1,40,1.7555180409992945,1.549527228456685,1.9988406874592035
Clade1,42,2.404985985015374,2.0683734216837792,2.821407604384248
Clade1,44,3.440455343433483,2.855406607101626,4.193709221594397
Clade2,37,1.2641381679760955,1.152228142071069,1.4005275680197267
Clade2,40,2.1359326698636316,1.8257043541648343,2.503600205705705
Clade2,42,3.3814258318164194,2.7580822330645303,4.191014921575008
Clade2,44,5.59091224439114,4.253527725278288,7.4950777087464955
Clade3,37,1.1298499696174058,1.0681343789209659,1.2124869618277339
Clade3,40,1.512145653869113,1.3655219777670573,1.696302065879381
Clade3,42,1.9903594043344004,1.7476882621682743,2.2932299501468134
Clade3,44,2.742217169704949,2.3255287063913843,3.2743637684241556
Clade4,37,1.0514689906366,1.0184813052129789,1.1010783155664274
Clade4,40,1.2846462572992998,1.1884668693141298,1.404413184183635
Clade4,42,1.5778715322452208,1.413221429275077,1.7794374534796333
Clade4,44,2.0174541071631102,1.7342836480465273,2.3784169678222726
para,37,1.5117521147593223,1.3297414144307245,1.7480255425502413
para,40,2.875385673410073,2.3008113339101377,3.713394676172075
para,42,4.893669876984238,3.554721275285145,7.118411343750787
para,44,8.642993512909479,5.590099459194065,14.413430579059158
