T,OTU,Replicate,fit_start_time,fit_end_time,delta_Ninoc_to_N0_min,n0_ramp_factor,N_inoculation_cells_per_L
32,5,R5,58.2,264.9,58.2,0.9315807445761022,42000000
32,6,R1,76.2,392.2,76.2,0.9294139229324584,42000000
32,6,R2,57.2,451.4,57.2,0.9376678195291824,42000000
32,6,R3,58.2,352.1,58.2,0.9495311844542292,42000000
32,6,R4,79.2,387.2,79.2,0.9312145282819098,42000000
32,6,R5,44.1,327.1,44.1,0.9511217447499424,42000000
32,7,R1,61.2,255.8,61.2,0.9354220595559534,42000000
32,7,R2,67.2,286,67.2,0.9276304313447156,42000000
32,7,R3,77.3,288,77.3,0.9320376834457912,42000000
32,7,R4,77.3,292,77.3,0.9271577762128032,42000000
32,7,R5,70.2,255.8,70.2,0.9350130492440312,42000000
32,8,R1,102.3,307,102.3,0.9091957315409136,42000000
32,8,R2,68.2,266.9,68.2,0.9312861128452724,42000000
32,8,R3,83.3,277,83.3,0.9034782563961576,42000000
32,8,R4,84.3,300,84.3,0.9109088074460868,42000000
32,8,R5,89.3,270.9,89.3,0.9116768952048244,42000000
32,9,R1,79.3,281,79.3,0.9265840073817936,42000000
32,9,R2,92.3,304,92.3,0.9118290283586138,42000000
32,9,R3,79.3,317,79.3,0.9152666224667932,42000000
32,9,R4,92.3,306,92.3,0.9106632790608676,42000000
32,9,R5,89.3,297,89.3,0.9046333435992792,42000000
32,10,R1,45.1,291.9,45.1,0.9300133311402694,42000000
32,10,R2,91.3,281.9,91.3,0.8848272033373914,42000000
32,10,R3,79.2,275.9,79.2,0.8832079297236719,42000000
32,10,R4,69.2,227.7,69.2,0.8781145980702428,42000000
32,10,R5,74.2,296.9,74.2,0.8998093218936575,42000000
32,11,R1,74.2,326,74.2,0.913167395995877,42000000
32,11,R2,91.3,312,91.3,0.903021671776342,42000000
32,11,R3,88.3,287.9,88.3,0.8909565892432771,42000000
32,11,R4,91.3,296.9,91.3,0.8916279137046497,42000000
32,11,R5,97.3,249.8,97.3,0.8542794678664725,42000000
32,12,R1,73.2,251.8,73.2,0.8860964132911608,42000000
32,12,R2,79.2,272.9,79.2,0.8849536915849803,42000000
32,12,R3,78.2,283.9,78.2,0.8983705970270089,42000000
32,12,R4,88.3,306.9,88.3,0.8944304207718864,42000000
32,12,R5,91.3,247.8,91.3,0.8611478981287113,42000000
32,13,R1,78.2,463.6,78.2,0.9189435532834644,69000000
32,13,R2,150.5,388.3,150.5,0.8889381264811396,69000000
32,13,R3,127.4,358.2,127.4,0.8876299999732009,69000000
32,13,R4,69.2,491.7,69.2,0.927655622827906,69000000
32,13,R5,62.2,329.1,62.2,0.9784924964261232,69000000
32,14,R1,146.5,399.4,146.5,0.9340352569671572,69000000
32,14,R2,218.8,449.6,218.8,0.9315378400712516,69000000
32,14,R3,179.6,407.4,179.6,0.9506904574845984,69000000
32,14,R4,153.5,403.4,153.5,0.935149593304178,69000000
32,14,R5,132.4,394.4,132.4,0.9600266728323766,69000000
32,15,R1,146.5,316.1,146.5,0.8853697203226365,69000000
32,15,R2,150.5,360.2,150.5,0.8883320557018758,69000000
32,15,R3,149.5,323.1,149.5,0.7890201859768201,69000000
32,15,R4,147.5,344.2,147.5,0.8440717511960905,69000000
32,15,R5,150.5,352.2,150.5,0.83840614943859,69000000
32,16,R1,42.1,274.7,42.1,0.958410643361428,14000000
32,16,R2,70.2,280.7,70.2,0.926691272426302,14000000
32,16,R3,70.2,237.6,70.2,0.9237792604272737,14000000
32,16,R4,73.2,234.6,73.2,0.9224203830043564,14000000
32,16,R5,64.2,245.6,64.2,0.9245722245646368,14000000
32,17,R1,64.2,259.6,64.2,0.931213020706393,14000000
32,17,R2,76.2,321.8,76.2,0.9245498795943438,14000000
32,17,R3,92.2,261.7,92.2,0.8804817349133477,14000000
32,17,R4,83.2,260.7,83.2,0.8988998583452069,14000000
32,17,R5,97.2,290.7,97.2,0.8781055619267343,14000000
32,18,R1,72.2,252.6,72.2,0.9287036545530593,14000000
32,18,R2,70.2,277.9,70.2,0.9484537641465312,14000000
32,18,R3,60.1,315.7,60.1,0.9555277169532472,14000000
32,18,R4,85.2,308.6,85.2,0.9510834730829978,14000000
32,18,R5,76.2,241.6,76.2,0.9144646800753532,14000000
34,1,R1,63.2,237.7,63.2,0.9418039481008296,42000000
34,1,R2,78.2,236.7,78.2,0.9466225034851492,42000000
34,1,R3,76.2,248.1,76.2,0.9488316298859812,42000000
34,1,R4,74.2,225.7,74.2,0.9386687329806496,42000000
34,1,R5,64.2,216.7,64.2,0.940248292532434,42000000
34,2,R1,66.2,244.7,66.2,0.9542614019151648,42000000
34,2,R2,76.2,236.7,76.2,0.9631362001276176,42000000
34,2,R3,82.2,226.7,82.2,0.9597272530763504,42000000
34,2,R4,84.2,217.7,84.2,0.9532052422513624,42000000
34,2,R5,76.2,212.6,76.2,0.9552480636013344,42000000
34,3,R1,74.2,259.7,74.2,0.9163805837796009,42000000
34,3,R2,78.2,262.7,78.2,0.9220795497359296,42000000
34,3,R3,86.2,260.7,86.2,0.906836739059382,42000000
34,3,R4,86.2,240.7,86.2,0.9007149175331652,42000000
34,3,R5,89.2,222.7,89.2,0.9092944606718354,42000000
34,4,R1,70.2,271.8,70.2,0.9301838241024628,42000000
34,4,R2,62.1,254.8,62.1,0.9270963091365372,42000000
34,4,R3,74.2,270.8,74.2,0.928860557450404,42000000
34,4,R4,82.2,250.8,82.2,0.9259926538425116,42000000
34,4,R5,76.2,244.3,76.2,0.9318290116949322,42000000
34,5,R1,45.1,387.2,45.1,0.958708443454438,42000000
34,5,R2,84.2,266.8,84.2,0.9344647908791096,42000000
34,5,R3,82.2,300,82.2,0.931456024773623,42000000
34,5,R4,91.2,294.9,91.2,0.9405491913264624,42000000
34,5,R5,86.2,280.9,86.2,0.9296715831541426,42000000
34,6,R1,73.2,448,73.2,0.982542099773832,42000000
34,6,R2,79.2,392.9,79.2,0.9801666298235058,42000000
34,6,R3,79.2,449.9,79.2,0.9803952510831726,42000000
34,6,R4,96.2,254.7,96.2,0.9744752095437468,42000000
34,6,R5,76.2,315,76.2,1,42000000
34,7,R1,61.2,267.8,61.2,0.9610847091389204,42000000
34,7,R2,72.2,281.9,72.2,0.9622410796358538,42000000
34,7,R3,71.2,255.8,71.2,0.9551179384454938,42000000
34,7,R4,66.2,300,66.2,0.9588230072219368,42000000
34,7,R5,58.2,257.8,58.2,0.9607551501566378,42000000
34,8,R1,72.2,256.8,72.2,0.92221087302390925,42000000
34,8,R2,67.2,288.9,67.2,0.9384212327674208,42000000
34,8,R3,84.2,271.9,84.2,0.932454145903955,42000000
34,8,R4,77.2,258.8,77.2,0.924258892761882,42000000
34,8,R5,71.2,239.7,71.2,0.9213894855898482,42000000
34,9,R1,67.2,273.9,67.2,0.9372048279831302,42000000
34,9,R2,69.2,282.9,69.2,0.940358308787283,42000000
34,9,R3,86.3,274.9,86.3,0.925048942861704,42000000
34,9,R4,73.2,277.9,73.2,0.9419055171695072,42000000
34,9,R5,83.2,285.9,83.2,0.9394376703168064,42000000
34,10,R1,63.2,274.8,63.2,0.9470258556583636,42000000
34,10,R2,72.2,259.8,72.2,0.9395754845132402,42000000
34,10,R3,57.2,262.8,57.2,0.9474570588220796,42000000
34,10,R4,65.2,278.9,65.2,0.9385709755214912,42000000
34,10,R5,69.2,238.7,69.2,0.92678925651596,42000000
34,11,R1,74.2,237.7,74.2,0.938836716369307,42000000
34,11,R2,76.2,286.9,76.2,0.9427094646605138,42000000
34,11,R3,80.2,250.8,80.2,0.93612185325182,42000000
34,11,R4,94.3,258.8,94.3,0.9272315107940738,42000000
34,11,R5,66.2,268.8,66.2,0.9417126111448552,42000000
34,12,R1,62.2,243.7,62.2,0.9384812214000512,42000000
34,12,R2,78.2,243.7,78.2,0.9330697173146114,42000000
34,12,R3,77.2,249.8,77.2,0.9242801607352212,42000000
34,12,R4,70.2,250.8,70.2,0.9247139374757452,42000000
34,12,R5,66.2,241.7,66.2,0.9314546354690042,42000000
34,13,R1,111.3,285.9,111.3,0.9475272359061062,69000000
34,13,R2,131.4,301,131.4,0.947602090197834,69000000
34,13,R3,123.4,286.9,123.4,0.9285438800440072,69000000
34,13,R4,67.2,446.6,67.2,0.9549287465480212,69000000
34,13,R5,119.3,285.9,119.3,0.9218587770714364,69000000
34,14,R1,63.2,486.7,63.2,0.966933772532942,69000000
34,14,R2,82.2,329.1,82.2,0.9814194011743788,69000000
34,14,R3,131.4,326.1,131.4,0.9116457841471334,69000000
34,14,R4,166.5,366.2,166.5,0.919312402693435,69000000
34,14,R5,218.7,402.4,218.7,0.9565011494449308,69000000
34,15,R1,104.3,277.9,104.3,0.910971582832048,69000000
34,15,R2,118.3,270.9,118.3,0.8956396351673698,69000000
34,15,R3,139.4,288.9,139.4,0.8886450307778102,69000000
34,15,R4,123.4,279.9,123.4,0.8431996491408396,69000000
34,15,R5,205.6,379.3,205.6,0.8251095188113106,69000000
34,16,R1,52.1,212.6,52.1,1.0017270287849669,14000000
34,16,R2,55.2,252.7,55.2,1.002359035426699,14000000
34,16,R3,58.2,237.7,58.2,1.0026801428622272,14000000
34,16,R4,64.2,235.7,64.2,1.0034846834795956,14000000
34,16,R5,54.2,242.7,54.2,1.0021826963865212,14000000
34,17,R1,76.2,250.7,76.2,0.967982911259296,14000000
34,17,R2,84.2,250.7,84.2,0.9680976403461564,14000000
34,17,R3,63.2,257.7,63.2,0.9788136380886366,14000000
34,17,R4,77.2,246.7,77.2,0.9743780029226704,14000000
34,17,R5,76.2,253.7,76.2,0.9737963741636344,14000000
34,18,R1,87.2,323.9,87.2,1.0010293657575655,14000000
34,18,R2,88.2,319.9,88.2,1.001277005991642,14000000
34,18,R3,70.2,344,70.2,0.9999069453901064,14000000
34,18,R4,95.3,323.9,95.3,1.0016866104681246,14000000
34,18,R5,99.3,316.9,99.3,1.001750499281079,14000000
36,1,R1,46.1,224.7,46.1,0.9832667009204924,42000000
36,1,R2,48.1,274.9,48.1,0.9797283316042772,42000000
36,1,R3,57.1,227.7,57.1,0.9795729845164932,42000000
36,1,R4,60.1,211.6,60.1,0.9749449571568812,42000000
36,1,R5,79.2,208.6,79.2,0.980231979211239,42000000
36,2,R1,34.1,200.6,34.1,1.0081572816635196,42000000
36,2,R2,67.2,228.7,67.2,1.024705124082511,42000000
36,2,R3,63.1,223.7,63.1,1.024119658651044,42000000
36,2,R4,77.2,212.6,77.2,1.0341837904673916,42000000
36,2,R5,68.2,209.6,68.2,1.023147216474014,42000000
36,3,R1,78.2,224.7,78.2,0.9474659943979106,42000000
36,3,R2,54.1,240.7,54.1,0.9576480901826028,42000000
36,3,R3,84.2,260.8,84.2,0.9381582173342934,42000000
36,3,R4,77.2,234.7,77.2,0.9443045091082096,42000000
36,3,R5,61.1,235.7,61.1,0.9558928945581784,42000000
36,4,R1,61.2,280.9,61.2,0.9835841917647544,42000000
36,4,R2,61.2,245.8,61.2,0.9893039107716284,42000000
36,4,R3,60.2,235.8,60.2,1,42000000
36,4,R4,67.2,240.8,67.2,0.9830557099216783,42000000
36,4,R5,64.2,256.8,64.2,0.9869405584658382,42000000
36,5,R1,68.2,280.9,68.2,1.0018407554833146,42000000
36,5,R2,66.2,276.9,66.2,1.0024416952063608,42000000
36,5,R3,82.3,285.9,82.3,1.0048444891429844,42000000
36,5,R4,82.3,279.9,82.3,1.0048627843004416,42000000
36,5,R5,69.2,284.9,69.2,1.0022642293504336,42000000
36,6,R1,67.2,285.9,67.2,1.015714063756207,42000000
36,6,R2,50.1,364.9,50.1,1.011550783818096,42000000
36,6,R3,86.3,323,86.3,1.022015253179756,42000000
36,6,R4,89.3,331.1,89.3,1.0232148460606316,42000000
36,6,R5,81.3,302,81.3,1.0245802684900502,42000000
36,7,R1,65.2,226.7,65.2,0.9889140162880872,42000000
36,7,R2,72.3,256.9,72.3,0.989278785103642,42000000
36,7,R3,78.3,193.6,78.3,1,42000000
36,7,R4,55.2,237.8,55.2,0.9879168946625636,42000000
36,7,R5,79.3,252.8,79.3,0.9901301123451955,42000000
36,8,R1,47.1,254.8,47.1,0.9665974389501316,42000000
36,8,R2,86.3,243.8,86.3,0.9600659576292806,42000000
36,8,R3,81.3,263.9,81.3,0.9641069740143844,42000000
36,8,R4,76.3,237.8,76.3,0.9607526771132536,42000000
36,8,R5,69.2,266.9,69.2,0.968714945390556,42000000
36,9,R1,67.2,277,67.2,0.9743120075960002,42000000
36,9,R2,81.3,259.9,81.3,0.977201869837849,42000000
36,9,R3,78.3,276,78.3,0.9737826532223264,42000000
36,9,R4,87.3,281,87.3,0.971141236522068,42000000
36,9,R5,84.3,278,84.3,0.9748152732586716,42000000
36,10,R1,68.2,257.8,68.2,0.95653974017725,42000000
36,10,R2,71.2,233.7,71.2,0.947645088139235,42000000
36,10,R3,82.2,245.8,82.2,0.9515541442993042,42000000
36,10,R4,99.3,220.7,99.3,0.942545669505218,42000000
36,10,R5,65.2,259.8,65.2,0.9582664610836672,42000000
36,11,R1,69.2,276.9,69.2,0.9723824884380552,42000000
36,11,R2,82.2,245.8,82.2,0.9650795182422628,42000000
36,11,R3,76.2,215.7,76.2,0.9586563418875204,42000000
36,11,R4,87.3,249.8,87.3,0.9666282025153572,42000000
36,11,R5,70.2,235.7,70.2,0.963252896749084,42000000
36,12,R1,63.2,241.8,63.2,0.9639204580097728,42000000
36,12,R2,70.2,250.8,70.2,0.9635226461535328,42000000
36,12,R3,93.3,225.7,93.3,0.9480906583855098,42000000
36,12,R4,85.2,257.8,85.2,0.9619371709330072,42000000
36,12,R5,76.2,213.7,76.2,0.952403104526768,42000000
36,13,R1,107.4,265.9,107.4,1.02156467568167,69000000
36,13,R2,143.5,304,143.5,1.0240227117283114,69000000
36,13,R3,143.5,302,143.5,1.0288897383926685,69000000
36,13,R4,128.4,289,128.4,1.0210439575068302,69000000
36,13,R5,120.4,289,120.4,1.0236824632915436,69000000
36,14,R1,146.5,340.2,146.5,0.8773429392491131,69000000
36,14,R2,60.2,411.4,60.2,0.9542551998964152,69000000
36,14,R3,149.5,340.2,149.5,0.8812407281347059,69000000
36,14,R4,155.6,386.3,155.6,0.9096758086241908,69000000
36,14,R5,146.5,374.3,146.5,0.9118853235449434,69000000
36,15,R1,110.4,268.9,110.4,0.8273737615987657,69000000
36,15,R2,127.4,281,127.4,0.8138646392997683,69000000
36,15,R3,131.4,296,131.4,0.8281481647922954,69000000
36,15,R4,152.5,314.1,152.5,0.8155764867634362,69000000
36,15,R5,134.4,346.2,134.4,0.813719563307945,69000000
36,16,R1,73.2,267.7,73.2,1.053385598058766,14000000
36,16,R2,67.2,266.7,67.2,1.0793421300540906,14000000
36,16,R3,61.1,246.6,61.1,1.0630848265403652,14000000
36,16,R4,73.2,244.6,73.2,1.0839597306917088,14000000
36,16,R5,54.1,276.7,54.1,1.0509986819121142,14000000
36,17,R1,80.2,244.6,80.2,1.0666159737408836,14000000
36,17,R2,82.2,258.6,82.2,1.0689660068196891,14000000
36,17,R3,75.2,269.7,75.2,1.0423206794363444,14000000
36,17,R4,61.1,277.7,61.1,1.044959861170794,14000000
36,17,R5,72.2,273.7,72.2,1.0578652501705923,14000000
36,18,R1,54.1,238.6,54.1,1.0524478245213444,14000000
36,18,R2,75.2,296.8,75.2,1.0734594477338664,14000000
36,18,R3,101.2,301.8,101.2,1.0937736808792535,14000000
36,18,R4,89.2,295.8,89.2,1.0767874628224685,14000000
36,18,R5,79.2,266.7,79.2,1,14000000
38,1,R1,65.2,236.7,65.2,1.0486626698285113,42000000
38,1,R2,74.2,246.7,74.2,1.046655324175771,42000000
38,1,R3,74.2,246.7,74.2,1.048391809944018,42000000
38,1,R4,69.2,237.7,69.2,1.0532336883933289,42000000
38,1,R5,68.2,195.6,68.2,1.0730731144129908,42000000
38,2,R1,63.2,198.6,63.2,1.1014305701961986,42000000
38,2,R2,75.2,230.7,75.2,1.1187559752919487,42000000
38,2,R3,79.2,235.7,79.2,1.1198437332539302,42000000
38,2,R4,58.1,228.7,58.1,1.081515584171288,42000000
38,2,R5,69.2,220.7,69.2,1.0882691880409294,42000000
38,3,R1,65.2,257.7,65.2,1.0198960003872286,42000000
38,3,R2,80.2,192.6,80.2,1.0230318356312953,42000000
38,3,R3,85.2,187.6,85.2,1.0191148622313877,42000000
38,3,R4,61.1,220.7,61.1,1.0202855982882544,42000000
38,3,R5,68.2,218.7,68.2,1.0162735839877273,42000000
38,4,R1,66.2,318,66.2,1.0873944484248468,42000000
38,4,R2,66.2,305,66.2,1.0613399978684948,42000000
38,4,R3,87.2,289.9,87.2,1.0808214763131636,42000000
38,4,R4,69.2,293.9,69.2,1.091492371275242,42000000
38,4,R5,68.2,272.8,68.2,1.090933571687141,42000000
38,5,R1,70.2,325,70.2,1.1337941255038924,42000000
38,5,R2,78.2,257.8,78.2,1.1352565017693024,42000000
38,5,R3,81.2,336.1,81.2,1.1211495142890784,42000000
38,5,R4,92.2,306,92.2,1.1471176516116377,42000000
38,5,R5,77.2,280.9,77.2,1.100390162713986,42000000
38,6,R1,68.2,371.2,68.2,1.0668052850254528,42000000
38,6,R2,74.2,278.9,74.2,1.047523063408186,42000000
38,6,R3,67.2,262.8,67.2,1.0472131017244573,42000000
38,6,R4,58.1,250.8,58.1,1.0572885763145885,42000000
38,6,R5,66.2,271.8,66.2,1.04612430376779,42000000
38,7,R1,62.2,279.9,62.2,1.0239257675014424,42000000
38,7,R2,59.2,265.8,59.2,1.025673949265166,42000000
38,7,R3,75.2,272.9,75.2,1.0281174287197592,42000000
38,7,R4,61.2,269.8,61.2,1.0268547875589833,42000000
38,7,R5,63.2,272.9,63.2,1.024143961725123,42000000
38,8,R1,75.2,248.8,75.2,1.034151121431835,42000000
38,8,R2,78.2,247.8,78.2,1.0518395026739316,42000000
38,8,R3,77.2,269.8,77.2,1.040773771859817,42000000
38,8,R4,83.2,241.7,83.2,1.057789301810257,42000000
38,8,R5,75.2,237.7,75.2,1.0541222963498298,42000000
38,9,R1,61.2,245.8,61.2,1.0535168332697358,42000000
38,9,R2,70.2,278.9,70.2,1.0527175645658744,42000000
38,9,R3,79.2,254.8,79.2,1.0659687274388578,42000000
38,9,R4,70.2,277.9,70.2,1.0480350411817811,42000000
38,9,R5,67.2,241.7,67.2,1.0645923348678905,42000000
38,10,R1,78.2,252.8,78.2,1.0026912726374584,42000000
38,10,R2,90.3,277.9,90.3,1.0037584361155163,42000000
38,10,R3,76.2,268.8,76.2,1.002281839339683,42000000
38,10,R4,82.2,215.7,82.2,1.003708210545737,42000000
38,10,R5,88.3,243.7,88.3,1.0039809871039331,42000000
38,11,R1,76.2,252.8,76.2,1.0380931025152658,42000000
38,11,R2,85.3,267.8,85.3,1.0372233364397327,42000000
38,11,R3,88.3,263.8,88.3,1.0413436539632184,42000000
38,11,R4,85.3,266.8,85.3,1.0356593465197896,42000000
38,11,R5,82.2,263.8,82.2,1.0378156987277962,42000000
38,12,R1,67.2,226.7,67.2,1.0661381958589111,42000000
38,12,R2,76.2,232.7,76.2,1.0608935694064383,42000000
38,12,R3,85.3,232.7,85.3,1.0689446875037036,42000000
38,12,R4,77.2,224.7,77.2,1.07818732853196,42000000
38,12,R5,64.2,224.7,64.2,1.0557396417353289,42000000
38,13,R1,116.3,353.1,116.3,1.2044003325481494,69000000
38,13,R2,115.3,341.1,115.3,1.178196325880649,69000000
38,13,R3,146.4,359.2,146.4,1.2482036276821296,69000000
38,13,R4,142.4,379.3,142.4,1.1900232360471046,69000000
38,13,R5,100.3,515.8,100.3,1.1951235831836604,69000000
38,14,R1,123.4,331.1,123.4,0.94119997726548,69000000
38,14,R2,125.4,343.1,125.4,0.9316072865461068,69000000
38,14,R3,108.3,329.1,108.3,0.9523593912973852,69000000
38,14,R4,142.4,345.1,142.4,0.921863151793036,69000000
38,14,R5,142.4,325.1,142.4,0.94167338449035,69000000
38,15,R1,106.3,288.9,106.3,0.9648502357890087,69000000
38,15,R2,112.3,336.1,112.3,0.964075838696387,69000000
38,15,R3,120.3,264.8,120.3,0.9582772965813928,69000000
38,15,R4,121.3,263.8,121.3,0.9601371792055692,69000000
38,15,R5,128.4,277.9,128.4,0.966922422954672,69000000
38,16,R1,70.2,277.8,70.2,1.1799886522143654,14000000
38,16,R2,85.2,279.8,85.2,1.2288923505527072,14000000
38,16,R3,77.2,298.9,77.2,1.1429923841103276,14000000
38,16,R4,42.1,238.7,42.1,1.0749304341469623,14000000
38,16,R5,74.2,290.8,74.2,1.102944479995255,14000000
38,17,R1,79.2,283.8,79.2,1.29569957519011,14000000
38,17,R2,62.2,252.7,62.2,1.1596498744769006,14000000
38,17,R3,96.3,254.7,96.3,1.2448486981133264,14000000
38,17,R4,82.2,292.8,82.2,1.228048313844352,14000000
38,17,R5,86.2,294.9,86.2,1.202395558213008,14000000
38,18,R1,110.3,358,110.3,1.160553094088111,14000000
38,18,R2,99.3,367.1,99.3,1.2047273260503342,14000000
38,18,R3,87.2,401.2,87.2,1.1465565261329853,14000000
38,18,R4,98.3,342,98.3,1.184239123711062,14000000
38,18,R5,87.2,357,87.2,1.193217361297773,14000000
40,1,R1,78.2,236.7,78.2,1.1159891994543696,42000000
40,1,R2,68.2,236.7,68.2,1.086010655285193,42000000
40,1,R3,77.2,270.8,77.2,1.0952604769468166,42000000
40,1,R4,50.1,232.7,50.1,1.0824496833573285,42000000
40,1,R5,75.2,228.7,75.2,1.1164698374345954,42000000
40,2,R1,55.1,229.7,55.1,1.1850344897195275,42000000
40,2,R2,69.2,237.7,69.2,1.176225915409553,42000000
40,2,R3,68.2,242.8,68.2,1.1552852532432203,42000000
40,2,R4,47.1,251.8,47.1,1.1168841750254788,42000000
40,2,R5,65.2,214.7,65.2,1.150337620459253,42000000
40,3,R1,62.1,263.8,62.1,1.0684811803891558,42000000
40,3,R2,50.1,204.6,50.1,1.0811011244329116,42000000
40,3,R3,75.2,213.6,75.2,1.1336733147995226,42000000
40,3,R4,74.2,209.6,74.2,1.1267967016728295,42000000
40,3,R5,43.1,224.7,43.1,1.0940921047345893,42000000
40,4,R1,116.4,302,116.4,1.2056089009558153,42000000
40,4,R2,80.2,302,80.2,1.1856641244046122,42000000
40,4,R3,59.2,354.1,59.2,1.094853690466092,42000000
40,4,R4,64.2,289,64.2,1.1775340211793714,42000000
40,4,R5,68.2,340.1,68.2,1.2237090127989931,42000000
40,5,R1,68.2,380.2,68.2,1.18407719552551,42000000
40,5,R2,89.3,274.9,89.3,1.2228707598480175,42000000
40,5,R3,122.4,398.3,122.4,1.1629776117888655,42000000
40,5,R4,78.2,364.2,78.2,1.2045832782526886,42000000
40,5,R5,71.2,243.8,71.2,1.2567934843422757,42000000
40,6,R1,47.1,327.1,47.1,1,42000000
40,6,R2,82.3,270.9,82.3,1.0804124001902151,42000000
40,6,R3,71.2,275.9,71.2,1.1047793063221,42000000
40,6,R4,80.2,258.8,80.2,1.1116430912970214,42000000
40,6,R5,72.2,322,72.2,1.0587825884142017,42000000
40,7,R1,74.3,238.8,74.3,1.067793121394939,42000000
40,7,R2,66.2,263.9,66.2,1.0724092581720135,42000000
40,7,R3,95.3,298,95.3,1.0972782073790908,42000000
40,7,R4,88.3,268.9,88.3,1.0793893004509227,42000000
40,7,R5,80.3,247.8,80.3,1.091067030416282,42000000
40,8,R1,76.3,278,76.3,1.1682030349226475,42000000
40,8,R2,88.3,265.9,88.3,1.2127579077563777,42000000
40,8,R3,81.3,271.9,81.3,1.252001399381108,42000000
40,8,R4,82.3,292,82.3,1.143998374797535,42000000
40,8,R5,82.3,263.9,82.3,1.2259742229033022,42000000
40,9,R1,82.3,305,82.3,1.1364466571359455,42000000
40,9,R2,82.3,308,82.3,1.1787302539400983,42000000
40,9,R3,82.3,282,82.3,1.1938374122355404,42000000
40,9,R4,60.2,296,60.2,1.1338892211592009,42000000
40,9,R5,44.1,291,44.1,1.133461984897004,42000000
40,10,R1,88.3,262.8,88.3,1.078128547197828,42000000
40,10,R2,72.2,264.8,72.2,1.0705837206025843,42000000
40,10,R3,85.2,273.9,85.2,1.0656262428497707,42000000
40,10,R4,73.2,272.9,73.2,1.064954133303815,42000000
40,10,R5,74.2,256.8,74.2,1.065806218213504,42000000
40,11,R1,71.2,291.9,71.2,1.1059741469929156,42000000
40,11,R2,90.3,278.9,90.3,1.108830656626916,42000000
40,11,R3,106.3,281.9,106.3,1.1223859620046956,42000000
40,11,R4,97.3,269.9,97.3,1.1176640328126026,42000000
40,11,R5,76.2,265.8,76.2,1.110251872412358,42000000
40,12,R1,85.2,258.8,85.2,1.1663799243513908,42000000
40,12,R2,85.2,219.7,85.2,1.1717346303346128,42000000
40,12,R3,74.2,255.8,74.2,1.156380895133228,42000000
40,12,R4,78.2,247.8,78.2,1.1422680033938069,42000000
40,12,R5,69.2,235.7,69.2,1.1748112958346466,42000000
40,13,R1,111.4,758.7,111.4,1.3125318581692142,69000000
40,13,R2,123.4,743.6,123.4,1.3111980227395477,69000000
40,13,R3,49.1,697.5,49.1,1.2295172384305988,69000000
40,13,R4,111.4,761.7,111.4,1.2851945734818706,69000000
40,13,R5,117.4,772.8,117.4,1.2869109597138777,69000000
40,14,R1,132.4,420.5,132.4,1.0475223333337194,69000000
40,14,R2,179.6,536.9,179.6,1.0572788378014597,69000000
40,14,R3,91.3,355.2,91.3,1.0305107354661274,69000000
40,14,R4,141.5,385.3,141.5,1.0350224009973108,69000000
40,14,R5,75.2,494.7,75.2,1.0148404448855504,69000000
40,15,R1,120.4,311.1,120.4,1.2875551266745686,69000000
40,15,R2,143.5,339.2,143.5,1.3045572476943514,69000000
40,15,R3,111.4,351.2,111.4,1.2269973818693782,69000000
40,15,R4,74.2,333.1,74.2,1.156754494067709,69000000
40,15,R5,94.3,292,94.3,1.195001243384595,69000000
40,16,R1,89.2,525.4,89.2,1,14000000
40,16,R2,83.2,554.4,83.2,1,14000000
40,16,R3,77.2,547.4,77.2,1,14000000
40,16,R4,96.2,602.5,96.2,1,14000000
40,16,R5,72.2,411,72.2,1,14000000
40,17,R1,80.2,344.9,80.2,1,14000000
40,17,R2,86.2,411,86.2,1.3197510387010365,14000000
40,17,R3,86.2,370,86.2,1.302086292912096,14000000
40,17,R4,96.2,352.9,96.2,1.3002724429132153,14000000
40,17,R5,100.2,324.8,100.2,1.3838089442902888,14000000
40,18,R1,75.2,412,75.2,1,14000000
40,18,R2,84.2,593.5,84.2,1,14000000
40,18,R3,86.2,589.5,86.2,1,14000000
40,18,R4,48.1,420.1,48.1,1,14000000
40,18,R5,42.1,339.9,42.1,1,14000000
42,1,R1,69.2,264.7,69.2,1.1774272398252723,42000000
42,1,R2,82.2,237.7,82.2,1,42000000
42,1,R3,90.2,208.6,90.2,1.15996598937626,42000000
42,1,R4,72.2,207.6,72.2,1.1866775766054254,42000000
42,1,R5,76.2,198.6,76.2,1.229372410391005,42000000
42,2,R1,59.1,239.7,59.1,1.175240056609525,42000000
42,2,R2,73.2,223.7,73.2,1.1772819243595396,42000000
42,2,R3,49.1,215.7,49.1,1.2402561791620996,42000000
42,2,R4,58.1,244.7,58.1,1.2164516401302368,42000000
42,2,R5,75.2,207.6,75.2,1.1248826297332983,42000000
42,3,R1,73.2,263.7,73.2,1.1858193312717349,42000000
42,3,R2,78.2,209.6,78.2,1.2157388342834352,42000000
42,3,R3,73.2,228.7,73.2,1.2023461058270684,42000000
42,3,R4,69.2,208.6,69.2,1.2890226147402613,42000000
42,3,R5,72.2,193.6,72.2,1.2319626798004784,42000000
42,4,R1,77.2,365.2,77.2,1.2109720725249609,42000000
42,4,R2,68.2,357.1,68.2,1.243705137567886,42000000
42,4,R3,57.1,330,57.1,1,42000000
42,4,R4,52.1,283.9,52.1,1,42000000
42,4,R5,81.2,262.8,81.2,1.187640583805201,42000000
