Group,T_C,tax,lo,hi
Clade1,22,1.4828884932116926,1.3086116554202851,1.6882619418732512
Clade1,22.25,1.4613558072323924,1.294161777649574,1.6579241459087959
Clade1,22.5,1.44044180575849,1.2807593738303282,1.6281569346167362
Clade1,22.75,1.42000813020391,1.2672415272915383,1.5995778979836497
Clade1,23,1.399803158175235,1.2539414410984606,1.5714637408263816
Clade1,23.25,1.3801804384263758,1.2409268567636775,1.54438324412657
Clade1,23.5,1.3609547526364243,1.2281578530938004,1.5167802570443216
Clade1,23.75,1.342049020421329,1.215028140106069,1.4903476804024587
Clade1,24,1.323977241280459,1.2021963784491856,1.4651132567587928
Clade1,24.25,1.306399455049351,1.1902757573583194,1.4400444248886197
Clade1,24.5,1.2886247408473164,1.1784235534628582,1.4163865271108276
Clade1,24.75,1.2715307893831915,1.1678914521202544,1.3933577847029177
Clade1,25,1.254879838643888,1.1562947753494424,1.3715158712212003
Clade1,25.25,1.2385979629886603,1.1445794278454788,1.3501446779215236
Clade1,25.5,1.2228895046171524,1.1346268986434631,1.3289835212223187
Clade1,25.75,1.2075234538860058,1.123215031464314,1.3085108301790194
Clade1,26,1.192776061124313,1.1123579272369821,1.289185926803579
Clade1,26.25,1.1780961122665723,1.1026183806898675,1.2700266349657945
Clade1,26.5,1.16421659719392,1.0937488093081882,1.2525072050721122
Clade1,26.75,1.150561985172407,1.084416702202477,1.2355340692435912
Clade1,27,1.1376620436015599,1.075021844392153,1.2194524680871017
Clade1,27.25,1.125122612391256,1.0665493950445648,1.2017798601589207
Clade1,27.5,1.1133431293306533,1.0580908462088623,1.1861861630562953
Clade1,27.75,1.1021280635251949,1.0504895886302137,1.1715049872066967
Clade1,28,1.0913073281052246,1.0437863804669496,1.1574515304161643
Clade1,28.25,1.0811248149116892,1.0375076394250378,1.1434409984326859
Clade1,28.5,1.071220147866344,1.030999670346234,1.1294087396478196
Clade1,28.75,1.0620247853957405,1.0251513541735495,1.1172454109490757
Clade1,29,1.0534452003190742,1.0197113765904728,1.1053065268825966
Clade1,29.25,1.045214537647807,1.0148959320935003,1.0939231442667543
Clade1,29.5,1.0378616301490862,1.0105795533380963,1.0824732106363217
Clade1,29.75,1.031050537223174,1.007156562508511,1.072059540728194
Clade1,30,1.0246879836614198,1.0041840266272177,1.0627060839488625
Clade1,30.25,1.0190740781387428,1.0021134299688343,1.0539960375759956
Clade1,30.5,1.014079305736761,1.0007753131756585,1.0457161536057653
Clade1,30.75,1.0098743321161878,1.0002695274670517,1.0381065036591495
Clade1,31,1.006351626235144,1.0000801450967043,1.0309864274458314
Clade1,31.25,1.003673090695223,1.0000103046854905,1.0244223553858125
Clade1,31.5,1.0019356074339734,1.0000086517186282,1.0186260920309504
Clade1,31.75,1.0011246028394103,1.0000018499907866,1.0139720013941322
Clade1,32,1.0008737463162922,1.00000296012155,1.012164693738566
Clade1,32.25,1.0012539056541554,1.0000026957126809,1.013842049848229
Clade1,32.5,1.0022128474296983,1.0000065431696066,1.018797955566321
Clade1,32.75,1.004324617940755,1.0000152927432244,1.02476213445781
Clade1,33,1.007583742368885,1.0000652162618555,1.032329997701483
Clade1,33.25,1.0118827293880939,1.000185090865858,1.0407832204647398
Clade1,33.5,1.0172218558072266,1.0009618251624866,1.0505552242050689
Clade1,33.75,1.0236522843150566,1.0027143522344597,1.0617995204102095
Clade1,34,1.0311226548168997,1.0055902105476089,1.0744203307076663
Clade1,34.25,1.0399302581441705,1.009601574260091,1.0884351381509663
Clade1,34.5,1.0499441382817376,1.0148180201454582,1.1036687254806479
Clade1,34.75,1.0612529001087752,1.0210871319056214,1.1200609376511441
Clade1,35,1.0741315447518938,1.0284115848828128,1.1384080203680642
Clade1,35.25,1.088199025142628,1.037139510794978,1.1584393846372865
Clade1,35.5,1.1040574821566604,1.0474095259336251,1.1804214866422735
Clade1,35.75,1.121441018747423,1.0592590986739967,1.2046335061064697
Clade1,36,1.1405167838079695,1.0718217358452753,1.2312720846247593
Clade1,36.25,1.1615065375715035,1.0856492825053419,1.2591528216619596
Clade1,36.5,1.1841142258981354,1.1012092278988932,1.2877754336332048
Clade1,36.75,1.208803812180343,1.1187117179861787,1.3201511302953501
Clade1,37,1.2356171815483812,1.1383555517571873,1.3537562177361613
