model,elpd_diff,se_diff,elpd_loo,se_elpd_loo,p_loo,se_p_loo,looic,se_looic
fit_resp_arr,0,0,-271.33591110965216,22.474055901072138,24.34615019310126,1.1207648750344397,542.6718222193043,44.948111802144275
fit_resp_ss,-3.0976973488770234,0.5386745023381361,-274.4336084585289,22.450162270171656,24.936200031608823,1.1565205094304516,548.8672169170578,44.90032454034331
